,date,open,high,low,close,close_change,volume
0,2024-08-30,94300,94300,91300,91300,-2100,539581
1,2024-09-02,91800,92800,91000,92500,1200,181043
2,2024-09-03,92600,94500,91800,93500,1000,173928
3,2024-09-04,92300,93500,91600,92100,-1400,253085
4,2024-09-05,93000,93000,89800,91100,-1000,258237
5,2024-09-06,91200,91200,88400,89700,-1400,262047
6,2024-09-09,88200,90000,87500,89900,200,224369
7,2024-09-10,90200,90500,89200,89200,-700,151185
8,2024-09-11,89000,89700,86600,88200,-1000,242686
9,2024-09-12,88300,90300,87700,90300,2100,301934
