date,financial,insurance,invtrust,privequity,bank,financeetc,pension,institution,corporateetc,retail,foreigner,foreigneretc,total
2020-11-26,-361,3420,3065,15,1,-709,236,5665,-1043,-74674,70280,-228,0
2020-11-27,-4702,1295,-1214,-2472,0,-186,4829,-2451,1892,7632,-6893,-180,0
2020-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,20610,-250,-3545,282,0,31,-5442,11686,1424,82708,-96015,198,0
2020-12-01,13886,714,-2113,748,-36,47,-1790,11455,-1049,-78512,68356,-252,0
2020-12-02,-14625,1600,-4519,-228,-6,1260,-10682,-27200,905,28790,-2613,118,0
2020-12-03,-5163,259,-224,120,123,-628,3642,-1872,701,-53822,55207,-215,0
2020-12-04,11159,-686,4637,2664,-147,-659,9366,26335,706,-65832,38856,-65,0
2020-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,-9905,-1339,-1960,-1886,247,516,2064,-12264,1662,54329,-43878,151,0
2020-12-08,1522,80,-1169,78,-71,325,2360,3125,577,13503,-17771,565,0
2020-12-09,11438,-2984,-4109,-649,1265,235,-17160,-11964,-15,3383,8700,-104,0
2020-12-10,27099,-4681,-12119,-491,-47,244,-5990,4015,-181,-7132,3342,-45,0
2020-12-11,14546,-1045,685,2767,106,13,2793,19866,723,-27046,6438,19,0
2020-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,-12778,-3002,-1134,-430,-28,224,-5168,-22317,-1672,32172,-8319,136,0
2020-12-15,-135,-1431,191,-928,-34,-88,-13397,-15822,-282,27504,-11407,6,0
2020-12-16,9279,-3728,-2483,-2261,32,5,-5761,-4918,-137,-9749,14831,-27,0
2020-12-17,7654,-1477,-3008,-2535,70,-31,-11949,-11274,-321,13215,-1822,203,0
2020-12-18,3302,-119,-4498,-960,750,-81,-7312,-8917,907,15980,-7821,-150,0
2020-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,4627,659,-4396,599,-828,312,4824,5797,-299,-10012,4606,-93,0
2020-12-22,8570,3595,1075,160,0,-44,14877,28234,541,-62381,34536,-930,0
2020-12-23,11440,876,-5221,-2040,0,-333,-2117,2606,138,11932,-14611,-64,0
2020-12-24,15867,-5278,-3007,-340,0,-331,-3324,3587,-618,12560,-15735,206,0
2020-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28,25135,-2694,-7984,-510,-59,-407,5298,18780,826,-26203,6556,42,0
2020-12-29,-39925,-2072,-4049,-1091,-396,46,-380,-47867,1295,33865,12614,93,0
2020-12-30,20092,962,-5092,-956,-2790,35,13574,25824,-1140,-150822,126919,-782,0
2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,-10218,-2895,-5005,-6559,-487,153,-19683,-44695,-268,31101,13789,74,0
2021-01-05,-8197,-6214,-5321,-3885,216,-202,-6475,-30077,456,28351,1373,-103,0
2021-01-06,-8102,-3699,-5343,-5085,-180,40,-4290,-26661,-962,16601,10597,425,0
2021-01-07,38709,-9545,-14899,-1968,-1197,43,-39569,-28426,230,69670,-41669,195,0
2021-01-08,18625,1412,9222,9424,2009,828,5727,47248,13868,-238286,178619,-1448,0
2021-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,-68340,-1846,-2480,2748,1352,670,-28417,-96313,514,72152,23471,175,0
2021-01-12,-24887,-2653,-12537,-4449,240,-465,-7627,-52379,-4638,69056,-12337,298,0
2021-01-13,29106,8893,4448,2955,-672,1,-5404,39325,1455,-120494,79779,-65,0
2021-01-14,-12009,1496,4616,3602,1088,266,1656,715,18339,-24687,5655,-22,0
2021-01-15,-33927,1594,-2563,452,60,10,-13783,-48156,-3215,63460,-12162,73,0
2021-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,4530,857,822,1345,-169,9,-23298,-15904,-4369,4557,15884,-168,0
2021-01-19,46209,2131,2504,40,319,49,-9978,41273,3316,-36872,-7941,224,0
2021-01-20,-14897,5530,1508,111,365,676,-11169,-17877,-1477,20788,-1493,60,0
2021-01-21,23942,-594,10268,3525,152,-198,-12174,24919,-84,-170448,146443,-830,0
2021-01-22,14316,-264,18313,723,845,13,47522,81468,-6710,-283949,210272,-1081,0
2021-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,23515,154,6616,-595,1,0,-5355,24336,-8613,-28006,12168,115,0
2021-01-26,-19090,-9666,-6641,-6308,374,2,2928,-38400,1950,58258,-21983,174,0
2021-01-27,10939,-55,-748,1699,-228,149,6991,18748,2132,16151,-37145,114,0
2021-01-28,12913,10167,21632,171,306,1256,39040,85484,-2840,-145647,63783,-780,0
2021-01-29,-1546,5203,13371,-672,-98,-158,27709,43810,127,44067,-88248,244,0
2021-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-01,26791,716,3647,2816,108,-350,-24468,9260,-10159,-2494,3725,-332,0
2021-02-02,52662,18,9157,6085,-257,351,7852,75868,-1136,-57308,-17086,-337,0
2021-02-03,-7825,-1789,4631,1567,0,74,-24670,-28011,972,-20089,47259,-130,0
2021-02-04,-34737,-2352,-3655,-983,-213,0,-31390,-73330,4440,112569,-44438,759,0
2021-02-05,9155,-3313,1500,1543,39,18,-40012,-31071,122,-7402,38484,-132,0
2021-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-08,18165,-2822,1131,-6634,-235,0,-30086,-20480,-2032,19785,2599,128,0
2021-02-09,988,-1873,-247,540,-185,-185,-27964,-28928,198,-16271,44778,223,0
2021-02-10,-82257,9896,5042,4786,-572,34,-952,-64024,5451,-50153,109270,-544,0
2021-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-15,10604,-1335,5409,3578,-123,467,-27610,-9011,-1038,-12359,22009,399,0
2021-02-16,-4481,9597,394,-227,-549,-8,-35424,-30698,-1725,96489,-64533,467,0
2021-02-17,-39571,926,760,-1745,-277,10,-28237,-68135,1681,98292,-32069,230,0
2021-02-18,-12732,-8628,4542,127,-50,-7,-26165,-42914,1581,66398,-25441,376,0
2021-02-19,-3820,4038,2986,-1332,0,-526,-20879,-19533,-966,-33081,53778,-198,0
2021-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,-6440,-9496,-14004,-3311,-154,266,-46584,-79723,5794,114632,-41533,830,0
2021-02-23,7044,-2759,-6713,-5875,362,-61,-15471,-23472,488,-25667,48955,-304,0
2021-02-24,20392,-4508,-4942,-5028,1825,-263,-29781,-22305,-4393,33968,-7515,245,0
2021-02-25,17036,-1882,-5210,-514,190,144,-32568,-22804,-837,-655,24195,100,0
2021-02-26,-34766,-1954,-3233,8877,-213,-763,-10265,-42316,1740,79433,-39154,297,0
2021-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-02,20546,2349,3517,1538,-20,0,-11602,16328,-471,9607,-25720,256,0
2021-03-03,34520,1449,5978,3734,291,-17,12899,58855,-197,-176325,117624,44,0
2021-03-04,-12516,970,1682,-2185,0,-209,-20719,-32975,225,76957,-44441,234,0
2021-03-05,-86297,3307,-2738,-2820,218,-522,-27658,-116510,685,182130,-67056,751,0
2021-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,-21912,1269,-1735,-1998,0,3,-21722,-46094,-4703,61252,-10504,50,0
2021-03-09,12863,-1218,-5030,-6783,30,-13,-9622,-9772,16,17489,-7711,-22,0
2021-03-10,3214,-730,11736,15027,441,100,6281,36069,-127,-60624,24769,-87,0
2021-03-11,-9963,6685,2026,-1775,-68,198,-36453,-39350,4542,64250,-29761,319,0
2021-03-12,6156,-1989,10824,3261,-56,1085,995,20276,-1761,-15697,-2533,-284,0
2021-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-15,-14148,-2184,-1186,-1373,0,-65,1731,-17226,-1050,15211,2853,212,0
2021-03-16,-5046,-545,663,895,-1007,19,-2842,-7863,15822,-26083,18194,-69,0
2021-03-17,-14065,-295,-536,-674,-148,10,-18211,-33919,-3090,22288,14188,534,0
2021-03-18,48770,3727,5579,4721,-197,-1021,27503,89082,-2080,-216915,130791,-878,0
2021-03-19,-13164,1383,-2735,214,166,-473,-2660,-17269,-555,29726,-11968,66,0
2021-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-22,14016,14337,2105,-836,0,-249,-4705,24668,-476,82907,-107398,299,0
2021-03-23,1236,-373,-5959,-2889,-103,17,-26358,-34430,5458,138894,-109694,-228,0
2021-03-24,-8072,5140,-530,-44,-11,497,-12695,-15714,1466,53736,-39875,387,0
2021-03-25,2651,-3135,-6489,-10241,29,-23,-16992,-34200,-1791,89279,-53511,222,0
2021-03-26,662,-1154,-8610,-2328,64,-51,-25382,-36798,7425,16506,12739,128,0
2021-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,-14072,-1620,-10781,-4707,-54,-542,-52246,-84022,1159,135994,-53480,349,0
2021-03-30,8173,-50,-422,3156,19,26,-4958,5944,4222,1715,-12062,181,0
2021-03-31,-13535,-1160,-1551,-537,0,131,-10666,-27319,1019,26557,-329,73,0
2021-04-01,-2214,-2240,-4258,-1195,0,-30,-31765,-41703,1787,42938,-3200,177,0
2021-04-02,10549,520,-4584,-1679,0,-19,-11559,-6772,-10122,19772,-2980,101,0
2021-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-05,-9841,-5767,-5831,-535,-44,-30,-26452,-48500,232,53848,-5785,205,0
2021-04-06,-1315,-1226,5553,2429,1164,-250,-6829,-473,1611,-91183,90216,-170,0
2021-04-07,-15144,-1867,-2468,-2217,0,-230,-18763,-40689,320,75663,-35570,276,0
2021-04-08,-37495,-230,-2936,-1757,0,-210,-10459,-53087,718,61845,-9597,120,0
2021-04-09,-7712,-789,-1825,117,-3543,600,-15453,-28606,-302,28695,100,112,0
2021-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12,7435,-2500,1622,1856,-1,172,-7216,1369,760,2051,-4229,49,0
2021-04-13,6160,-1096,-2720,-107,-543,-37,-20682,-19025,723,-16218,34543,-23,0
2021-04-14,41937,363,2747,-505,-408,-500,-15448,28186,778,-21018,-8369,423,0
2021-04-15,3443,4774,4794,1322,1401,-337,-4736,10661,1356,12849,-24900,34,0
2021-04-16,-24316,-1111,-3113,-367,31,0,-475,-29351,918,7386,20872,175,0
2021-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-19,-19,-966,-1437,988,101,0,-11648,-12980,1452,23162,-11790,157,0
2021-04-20,10766,-356,-2771,-3883,-203,23,-11716,-8142,435,-10684,18274,116,0
2021-04-21,-31320,-3157,-16975,-9551,-475,-58,-27364,-88900,-4752,170603,-78228,1277,0
2021-04-22,401,-3691,-4894,-750,0,0,-15714,-24647,675,44474,-20792,290,0
2021-04-23,2928,-3173,-3343,166,0,338,-20901,-23985,4054,26151,-6525,305,0
2021-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,-2395,-8143,-7469,537,-71,29,-30701,-48214,2479,46018,-139,-143,0
2021-04-27,2898,3580,-924,927,-17,0,-14734,-8268,903,4648,2629,88,0
2021-04-28,-5916,-2521,-17630,-835,-242,-177,-12364,-39686,-1989,58544,-17117,248,0
2021-04-29,1024,-8945,-16769,-258,52,12,-29662,-54547,1094,71720,-18946,679,0
2021-04-30,-16641,-10499,-24922,-2758,-3055,-17,-38072,-95965,-2799,87748,10472,544,0
2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-03,1163,-931,-590,288,365,149,4647,5090,-6929,-6197,8686,-651,0
2021-05-04,2568,-147,3310,732,0,0,-5941,522,-297,-1139,1018,-104,0
2021-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-06,3423,-3681,-8179,-910,-236,-142,-16900,-26625,-76,50324,-23732,110,0
2021-05-07,6848,-5337,-7839,-305,-222,0,-14460,-21316,219,25597,-4600,99,0
2021-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,15226,-9946,-3969,2123,-68,-146,-18895,-15675,418,26831,-12014,440,0
2021-05-11,-39367,-7688,-16641,-1882,-416,-319,-29483,-95796,-173072,301251,-33773,1391,0
2021-05-12,-19622,-5671,-9993,-854,-2741,-60,-6917,-45857,799,94745,-50372,685,0
2021-05-13,-3671,-2584,-10690,-1161,58,-12,-16113,-34173,152,29575,4671,-225,0
2021-05-14,-5129,-1044,-2582,172,14,892,-915,-8593,672,1672,6160,89,0
2021-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,-2527,-305,-485,1422,0,-42,-5841,-7779,-2568,13891,-3503,-41,0
2021-05-18,36344,-525,-394,-264,64,0,1432,36658,419,-23112,-13979,15,0
2021-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,9742,4153,835,2519,352,-3369,3643,17875,2013,-1654,-18398,165,0
2021-05-21,14445,1568,6805,1613,210,-22,-6076,18543,3,-63203,44521,137,0
2021-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,-1552,-588,-4642,-57,0,0,-2304,-9143,32,20480,-11263,-107,0
2021-05-25,29235,-995,-2497,1452,356,564,9062,37176,-33,-18056,-19154,66,0
2021-05-26,29074,701,12890,1073,-462,53,4578,47907,-379,-71771,24480,-237,0
2021-05-27,19365,-290,1459,1628,0,28,-12324,9867,93,60370,-70611,281,0
2021-05-28,10657,-4271,-4009,1160,-160,0,-1410,1967,1733,10326,-14334,308,0
2021-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,-22204,2214,2079,-10,11,57,-3212,-21065,723,-14708,35203,-153,0
2021-06-01,21519,-2190,89,114,48,0,692,20273,6034,-38644,12503,-165,0
2021-06-02,-10020,-8521,-3387,-1718,11,-3,-4929,-28566,-2821,29126,2053,209,0
2021-06-03,5695,-1439,-5317,-1039,0,25,-3396,-5472,-251,9506,-3910,128,0
2021-06-04,-22692,-1436,-4396,-1667,0,-50,-12679,-42920,31,61620,-18977,246,0
2021-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,8319,1045,-478,-699,157,0,3546,11891,1602,-35797,22371,-68,0
2021-06-08,16294,119,253,662,-218,-11,-7373,9725,572,-10449,124,28,0
2021-06-09,-667,-1344,-451,-1522,29,66,2087,-1802,94,17590,-16017,135,0
2021-06-10,-15398,6651,12048,11860,-5,1493,11265,27914,2501,-190378,161173,-1211,0
2021-06-11,-10808,2499,-309,-322,32,18,22582,13692,1685,13999,-29334,-41,0
2021-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,-1847,10478,10566,7165,-459,-226,25513,51191,-1868,-144876,96762,-1208,0
2021-06-15,-9412,5671,3836,-357,-376,363,18013,17738,4413,14292,-35872,-572,0
2021-06-16,9422,596,4974,2743,-81,-658,13110,30105,-1293,-37194,8430,-48,0
2021-06-17,-39545,4752,-1062,-715,0,0,-2516,-39086,815,44531,-6364,104,0
2021-06-18,35224,1825,16727,3561,400,-126,27808,85419,5379,-107392,16499,95,0
2021-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,-34291,1142,6039,-495,0,-928,657,-27877,-4777,6311,26711,-368,0
2021-06-22,-3174,84,1619,-1536,0,16,-14787,-17778,1732,72876,-57329,499,0
2021-06-23,55958,9192,17805,16031,-689,-65,33660,131892,4569,-230947,95483,-996,0
2021-06-24,22484,1613,5341,4501,-210,-28,-24995,8706,10030,39482,-58888,669,0
2021-06-25,15433,-1817,-14094,-14892,550,-227,-23874,-38921,523,59422,-21541,518,0
2021-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,-8885,-1609,-4142,-2637,-58,0,-12007,-29338,-3391,24629,8301,-200,0
2021-06-29,-14693,-3384,-721,169,0,0,1486,-17144,-29,-5998,23104,67,0
2021-06-30,5103,1733,5814,857,-42,0,24967,38433,1423,-45549,6062,-369,0
2021-07-01,-13411,-224,-560,-2965,0,87,-26297,-43371,-628,45351,-1503,151,0
2021-07-02,-2576,-1394,975,-3464,-42,-12,-1930,-8442,1324,-23606,30792,-68,0
2021-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,14731,-725,-1415,-5505,0,30,-5281,1835,-1339,17461,-17966,9,0
2021-07-06,5182,-2525,-999,-1441,-533,35,-5140,-5421,-1075,1539,4774,183,0
2021-07-07,-9447,1561,6254,1662,758,-34,15929,16682,1459,-50110,32502,-533,0
2021-07-08,27230,5219,15944,4127,0,-166,13850,66204,327,-75012,8989,-508,0
2021-07-09,-19762,4414,7977,16679,743,198,6825,17074,5261,58255,-80907,317,0
2021-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,-683,777,-754,-2769,0,-7,4214,777,-1049,-8136,8385,22,0
2021-07-13,37057,-1969,5533,13709,0,-26,21846,76151,-2950,-167139,95262,-1325,0
2021-07-14,-5326,656,5248,-6674,-18,37,-1548,-7625,281,67962,-61370,752,0
2021-07-15,15711,579,2278,-799,0,-336,4126,21559,-1153,7039,-27406,-39,0
2021-07-16,20584,6833,3504,-3241,0,1457,12979,42116,3330,-79833,33715,673,0
2021-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,-10475,3841,-1457,-4834,2,-2,-11469,-24393,-87,40427,-16197,250,0
2021-07-20,13114,4143,-1439,-1871,9,-3,-2488,11465,-1574,29541,-39966,535,0
2021-07-21,-10104,110,-3962,-3613,6,-47,-15973,-33583,1214,76753,-44883,499,0
2021-07-22,18711,7198,9600,1892,0,-18,26411,63793,723,-53968,-10229,-320,0
2021-07-23,33425,13638,14142,8676,502,66,27024,97473,-2870,-85410,-8956,-236,0
2021-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26,-11472,7272,2274,-4506,68,-115,-13952,-20430,682,38583,-18919,84,0
2021-07-27,2251,10158,-1719,-2326,-47,-171,-6841,1305,302,-5276,3627,41,0
2021-07-28,24572,5556,1039,-4086,-250,-130,-8429,18272,-5006,69956,-83204,-18,0
2021-07-29,-9222,-988,883,1610,-176,-2,6537,-1359,-478,11953,-10686,570,0
2021-07-30,-9832,-1719,-8059,-1390,0,-51,-6752,-27802,4254,19135,3170,1242,0
2021-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-02,47948,-678,-4878,-329,100,-12,-15488,26663,21,-12158,-14535,9,0
2021-08-03,131,-4580,-12475,-3616,0,-36,-6915,-27491,-2564,49663,-18955,-652,0
2021-08-04,30285,870,-5818,3005,0,0,-3941,24401,-998,-14891,-8578,65,0
2021-08-05,13614,1425,1315,2252,0,0,1783,20389,-513,-72543,52807,-140,0
2021-08-06,-8329,431,1217,110,0,-5,11359,4782,209,-17291,12123,177,0
2021-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-09,-16670,461,985,-532,-10,33,10346,-5387,894,-22471,27124,-159,0
2021-08-10,-7350,-644,-3066,-98,4,-4,-7011,-18168,-4173,-7806,30233,-86,0
2021-08-11,2751,-270,2643,882,0,0,-10435,-4428,412,-19593,23960,-350,0
2021-08-12,-11366,-3476,-2434,-4757,0,0,-8972,-31004,-35,25100,5773,167,0
2021-08-13,-3863,1242,-1260,-2391,131,-61,-873,-7077,-6130,-15460,28726,-60,0
2021-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-17,5328,-170,-561,-4419,0,0,-5403,-5225,-3837,24106,-15099,56,0
2021-08-18,20981,1120,-1915,5561,-3,0,-542,25203,-4376,-16184,-4631,-13,0
2021-08-19,-1704,84,773,-882,-226,0,-13053,-15009,5060,-16187,26134,2,0
2021-08-20,4013,-681,943,1845,0,-12,-8889,-2781,-1374,-20798,24475,477,0
2021-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-23,19923,644,-2210,3139,-20,-15,-5122,16339,39,-48617,32525,-285,0
2021-08-24,-10187,-1090,-497,23,0,-9,-4710,-16470,-8385,-31641,57487,-990,0
2021-08-25,-2475,-2339,-1780,-208,4,114,2475,-4209,5867,61897,-64090,536,0
2021-08-26,5644,-1762,-6670,-767,4,-28,-6160,-9738,561,68579,-59761,360,0
2021-08-27,28202,-919,-4209,140,1395,0,-12223,12387,46,34628,-47143,81,0
2021-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-30,9166,-764,-874,302,361,3,-6711,1482,167,-43777,42194,-67,0
2021-08-31,-28801,-1206,672,2410,106,-9,-5064,-31892,290,-75034,107042,-407,0
2021-09-01,-6317,-3016,-3999,286,207,1008,-413,-12243,22,-80085,92569,-263,0
2021-09-02,-16376,-2566,308,-26,102,0,-3873,-22432,-766,-3816,27117,-103,0
2021-09-03,3677,2037,6407,811,-212,-1063,4776,16433,-5717,-107143,97018,-592,0
2021-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,2269,-50,-4675,-214,3,-90,-10561,-13317,145,-9179,22326,26,0
2021-09-07,371,-529,-1967,-642,0,10,-11857,-14614,-201,31469,-16923,268,0
2021-09-08,-41665,-9610,-27026,-1851,-426,-335,-39039,-119952,-3402,350611,-229049,1793,0
2021-09-09,-34204,-3140,-7555,-1007,-920,-26,-37506,-84359,13122,129823,-58813,228,0
2021-09-10,24454,-214,2378,-2444,294,16,-12824,11659,3230,10187,-25452,375,0
2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,8736,-2234,-2675,-2483,-109,-60,-13887,-12713,-504,16571,-3329,-25,0
2021-09-14,-5156,1823,-3981,-41,-391,50,-25674,-33369,2680,116279,-85569,-22,0
2021-09-15,-12957,-1269,-279,-1187,324,160,4616,-10593,4205,51741,-45713,360,0
2021-09-16,-11200,-3867,23,1618,10,138,-4749,-18027,-2765,2985,17352,455,0
2021-09-17,-11453,-578,5484,-499,0,56,-7034,-14025,658,13256,29,81,0
2021-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23,-6103,-4949,-1336,-628,0,29,-4791,-17779,69,11455,6161,94,0
2021-09-24,-4356,-1318,386,2313,0,161,3905,1092,2316,-32686,29512,-234,0
2021-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-27,6685,-2179,-1773,-841,0,421,-22876,-20562,1635,13873,4951,104,0
2021-09-28,-34943,-8829,-5970,-5246,4,39,-27790,-82736,9780,114398,-42187,746,0
2021-09-29,-9957,-1955,-2605,-1111,0,237,-8982,-24374,-124,28944,-4685,239,0
2021-09-30,-14820,-3799,-71,2184,0,442,-5146,-21210,-3602,12004,12706,102,0
2021-10-01,-11742,-7093,-2020,295,0,511,350,-19698,-9546,24352,4844,48,0
2021-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-05,13430,-1265,-1121,-1038,-19,-5,352,10335,-3877,-1242,-5279,63,0
2021-10-06,15987,-320,5797,-2057,60,23,-5112,14378,-435,-21067,7158,-35,0
2021-10-07,31333,4863,13142,4299,11,357,-2411,51595,1124,-60383,7644,19,0
2021-10-08,-21032,-215,2213,-282,70,6,-6373,-25613,435,15663,9339,176,0
2021-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-12,-23837,-1197,-1149,-358,-83,-38,487,-26176,349,91255,-65557,128,0
2021-10-13,-24621,2559,3411,1933,-12,-16,-1130,-17876,-120,-37118,55501,-387,0
2021-10-14,32719,859,4783,410,-39,-23,6837,45545,481,-62023,16246,-248,0
2021-10-15,5726,-706,2056,14,0,10,-103,6995,-203,12596,-19386,-2,0
2021-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-18,-1446,-15038,380,-40,-13,-91,10799,-5449,918,-8511,13049,-7,0
2021-10-19,59849,301,3686,789,-31,-45,321,64870,-1147,-83217,19758,-264,0
2021-10-20,21194,-209,2046,161,40,2349,11620,37202,-2055,-24664,-10261,-221,0
2021-10-21,9965,-286,9047,974,0,-179,-5245,14275,1292,-15651,76,7,0
