date,financial,insurance,invtrust,privequity,bank,financeetc,pension,institution,corporateetc,retail,foreigner,foreigneretc,total
2020-02-21,-116714,5120,1500,4399,3015,999,-40041,-141723,-2504,97028,46036,1164,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,14097,1235,34019,8716,2511,552,89044,150174,-53092,388624,-487947,2241,0
2020-02-25,-15872,7222,34481,9041,5557,-2590,40493,78332,4099,194351,-277625,843,0
2020-02-26,-43977,7897,15959,9523,5086,2003,31639,28130,8306,360507,-398398,1456,0
2020-02-27,-75605,6740,10023,1018,1168,380,50048,-6227,4481,167524,-166289,510,0
2020-02-28,104499,12643,4897,6371,428,128,25285,154250,214,127846,-282586,276,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,28656,15487,31467,28232,2450,2922,11797,121011,5276,257611,-384510,612,0
2020-03-03,-160211,8460,11970,6551,1677,126,35605,-95822,4779,229480,-139568,1132,0
2020-03-04,-105889,3272,733,26759,180,3617,12248,-59081,2873,-117545,174651,-899,0
2020-03-05,-102614,4011,-539,-6297,386,115,56199,-48739,2242,172733,-126782,546,0
2020-03-06,-158176,8045,7067,-2769,3,2071,87592,-56167,5487,206402,-155742,19,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,-141507,14139,14231,-3172,-3266,5075,106141,-8358,14753,532204,-540463,1865,0
2020-03-10,144945,8126,-36199,12562,-9846,1949,89344,210882,21654,118356,-350752,-140,0
2020-03-11,-121202,139,-7295,-25523,-338,-167,2982,-151405,22092,675860,-549350,2803,0
2020-03-12,53087,10878,31976,20549,8790,-565,53565,178280,8977,273031,-459546,-743,0
2020-03-13,10869,8678,-19772,3036,1490,-424,193161,197036,17060,358020,-573789,1672,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,-196850,-2053,11518,-32761,1201,3,54907,-164034,19693,362171,-218525,695,0
2020-03-17,111026,-10295,-6807,-28703,-64,-962,55129,119323,11536,415266,-546354,229,0
2020-03-18,-172277,-3844,-21518,-26772,-535,-1006,-40295,-266246,18304,303748,-57355,1550,0
2020-03-19,68571,-8866,-117094,-19088,-7519,-1294,159909,74618,2785,178812,-257252,1037,0
2020-03-20,-21854,10806,6147,3770,2715,1206,73857,76646,9457,144566,-230876,207,0
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,-93552,925,-28508,-21553,-2111,-1861,7242,-139418,15828,470841,-348756,1505,0
2020-03-24,15922,3403,55355,50,1274,-684,74123,149443,352,-280712,131780,-863,0
2020-03-25,-4886,-3829,-4604,-32333,-583,714,-38173,-83694,-27327,242777,-133270,1515,0
2020-03-26,-103524,-10896,-7787,-23927,3432,-266,-37153,-180122,3417,149097,26317,1290,0
2020-03-27,4109,-2403,-13533,-3311,-506,766,61863,46985,30341,71939,-152301,3035,0
2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,-9857,4675,4719,-3606,1210,698,2173,11,1087,47203,-48478,176,0
2020-03-31,-84791,-17358,-29559,-6713,3487,136,-8810,-143607,6531,146850,-10568,794,0
2020-04-01,-94090,-10706,-7088,-19416,482,-117,-87031,-217965,3063,328995,-112361,-1732,0
2020-04-02,5967,-1403,11471,-6945,-866,2234,51851,62309,-30112,37327,-69558,35,0
2020-04-03,-60652,-7305,22457,-1990,2844,468,16077,-28102,-1006,27490,1508,109,0
2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,186022,2450,6340,10830,1606,376,79327,286950,57687,-333381,-8402,-2854,0
2020-04-07,5157,-2757,60884,-2630,489,471,-6715,54897,-8290,-98896,52765,-476,0
2020-04-08,-171249,-6052,52669,-8407,5094,964,-15811,-142792,-62763,109310,95301,944,0
2020-04-09,-202644,-99,150006,-3020,-8802,180,-1304,-65683,5120,55319,5147,97,0
2020-04-10,-126855,-13863,-15440,-18014,-586,-82,56171,-118669,6240,86686,25642,100,0
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,-136416,-7297,-13154,-7454,-1579,-245,24055,-142091,559,157816,-17072,788,0
2020-04-14,48827,-4381,-1546,3943,109,829,81528,129311,7665,-160757,22935,846,0
2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,-45799,-578,-6551,-6664,1759,1694,71892,15751,10484,25881,-52168,51,0
2020-04-17,35369,-8176,21257,26994,220,-920,43688,118431,8610,-389186,263869,-1725,0
2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,-125118,-7492,2104,-5527,56,-213,-45391,-181581,3588,239955,-62845,883,0
2020-04-21,-71612,-1357,-5509,-12455,554,1334,6730,-82316,5630,262968,-186035,-247,0
2020-04-22,-114409,-16333,-9045,-7255,-3012,1792,23253,-125009,-3020,89289,38076,664,0
2020-04-23,-6960,1432,8622,-1135,1022,192,31754,34927,-1569,11067,-46269,1844,0
2020-04-24,-83095,282,-1829,-4012,-24,-99,-45602,-134380,6857,96102,31235,186,0
2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,72143,734,-8481,-79,137,-429,47933,111958,-2852,-94884,-14009,-213,0
2020-04-28,-19831,-2482,-2669,-3589,99,120,-17205,-45558,4139,11181,29771,467,0
2020-04-29,30691,-16693,-10815,-1556,-2088,-201,20293,19632,431,-25532,5672,-203,0
2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,-134024,-9055,-25810,-4892,-155,3228,-77715,-248423,25691,508941,-287097,887,0
2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,15919,-8539,-477,-236,-265,-33,42618,48987,-553,32732,-81462,295,0
2020-05-07,50086,-5728,-24165,3375,-774,840,-18570,5063,1157,63473,-70225,532,0
2020-05-08,78441,-12268,-14314,-2709,-1497,-122,3807,51339,10415,47677,-108623,-808,0
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,-22604,-37009,1689,1826,18,-80,-25848,-82008,865,142043,-61556,656,0
2020-05-12,-96702,359,9630,-2181,-1093,399,-67068,-156655,1177,250191,-95565,852,0
2020-05-13,-17436,-6999,-7677,2669,-704,126,6365,-23656,8283,39283,-24097,187,0
2020-05-14,-33928,-353,20720,3253,-6063,539,-45106,-60938,-6895,126080,-58471,224,0
2020-05-15,16807,180,3097,1212,475,-486,67087,88373,1345,11315,-100740,-293,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,11294,4204,12901,12232,2613,424,43309,86976,16124,-156803,53889,-185,0
2020-05-19,156703,2792,28740,10683,4724,383,57810,261836,5202,-355127,89632,-1542,0
2020-05-20,-5386,-1247,17033,153,75,950,-18379,-6801,3019,-5706,9512,-24,0
2020-05-21,-105090,-4895,1726,3271,1224,1478,-15686,-117972,-332,22853,95474,-23,0
2020-05-22,-78330,-6537,-6452,-15181,1680,1310,-36683,-140192,-19448,331201,-172249,688,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,-16483,-8933,23426,-8953,-263,1991,20189,10973,-2884,100345,-108541,108,0
2020-05-26,73528,-4900,3590,4919,-278,976,3857,81692,-840,-39450,-41562,161,0
2020-05-27,-25038,-391,12415,8251,1545,-871,11427,7339,13648,-171484,150705,-207,0
2020-05-28,47068,6490,24528,12045,756,-378,49451,139959,-3534,-259439,123958,-945,0
2020-05-29,-37945,-1083,9841,-3267,50,-394,-62649,-95447,339,-95059,190374,-208,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,40214,14196,4783,1896,914,-1763,46936,107175,-10069,-94227,-1989,-889,0
2020-06-02,5857,29167,2465,3125,389,-64,5503,46442,1497,-31456,-17561,1078,0
2020-06-03,347772,77368,69996,25243,-2967,-1549,286,516151,-19069,-673613,178171,-1640,0
2020-06-04,159995,-16339,15513,15653,-520,1593,-86391,89503,-3801,-177165,93383,-1920,0
2020-06-05,129836,-2847,56549,-1659,367,-1012,-29609,151624,-2002,-142708,-5737,-1178,0
2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,-40071,-3914,40358,1096,1790,2955,-65038,-62824,-6907,160004,-91225,952,0
2020-06-09,-115757,3245,10480,2291,-230,-1440,-49167,-150579,-1704,89602,60970,1711,0
2020-06-10,75427,-7079,30075,-8086,81,-2846,-27273,60298,6465,-47498,-19786,520,0
2020-06-11,-158626,-12332,-39750,-27934,-32919,832,-91501,-362230,5084,443963,-87187,369,0
2020-06-12,-35387,-4484,-7219,-21046,-1037,-638,-25633,-95444,1196,135458,-42062,852,0
2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,-104990,-5147,-15229,-17439,-454,2266,-56391,-197383,1806,274352,-79651,876,0
2020-06-16,131058,-2975,13,-3140,-108,1000,35573,161421,3361,-54401,-110140,-241,0
2020-06-17,-45745,-2458,-6741,3780,-194,-2036,45810,-7584,5997,-89087,90933,-259,0
2020-06-18,-22183,-5887,5113,2336,200,-4065,3092,-21395,-2981,9739,14281,356,0
2020-06-19,-23172,2198,529,-7595,-1534,-1067,3680,-26961,-156,-77174,104187,104,0
2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,6521,2806,3877,-2429,-2671,1883,-9780,208,7368,64630,-72649,441,0
2020-06-23,-30462,-6895,-12155,-9929,-2999,-25,-18220,-80685,-5668,110898,-24725,181,0
2020-06-24,18790,570,28940,7632,5141,-3238,9980,67815,18488,-235881,150235,-657,0
2020-06-25,-177756,210,-10492,-10386,1326,-1431,-1528,-200057,10023,105007,83648,1380,0
2020-06-26,5834,5070,6230,7978,1282,-2545,53420,77270,837,-198796,120887,-198,0
2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,-44622,-1452,8985,-1859,420,61,-7936,-46403,-4519,79040,-28230,112,0
2020-06-30,30606,4098,10764,2865,200,-71,17566,66027,652,-154133,88080,-626,0
2020-07-01,45607,882,1439,-10678,0,3,-15070,22182,-2227,66229,-86786,603,0
2020-07-02,24703,-1187,-7669,-18443,611,2143,-24948,-24789,-106,29067,-4307,136,0
2020-07-03,32893,-5773,-7547,1324,1308,113,30719,53038,-34,-139304,87208,-908,0
2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,191583,5978,8461,19683,546,155,11559,237964,2921,-314886,74761,-760,0
2020-07-07,-103997,-5930,-20370,-30353,1180,-501,-60857,-220828,-10412,263809,-32641,71,0
2020-07-08,-62523,-3971,-16796,-14613,-880,-2068,20922,-79930,5796,85195,-11222,160,0
2020-07-09,-114548,817,-7293,-1266,154,339,989,-120807,890,39658,80529,-270,0
2020-07-10,-131332,-3693,-7082,-4939,-148,-533,-41802,-189529,-6612,111481,84062,599,0
2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,20741,-2754,1805,-1876,0,-2687,43706,58934,840,-117834,58218,-158,0
2020-07-14,-52308,-8256,1465,109,10,58,-27220,-86142,686,-37438,123072,-178,0
2020-07-15,132107,-12749,4301,3242,223,234,-9050,118309,-22557,-393152,297504,-104,0
2020-07-16,20319,-3249,-10565,-133,51,3491,-8192,1723,18727,43587,-64369,333,0
2020-07-17,7407,7648,3556,-129,1121,-402,370,19571,-15240,-87701,83620,-250,0
2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,-48500,-14545,-1522,-8392,336,6061,2393,-64169,8688,-6454,61713,223,0
2020-07-21,112434,-3022,-12443,-18593,-4123,0,10518,84770,-19775,-378321,313980,-654,0
2020-07-22,-20858,1575,-12139,-7992,294,0,-10898,-50018,7367,64224,-21413,-160,0
2020-07-23,-91814,-3026,-19142,-11030,-39,1960,-25663,-148754,4064,212678,-68610,622,0
2020-07-24,-24154,-7443,-5940,-2144,-47,-990,-16528,-57246,-7772,-10693,75295,415,0
2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,70249,748,1686,17623,352,-2857,-1476,86326,7977,-478700,389212,-4815,0
2020-07-28,-13514,-16951,17916,11107,-1986,-503,14415,10484,-31823,-896527,920827,-2961,0
2020-07-29,-46422,-4164,9379,-14498,-267,-2231,-29092,-87294,-5314,-193372,289489,-3508,0
2020-07-30,5210,1966,-8525,-1973,-1478,-1307,-55097,-61202,-5989,-27128,94473,-154,0
2020-07-31,-89495,-2916,-9135,-3438,3,-5872,-17639,-128493,6623,197390,-76370,850,0
2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,-77651,-291,-7493,1492,708,1076,-9392,-91551,-1,268190,-178505,1867,0
2020-08-04,1896,-16763,8478,-2197,-72,-2318,-24671,-35646,14900,88459,-68281,568,0
2020-08-05,-66909,-10546,-21138,-18613,-1456,-39,-45212,-163913,-4003,251247,-84212,882,0
2020-08-06,73187,-15212,-14914,-3071,161,-3343,-28009,8800,-1252,-44114,36789,-224,0
2020-08-07,-123059,-14888,-16141,-8992,54,-273,-30786,-194084,-3752,112725,83885,1226,0
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,-232,-15716,-12004,-2381,-4437,-3113,1459,-36424,-1261,49816,-12938,806,0
2020-08-11,98466,-8758,-10250,4230,636,-6007,-23810,54508,-11017,-119788,77745,-1448,0
2020-08-12,-9177,10001,3236,7063,2599,378,-16851,-2750,7427,-17839,13737,-574,0
2020-08-13,80667,-5177,-50797,-554,-1,-1626,-8969,13543,1530,62174,-77699,452,0
2020-08-14,106425,2292,-18124,-13702,-152,-2470,-37176,37092,-16210,51216,-71480,-617,0
2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,213692,11623,-7796,-1674,0,-308,-3574,211964,-4220,-281976,74781,-549,0
2020-08-19,11103,8404,-18481,-2069,3754,-1110,-48188,-46587,3608,74492,-30948,-565,0
2020-08-20,-152362,-33960,-39175,-16921,-1093,-618,-52009,-296138,2350,315453,-22261,596,0
2020-08-21,-305,4688,-43166,5592,25,78,-55599,-88684,-2482,26476,64290,400,0
2020-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,-8632,-1875,-24627,-6381,1573,-22,-26965,-66929,9831,47064,9836,198,0
2020-08-25,-53142,12901,-20429,-2442,-61,938,-4066,-66300,6186,43313,16766,34,0
2020-08-26,-111945,-6546,-14434,1108,996,960,-51201,-181062,4793,112375,63449,445,0
2020-08-27,-103087,-5689,-15805,-1444,61,1987,-35008,-158985,-5038,160446,2982,595,0
2020-08-28,41422,-4987,-13172,-4740,-2366,0,7680,23836,-2872,130097,-151068,6,0
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16791,1245,-14516,-7443,2800,1868,-28002,-27256,15124,553624,-543247,1755,0
2020-09-01,9574,699,-12131,244,-10956,-493,-38829,-51892,1376,129056,-78972,432,0
2020-09-02,2666,-1301,2283,581,2186,135,-3340,3209,3823,58880,-66931,1019,0
2020-09-03,-10004,4287,-3316,21617,263,1617,242,14707,26812,-267824,225455,850,0
2020-09-04,-103146,-7338,-1701,-4613,1070,0,-23769,-139498,1393,244978,-108573,1701,0
2020-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,-48664,314,1117,4086,0,-721,-6564,-50433,4427,50634,-4439,-189,0
2020-09-08,46295,3809,4190,24483,956,200,87462,167397,-8353,-425232,266326,-138,0
2020-09-09,6385,5495,-7737,-4345,3332,661,14908,18701,6081,-159073,134989,-698,0
2020-09-10,-21666,4888,-16276,-6002,3708,130,-50796,-86013,-843,-239447,327026,-724,0
2020-09-11,-34921,-829,3507,-9587,-97,96,-22084,-63916,11522,89493,-37263,164,0
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,67491,23058,2582,17688,1187,257,-22360,89902,3404,-159642,67183,-847,0
2020-09-15,-55476,-2972,-12294,-4817,-6362,421,-32058,-113557,4829,-144228,252633,323,0
2020-09-16,-46871,-3826,-26063,-12967,-674,-28,-13690,-104118,-10019,-76320,190266,191,0
2020-09-17,-61569,-2935,-18768,-22419,230,-44,-23845,-129350,3141,249943,-123380,-354,0
2020-09-18,20763,-3616,-7320,-6712,499,-22,7484,11076,16375,85046,-112642,146,0
2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,44406,-316,-3312,-4327,208,-522,1078,37216,1700,16693,-54987,-623,0
2020-09-22,-154442,1020,-9740,-14969,-1743,-1696,-53501,-235071,16500,218982,-1641,1229,0
2020-09-23,-120195,-7622,1224,2661,113,665,19045,-104109,5765,105699,-7580,225,0
2020-09-24,-19474,15477,-2165,-12148,247,2281,-1993,-17775,7319,88997,-78343,-199,0
2020-09-25,13229,-4712,-3512,-1945,-247,-281,-11716,-9183,-449,64366,-54994,260,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,85901,-11767,556,-918,416,29,-11985,62232,3182,19554,-84544,-423,0
2020-09-29,53960,-2467,-2293,5671,0,0,-37210,17660,1163,71466,-90700,411,0
2020-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,79062,2973,4200,3470,360,255,2479,92800,4525,-39581,-56799,-945,0
2020-10-06,-17753,-6549,-6439,1348,77,11,3594,-25712,-1226,-19287,45859,367,0
2020-10-07,106554,-519,-11802,232,95,43,25277,119881,-987,-186764,68086,-216,0
2020-10-08,-215357,-4704,9014,-3987,-69,-3251,18988,-199366,5322,-88581,280649,1976,0
2020-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,22041,1254,-2647,2534,509,-301,22311,45699,-4039,-233884,193046,-822,0
2020-10-13,-25803,148,7676,8140,8256,2001,37163,37581,1377,-170426,131672,-204,0
2020-10-14,-41809,3609,10085,8147,1204,1091,5216,-12457,-16287,-86965,115570,141,0
2020-10-15,-14799,4379,240,-557,-180,-1449,-2123,-14488,-9258,72397,-48791,139,0
2020-10-16,36548,-2529,-9172,-2914,0,-45,-14594,7294,1451,24771,-33392,-124,0
2020-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,137411,-5846,-528,-3000,-247,1789,-75709,53870,-11270,-62546,19982,-36,0
2020-10-20,51093,-6801,6423,3617,53,506,46515,101406,-7332,-386565,293329,-838,0
2020-10-21,39708,69,-2092,-3882,-308,-628,-61310,-28442,-7310,-54237,90298,-310,0
2020-10-22,9724,3387,-13084,-4245,-166,2179,7879,5673,-4029,159240,-160852,-31,0
2020-10-23,7389,-6201,636,872,525,194,-6965,-3550,1740,10136,-8463,137,0
2020-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,13397,5298,698,-1118,-1925,-338,25514,41525,4756,-96321,51457,-1418,0
2020-10-27,-83743,-6234,-3631,-6173,-210,3,-63058,-163045,10100,148371,3904,671,0
2020-10-28,-69598,-10705,-11448,-3478,168,-910,-25930,-121901,-6962,205962,-77786,687,0
2020-10-29,-174315,-7024,-12147,-10199,1733,-2866,-59311,-264130,5556,428990,-171952,1536,0
2020-10-30,-130744,-2623,-6678,-11222,-984,98,-1051,-153205,5965,511251,-366023,2013,0
2020-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,-25050,-1514,-7209,-3929,-136,571,-9516,-46784,2277,68350,-24443,600,0
2020-11-03,64628,-232,3814,4547,-771,1748,35467,109202,4309,-138371,25058,-198,0
2020-11-04,130064,-4032,397,623,293,287,19823,147455,9800,176236,-334049,558,0
2020-11-05,128233,-2349,12050,-6680,-155,-97,-8491,122511,-7696,-530495,417345,-1665,0
2020-11-06,2425,-12623,-9908,-4049,600,54,-14911,-38413,3309,-121710,158716,-1902,0
2020-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,151775,-16390,-4984,2119,0,-2036,-68814,61670,-5890,-185232,130866,-1413,0
2020-11-10,-65437,-4424,-21190,-3601,-1138,-36,-36470,-132296,-2365,77939,56006,716,0
2020-11-11,161434,-12259,-5444,7187,-1158,-1473,5122,153409,-14998,-595208,460289,-3492,0
2020-11-12,-205516,-2649,-6617,-2818,-1513,1609,1652,-215852,1585,-39937,254346,-142,0
2020-11-13,70295,-3794,10348,20222,2472,-3881,64179,159841,-33411,-702644,578556,-2342,0
2020-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0
