date,financial,insurance,invtrust,privequity,bank,financeetc,pension,institution,corporateetc,retail,foreigner,foreigneretc,total
2020-12-09,3521,-754,-266,767,-78,0,-5287,-2097,284,3904,-2086,-4,0
2020-12-10,7989,-3421,-13846,-2000,1749,55,-1004,-10479,104,-16802,27195,-18,0
2020-12-11,4085,11320,1491,1168,-36,-112,5057,22974,-290,-25639,2977,-21,0
2020-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,-4508,74,-5675,-435,-980,37,-10525,-22012,869,20632,467,44,0
2020-12-15,-538,764,1614,-593,106,0,-5895,-4542,372,10900,-6750,20,0
2020-12-16,1969,-744,-1709,67,-15,-1,-7805,-8238,131,9207,-1101,0,0
2020-12-17,1414,635,-1117,-180,-13,0,-3834,-3094,544,17529,-15002,22,0
2020-12-18,3640,-2995,-608,1175,51,-3,1154,2415,-544,-23832,21626,336,0
2020-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,-150,-2001,-112,885,-16,121,-846,-2118,-7,2536,-401,-10,0
2020-12-22,-2190,-236,555,-84,93,0,-7768,-9630,565,19109,-10062,17,0
2020-12-23,3286,-1188,-233,-295,23,25,-7740,-6123,1069,9751,-4762,65,0
2020-12-24,6913,2341,-314,-536,3193,0,-3779,7819,3827,-1703,-9883,-60,0
2020-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28,2699,-6308,-2391,240,1750,65,-9180,-13125,1265,20485,-8663,39,0
2020-12-29,-15672,-5707,-3108,-1858,-8373,-243,-8434,-43395,-879,56972,-12805,107,0
2020-12-30,1485,-1174,-7476,-53,-68,-28,-135,-7448,-511,14045,-6101,15,0
2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,-1702,-8500,-7242,-339,-50,-10,-11568,-29412,-339,27297,2421,33,0
2021-01-05,-1306,316,905,-106,134,-106,-12140,-12303,68,8635,3490,110,0
2021-01-06,-6466,-3417,-2343,-1004,-159,0,-14657,-28046,61,26166,1712,107,0
2021-01-07,8286,-10407,-8381,1297,-93,0,-20546,-29843,264,31522,-2107,165,0
2021-01-08,-1817,-4848,-4000,-132,-71,-107,-21716,-32692,1017,12242,19382,51,0
2021-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,-12645,-3230,-7766,-2271,-60,0,-21654,-47627,790,46022,700,115,0
2021-01-12,-5905,-1574,-2265,-860,-22,-123,-6974,-17722,709,13926,3063,24,0
2021-01-13,1417,-1603,-8515,-2513,-112,-383,-9565,-21274,-12,17533,3668,86,0
2021-01-14,-5888,-2273,-5898,-1371,-88,-74,-16324,-31916,624,19161,12093,38,0
2021-01-15,-4293,-1289,-5284,-178,-80,-73,-8896,-20092,132,24098,-4213,75,0
2021-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,785,-446,769,50,-59,0,-13097,-11998,562,17837,-6462,61,0
2021-01-19,5014,-887,-2494,-244,903,0,-10730,-8437,130,7771,524,13,0
2021-01-20,-3755,-999,-4481,-606,-62,0,-10865,-20769,657,19610,402,100,0
2021-01-21,-755,-1920,-3273,-261,-132,-13,-3537,-9892,356,13765,-4320,91,0
2021-01-22,-978,-1670,-824,-693,-272,38,-3451,-7849,393,2750,4697,9,0
2021-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,5099,-3558,-283,224,-55,8,-3145,-1709,685,8855,-7740,-90,0
2021-01-26,-5160,-2236,-2324,-1139,-50,-11,-5579,-16498,1243,29581,-14362,36,0
2021-01-27,-3134,-977,-1091,-32,-52,-33,-7023,-12342,1075,13962,-2740,45,0
2021-01-28,56,184,9167,1276,-59,5,-6483,4146,2291,-38630,32178,14,0
2021-01-29,243,-143,-988,-1789,-28,891,-2710,-4524,-876,8027,-2550,-78,0
2021-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-01,3727,-1008,-450,-24,-45,-43,-3112,-956,682,6109,-5829,-6,0
2021-02-02,2030,-1840,-1336,-430,-26,2,-11698,-13299,-801,14216,-104,-12,0
2021-02-03,-2572,-581,-1386,163,2014,0,-7341,-9702,145,13257,-3769,69,0
2021-02-04,-8924,-604,-520,2131,1728,0,-7899,-14087,172,18777,-4898,36,0
2021-02-05,2650,-2206,-2190,-1576,-72,2,-6291,-9684,294,14697,-5347,39,0
2021-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-08,2202,-842,-811,-353,2565,8,-4316,-1546,319,25971,-24865,120,0
2021-02-09,237,-1257,-948,810,-80,-11,-2011,-3261,60,-7455,10640,15,0
2021-02-10,-5250,-863,-136,190,-83,0,-4385,-10527,370,-803,10968,-8,0
2021-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-15,-1795,-288,-165,45,-61,0,-2771,-5034,-192,10455,-5269,40,0
2021-02-16,-2521,-1393,-473,-143,-397,0,-9509,-14436,243,21631,-7433,-5,0
2021-02-17,-6110,123,2685,-277,-99,0,-4313,-7991,-156,14498,-6378,28,0
2021-02-18,-771,900,-231,-82,-21,685,-3411,-2932,444,18491,-16022,19,0
2021-02-19,401,-524,-503,-21,-45,-20,-2752,-3463,574,19257,-16361,-8,0
2021-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,-1449,32,-1217,-52,-26,-38,-10244,-12994,1458,20343,-8859,52,0
2021-02-23,2801,148,-722,-315,-66,113,-882,1077,241,1867,-3166,-19,0
2021-02-24,1383,-223,183,28,-13,393,-2226,-474,508,950,-995,11,0
2021-02-25,5251,-506,704,-83,-46,-2,-3234,2084,-326,-8477,6718,1,0
2021-02-26,-5241,-528,2331,-148,-12,114,-1857,-5341,631,22243,-17569,36,0
2021-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-02,2168,-1103,263,606,1952,0,-4091,-205,302,9421,-9573,56,0
2021-03-03,6327,430,3149,142,-44,0,-659,9345,31,-14895,5548,-30,0
2021-03-04,-4735,-522,1915,-28,-67,0,-564,-4001,-46,3467,604,-24,0
2021-03-05,-2445,-11,-144,-48,24,0,-291,-2916,312,-4721,7319,6,0
2021-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,-1058,102,157,-200,-20,0,-297,-1316,-180,-1751,3244,4,0
2021-03-09,3395,17,915,790,-24,-4,3699,8788,99,-15765,6951,-74,0
2021-03-10,-354,-210,44,160,-61,0,-384,-806,-101,-2368,3284,-9,0
2021-03-11,-235,-276,1112,603,-59,-9,3569,4704,-282,-12266,7856,-11,0
2021-03-12,448,-686,-84,-35,-54,0,-4443,-4854,-69,6418,-1492,-3,0
2021-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-15,-2695,-281,1651,-148,-36,0,-1405,-2914,123,9759,-6966,-1,0
2021-03-16,3729,-106,1572,8,-45,-172,-498,4487,5,818,-5289,-21,0
2021-03-17,-1287,1918,3851,-82,-26,0,3662,8036,113,4960,-13130,21,0
2021-03-18,19375,5153,13698,5502,309,-78,23710,67668,1803,-94860,25496,-108,0
2021-03-19,-13666,-554,1665,-5369,634,-138,-7747,-25176,31,10919,14336,-111,0
2021-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-22,2185,-610,-1999,-17,-16,127,-3248,-3577,1158,8948,-6617,89,0
2021-03-23,594,-718,-375,-181,-34,-17,-796,-1527,-846,12305,-9976,43,0
2021-03-24,-132,-274,-1039,-116,-47,0,-3387,-4995,180,13381,-8560,-6,0
2021-03-25,513,-181,778,-251,-11,0,-504,345,-139,567,-788,15,0
2021-03-26,501,-196,-644,52,134,0,-338,-490,247,7831,-7608,21,0
2021-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,-2652,-16,-87,-106,-51,0,-230,-3141,77,6917,-3869,17,0
2021-03-30,2145,730,41,-214,81,0,-8,2776,1016,-10665,6879,-5,0
2021-03-31,-2879,1086,657,1087,-1,13,124,86,-90,-1112,1132,-17,0
2021-04-01,-1345,-392,255,1904,-56,-51,-233,82,229,-285,109,-135,0
2021-04-02,1259,-350,-267,-594,7,-12,-958,-915,628,613,-281,-46,0
2021-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-05,-1534,-1148,-508,-125,12,0,-431,-3734,166,3976,-506,98,0
2021-04-06,-1774,272,-164,-300,-125,0,-3811,-5902,-60,9675,-3790,77,0
2021-04-07,-961,-685,-1591,-339,35,-27,-2473,-6041,360,6914,-1254,21,0
2021-04-08,-824,-22,550,-186,-4,-25,-1101,-1611,-126,-1616,3349,4,0
2021-04-09,100,-45,-70,-371,1599,-20,1718,2910,-322,-4879,2342,-52,0
2021-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12,-1236,-675,380,-100,58,32,254,-1287,-66,-2340,3686,7,0
2021-04-13,1849,-260,-197,-18,26,10,-3699,-2290,131,-1569,3713,15,0
2021-04-14,4231,-458,-3497,-85,13,-179,113,137,349,-3531,3073,-28,0
2021-04-15,120,198,445,221,12,-311,-2176,-1492,202,-6195,7487,-2,0
2021-04-16,-2936,234,-602,-112,8,0,594,-2813,620,1831,391,-29,0
2021-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-19,-131,147,781,-175,-3,0,2605,3225,383,-7889,4481,-199,0
2021-04-20,1895,-223,-679,-282,-179,0,-1065,-532,994,-16673,16188,22,0
2021-04-21,-3021,397,175,-22,-18,0,1784,-705,289,-3225,3652,-11,0
2021-04-22,-1779,-292,-139,406,34,3,-4150,-5918,517,10856,-5444,-11,0
2021-04-23,1064,635,362,49,9,0,-550,1568,-203,-68,-1291,-6,0
2021-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,135,1054,1975,107,-24,0,-731,2517,1058,-638,-2924,-13,0
2021-04-27,455,561,450,42,16,-124,-758,641,-98,3526,-4044,-24,0
2021-04-28,-530,503,1487,-35,59,0,-77,1407,-248,-10375,9226,-10,0
2021-04-29,780,1031,3,5,128,0,815,2763,-128,15,-2633,-17,0
2021-04-30,-256,212,1269,38,31,0,520,1813,4777,-3503,-3078,-9,0
2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-03,692,265,1287,-31,83,0,299,2595,4009,-13454,6050,800,0
2021-05-04,567,-1,322,8,-29,0,150,1017,2147,1780,-4958,15,0
2021-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-06,788,284,-891,-134,93,0,611,751,-52,918,-1637,20,0
2021-05-07,1339,46,363,-1001,9,82,4896,5734,174,-14459,8317,234,0
2021-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,5551,380,-72,-510,-127,70,-4339,953,184,-52,-1269,185,0
2021-05-11,-5627,-125,-112,122,-29,-71,1234,-4608,220,-6393,10823,-42,0
2021-05-12,-2096,569,813,-163,0,167,2376,1666,2530,30229,-33561,-864,0
2021-05-13,4052,1389,1202,-1687,-64,82,-930,4044,124,19225,-23528,135,0
2021-05-14,-2469,655,435,25,-34,-8,-3784,-5181,11,9073,-3919,15,0
2021-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,-1388,65,142,204,263,97,-1022,-1640,-545,2986,-2550,1749,0
2021-05-18,4844,293,624,-1727,-2,0,-100,3931,-10,970,-7383,2493,0
2021-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,-278,276,2134,147,18,12,1345,3654,-592,-1063,-1973,-26,0
2021-05-21,-984,564,-2429,-3,-6,1,463,-2394,-114,5003,-2538,44,0
2021-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,2665,728,816,-2601,10,0,1680,3299,-1608,10372,-12070,7,0
2021-05-25,5688,614,-2229,837,-5,12,2355,7273,155,5034,-12464,2,0
2021-05-26,2003,767,303,59,107,-93,4013,7159,726,-1327,-6553,-5,0
2021-05-27,1981,715,3384,404,112,0,17069,23664,-1030,-8320,-14296,-18,0
2021-05-28,3122,68,-2063,-30,-5,0,5189,6281,-63,780,-7006,9,0
2021-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,-3194,461,5149,1681,146,15,2814,7070,-665,-13167,6766,-3,0
2021-06-01,5785,747,523,213,-2,30,13664,20959,-515,-18870,-1616,42,0
2021-06-02,-1202,130,-216,-47,450,1,5245,4360,163,2596,-7154,35,0
2021-06-03,5,425,-1525,-743,-776,-27,2707,65,431,27526,-23880,-4143,0
2021-06-04,-2909,206,252,-1,-15,0,957,-1509,154,12880,-11562,38,0
2021-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,1925,214,2816,1013,27,-2,-765,5227,603,-1358,-4506,34,0
2021-06-08,2829,679,3387,1120,-3,144,4260,12418,-567,-10024,-1794,-32,0
2021-06-09,-757,948,2365,-290,3,32,-2916,-615,-177,5034,-4234,-8,0
2021-06-10,-7120,-481,1318,204,-38,0,-781,-6898,-39,10766,-3870,41,0
2021-06-11,-730,406,1633,1472,23,73,1721,4598,-16,2588,-7166,-4,0
2021-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,-2007,-1431,-522,156,-26,0,254,-3577,-129,7517,-3883,72,0
2021-06-15,-296,-1045,4774,-333,0,0,922,4023,-101,-8097,1819,2357,0
2021-06-16,-526,-63,285,152,-9,0,21,-140,179,-3399,3398,-39,0
2021-06-17,-3036,-227,-414,-88,11,0,89,-3665,-307,11136,-7208,45,0
2021-06-18,695,-137,280,-11,-21,-3,1730,2533,-12,2330,-6422,1571,0
2021-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,-4604,907,95,-107,6,-7,-2486,-6197,16,16168,-10129,142,0
2021-06-22,956,-264,-333,-8,4,1519,-599,1275,1015,18061,-20760,409,0
2021-06-23,710,-1020,599,219,5,1411,-95,1828,614,11056,-13550,51,0
2021-06-24,3257,-74,-507,-15,-13,842,164,3655,155,5202,-9018,7,0
2021-06-25,2150,-433,-748,26,-35,814,-3611,-1838,1025,7292,-6543,63,0
2021-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,-1166,-382,-19,104,-3,737,295,-434,192,6603,-4845,-1515,0
2021-06-29,-3633,-1897,37,-82,-122,422,-4187,-9462,748,18929,-10270,54,0
2021-06-30,234,12,877,44,-134,0,264,1297,69,732,-2152,55,0
2021-07-01,-2477,-76,691,144,-25,14,-275,-2004,773,-2805,4035,0,0
2021-07-02,-882,-30,194,-501,-38,103,-412,-1565,373,2984,-1807,15,0
2021-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,1220,256,-274,-105,-4,16,-747,362,1111,6931,-8432,28,0
2021-07-06,921,-1056,-821,383,-27,0,-1975,-2575,-147,3599,-852,-26,0
2021-07-07,-1613,173,-3,67,-13,35,-8336,-9691,934,24109,-16635,1283,0
2021-07-08,-3218,-132,-3947,-716,-29,-20,248,-7814,417,13000,-5653,50,0
2021-07-09,-1932,1042,-6,-478,-36,17,-1877,-3271,1203,20329,-18315,54,0
2021-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,1346,-224,1589,5,-33,-2,-163,2518,-236,-5817,3549,-15,0
2021-07-13,767,134,-12,171,-4,86,415,1557,65,-2005,348,36,0
2021-07-14,-1538,-1968,-214,-75,-4,-16,-995,-4810,12,11622,-6854,30,0
2021-07-15,2271,-391,25,32,-5,0,644,2577,8,-710,-1849,-26,0
2021-07-16,-2148,-169,-111,-72,-37,249,-203,-2490,-278,-5711,8488,-9,0
2021-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,-1949,94,756,47,-8,2,794,-265,256,2407,-2399,0,0
2021-07-20,972,697,1423,436,3,18,-281,3269,211,9828,-9699,-3609,0
2021-07-21,-720,156,126,147,-8,0,-813,-1111,919,3664,-3467,-5,0
2021-07-22,4724,-961,488,175,-3,0,-3881,543,198,7044,-7796,11,0
2021-07-23,2306,-57,-515,-22,0,1,-1005,708,-7,3536,-4268,30,0
2021-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26,-455,1,-921,-477,-6,-2,-1634,-3493,133,6701,-3361,20,0
2021-07-27,-1152,-104,866,-28,-44,0,-2208,-2670,-33,4165,-1467,4,0
2021-07-28,3595,-142,-498,178,5,0,-4072,-935,-29,1280,-343,27,0
2021-07-29,895,569,449,395,13,-8,-570,1743,-26,2276,-4019,26,0
2021-07-30,-1842,77,-235,375,-7,-9,-1332,-2971,96,9528,-6656,4,0
2021-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-02,5008,77,242,419,1,281,-209,5820,64,-918,-4978,12,0
2021-08-03,2497,51,-1342,-700,11,826,-2040,-697,-170,1527,-644,-16,0
2021-08-04,3918,-672,-276,796,9,829,-3061,1543,-213,-5763,4438,-5,0
2021-08-05,2763,-285,-1265,211,-24,667,-4183,-2117,-279,8999,-6651,48,0
2021-08-06,-1267,-503,-8589,-7,4,0,-1783,-12145,-243,31464,-19602,526,0
2021-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-09,-2289,-224,-698,97,-5,0,-2292,-5411,-565,23181,-17378,174,0
2021-08-10,-1084,-73,-952,1079,805,49,-2584,-2760,-360,11814,-8711,16,0
2021-08-11,2279,273,-590,594,-9,0,-397,2150,82,5054,-7440,153,0
2021-08-12,751,-82,109,71,0,-3,-3082,-2236,-29,-4262,6544,-18,0
2021-08-13,2586,-713,-803,-1591,236,-4,-1450,-1739,-100,-5545,7420,-35,0
2021-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-17,-3206,-27,29,227,243,247,-1160,-3647,159,-14844,18362,-30,0
2021-08-18,1519,-317,-48,345,-15,0,-1922,-438,251,-261,445,3,0
2021-08-19,-2018,40,125,94,-131,0,-1362,-3252,240,4845,-1846,13,0
2021-08-20,-452,-317,-2580,-397,-404,0,-2035,-6185,319,5035,827,5,0
2021-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-23,2124,-176,-1276,-1674,-3,-9,-3804,-4818,-633,4807,-966,1610,0
2021-08-24,2126,-78,-1025,-1745,-6,0,-4050,-4778,-480,-4449,9690,17,0
2021-08-25,-608,-18,-213,-90,161,3,-2898,-3663,215,1518,1930,0,0
2021-08-26,-1738,103,-1058,8,2,0,-2067,-4750,108,9233,-2986,-1606,0
2021-08-27,4171,-411,-125,124,267,0,-3733,294,-228,1204,-1266,-4,0
2021-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-30,382,-248,-1249,111,77,0,-2135,-3061,170,4651,-1765,5,0
2021-08-31,-2350,-1074,-447,-48,54,0,-2634,-6499,12,2133,4357,-3,0
2021-09-01,440,-476,-742,1138,22,-275,-2976,-2869,-457,-1764,5096,-5,0
2021-09-02,-3463,81,-332,32,-2,36,-850,-4497,26,1186,3284,1,0
2021-09-03,-283,-453,-317,35,-55,-50,-3794,-4916,-117,-334,5287,81,0
2021-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,-317,-250,-913,140,-12,0,-1784,-3135,48,3052,4,31,0
2021-09-07,-974,-317,-1822,62,-15,0,-366,-3432,-635,7711,-3692,49,0
2021-09-08,-17,-948,-716,-39,-11,165,-973,-2540,81,5114,-2682,26,0
2021-09-09,-5387,322,344,-2,13,29,-3651,-8333,26,-2886,11190,2,0
2021-09-10,2396,-405,-659,1109,-4,16,-2299,153,39,-2368,2194,-18,0
2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,1474,2723,-525,1007,34,-6,-2035,2672,-23,-4206,1554,3,0
2021-09-14,3600,161,-3492,809,-18,0,-1171,-110,58,13747,-13747,52,0
2021-09-15,-625,6,2,-8,-7,12,-1884,-2504,-5,2658,-188,40,0
2021-09-16,-2558,-505,-24,-9,-32,709,-881,-3301,177,8153,-5230,200,0
2021-09-17,-2100,-107,-832,-21,8,14,-173,-3212,66,9197,-6064,14,0
2021-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23,-225,206,-82,-11,4,-5,755,643,103,12875,-13624,4,0
2021-09-24,-1158,-54,50,-137,-36,-442,-1402,-3177,126,5396,-2354,9,0
2021-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-27,189,-660,-216,-173,-5,0,-996,-1860,-1442,2952,337,13,0
2021-09-28,-4138,-126,-77,-60,0,3,-1948,-6346,529,12558,-6769,29,0
2021-09-29,-2897,-620,265,870,6,-398,-583,-3357,-3529,13714,-6859,31,0
2021-09-30,1157,926,2030,-178,-27,85,52,4046,72,-3867,-254,3,0
2021-10-01,-1718,6,-69,-69,-4,144,155,-1555,2,2090,-546,10,0
2021-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-05,3270,-247,329,-20,-4,51,-1662,1716,106,1302,-3160,36,0
2021-10-06,-20,10,389,43,-12,0,-1796,-1385,-856,11012,-8797,27,0
2021-10-07,3419,152,1275,98,-21,35,184,5142,-376,-9277,4503,8,0
2021-10-08,-2397,-538,-724,-104,2,32,-3889,-7618,159,13223,-5759,-4,0
2021-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-12,-1616,-279,167,4,-2,0,96,-1631,525,8273,-7184,18,0
2021-10-13,4701,-89,400,261,0,0,112,5385,-98,866,-6145,-7,0
2021-10-14,755,-336,151,43,-42,200,797,1567,-653,-2378,1466,-1,0
2021-10-15,1585,-63,244,42,411,0,1608,3828,62,-7155,3447,-182,0
2021-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-18,-1789,372,727,-19,-2,0,183,-527,-13,494,-34,80,0
2021-10-19,2236,-274,-137,-2,12,0,369,2203,97,-1935,-352,-14,0
2021-10-20,177,-99,-53,-780,-4,0,-1125,-1884,451,-1442,2913,-38,0
2021-10-21,463,-96,6,-50,4,0,48,375,181,-471,-93,8,0
2021-10-22,1648,-58,-13,0,1,0,295,1873,1091,-2750,-1441,1227,0
2021-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-25,1774,-8,-397,280,253,61,110,2073,2913,-2927,-2024,-35,0
2021-10-26,920,41,179,-78,499,0,-329,1231,4000,3522,-8788,35,0
2021-10-27,-1165,-352,71,1292,230,0,-273,-197,3638,6379,-9448,-372,0
2021-10-28,-1355,-16,730,1920,-9,0,-612,657,1765,10694,-12329,-788,0
2021-10-29,-3198,161,322,39,-8,-16,-519,-3218,2185,10507,-9564,90,0
2021-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-01,8110,75,60,205,0,0,353,8803,880,-2177,-7510,4,0
2021-11-02,14767,410,6864,10059,-104,0,1020,33017,-132,-49333,16850,-402,0
2021-11-03,-3952,619,5394,17725,-9,-78,1277,20976,1474,-10543,-11889,-18,0
2021-11-04,5135,3918,2623,3325,122,532,11378,27033,-1883,-80136,55400,-413,0
2021-11-05,-541,1203,2595,15,-623,116,2158,4924,10125,-22900,7934,-83,0
2021-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-08,-2665,238,71,-1114,-175,446,-1139,-4338,12595,-21540,13449,-166,0
2021-11-09,360,-217,-1822,-2756,-93,0,-665,-5194,9913,-6798,2028,51,0
2021-11-10,-1464,-188,-356,-1599,0,-13,-278,-3898,9725,-8412,2625,-40,0
2021-11-11,-4101,-332,-1357,-1849,-78,-11,-259,-7987,9599,-6945,5278,55,0
2021-11-12,2274,-421,-2236,-5847,0,0,535,-5695,9591,-1625,-2326,54,0
2021-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-15,330,393,1545,-600,0,-1,268,1935,10080,-3164,-8844,-7,0
2021-11-16,74,-229,1287,-4025,-6,0,-264,-3163,10717,-4347,-3199,-8,0
2021-11-17,-4291,-32,-991,-4774,506,-15,-230,-9827,10363,4235,-4809,37,0
