date,retail,retail_cr,retail_days,foreigner,foreigner_cr,foreigner_days,institution,institution_cr,institution_days,financial,financial_cr,financial_days,invtrust,invtrust_cr,invtrust_days,pension,pension_cr,pension_days,privequity,privequity_cr,privequity_days,bank,bank_cr,bank_days,insurance,insurance_cr,insurance_days,financeetc,financeetc_cr,financeetc_days,corporateetc,corporateetc_cr,corporateetc_days,foreigneretc,foreigneretc_cr,foreigneretc_days,rc1_pcr,rc2_pcr,rc3_pcr,rc4_pcr,open,high,low,close,close_cr,vol,vol_cr,high_time,low_time
2020-01-01,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-01-02,21980.0,,,-14050.0,,,-12570.0,,,-2598.0,,,-531.0,,,-9936.0,,,-22.0,,,50.0,,,355.0,,,112.0,,,4600.0,,,40.0,,,,,,,121000.0,121000.0,118000.0,118000.0,-2.07,66205.0,,,
2020-01-03,42651.0,,,-27939.0,,,-21214.0,,,-13522.0,,,-687.0,,,-3659.0,,,-1735.0,,,-43.0,,,-1553.0,,,-17.0,,,6353.0,,,150.0,,,,,,,118500.0,119000.0,115000.0,116000.0,-1.69,133657.0,,,
2020-01-04,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-01-05,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-01-06,2658.0,,,-1144.0,,,-5078.0,,,-9243.0,,,-563.0,,,1346.0,,,127.0,,,0.0,,,3266.0,,,-9.0,,,3571.0,,,-7.0,,,,,,,116000.0,117000.0,115500.0,116000.0,0.0,38907.0,,,
2020-01-07,13532.0,,,-5817.0,,,-11405.0,,,-2705.0,,,-1738.0,,,-6291.0,,,81.0,,,3.0,,,-755.0,,,0.0,,,3741.0,,,-51.0,,,,,,,116500.0,117000.0,115500.0,115500.0,-0.43,78229.0,,,
2020-01-08,17848.0,,,-1415.0,,,-20996.0,,,-6117.0,,,-1014.0,,,-16321.0,,,2514.0,,,2.0,,,-3.0,,,-57.0,,,4562.0,,,0.0,,,,,,,115000.0,115500.0,111500.0,112000.0,-3.03,117813.0,,,
2020-01-09,26041.0,,,8062.0,,,-37748.0,,,-33684.0,,,-1591.0,,,115.0,,,-73.0,,,-56.0,,,-2443.0,,,-17.0,,,3607.0,,,39.0,,,,,,,113000.0,114500.0,110000.0,111500.0,-0.45,153594.0,,,
2020-01-10,11260.0,,,-11165.0,,,-4016.0,,,-3906.0,,,-887.0,,,3468.0,,,-649.0,,,-323.0,,,-1719.0,,,0.0,,,3896.0,,,25.0,,,,,,,112500.0,114500.0,112000.0,113500.0,1.79,101622.0,,,
