date,retail,retail_cr,retail_days,foreigner,foreigner_cr,foreigner_days,institution,institution_cr,institution_days,financial,financial_cr,financial_days,invtrust,invtrust_cr,invtrust_days,pension,pension_cr,pension_days,privequity,privequity_cr,privequity_days,bank,bank_cr,bank_days,insurance,insurance_cr,insurance_days,financeetc,financeetc_cr,financeetc_days,corporateetc,corporateetc_cr,corporateetc_days,foreigneretc,foreigneretc_cr,foreigneretc_days,rc1_pcr,rc2_pcr,rc3_pcr,rc4_pcr,open,high,low,close,close_cr,vol,vol_cr,high_time,low_time
2020-01-20,5254.0,,,-1933.0,,,-3263.0,,,-1578.0,,,58.0,,,-1241.0,,,220.0,,,528.0,,,-1725.0,,,475.0,,,-89.0,,,31.0,,,,,,,93600.0,94000.0,92900.0,93000.0,-1.06,25820.0,,,
2020-01-21,-4982.0,,,4152.0,,,813.0,,,1314.0,,,508.0,,,26.0,,,-993.0,,,480.0,,,-50.0,,,-472.0,,,17.0,,,-1.0,,,,,,,93200.0,94300.0,93000.0,93700.0,0.75,27062.0,,,
2020-01-22,-233.0,,,6755.0,,,-6617.0,,,291.0,,,-428.0,,,-948.0,,,-5495.0,,,75.0,,,-728.0,,,618.0,,,95.0,,,0.0,,,,,,,93900.0,94000.0,93300.0,93600.0,-0.11,37648.0,,,
2020-01-23,4908.0,,,7865.0,,,-12822.0,,,-1365.0,,,-1647.0,,,-8519.0,,,167.0,,,-70.0,,,-1369.0,,,-20.0,,,15.0,,,34.0,,,,,,,93400.0,93600.0,92800.0,93500.0,-0.11,41759.0,,,
2020-01-24,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-01-25,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-01-26,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-01-27,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-01-28,-4883.0,,,20003.0,,,-15182.0,,,-1801.0,,,-1591.0,,,-8075.0,,,-3948.0,,,-3.0,,,235.0,,,0.0,,,52.0,,,9.0,,,,,,,94000.0,94000.0,92700.0,93200.0,-0.32,57923.0,,,
2020-01-29,-43393.0,,,16136.0,,,28879.0,,,-3411.0,,,12259.0,,,10738.0,,,3385.0,,,3015.0,,,1303.0,,,1591.0,,,-1296.0,,,-325.0,,,,,,,93200.0,98100.0,93200.0,95100.0,2.04,161741.0,,,
2020-01-30,579.0,,,-2729.0,,,2009.0,,,-2117.0,,,1911.0,,,2230.0,,,-1846.0,,,0.0,,,341.0,,,1489.0,,,145.0,,,-4.0,,,,,,,95500.0,96100.0,93900.0,93900.0,-1.26,56004.0,,,
2020-01-31,-5235.0,,,5828.0,,,-1016.0,,,-6518.0,,,84.0,,,3686.0,,,70.0,,,-20.0,,,1672.0,,,9.0,,,426.0,,,-2.0,,,,,,,94500.0,95600.0,93500.0,95100.0,1.28,62931.0,,,
2020-02-01,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-02-02,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-02-03,8226.0,,,-9982.0,,,1253.0,,,-3008.0,,,944.0,,,3069.0,,,-699.0,,,-15.0,,,1253.0,,,-292.0,,,500.0,,,3.0,,,,,,,94800.0,94900.0,92900.0,93400.0,-1.79,50575.0,,,
2020-02-04,23270.0,,,-10861.0,,,-14079.0,,,-9893.0,,,-844.0,,,-2618.0,,,-1259.0,,,21.0,,,100.0,,,413.0,,,1643.0,,,28.0,,,,,,,92900.0,93400.0,91000.0,91600.0,-1.93,68097.0,,,
2020-02-05,-1503.0,,,3924.0,,,-2505.0,,,-10880.0,,,534.0,,,7382.0,,,-1109.0,,,0.0,,,1519.0,,,50.0,,,73.0,,,12.0,,,,,,,91900.0,93100.0,91400.0,92700.0,1.2,44118.0,,,
2020-02-06,357.0,,,5082.0,,,-5496.0,,,361.0,,,-1215.0,,,-3041.0,,,-2333.0,,,9.0,,,418.0,,,306.0,,,74.0,,,-18.0,,,,,,,93300.0,93500.0,92800.0,92900.0,0.22,36178.0,,,
2020-02-07,-2115.0,,,5341.0,,,-3678.0,,,-5163.0,,,-60.0,,,2239.0,,,-8.0,,,0.0,,,-661.0,,,-24.0,,,446.0,,,6.0,,,,,,,92900.0,93700.0,92300.0,93700.0,0.86,34624.0,,,
2020-02-08,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-02-09,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-02-10,5384.0,,,-2185.0,,,-3533.0,,,-1452.0,,,-784.0,,,-723.0,,,133.0,,,0.0,,,-738.0,,,30.0,,,329.0,,,5.0,,,,,,,92800.0,93000.0,92500.0,92700.0,-1.07,21151.0,,,
2020-02-11,-1653.0,,,1612.0,,,-507.0,,,3274.0,,,-3108.0,,,96.0,,,43.0,,,0.0,,,-701.0,,,-111.0,,,550.0,,,-1.0,,,,,,,92700.0,93400.0,92600.0,93000.0,0.32,24350.0,,,
2020-02-12,829.0,,,-1560.0,,,521.0,,,2794.0,,,-625.0,,,-816.0,,,-467.0,,,-9.0,,,-356.0,,,0.0,,,160.0,,,50.0,,,,,,,93200.0,93500.0,92600.0,93100.0,0.11,24185.0,,,
2020-02-13,11802.0,,,2127.0,,,-14390.0,,,-811.0,,,-3602.0,,,-7896.0,,,-640.0,,,554.0,,,-1777.0,,,-218.0,,,455.0,,,6.0,,,,,,,92900.0,93100.0,92000.0,92200.0,-0.97,50285.0,,,
2020-02-14,32072.0,,,-16740.0,,,-16527.0,,,-2616.0,,,-5664.0,,,-4607.0,,,-574.0,,,0.0,,,-3040.0,,,-26.0,,,1155.0,,,40.0,,,,,,,91600.0,92000.0,90300.0,90400.0,-1.95,70403.0,,,
2020-02-15,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-02-16,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-02-17,3879.0,,,389.0,,,-4444.0,,,-840.0,,,-1019.0,,,-1835.0,,,-479.0,,,0.0,,,-643.0,,,372.0,,,121.0,,,55.0,,,,,,,90800.0,91100.0,90300.0,90300.0,-0.11,23526.0,,,
2020-02-18,13160.0,,,3524.0,,,-17649.0,,,-3314.0,,,-831.0,,,-13687.0,,,160.0,,,288.0,,,-275.0,,,9.0,,,899.0,,,66.0,,,,,,,90300.0,90300.0,88600.0,89300.0,-1.11,44938.0,,,
2020-02-19,11769.0,,,-6314.0,,,-6492.0,,,2600.0,,,-2647.0,,,-5216.0,,,-217.0,,,-259.0,,,-742.0,,,-11.0,,,969.0,,,68.0,,,,,,,89600.0,89600.0,87500.0,88000.0,-1.46,39502.0,,,
2020-02-20,5034.0,,,368.0,,,-6047.0,,,562.0,,,-2609.0,,,-3732.0,,,-147.0,,,121.0,,,-242.0,,,0.0,,,646.0,,,-1.0,,,,,,,88000.0,88400.0,86100.0,86300.0,-1.93,43054.0,,,
2020-02-21,3314.0,,,-1421.0,,,-2079.0,,,-4513.0,,,-4.0,,,2044.0,,,-115.0,,,-23.0,,,532.0,,,0.0,,,166.0,,,20.0,,,,,,,85800.0,86200.0,85000.0,85500.0,-0.93,30259.0,,,
2020-02-22,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-02-23,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-02-24,-6114.0,,,-1744.0,,,7444.0,,,-292.0,,,2040.0,,,5422.0,,,1424.0,,,-1172.0,,,34.0,,,-12.0,,,415.0,,,-2.0,,,,,,,84000.0,85400.0,83500.0,83700.0,-2.11,54139.0,,,
2020-02-25,2403.0,,,1410.0,,,-4065.0,,,-1694.0,,,-2041.0,,,833.0,,,-147.0,,,5.0,,,-1005.0,,,-17.0,,,215.0,,,37.0,,,,,,,83700.0,84800.0,82700.0,83900.0,0.24,45411.0,,,
2020-02-26,1528.0,,,-5334.0,,,3509.0,,,-309.0,,,184.0,,,2512.0,,,-55.0,,,-58.0,,,664.0,,,571.0,,,295.0,,,1.0,,,,,,,83000.0,83900.0,82700.0,83100.0,-0.95,40937.0,,,
2020-02-27,-5930.0,,,-8391.0,,,14383.0,,,-3570.0,,,6674.0,,,5318.0,,,2832.0,,,100.0,,,2141.0,,,889.0,,,-25.0,,,-37.0,,,,,,,82800.0,87800.0,82800.0,86200.0,3.73,74867.0,,,
2020-02-28,-2025.0,,,-6629.0,,,8004.0,,,3611.0,,,1573.0,,,822.0,,,-824.0,,,50.0,,,2707.0,,,65.0,,,639.0,,,11.0,,,,,,,85600.0,86000.0,83900.0,84700.0,-1.74,54064.0,,,
2020-02-29,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-01,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-02,-864.0,,,-1985.0,,,2425.0,,,8.0,,,2574.0,,,-1115.0,,,-28.0,,,394.0,,,593.0,,,0.0,,,411.0,,,13.0,,,,,,,85300.0,86600.0,84000.0,85400.0,0.83,45493.0,,,
2020-03-03,6177.0,,,-827.0,,,-6034.0,,,-5222.0,,,-200.0,,,-217.0,,,-134.0,,,0.0,,,-261.0,,,0.0,,,651.0,,,33.0,,,,,,,85400.0,86400.0,84800.0,84900.0,-0.59,37182.0,,,
2020-03-04,17960.0,,,45180.0,,,-63951.0,,,-4406.0,,,-21588.0,,,-24133.0,,,546.0,,,-236.0,,,-11207.0,,,-2927.0,,,814.0,,,-3.0,,,,,,,80100.0,84000.0,79100.0,81500.0,-4.0,164817.0,,,
2020-03-05,8127.0,,,19931.0,,,-28784.0,,,-4550.0,,,-12178.0,,,-25.0,,,-5652.0,,,-20.0,,,-3947.0,,,-2412.0,,,694.0,,,31.0,,,,,,,81800.0,82700.0,81400.0,82500.0,1.23,88486.0,,,
2020-03-06,-2085.0,,,8654.0,,,-6847.0,,,-5019.0,,,-1981.0,,,2968.0,,,-1653.0,,,-144.0,,,62.0,,,-1080.0,,,267.0,,,11.0,,,,,,,81900.0,83000.0,81300.0,82100.0,-0.48,51294.0,,,
2020-03-07,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-08,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-09,-3569.0,,,2604.0,,,532.0,,,-4053.0,,,-632.0,,,5743.0,,,-867.0,,,0.0,,,-183.0,,,523.0,,,433.0,,,1.0,,,,,,,81400.0,82900.0,81300.0,81700.0,-0.49,41123.0,,,
2020-03-10,-4825.0,,,-1835.0,,,6543.0,,,4012.0,,,-138.0,,,3038.0,,,-392.0,,,-187.0,,,146.0,,,65.0,,,126.0,,,-9.0,,,,,,,81800.0,82600.0,81500.0,82300.0,0.73,48597.0,,,
2020-03-11,-324.0,,,8085.0,,,-8017.0,,,-2369.0,,,-1986.0,,,-3350.0,,,-470.0,,,0.0,,,336.0,,,-177.0,,,256.0,,,1.0,,,,,,,81600.0,82500.0,81500.0,82200.0,-0.12,42070.0,,,
2020-03-12,7360.0,,,4752.0,,,-13387.0,,,-126.0,,,-4245.0,,,-7121.0,,,-1321.0,,,0.0,,,-393.0,,,-181.0,,,1278.0,,,-3.0,,,,,,,81000.0,81700.0,78400.0,79500.0,-3.28,98861.0,,,
2020-03-13,-8089.0,,,9733.0,,,-2259.0,,,-803.0,,,-1754.0,,,-1473.0,,,648.0,,,0.0,,,1993.0,,,-871.0,,,522.0,,,93.0,,,,,,,75000.0,81100.0,74000.0,79100.0,-0.5,81137.0,,,
2020-03-14,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-15,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-16,473.0,,,4680.0,,,-5210.0,,,-7916.0,,,-501.0,,,3860.0,,,-617.0,,,16.0,,,-52.0,,,0.0,,,-7.0,,,64.0,,,,,,,79500.0,80900.0,75600.0,79300.0,0.25,49149.0,,,
2020-03-17,-326.0,,,-3415.0,,,2716.0,,,4248.0,,,-2382.0,,,-205.0,,,-543.0,,,30.0,,,936.0,,,632.0,,,1002.0,,,23.0,,,,,,,78500.0,79200.0,76500.0,77500.0,-2.27,44354.0,,,
2020-03-18,3100.0,,,2346.0,,,-6557.0,,,-3441.0,,,-363.0,,,-1058.0,,,-716.0,,,-122.0,,,-852.0,,,-4.0,,,1094.0,,,16.0,,,,,,,76600.0,77200.0,75100.0,75500.0,-2.58,53676.0,,,
2020-03-19,-4041.0,,,5547.0,,,-1783.0,,,1945.0,,,-1511.0,,,2531.0,,,-1311.0,,,-2380.0,,,-1007.0,,,-49.0,,,254.0,,,23.0,,,,,,,74500.0,75800.0,68600.0,69100.0,-8.48,63084.0,,,
2020-03-20,11196.0,,,-3125.0,,,-8523.0,,,-318.0,,,-1272.0,,,-2763.0,,,-1516.0,,,-2719.0,,,-73.0,,,137.0,,,413.0,,,39.0,,,,,,,69800.0,71600.0,66400.0,67900.0,-1.74,61831.0,,,
2020-03-21,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-22,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-23,1552.0,,,2486.0,,,-4075.0,,,-3042.0,,,-441.0,,,-84.0,,,-331.0,,,-63.0,,,153.0,,,-268.0,,,31.0,,,6.0,,,,,,,65200.0,65700.0,63000.0,63600.0,-6.33,38665.0,,,
2020-03-24,-1110.0,,,-5738.0,,,6335.0,,,804.0,,,1652.0,,,4303.0,,,-223.0,,,0.0,,,-292.0,,,90.0,,,485.0,,,28.0,,,,,,,63600.0,67700.0,63400.0,67700.0,6.45,46165.0,,,
2020-03-25,4476.0,,,1963.0,,,-6385.0,,,-2848.0,,,-1069.0,,,-912.0,,,-431.0,,,16.0,,,-1100.0,,,-40.0,,,-50.0,,,-5.0,,,,,,,69200.0,72100.0,68500.0,72100.0,6.5,46105.0,,,
2020-03-26,-835.0,,,-4274.0,,,4804.0,,,-1735.0,,,1334.0,,,4777.0,,,-142.0,,,145.0,,,425.0,,,0.0,,,283.0,,,21.0,,,,,,,71000.0,75700.0,70500.0,72200.0,0.14,49827.0,,,
2020-03-27,-2661.0,,,-7695.0,,,10071.0,,,535.0,,,2338.0,,,6415.0,,,-32.0,,,21.0,,,705.0,,,88.0,,,307.0,,,-22.0,,,,,,,74300.0,75400.0,72600.0,74500.0,3.19,46889.0,,,
2020-03-28,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-29,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-03-30,799.0,,,-4797.0,,,3918.0,,,431.0,,,713.0,,,2317.0,,,169.0,,,-23.0,,,312.0,,,0.0,,,80.0,,,0.0,,,,,,,73900.0,74500.0,71500.0,73400.0,-1.48,31554.0,,,
2020-03-31,151.0,,,-1261.0,,,956.0,,,-2178.0,,,-205.0,,,196.0,,,786.0,,,0.0,,,2470.0,,,-112.0,,,161.0,,,-8.0,,,,,,,73500.0,74700.0,73200.0,74700.0,1.77,38697.0,,,
2020-04-01,11821.0,,,-10025.0,,,-2378.0,,,-3266.0,,,-572.0,,,-151.0,,,877.0,,,-134.0,,,762.0,,,106.0,,,576.0,,,5.0,,,,,,,73500.0,74000.0,71000.0,71000.0,-4.95,35552.0,,,
2020-04-02,5972.0,,,-12745.0,,,6558.0,,,1044.0,,,920.0,,,2785.0,,,1610.0,,,0.0,,,513.0,,,-313.0,,,219.0,,,-4.0,,,,,,,70700.0,72100.0,69100.0,71300.0,0.42,39829.0,,,
2020-04-03,-8567.0,,,-102.0,,,8164.0,,,-1135.0,,,2579.0,,,4945.0,,,-360.0,,,-201.0,,,2196.0,,,141.0,,,466.0,,,39.0,,,,,,,71200.0,75000.0,71200.0,74900.0,5.05,44506.0,,,
2020-04-04,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-04-05,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-04-06,2795.0,,,-16514.0,,,13400.0,,,7129.0,,,1797.0,,,3905.0,,,5.0,,,0.0,,,385.0,,,179.0,,,337.0,,,-18.0,,,,,,,74300.0,76400.0,74100.0,76200.0,1.74,40426.0,,,
2020-04-07,4515.0,,,-10086.0,,,5372.0,,,694.0,,,422.0,,,3915.0,,,21.0,,,-18.0,,,311.0,,,27.0,,,199.0,,,0.0,,,,,,,76500.0,78100.0,76200.0,77000.0,1.05,47329.0,,,
2020-04-08,6170.0,,,-10180.0,,,2908.0,,,-5049.0,,,1160.0,,,3623.0,,,452.0,,,262.0,,,2462.0,,,-1.0,,,1091.0,,,11.0,,,,,,,76700.0,78500.0,76000.0,76200.0,-1.04,43078.0,,,
2020-04-09,6652.0,,,-9617.0,,,2845.0,,,1621.0,,,-1098.0,,,2484.0,,,-802.0,,,0.0,,,614.0,,,26.0,,,97.0,,,22.0,,,,,,,76500.0,77100.0,75600.0,76500.0,0.39,49161.0,,,
2020-04-10,2457.0,,,-11290.0,,,8696.0,,,-4618.0,,,643.0,,,11936.0,,,-436.0,,,13.0,,,1154.0,,,2.0,,,124.0,,,13.0,,,,,,,76400.0,78600.0,75400.0,78200.0,2.22,45185.0,,,
2020-04-11,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-04-12,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-04-13,4351.0,,,-8772.0,,,4389.0,,,-3839.0,,,2263.0,,,4011.0,,,283.0,,,232.0,,,1439.0,,,0.0,,,17.0,,,15.0,,,,,,,78600.0,79600.0,77400.0,77400.0,-1.02,33640.0,,,
2020-04-14,3561.0,,,-8904.0,,,5104.0,,,1417.0,,,168.0,,,2831.0,,,-22.0,,,0.0,,,711.0,,,0.0,,,267.0,,,-29.0,,,,,,,77800.0,78400.0,77200.0,77800.0,0.52,32920.0,,,
2020-04-15,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-04-16,9812.0,,,-14385.0,,,4093.0,,,-432.0,,,-327.0,,,4595.0,,,-9.0,,,0.0,,,351.0,,,-85.0,,,450.0,,,30.0,,,,,,,76300.0,77500.0,75500.0,77200.0,-0.77,55807.0,,,
2020-04-17,957.0,,,-5033.0,,,3884.0,,,-284.0,,,545.0,,,2188.0,,,1808.0,,,39.0,,,-414.0,,,0.0,,,192.0,,,0.0,,,,,,,77200.0,78900.0,77200.0,78000.0,1.04,49790.0,,,
2020-04-18,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-04-19,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
2020-04-20,8786.0,,,-10448.0,,,-1568.0,,,-3404.0,,,-129.0,,,2141.0,,,-284.0,,,0.0,,,108.0,,,0.0,,,3229.0,,,1.0,,,,,,,78100.0,78600.0,77600.0,77900.0,-0.13,41153.0,,,
2020-04-21,762.0,,,-4987.0,,,4108.0,,,-2351.0,,,738.0,,,4418.0,,,919.0,,,0.0,,,369.0,,,15.0,,,143.0,,,-26.0,,,,,,,77500.0,78100.0,76100.0,78000.0,0.13,48699.0,,,
2020-04-22,-21.0,,,-1614.0,,,1395.0,,,-3910.0,,,670.0,,,3772.0,,,-9.0,,,47.0,,,825.0,,,0.0,,,277.0,,,-37.0,,,,,,,77000.0,79000.0,76500.0,79000.0,1.28,37754.0,,,
2020-04-23,-3250.0,,,-10201.0,,,13900.0,,,728.0,,,4489.0,,,5837.0,,,1404.0,,,31.0,,,1335.0,,,75.0,,,-447.0,,,-2.0,,,,,,,78600.0,80600.0,78200.0,80200.0,1.52,46711.0,,,
2020-04-24,5502.0,,,-7793.0,,,1609.0,,,-2120.0,,,1180.0,,,1407.0,,,435.0,,,51.0,,,655.0,,,0.0,,,671.0,,,11.0,,,,,,,80300.0,80400.0,78900.0,78900.0,-1.62,34090.0,,,
2020-04-25,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,
