"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","546,000","545,000","550,000","539,000","20.64K","-0.36%"
"2023- 04- 20","548,000","551,000","552,000","543,000","39.87K","-1.08%"
"2023- 04- 19","554,000","545,000","562,000","545,000","50.84K","1.47%"
"2023- 04- 18","546,000","556,000","556,000","542,000","48.41K","-1.80%"
"2023- 04- 17","556,000","550,000","565,000","545,000","94.79K","1.65%"
"2023- 04- 16","547,000","547,000","547,000","547,000","","0.00%"
"2023- 04- 14","547,000","540,000","552,000","538,000","63.62K","2.24%"
"2023- 04- 13","535,000","540,000","543,000","533,000","47.86K","-1.65%"
"2023- 04- 12","544,000","536,000","554,000","536,000","0.00K","0.74%"
"2023- 04- 11","540,000","538,000","543,000","530,000","62.93K","0.93%"
"2023- 04- 10","535,000","526,000","548,000","526,000","80.24K","1.33%"
"2023- 04- 07","528,000","531,000","534,000","526,000","46.98K","-0.56%"
"2023- 04- 06","531,000","541,000","541,000","530,000","41.41K","-1.12%"
"2023- 04- 05","537,000","545,000","546,000","529,000","0.00K","-2.01%"
"2023- 04- 04","548,000","556,000","561,000","545,000","0.06K","-1.26%"
"2023- 04- 03","555,000","553,000","558,000","543,000","57.96K","0.36%"
"2023- 03- 31","553,000","536,000","564,000","533,000","90.45K","3.75%"
"2023- 03- 30","533,000","534,000","536,000","528,000","37.54K","0.00%"
"2023- 03- 29","533,000","535,000","541,000","532,000","0.00K","-0.19%"
"2023- 03- 28","534,000","527,000","536,000","527,000","0.00K","1.33%"
"2023- 03- 27","527,000","527,000","533,000","526,000","32.59K","0.00%"
"2023- 03- 26","527,000","527,000","527,000","527,000","","0.00%"
"2023- 03- 24","527,000","538,000","539,000","525,000","50.09K","-2.41%"
"2023- 03- 23","540,000","536,000","545,000","529,000","37.52K","0.75%"
"2023- 03- 22","536,000","543,000","543,000","534,000","37.78K","0.37%"
"2023- 03- 21","534,000","527,000","539,000","527,000","26.25K","1.52%"
"2023- 03- 20","526,000","529,000","533,000","524,000","31.64K","-0.19%"
"2023- 03- 19","527,000","527,000","527,000","527,000","","0.00%"
"2023- 03- 17","527,000","540,000","541,000","527,000","58.35K","-1.50%"
"2023- 03- 16","535,000","537,000","540,000","529,000","30.81K","-1.29%"
"2023- 03- 15","542,000","540,000","550,000","537,000","0.04K","1.50%"
"2023- 03- 14","534,000","543,000","547,000","531,000","43.06K","-2.02%"
"2023- 03- 13","545,000","528,000","547,000","527,000","0.03K","2.44%"
"2023- 03- 12","532,000","532,000","532,000","532,000","","0.00%"
"2023- 03- 10","532,000","535,000","540,000","527,000","70.04K","-2.21%"
"2023- 03- 09","544,000","557,000","559,000","544,000","0.00K","-1.81%"
"2023- 03- 08","554,000","578,000","584,000","554,000","98.61K","-5.46%"
"2023- 03- 07","586,000","583,000","592,000","579,000","43.20K","0.51%"
"2023- 03- 06","583,000","595,000","595,000","578,000","67.27K","-1.35%"
"2023- 03- 03","591,000","599,000","601,000","586,000","36.10K","-0.17%"
"2023- 03- 02","592,000","584,000","598,000","583,000","59.74K","1.37%"
"2023- 03- 01","584,000","584,000","584,000","584,000","","0.00%"
"2023- 02- 28","584,000","600,000","602,000","581,000","51.23K","-2.01%"
"2023- 02- 27","596,000","584,000","599,000","580,000","62.66K","1.36%"
"2023- 02- 24","588,000","596,000","601,000","586,000","49.01K","-1.34%"
"2023- 02- 23","596,000","607,000","612,000","594,000","78.44K","-2.13%"
"2023- 02- 22","609,000","604,000","618,000","593,000","129.46K","-0.16%"
"2023- 02- 21","610,000","581,000","614,000","579,000","141.85K","5.35%"
"2023- 02- 20","579,000","568,000","582,000","561,000","84.85K","3.21%"
"2023- 02- 17","561,000","552,000","570,000","547,000","59.44K","1.45%"
"2023- 02- 16","553,000","554,000","556,000","547,000","0.01K","0.36%"
"2023- 02- 15","551,000","535,000","563,000","534,000","82.30K","2.42%"
"2023- 02- 14","538,000","542,000","542,000","535,000","22.04K","0.37%"
"2023- 02- 13","536,000","543,000","547,000","530,000","31.58K","-1.11%"
"2023- 02- 12","542,000","542,000","542,000","542,000","","0.00%"
"2023- 02- 10","542,000","535,000","543,000","526,000","43.42K","1.31%"
"2023- 02- 09","535,000","536,000","543,000","535,000","37.25K","-0.19%"
"2023- 02- 08","536,000","532,000","538,000","532,000","26.90K","0.94%"
"2023- 02- 07","531,000","533,000","535,000","528,000","44.81K","-0.38%"
"2023- 02- 06","533,000","537,000","545,000","532,000","47.04K","-0.74%"
"2023- 02- 05","537,000","537,000","537,000","537,000","","0.00%"
"2023- 02- 03","537,000","542,000","544,000","528,000","89.55K","-1.29%"
"2023- 02- 02","544,000","553,000","558,000","542,000","34.67K","-1.09%"
"2023- 02- 01","550,000","543,000","550,000","539,000","48.51K","1.66%"
"2023- 01- 31","541,000","564,000","564,000","540,000","0.00K","-4.08%"
"2023- 01- 30","564,000","569,000","574,000","562,000","36.33K","-1.05%"
"2023- 01- 29","570,000","570,000","570,000","570,000","","0.00%"
"2023- 01- 27","570,000","572,000","576,000","566,000","31.48K","-0.52%"
"2023- 01- 26","573,000","565,000","574,000","561,000","30.53K","1.60%"
"2023- 01- 25","564,000","566,000","571,000","562,000","26.54K","-0.35%"
"2023- 01- 20","566,000","555,000","566,000","554,000","28.10K","1.98%"
"2023- 01- 19","555,000","547,000","562,000","544,000","0.02K","1.46%"
"2023- 01- 18","547,000","547,000","556,000","545,000","22.02K","-0.55%"
"2023- 01- 17","550,000","557,000","557,000","547,000","31.93K","-1.61%"
"2023- 01- 16","559,000","560,000","563,000","555,000","25.78K","0.00%"
"2023- 01- 13","559,000","557,000","569,000","555,000","48.20K","1.64%"
"2023- 01- 12","550,000","550,000","561,000","549,000","53.69K","0.55%"
"2023- 01- 11","547,000","547,000","548,000","537,000","38.28K","0.00%"
"2023- 01- 10","547,000","547,000","552,000","539,000","35.02K","0.18%"
"2023- 01- 09","546,000","523,000","548,000","523,000","0.00K","4.60%"
"2023- 01- 06","522,000","512,000","531,000","512,000","62.89K","0.77%"
"2023- 01- 05","518,000","521,000","523,000","505,000","0.00K","-0.77%"
"2023- 01- 04","522,000","522,000","531,000","520,000","47.40K","-0.76%"
"2023- 01- 03","526,000","535,000","539,000","520,000","0.04K","-2.41%"
"2023- 01- 02","539,000","563,000","563,000","536,000","63.21K","-4.43%"
"2022- 12- 29","564,000","567,000","575,000","560,000","48.72K","-1.91%"
"2022- 12- 28","575,000","555,000","584,000","545,000","0.00K","1.77%"
"2022- 12- 27","565,000","564,000","569,000","556,000","0.02K","0.18%"
"2022- 12- 26","564,000","571,000","572,000","560,000","0.00K","-1.23%"
"2022- 12- 25","571,000","571,000","571,000","571,000","","0.00%"
"2022- 12- 23","571,000","575,000","579,000","563,000","64.31K","-1.55%"
"2022- 12- 22","580,000","579,000","581,000","571,000","48.74K","0.35%"
"2022- 12- 21","578,000","586,000","586,000","576,000","0.00K","-0.34%"
"2022- 12- 20","580,000","588,000","588,000","575,000","43.06K","-1.19%"
"2022- 12- 19","587,000","596,000","596,000","585,000","33.96K","-1.51%"
"2022- 12- 18","596,000","596,000","596,000","596,000","","0.00%"
"2022- 12- 16","596,000","592,000","607,000","592,000","76.08K","0.85%"
"2022- 12- 15","591,000","610,000","610,000","590,000","0.27K","-2.80%"
"2022- 12- 14","608,000","614,000","617,000","605,000","36.17K","0.00%"
"2022- 12- 13","608,000","610,000","612,000","600,000","27.40K","-0.16%"
"2022- 12- 12","609,000","607,000","612,000","599,000","34.17K","1.16%"
"2022- 12- 11","602,000","602,000","602,000","602,000","","0.00%"
"2022- 12- 09","602,000","606,000","610,000","594,000","51.26K","-0.33%"
"2022- 12- 08","604,000","606,000","611,000","601,000","0.05K","-0.17%"
"2022- 12- 07","605,000","601,000","612,000","597,000","0.00K","1.00%"
"2022- 12- 06","599,000","593,000","606,000","587,000","0.00K","-0.66%"
"2022- 12- 05","603,000","611,000","614,000","597,000","0.00K","-1.31%"
"2022- 12- 02","611,000","628,000","628,000","610,000","68.66K","-2.55%"
"2022- 12- 01","627,000","634,000","635,000","622,000","0.01K","-0.48%"
"2022- 11- 30","630,000","635,000","636,000","613,000","100.05K","-0.47%"
"2022- 11- 29","633,000","648,000","648,000","629,000","0.00K","-2.01%"
"2022- 11- 28","646,000","665,000","679,000","645,000","0.00K","-1.67%"
"2022- 11- 27","657,000","657,000","657,000","657,000","","0.00%"
"2022- 11- 25","657,000","620,000","658,000","614,000","153.47K","6.48%"
"2022- 11- 24","617,000","657,000","657,000","615,000","0.11K","-6.23%"
"2022- 11- 23","658,000","660,000","685,000","635,000","180.94K","0.30%"
"2022- 11- 22","656,000","646,000","658,000","643,000","66.46K","1.23%"
"2022- 11- 21","648,000","653,000","653,000","638,000","60.08K","0.00%"
"2022- 11- 18","648,000","642,000","660,000","640,000","86.99K","0.93%"
"2022- 11- 17","642,000","639,000","645,000","634,000","42.05K","0.47%"
"2022- 11- 16","639,000","631,000","645,000","623,000","57.28K","0.79%"
"2022- 11- 15","634,000","631,000","642,000","627,000","64.18K","0.48%"
"2022- 11- 14","631,000","616,000","648,000","616,000","0.01K","1.45%"
"2022- 11- 11","622,000","625,000","631,000","615,000","68.62K","1.97%"
"2022- 11- 10","610,000","612,000","621,000","602,000","74.51K","-1.61%"
"2022- 11- 09","620,000","595,000","625,000","588,000","127.05K","5.26%"
"2022- 11- 08","589,000","601,000","611,000","587,000","66.83K","-1.01%"
"2022- 11- 07","595,000","587,000","603,000","586,000","0.03K","2.76%"
"2022- 11- 04","579,000","593,000","594,000","561,000","121.05K","-1.19%"
"2022- 11- 03","586,000","599,000","599,000","560,000","0.04K","-5.64%"
"2022- 11- 02","621,000","621,000","625,000","612,000","34.22K","-0.80%"
"2022- 11- 01","626,000","638,000","638,000","617,000","47.37K","-2.19%"
"2022- 10- 31","640,000","628,000","640,000","623,000","124.29K","2.89%"
"2022- 10- 30","622,000","622,000","622,000","622,000","","0.00%"
"2022- 10- 28","622,000","628,000","632,000","619,000","35.06K","-0.80%"
"2022- 10- 27","627,000","613,000","629,000","612,000","0.01K","3.13%"
"2022- 10- 26","608,000","608,000","618,000","603,000","43.92K","0.16%"
"2022- 10- 25","607,000","607,000","609,000","600,000","35.59K","0.83%"
"2022- 10- 24","602,000","596,000","609,000","592,000","45.38K","2.56%"
"2022- 10- 21","587,000","605,000","605,000","582,000","75.98K","-4.24%"
"2022- 10- 20","613,000","616,000","617,000","605,000","39.40K","-0.81%"
"2022- 10- 19","618,000","611,000","634,000","610,000","65.87K","2.15%"
"2022- 10- 18","605,000","621,000","622,000","597,000","60.57K","-1.79%"
"2022- 10- 17","616,000","603,000","620,000","603,000","30.54K","0.49%"
"2022- 10- 14","613,000","607,000","622,000","603,000","51.81K","1.49%"
"2022- 10- 13","604,000","602,000","615,000","602,000","60.12K","-0.66%"
"2022- 10- 12","608,000","604,000","611,000","583,000","54.34K","-0.16%"
"2022- 10- 11","609,000","604,000","616,000","600,000","0.03K","-0.16%"
"2022- 10- 10","610,000","610,000","610,000","610,000","","0.00%"
"2022- 10- 07","610,000","616,000","625,000","602,000","51.82K","-1.77%"
"2022- 10- 06","621,000","617,000","638,000","613,000","0.00K","0.00%"
"2022- 10- 05","621,000","604,000","626,000","597,000","131.80K","4.02%"
"2022- 10- 04","597,000","591,000","604,000","581,000","63.99K","0.34%"
"2022- 10- 03","595,000","595,000","595,000","595,000","","0.00%"
"2022- 09- 30","595,000","589,000","599,000","577,000","77.07K","2.41%"
"2022- 09- 29","581,000","579,000","594,000","572,000","43.67K","2.11%"
"2022- 09- 28","569,000","584,000","588,000","563,000","56.28K","-3.72%"
"2022- 09- 27","591,000","596,000","597,000","578,000","45.07K","0.00%"
"2022- 09- 26","591,000","601,000","611,000","587,000","63.60K","-3.75%"
"2022- 09- 25","614,000","614,000","614,000","614,000","","0.00%"
"2022- 09- 23","614,000","610,000","634,000","599,000","81.00K","1.66%"
"2022- 09- 22","604,000","594,000","609,000","586,000","0.00K","0.67%"
"2022- 09- 21","600,000","595,000","602,000","591,000","0.00K","-0.17%"
"2022- 09- 20","601,000","593,000","604,000","590,000","45.17K","2.21%"
"2022- 09- 19","588,000","614,000","615,000","582,000","105.31K","-4.85%"
"2022- 09- 18","618,000","618,000","618,000","618,000","","0.00%"
"2022- 09- 16","618,000","630,000","640,000","614,000","77.19K","-2.52%"
"2022- 09- 15","634,000","624,000","647,000","618,000","0.04K","1.60%"
"2022- 09- 14","624,000","598,000","626,000","598,000","82.93K","0.65%"
"2022- 09- 13","620,000","625,000","629,000","612,000","86.02K","0.81%"
"2022- 09- 12","615,000","615,000","615,000","615,000","","0.00%"
"2022- 09- 08","615,000","628,000","629,000","605,000","93.23K","-1.91%"
"2022- 09- 07","627,000","622,000","633,000","617,000","0.00K","0.00%"
"2022- 09- 06","627,000","614,000","640,000","612,000","0.01K","2.45%"
"2022- 09- 05","612,000","614,000","624,000","609,000","0.05K","-0.97%"
"2022- 09- 02","618,000","643,000","644,000","609,000","152.43K","-4.04%"
"2022- 09- 01","644,000","666,000","675,000","640,000","0.40K","-4.17%"
"2022- 08- 31","672,000","635,000","682,000","629,000","0.01K","8.56%"
"2022- 08- 30","619,000","625,000","665,000","615,000","139.27K","0.16%"
"2022- 08- 29","618,000","568,000","620,000","567,000","147.83K","5.64%"
"2022- 08- 26","585,000","586,000","595,000","580,000","34.04K","-0.17%"
"2022- 08- 25","586,000","580,000","591,000","571,000","37.09K","1.03%"
"2022- 08- 24","580,000","570,000","582,000","567,000","46.11K","1.58%"
"2022- 08- 23","571,000","577,000","578,000","565,000","49.07K","-1.72%"
"2022- 08- 22","581,000","579,000","591,000","576,000","42.47K","-1.02%"
"2022- 08- 19","587,000","590,000","596,000","581,000","38.01K","-0.34%"
"2022- 08- 18","589,000","592,000","598,000","586,000","41.88K","-1.34%"
"2022- 08- 17","597,000","600,000","619,000","590,000","0.03K","0.17%"
"2022- 08- 16","596,000","589,000","607,000","585,000","45.38K","1.36%"
"2022- 08- 15","588,000","588,000","588,000","588,000","","0.00%"
"2022- 08- 12","588,000","579,000","600,000","579,000","53.55K","0.34%"
"2022- 08- 11","586,000","564,000","589,000","561,000","0.01K","4.09%"
"2022- 08- 10","563,000","564,000","571,000","554,000","55.55K","0.18%"
"2022- 08- 09","562,000","551,000","576,000","550,000","97.81K","1.63%"
"2022- 08- 08","553,000","531,000","560,000","525,000","0.01K","7.17%"
"2022- 08- 07","516,000","516,000","516,000","516,000","","0.00%"
"2022- 08- 05","516,000","490,000","516,000","490,000","106.52K","7.28%"
"2022- 08- 04","481,000","479,000","482,500","475,500","28.24K","0.63%"
"2022- 08- 03","478,000","480,500","482,500","471,000","40.05K","-0.31%"
"2022- 08- 02","479,500","480,000","483,000","475,500","27.85K","-1.54%"
"2022- 08- 01","487,000","477,000","493,500","476,500","60.00K","1.99%"
"2022- 07- 29","477,500","479,500","483,500","476,000","38.23K","1.06%"
"2022- 07- 28","472,500","471,000","474,000","468,000","0.00K","1.18%"
