"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","128,200","136,300","136,300","128,200","410.60K","-6.56%"
"2023- 04- 20","137,200","141,900","141,900","137,000","0.04K","-3.31%"
"2023- 04- 19","141,900","141,000","143,200","140,500","0.03K","1.21%"
"2023- 04- 18","140,200","133,600","140,500","132,500","453.15K","5.18%"
"2023- 04- 17","133,300","136,700","138,000","133,100","0.04K","-1.99%"
"2023- 04- 16","136,000","136,000","136,000","136,000","","0.00%"
"2023- 04- 14","136,000","135,500","137,500","135,000","192.46K","1.19%"
"2023- 04- 13","134,400","135,800","137,500","133,500","270.97K","-1.10%"
"2023- 04- 12","135,900","137,000","137,200","134,300","0.18K","-0.80%"
"2023- 04- 11","137,000","133,900","138,900","131,500","304.36K","2.24%"
"2023- 04- 10","134,000","135,600","136,400","133,800","179.02K","-1.69%"
"2023- 04- 07","136,300","134,100","137,200","133,000","138.46K","1.34%"
"2023- 04- 06","134,500","136,200","136,400","133,700","125.34K","-1.03%"
"2023- 04- 05","135,900","137,500","140,300","135,500","0.01K","-1.31%"
"2023- 04- 04","137,700","136,500","138,300","135,100","0.01K","0.95%"
"2023- 04- 03","136,400","136,700","138,800","135,600","149.33K","-0.29%"
"2023- 03- 31","136,800","136,000","138,300","134,700","228.03K","0.81%"
"2023- 03- 30","135,700","135,800","136,300","132,200","0.01K","-0.15%"
"2023- 03- 29","135,900","132,400","138,000","132,400","354.44K","2.72%"
"2023- 03- 28","132,300","130,900","133,200","129,600","0.00K","1.38%"
"2023- 03- 27","130,500","130,000","131,300","127,400","168.95K","1.56%"
"2023- 03- 24","128,500","129,000","129,500","127,300","153.64K","-1.15%"
"2023- 03- 23","130,000","126,500","130,300","125,200","200.76K","2.36%"
"2023- 03- 22","127,000","132,000","132,300","126,600","0.00K","-3.05%"
"2023- 03- 21","131,000","129,100","131,400","127,500","162.87K","2.50%"
"2023- 03- 20","127,800","126,300","133,700","126,300","282.06K","1.11%"
"2023- 03- 19","126,400","126,400","126,400","126,400","","0.00%"
"2023- 03- 17","126,400","125,900","127,400","123,700","185.18K","1.77%"
"2023- 03- 16","124,200","125,100","126,500","122,200","233.01K","-1.58%"
"2023- 03- 15","126,200","129,300","130,300","125,100","0.00K","-0.79%"
"2023- 03- 14","127,200","130,100","130,200","126,400","246.37K","-2.75%"
"2023- 03- 13","130,800","127,600","131,200","126,000","0.00K","2.67%"
"2023- 03- 12","127,400","127,400","127,400","127,400","","0.00%"
"2023- 03- 10","127,400","131,200","132,000","125,000","567.95K","-4.71%"
"2023- 03- 09","133,700","136,000","138,200","133,200","0.04K","-1.47%"
"2023- 03- 08","135,700","139,600","141,300","135,300","429.72K","-4.10%"
"2023- 03- 07","141,500","144,000","144,300","140,400","277.30K","-1.74%"
"2023- 03- 06","144,000","147,100","147,200","142,800","176.61K","-1.17%"
"2023- 03- 03","145,700","144,600","146,200","144,100","150.96K","0.76%"
"2023- 03- 02","144,600","139,700","145,800","139,700","383.42K","4.48%"
"2023- 03- 01","138,400","138,400","138,400","138,400","","0.00%"
"2023- 02- 28","138,400","140,700","141,400","138,200","303.21K","-1.56%"
"2023- 02- 27","140,600","143,700","143,700","137,800","334.57K","-2.90%"
"2023- 02- 24","144,800","145,200","146,300","144,000","126.72K","-0.89%"
"2023- 02- 23","146,100","145,400","147,400","144,700","0.01K","0.97%"
"2023- 02- 22","144,700","144,100","145,700","143,300","219.22K","-1.36%"
"2023- 02- 21","146,700","149,100","150,400","146,000","180.66K","-2.13%"
"2023- 02- 20","149,900","146,800","150,800","146,300","176.85K","2.32%"
"2023- 02- 19","146,500","146,500","146,500","146,500","","0.00%"
"2023- 02- 17","146,500","148,200","149,000","145,300","155.04K","-2.01%"
"2023- 02- 16","149,500","149,900","151,400","148,200","0.00K","0.40%"
"2023- 02- 15","148,900","152,500","153,100","148,500","242.09K","-1.97%"
"2023- 02- 14","151,900","150,400","152,500","149,300","0.00K","1.88%"
"2023- 02- 13","149,100","152,200","152,800","147,600","224.24K","-2.55%"
"2023- 02- 10","153,000","153,000","155,800","151,000","294.55K","0.33%"
"2023- 02- 09","152,500","148,100","154,200","148,000","321.57K","2.21%"
"2023- 02- 08","149,200","149,900","150,900","148,100","160.24K","0.07%"
"2023- 02- 07","149,100","148,200","150,600","147,100","184.63K","0.61%"
"2023- 02- 06","148,200","149,900","149,900","146,500","199.92K","-0.94%"
"2023- 02- 03","149,600","150,700","150,700","147,200","325.91K","-0.93%"
"2023- 02- 02","151,000","146,500","153,500","146,500","929.88K","6.79%"
"2023- 02- 01","141,400","146,100","146,400","138,100","562.87K","-2.82%"
"2023- 01- 31","145,500","144,600","148,300","144,600","256.18K","0.55%"
"2023- 01- 30","144,700","148,500","150,800","143,900","263.68K","-1.83%"
"2023- 01- 29","147,400","147,400","147,400","147,400","","0.00%"
"2023- 01- 27","147,400","143,600","149,500","142,600","306.66K","2.79%"
"2023- 01- 26","143,400","145,700","146,200","142,600","304.49K","-1.51%"
"2023- 01- 25","145,600","148,100","149,000","145,000","206.45K","-1.95%"
"2023- 01- 20","148,500","147,500","149,000","144,000","234.02K","1.02%"
"2023- 01- 19","147,000","142,500","147,500","141,000","0.02K","2.44%"
"2023- 01- 18","143,500","143,500","145,000","141,000","172.80K","-0.69%"
"2023- 01- 17","144,500","143,000","144,500","141,500","229.39K","1.40%"
"2023- 01- 16","142,500","140,000","143,500","139,500","209.59K","2.15%"
"2023- 01- 15","139,500","139,500","139,500","139,500","","0.00%"
"2023- 01- 13","139,500","140,000","141,500","138,000","180.23K","-0.36%"
"2023- 01- 12","140,000","146,500","146,500","139,000","0.00K","-2.78%"
"2023- 01- 11","144,000","141,000","146,500","140,500","312.56K","2.86%"
"2023- 01- 10","140,000","145,500","145,500","136,000","0.06K","-3.45%"
"2023- 01- 09","145,000","140,000","145,000","140,000","0.08K","5.45%"
"2023- 01- 08","137,500","137,500","137,500","137,500","","0.00%"
"2023- 01- 06","137,500","136,000","141,000","135,500","165.70K","0.00%"
"2023- 01- 05","137,500","132,000","138,000","131,500","0.00K","4.56%"
"2023- 01- 04","131,500","133,500","133,500","130,000","208.99K","-1.13%"
"2023- 01- 03","133,000","133,500","137,500","132,000","178.08K","-1.48%"
"2023- 01- 02","135,000","134,000","136,000","129,500","288.39K","-1.82%"
"2022- 12- 29","137,500","139,000","140,000","135,000","232.12K","-2.48%"
"2022- 12- 28","141,000","140,500","143,500","139,500","0.10K","-0.35%"
"2022- 12- 27","141,500","134,000","141,500","134,000","0.10K","6.39%"
"2022- 12- 26","133,000","133,500","134,000","127,000","177.07K","-0.37%"
"2022- 12- 25","133,500","133,500","133,500","133,500","","0.00%"
"2022- 12- 23","133,500","134,000","136,500","132,500","161.96K","-1.11%"
"2022- 12- 22","135,000","133,500","135,500","132,000","0.04K","1.89%"
"2022- 12- 21","132,500","133,500","135,000","131,500","135.27K","-0.38%"
"2022- 12- 20","133,000","130,000","134,500","130,000","176.82K","0.76%"
"2022- 12- 19","132,000","131,000","134,500","129,500","184.95K","-0.38%"
"2022- 12- 16","132,500","128,000","133,500","126,000","210.39K","1.53%"
"2022- 12- 15","130,500","134,000","135,500","129,500","178.91K","-2.25%"
"2022- 12- 14","133,500","135,000","135,000","130,500","0.09K","-0.74%"
"2022- 12- 13","134,500","134,000","135,500","132,000","127.64K","1.89%"
"2022- 12- 12","132,000","140,000","140,500","131,500","398.39K","-5.38%"
"2022- 12- 11","139,500","139,500","139,500","139,500","","0.00%"
"2022- 12- 09","139,500","136,000","140,000","134,500","358.58K","2.95%"
"2022- 12- 08","135,500","136,500","137,500","129,000","0.00K","0.37%"
"2022- 12- 07","135,000","136,500","138,500","134,000","0.04K","0.00%"
"2022- 12- 06","135,000","137,500","139,500","134,500","0.32K","-3.23%"
"2022- 12- 05","139,500","133,500","139,500","133,000","0.02K","6.08%"
"2022- 12- 02","131,500","128,000","134,000","127,500","399.22K","2.73%"
"2022- 12- 01","128,000","132,000","133,500","126,500","0.00K","-1.92%"
"2022- 11- 30","130,500","129,500","132,000","128,500","430.28K","0.38%"
"2022- 11- 29","130,000","124,500","132,000","123,500","0.03K","4.42%"
"2022- 11- 28","124,500","122,000","127,000","121,000","0.01K","2.05%"
