"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","117,700","117,200","118,000","117,100","37.78K","-0.17%"
"2023- 04- 20","117,900","118,100","118,700","117,300","0.03K","-0.08%"
"2023- 04- 19","118,000","117,700","119,200","117,700","0.00K","0.51%"
"2023- 04- 18","117,400","117,300","117,900","117,000","99.48K","-0.42%"
"2023- 04- 17","117,900","119,300","119,300","117,200","115.93K","-1.42%"
"2023- 04- 16","119,600","119,600","119,600","119,600","","0.00%"
"2023- 04- 14","119,600","117,800","120,000","117,500","186.25K","1.44%"
"2023- 04- 13","117,900","116,500","118,100","116,500","239.15K","0.34%"
"2023- 04- 12","117,500","117,000","117,800","116,200","162.27K","0.43%"
"2023- 04- 11","117,000","116,100","117,700","115,800","188.16K","0.86%"
"2023- 04- 10","116,000","115,700","116,800","115,500","131.44K","-0.09%"
"2023- 04- 07","116,100","116,000","116,600","115,300","117.62K","0.35%"
"2023- 04- 06","115,700","117,700","117,700","115,700","178.09K","-1.70%"
"2023- 04- 05","117,700","117,200","118,300","117,000","148.19K","0.09%"
"2023- 04- 04","117,600","117,400","117,900","116,500","0.09K","0.51%"
"2023- 04- 03","117,000","117,100","118,800","116,500","274.67K","0.86%"
"2023- 03- 31","116,000","115,700","119,600","115,700","697.50K","-1.61%"
"2023- 03- 30","117,900","120,600","121,700","117,400","0.60K","-2.80%"
"2023- 03- 29","121,300","119,700","121,900","119,600","95.04K","1.59%"
"2023- 03- 28","119,400","119,000","119,800","118,300","73.34K","0.42%"
"2023- 03- 27","118,900","120,000","120,000","118,200","0.01K","-0.83%"
"2023- 03- 24","119,900","119,400","120,700","118,600","73.58K","0.33%"
"2023- 03- 23","119,500","120,000","120,000","118,600","81.19K","-0.42%"
"2023- 03- 22","120,000","120,200","120,300","119,100","55.32K","0.25%"
"2023- 03- 21","119,700","119,500","120,200","119,000","0.01K","0.67%"
"2023- 03- 20","118,900","118,900","120,700","118,900","49.16K","-0.25%"
"2023- 03- 19","119,200","119,200","119,200","119,200","","0.00%"
"2023- 03- 17","119,200","118,200","119,800","117,300","123.07K","1.62%"
"2023- 03- 16","117,300","117,000","118,200","116,100","78.58K","-0.34%"
"2023- 03- 15","117,700","118,000","119,100","117,200","0.03K","0.60%"
"2023- 03- 14","117,000","119,000","119,400","116,600","114.94K","-2.58%"
"2023- 03- 13","120,100","119,500","120,500","118,600","0.00K","0.25%"
"2023- 03- 12","119,800","119,800","119,800","119,800","","0.00%"
"2023- 03- 10","119,800","120,100","120,500","119,000","74.54K","-0.91%"
"2023- 03- 09","120,900","122,000","122,500","120,600","0.00K","-0.66%"
"2023- 03- 08","121,700","122,800","123,000","121,100","121.23K","-1.38%"
"2023- 03- 07","123,400","125,300","125,300","123,300","75.61K","-1.59%"
"2023- 03- 06","125,400","124,500","125,400","123,800","103.17K","1.46%"
"2023- 03- 03","123,600","124,600","125,400","122,800","94.35K","-0.80%"
"2023- 03- 02","124,600","125,000","125,800","123,800","88.18K","-0.56%"
"2023- 02- 28","125,300","125,500","127,200","124,900","163.76K","0.32%"
"2023- 02- 27","124,900","125,100","126,000","124,000","68.88K","-1.50%"
"2023- 02- 24","126,800","126,700","128,200","126,300","77.32K","-0.55%"
"2023- 02- 23","127,500","126,700","127,900","126,300","73.73K","0.71%"
"2023- 02- 22","126,600","128,000","128,300","125,500","88.74K","-2.09%"
"2023- 02- 21","129,300","130,000","130,000","128,200","70.80K","-0.54%"
"2023- 02- 20","130,000","128,600","130,800","127,800","84.84K","1.17%"
"2023- 02- 17","128,500","128,400","131,000","128,200","81.56K","-1.91%"
"2023- 02- 16","131,000","126,400","131,800","126,400","192.50K","3.64%"
"2023- 02- 15","126,400","128,300","128,500","126,000","118.21K","-1.56%"
"2023- 02- 14","128,400","124,800","128,500","124,500","143.27K","3.55%"
"2023- 02- 13","124,000","126,100","126,200","121,100","224.25K","-2.52%"
"2023- 02- 12","127,200","127,200","127,200","127,200","","0.00%"
"2023- 02- 10","127,200","130,500","131,100","126,600","163.95K","-3.20%"
"2023- 02- 09","131,400","131,400","133,000","130,200","160.82K","-0.53%"
"2023- 02- 08","132,100","125,300","132,500","125,300","282.43K","5.85%"
"2023- 02- 07","124,800","124,900","125,600","124,400","91.59K","-0.08%"
"2023- 02- 06","124,900","125,400","126,400","124,400","102.34K","-0.16%"
"2023- 02- 03","125,100","124,800","125,700","123,600","96.65K","0.40%"
"2023- 02- 02","124,600","126,300","127,100","124,500","111.48K","-0.64%"
"2023- 02- 01","125,400","125,100","126,000","124,100","90.66K","0.32%"
"2023- 01- 31","125,000","127,000","127,800","124,800","141.98K","-1.34%"
"2023- 01- 30","126,700","129,100","129,200","126,400","82.18K","-1.40%"
"2023- 01- 27","128,500","127,400","129,300","126,300","129.84K","1.02%"
"2023- 01- 26","127,200","127,700","127,700","126,300","90.09K","0.00%"
"2023- 01- 25","127,200","123,200","127,400","122,600","119.44K","3.84%"
"2023- 01- 20","122,500","122,500","124,000","122,000","63.21K","-0.81%"
"2023- 01- 19","123,500","122,500","124,000","122,000","56.51K","0.00%"
"2023- 01- 18","123,500","123,000","124,500","122,500","0.00K","0.00%"
"2023- 01- 17","123,500","124,000","124,000","122,500","53.62K","-0.40%"
"2023- 01- 16","124,000","125,000","125,500","123,500","47.39K","-0.40%"
"2023- 01- 15","124,500","124,500","124,500","124,500","","0.00%"
"2023- 01- 13","124,500","122,500","126,000","122,500","104.25K","2.47%"
"2023- 01- 12","121,500","124,500","125,500","121,500","128.59K","-2.02%"
"2023- 01- 11","124,000","125,000","126,000","123,500","73.83K","-0.40%"
"2023- 01- 10","124,500","126,000","127,500","124,500","71.12K","-1.58%"
"2023- 01- 09","126,500","125,000","127,000","124,500","75.17K","2.02%"
"2023- 01- 06","124,000","120,000","125,500","120,000","92.87K","2.90%"
"2023- 01- 05","120,500","120,000","122,500","120,000","67.47K","0.42%"
"2023- 01- 04","120,000","119,500","121,000","118,500","55.02K","0.00%"
"2023- 01- 03","120,000","120,500","122,000","117,500","77.20K","-0.41%"
"2023- 01- 02","120,500","124,000","124,500","120,000","47.15K","-2.03%"
"2022- 12- 29","123,000","124,500","125,500","123,000","62.15K","-1.99%"
"2022- 12- 28","125,500","127,500","127,500","125,500","64.50K","-3.46%"
"2022- 12- 27","130,000","129,500","130,000","128,500","67.22K","0.39%"
"2022- 12- 26","129,500","127,000","129,500","126,000","62.46K","1.97%"
"2022- 12- 23","127,000","128,000","128,500","127,000","44.66K","-1.55%"
"2022- 12- 22","129,000","126,000","129,000","125,500","66.24K","2.38%"
"2022- 12- 21","126,000","125,000","127,000","124,500","57.07K","2.02%"
"2022- 12- 20","123,500","125,500","126,000","123,000","47.09K","-2.37%"
"2022- 12- 19","126,500","124,000","126,500","124,000","30.97K","1.20%"
"2022- 12- 18","125,000","125,000","125,000","125,000","","0.00%"
"2022- 12- 16","125,000","126,000","126,500","124,000","123.07K","-1.57%"
"2022- 12- 15","127,000","129,500","129,500","127,000","52.19K","-2.31%"
"2022- 12- 14","130,000","128,500","130,000","127,000","89.68K","2.36%"
"2022- 12- 13","127,000","128,500","128,500","126,000","41.29K","0.00%"
"2022- 12- 12","127,000","128,000","128,000","127,000","34.24K","-0.39%"
"2022- 12- 09","127,500","126,000","128,000","125,000","78.56K","1.19%"
"2022- 12- 08","126,000","123,500","126,500","121,500","0.01K","2.86%"
"2022- 12- 07","122,500","124,500","124,500","122,000","42.20K","-0.41%"
"2022- 12- 06","123,000","123,500","124,000","122,500","0.00K","-0.81%"
"2022- 12- 05","124,000","125,000","126,500","124,000","39.92K","-0.80%"
"2022- 12- 02","125,000","127,500","127,500","125,000","51.55K","-1.57%"
"2022- 12- 01","127,000","128,000","128,500","126,500","53.94K","-0.39%"
"2022- 11- 30","127,500","124,000","128,500","123,500","236.29K","2.82%"
"2022- 11- 29","124,000","123,500","124,500","122,000","36.28K","1.22%"
"2022- 11- 28","122,500","124,000","124,500","122,000","50.24K","-2.00%"
"2022- 11- 25","125,000","126,500","126,500","123,000","64.51K","-0.40%"
"2022- 11- 24","125,500","127,000","127,500","125,000","60.46K","-0.79%"
"2022- 11- 23","126,500","127,000","128,000","125,500","59.84K","-0.39%"
"2022- 11- 22","127,000","126,500","128,000","126,500","42.43K","0.00%"
"2022- 11- 21","127,000","128,500","129,000","126,000","47.88K","-0.39%"
"2022- 11- 18","127,500","127,000","129,500","127,000","59.80K","0.00%"
"2022- 11- 17","127,500","130,000","130,500","127,500","68.40K","-2.30%"
"2022- 11- 16","130,500","129,000","130,500","127,500","90.31K","1.16%"
"2022- 11- 15","129,000","129,000","129,500","128,000","69.33K","0.78%"
"2022- 11- 14","128,000","128,500","130,000","127,500","84.32K","-0.39%"
"2022- 11- 13","128,500","128,500","128,500","128,500","","0.00%"
"2022- 11- 11","128,500","129,000","130,000","128,000","106.42K","1.18%"
"2022- 11- 10","127,000","126,500","127,500","125,500","135.67K","0.00%"
"2022- 11- 09","127,000","127,000","128,000","126,000","94.33K","0.00%"
"2022- 11- 08","127,000","126,500","127,000","125,500","91.26K","0.40%"
"2022- 11- 07","126,500","125,000","127,000","124,500","53.54K","0.40%"
"2022- 11- 04","126,000","124,500","126,000","123,500","55.74K","0.80%"
"2022- 11- 03","125,000","123,000","127,000","122,500","93.30K","-0.40%"
"2022- 11- 02","125,500","123,500","126,000","123,000","96.70K","0.80%"
"2022- 11- 01","124,500","124,000","126,000","123,500","72.63K","-0.40%"
"2022- 10- 31","125,000","123,000","125,500","122,000","97.58K","2.46%"
"2022- 10- 28","122,000","122,500","124,000","121,500","91.47K","-0.81%"
"2022- 10- 27","123,000","122,500","124,000","121,500","165.68K","1.23%"
"2022- 10- 26","121,500","120,500","123,000","119,500","88.85K","0.83%"
"2022- 10- 25","120,500","120,500","121,000","119,500","81.59K","0.42%"
"2022- 10- 24","120,000","122,000","123,000","119,000","83.79K","0.00%"
"2022- 10- 23","120,000","120,000","120,000","120,000","","0.00%"
"2022- 10- 21","120,000","120,500","121,500","119,000","81.06K","-0.41%"
"2022- 10- 20","120,500","118,000","122,000","117,500","156.33K","1.69%"
"2022- 10- 19","118,500","118,000","121,000","117,000","108.39K","0.42%"
"2022- 10- 18","118,000","118,000","118,500","115,500","118.56K","0.85%"
"2022- 10- 17","117,000","116,000","121,000","115,000","199.64K","1.30%"
"2022- 10- 16","115,500","115,500","115,500","115,500","","0.00%"
"2022- 10- 14","115,500","115,000","116,000","114,000","83.93K","2.21%"
"2022- 10- 13","113,000","117,000","117,500","113,000","122.79K","-3.83%"
"2022- 10- 12","117,500","114,000","117,500","113,500","87.39K","2.62%"
"2022- 10- 11","114,500","115,500","116,500","113,000","106.91K","-2.14%"
"2022- 10- 10","117,000","117,000","117,000","117,000","","0.00%"
"2022- 10- 07","117,000","115,000","118,000","114,000","99.02K","0.86%"
"2022- 10- 06","116,000","117,500","118,500","115,500","149.68K","-0.43%"
"2022- 10- 05","116,500","117,500","118,000","116,000","88.78K","0.00%"
"2022- 10- 04","116,500","116,000","117,000","114,500","85.64K","1.30%"
"2022- 09- 30","115,000","116,000","117,500","114,000","201.68K","-1.71%"
"2022- 09- 29","117,000","117,500","118,500","115,500","107.73K","0.86%"
"2022- 09- 28","116,000","115,500","118,000","114,000","121.23K","-0.85%"
"2022- 09- 27","117,000","114,500","118,000","114,500","126.33K","2.18%"
"2022- 09- 26","114,500","116,000","116,500","114,500","98.29K","-2.55%"
"2022- 09- 25","117,500","117,500","117,500","117,500","","0.00%"
"2022- 09- 23","117,500","120,000","120,000","117,000","94.59K","-2.08%"
"2022- 09- 22","120,000","120,500","121,000","119,000","89.12K","-0.83%"
"2022- 09- 21","121,000","120,500","122,500","120,500","83.33K","-0.41%"
"2022- 09- 20","121,500","123,000","123,500","120,500","99.98K","0.00%"
"2022- 09- 19","121,500","123,000","124,000","121,000","74.20K","-1.22%"
"2022- 09- 18","123,000","123,000","123,000","123,000","","0.00%"
"2022- 09- 16","123,000","121,500","123,000","121,000","159.02K","0.82%"
"2022- 09- 15","122,000","123,500","124,000","122,000","85.25K","-1.21%"
"2022- 09- 14","123,500","122,500","124,500","122,000","88.60K","-2.37%"
"2022- 09- 13","126,500","124,000","127,000","124,000","106.48K","3.27%"
"2022- 09- 12","122,500","122,500","122,500","122,500","","0.00%"
"2022- 09- 08","122,500","123,500","124,000","122,000","114.57K","0.00%"
"2022- 09- 07","122,500","124,000","125,000","121,000","177.40K","-2.00%"
"2022- 09- 06","125,000","124,000","126,000","124,000","74.31K","0.81%"
"2022- 09- 05","124,000","125,500","126,500","123,500","99.07K","-1.20%"
"2022- 09- 04","125,500","125,500","125,500","125,500","","0.00%"
"2022- 09- 02","125,500","126,500","127,000","125,500","76.97K","-0.40%"
"2022- 09- 01","126,000","127,500","128,500","126,000","115.54K","-1.95%"
"2022- 08- 31","128,500","127,000","129,500","126,500","168.47K","0.00%"
"2022- 08- 30","128,500","126,500","129,000","126,000","105.23K","2.39%"
"2022- 08- 29","125,500","127,000","127,000","125,000","172.77K","-3.09%"
"2022- 08- 28","129,500","129,500","129,500","129,500","","0.00%"
"2022- 08- 26","129,500","130,500","131,000","129,000","96.85K","-1.15%"
"2022- 08- 25","131,000","129,500","131,500","129,000","102.56K","1.55%"
"2022- 08- 24","129,000","130,000","131,000","129,000","98.82K","-0.39%"
"2022- 08- 23","129,500","130,000","131,000","129,000","94.16K","-0.77%"
"2022- 08- 22","130,500","133,000","133,000","130,500","90.75K","-2.25%"
"2022- 08- 19","133,500","133,000","135,000","132,000","85.53K","0.38%"
"2022- 08- 18","133,000","134,500","135,000","132,500","104.23K","-1.12%"
"2022- 08- 17","134,500","134,000","136,000","134,000","93.77K","0.75%"
"2022- 08- 16","133,500","134,500","135,500","133,000","99.49K","-0.37%"
"2022- 08- 12","134,000","133,500","135,000","132,500","77.45K","0.00%"
"2022- 08- 11","134,000","131,500","134,000","130,500","173.55K","3.47%"
"2022- 08- 10","129,500","131,500","132,500","129,500","127.20K","-1.89%"
"2022- 08- 09","132,000","130,500","132,000","130,000","89.41K","0.76%"
"2022- 08- 08","131,000","133,000","133,000","130,000","119.47K","-1.50%"
"2022- 08- 07","133,000","133,000","133,000","133,000","","0.00%"
"2022- 08- 05","133,000","133,000","134,000","132,500","128.96K","0.38%"
"2022- 08- 04","132,500","133,500","133,500","131,500","106.82K","0.00%"
"2022- 08- 03","132,500","132,000","132,500","131,500","76.44K","0.76%"
"2022- 08- 02","131,500","133,500","134,000","131,500","104.71K","-1.50%"
"2022- 08- 01","133,500","135,000","136,000","133,000","133.79K","-1.84%"
"2022- 07- 29","136,000","136,500","137,500","134,000","157.18K","0.00%"
"2022- 07- 28","136,000","136,000","137,000","134,500","134.80K","0.37%"
"2022- 07- 27","135,500","135,000","136,500","134,000","60.93K","0.37%"
"2022- 07- 26","135,000","135,000","135,500","133,500","45.15K","0.00%"
"2022- 07- 25","135,000","133,000","135,500","133,000","67.94K","1.12%"
"2022- 07- 24","133,500","133,500","133,500","133,500","","0.00%"
"2022- 07- 22","133,500","133,500","135,500","133,000","78.87K","-0.37%"
"2022- 07- 21","134,000","131,500","134,500","131,000","85.05K","1.52%"
"2022- 07- 20","132,000","134,500","135,000","131,500","107.74K","0.00%"
"2022- 07- 19","132,000","131,500","133,500","131,000","115.33K","0.38%"
"2022- 07- 18","131,500","131,500","132,000","130,000","69.77K","0.77%"
"2022- 07- 15","130,500","131,000","131,500","127,500","184.41K","0.00%"
"2022- 07- 14","130,500","131,000","132,500","130,000","150.43K","-1.88%"
"2022- 07- 13","133,000","130,500","133,500","129,000","127.70K","3.10%"
"2022- 07- 12","129,000","130,000","130,500","128,000","88.13K","-1.15%"
"2022- 07- 11","130,500","133,500","133,500","130,500","64.00K","-1.51%"
"2022- 07- 08","132,500","135,500","136,000","132,500","85.46K","-1.12%"
"2022- 07- 07","134,000","132,000","136,000","130,500","187.79K","3.47%"
"2022- 07- 06","129,500","129,500","133,000","128,500","151.99K","-0.38%"
"2022- 07- 05","130,000","130,000","132,000","129,000","99.24K","1.17%"
"2022- 07- 04","128,500","129,500","130,500","127,500","93.00K","-0.39%"
"2022- 07- 03","129,000","129,000","129,000","129,000","","0.00%"
"2022- 07- 01","129,000","131,500","132,000","127,500","102.37K","-0.77%"
"2022- 06- 30","130,000","132,000","132,500","129,000","120.15K","-1.52%"
"2022- 06- 29","132,000","133,500","134,500","132,000","75.43K","-2.58%"
"2022- 06- 28","135,500","133,000","135,500","131,500","84.26K","1.50%"
"2022- 06- 27","133,500","131,500","134,000","129,500","102.40K","2.30%"
"2022- 06- 24","130,500","129,000","132,000","129,000","98.95K","1.16%"
"2022- 06- 23","129,000","130,500","132,500","128,500","162.41K","-1.15%"
"2022- 06- 22","130,500","135,500","136,500","130,000","197.44K","-3.69%"
"2022- 06- 21","135,500","135,500","136,500","133,000","96.65K","1.12%"
