"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","620,000","653,000","654,000","620,000","80.85K","-6.63%"
"2023- 04- 20","664,000","675,000","680,000","660,000","42.28K","-1.48%"
"2023- 04- 19","674,000","684,000","691,000","669,000","0.00K","-0.88%"
"2023- 04- 18","680,000","637,000","687,000","637,000","116.91K","5.10%"
"2023- 04- 17","647,000","651,000","657,000","642,000","0.00K","-0.77%"
"2023- 04- 16","652,000","652,000","652,000","652,000","","0.00%"
"2023- 04- 14","652,000","650,000","661,000","641,000","58.98K","1.40%"
"2023- 04- 13","643,000","651,000","663,000","641,000","63.21K","-1.08%"
"2023- 04- 12","650,000","641,000","652,000","636,000","0.00K","0.62%"
"2023- 04- 11","646,000","626,000","657,000","612,000","137.70K","3.36%"
"2023- 04- 10","625,000","617,000","631,000","612,000","109.53K","0.16%"
"2023- 04- 09","624,000","624,000","624,000","624,000","","0.00%"
"2023- 04- 07","624,000","590,000","631,000","582,000","116.75K","5.76%"
"2023- 04- 06","590,000","600,000","602,000","588,000","45.08K","-1.67%"
"2023- 04- 05","600,000","603,000","613,000","595,000","0.01K","0.00%"
"2023- 04- 04","600,000","602,000","602,000","594,000","32.97K","0.00%"
"2023- 04- 03","600,000","601,000","611,000","596,000","54.46K","0.00%"
"2023- 03- 31","600,000","593,000","603,000","590,000","42.98K","1.52%"
"2023- 03- 30","591,000","594,000","596,000","587,000","33.85K","-0.67%"
"2023- 03- 29","595,000","589,000","598,000","588,000","58.20K","1.19%"
"2023- 03- 28","588,000","587,000","593,000","576,000","0.00K","1.20%"
"2023- 03- 27","581,000","583,000","589,000","577,000","49.40K","0.00%"
"2023- 03- 24","581,000","578,000","586,000","572,000","42.36K","-0.51%"
"2023- 03- 23","584,000","571,000","587,000","567,000","50.18K","1.39%"
"2023- 03- 22","576,000","597,000","600,000","573,000","76.30K","-2.70%"
"2023- 03- 21","592,000","579,000","594,000","575,000","0.01K","3.50%"
"2023- 03- 20","572,000","571,000","595,000","567,000","87.03K","0.88%"
"2023- 03- 19","567,000","567,000","567,000","567,000","","0.00%"
"2023- 03- 17","567,000","570,000","581,000","566,000","118.02K","1.43%"
"2023- 03- 16","559,000","583,000","584,000","555,000","0.00K","-5.25%"
"2023- 03- 15","590,000","600,000","601,000","589,000","0.00K","0.00%"
"2023- 03- 14","590,000","600,000","609,000","590,000","59.36K","-2.80%"
"2023- 03- 13","607,000","602,000","612,000","598,000","55.16K","0.66%"
"2023- 03- 12","603,000","603,000","603,000","603,000","","0.00%"
"2023- 03- 10","603,000","613,000","615,000","600,000","82.00K","-2.43%"
"2023- 03- 09","618,000","642,000","643,000","618,000","0.01K","-3.59%"
"2023- 03- 08","641,000","665,000","668,000","641,000","89.78K","-4.61%"
"2023- 03- 07","672,000","675,000","675,000","662,000","66.42K","0.15%"
"2023- 03- 06","671,000","685,000","694,000","670,000","73.57K","-0.74%"
"2023- 03- 03","676,000","681,000","692,000","671,000","75.00K","-0.29%"
"2023- 03- 02","678,000","669,000","688,000","669,000","83.63K","1.50%"
"2023- 02- 28","668,000","670,000","676,000","665,000","54.68K","-0.74%"
"2023- 02- 27","673,000","665,000","674,000","654,000","52.48K","0.15%"
"2023- 02- 24","672,000","673,000","678,000","667,000","45.62K","-0.44%"
"2023- 02- 23","675,000","672,000","681,000","671,000","32.48K","0.60%"
"2023- 02- 22","671,000","677,000","683,000","668,000","56.78K","-1.90%"
"2023- 02- 21","684,000","691,000","693,000","682,000","31.81K","-0.73%"
"2023- 02- 20","689,000","681,000","694,000","680,000","32.18K","1.32%"
"2023- 02- 19","680,000","680,000","680,000","680,000","","0.00%"
"2023- 02- 17","680,000","685,000","693,000","677,000","34.62K","-0.87%"
"2023- 02- 16","686,000","692,000","696,000","683,000","0.05K","-0.15%"
"2023- 02- 15","687,000","701,000","702,000","686,000","51.74K","-1.86%"
"2023- 02- 14","700,000","701,000","703,000","696,000","0.01K","0.57%"
"2023- 02- 13","696,000","699,000","703,000","687,000","45.56K","-0.43%"
"2023- 02- 10","699,000","702,000","708,000","696,000","47.98K","-0.43%"
"2023- 02- 09","702,000","691,000","714,000","690,000","90.07K","1.15%"
"2023- 02- 08","694,000","697,000","700,000","691,000","48.78K","-0.43%"
"2023- 02- 07","697,000","695,000","701,000","689,000","56.54K","0.43%"
"2023- 02- 06","694,000","690,000","704,000","687,000","65.84K","0.14%"
"2023- 02- 05","693,000","693,000","693,000","693,000","","0.00%"
"2023- 02- 03","693,000","693,000","695,000","681,000","90.15K","0.14%"
"2023- 02- 02","692,000","697,000","710,000","690,000","100.45K","0.14%"
"2023- 02- 01","691,000","734,000","734,000","673,000","242.18K","-7.00%"
"2023- 01- 31","743,000","753,000","758,000","738,000","0.07K","-0.67%"
"2023- 01- 30","748,000","763,000","772,000","743,000","73.02K","-1.45%"
"2023- 01- 29","759,000","759,000","759,000","759,000","","0.00%"
"2023- 01- 27","759,000","728,000","765,000","723,000","102.71K","4.40%"
"2023- 01- 26","727,000","733,000","734,000","721,000","67.82K","-0.68%"
"2023- 01- 25","732,000","753,000","757,000","728,000","0.01K","-2.92%"
"2023- 01- 20","754,000","767,000","772,000","746,000","66.74K","-1.57%"
"2023- 01- 19","766,000","760,000","767,000","750,000","0.00K","1.19%"
"2023- 01- 18","757,000","756,000","762,000","737,000","65.46K","0.00%"
"2023- 01- 17","757,000","759,000","762,000","745,000","44.71K","0.26%"
"2023- 01- 16","755,000","741,000","763,000","736,000","41.32K","1.48%"
"2023- 01- 15","744,000","744,000","744,000","744,000","","0.00%"
"2023- 01- 13","744,000","737,000","750,000","736,000","52.56K","1.09%"
"2023- 01- 12","736,000","763,000","767,000","736,000","88.51K","-4.17%"
"2023- 01- 11","768,000","751,000","770,000","744,000","76.68K","3.36%"
"2023- 01- 10","743,000","767,000","771,000","733,000","0.03K","-3.00%"
"2023- 01- 09","766,000","737,000","767,000","736,000","67.26K","5.51%"
"2023- 01- 08","726,000","726,000","726,000","726,000","","0.00%"
"2023- 01- 06","726,000","718,000","746,000","718,000","42.37K","-0.55%"
