"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","168,900","167,500","170,400","167,200","193.67K","0.60%"
"2023- 04- 20","167,900","171,100","172,800","167,300","0.03K","-1.41%"
"2023- 04- 19","170,300","170,800","173,400","169,400","0.30K","-0.41%"
"2023- 04- 18","171,000","173,700","175,900","170,600","641.33K","-2.56%"
"2023- 04- 17","175,500","177,900","177,900","175,000","0.02K","-0.17%"
"2023- 04- 16","175,800","175,800","175,800","175,800","","0.00%"
"2023- 04- 14","175,800","178,900","180,800","175,200","656.76K","-2.22%"
"2023- 04- 13","179,800","180,200","184,100","177,700","1.10M","0.56%"
"2023- 04- 12","178,800","171,500","179,800","170,000","1.36M","4.68%"
"2023- 04- 11","170,800","163,900","172,300","162,500","1.12M","4.21%"
"2023- 04- 10","163,900","159,700","164,800","159,300","0.01K","2.76%"
"2023- 04- 09","159,500","159,500","159,500","159,500","","0.00%"
"2023- 04- 07","159,500","160,400","161,000","158,100","359.50K","0.00%"
"2023- 04- 06","159,500","160,900","163,000","159,200","723.45K","0.57%"
"2023- 04- 05","158,600","159,400","163,000","157,500","0.01K","-0.25%"
"2023- 04- 04","159,000","150,100","159,100","149,400","0.59K","6.00%"
"2023- 04- 03","150,000","151,400","154,300","149,700","670.78K","0.13%"
"2023- 04- 02","149,800","149,800","149,800","149,800","","0.00%"
"2023- 03- 31","149,800","149,000","150,500","148,600","355.07K","0.81%"
"2023- 03- 30","148,600","150,700","151,200","148,200","0.00K","-1.26%"
"2023- 03- 29","150,500","152,200","153,100","149,500","517.19K","-0.46%"
"2023- 03- 28","151,200","159,100","159,700","150,500","0.44K","-4.67%"
"2023- 03- 27","158,600","153,600","159,400","151,000","0.52K","3.26%"
"2023- 03- 26","153,600","153,600","153,600","153,600","","0.00%"
"2023- 03- 24","153,600","153,500","156,700","153,100","364.76K","-0.58%"
"2023- 03- 23","154,500","155,900","156,000","153,500","393.19K","-1.02%"
"2023- 03- 22","156,100","156,700","157,200","155,200","0.08K","0.06%"
"2023- 03- 21","156,000","158,100","159,400","155,200","330.25K","-1.20%"
"2023- 03- 20","157,900","156,900","160,400","156,900","0.62K","0.89%"
"2023- 03- 19","156,500","156,500","156,500","156,500","","0.00%"
"2023- 03- 17","156,500","152,600","157,100","151,700","612.65K","3.23%"
"2023- 03- 16","151,600","150,000","152,400","147,600","0.06K","0.26%"
"2023- 03- 15","151,200","152,600","153,500","150,300","0.01K","0.20%"
"2023- 03- 14","150,900","153,500","156,200","150,900","448.94K","-2.90%"
"2023- 03- 13","155,400","154,200","156,400","151,300","0.21K","0.45%"
"2023- 03- 12","154,700","154,700","154,700","154,700","","0.00%"
"2023- 03- 10","154,700","155,000","156,500","153,200","456.57K","-1.59%"
"2023- 03- 09","157,200","155,800","158,200","153,800","0.05K","1.88%"
"2023- 03- 08","154,300","153,800","158,800","152,000","883.32K","-0.71%"
"2023- 03- 07","155,400","151,900","158,700","151,200","1.15M","2.37%"
"2023- 03- 06","151,800","152,900","154,000","149,100","787.98K","0.80%"
"2023- 03- 05","150,600","150,600","150,600","150,600","","0.00%"
"2023- 03- 03","150,600","144,000","154,600","144,000","1.45M","4.80%"
"2023- 03- 02","143,700","145,000","145,800","142,600","0.08K","-1.03%"
