"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","30,250","30,400","30,450","30,200","509.94K","-0.82%"
"2023- 04- 20","30,500","30,600","30,600","30,250","0.12K","-0.49%"
"2023- 04- 19","30,650","30,600","30,950","30,600","0.16K","0.16%"
"2023- 04- 18","30,600","30,900","31,100","30,600","881.05K","-0.97%"
"2023- 04- 17","30,900","30,700","30,950","30,550","0.40K","0.49%"
"2023- 04- 16","30,750","30,750","30,750","30,750","","0.00%"
"2023- 04- 14","30,750","30,500","30,900","30,450","912.77K","0.99%"
"2023- 04- 13","30,450","30,650","30,850","30,450","1.13K","-0.65%"
"2023- 04- 12","30,650","30,750","30,800","30,500","0.15K","-0.81%"
"2023- 04- 11","30,900","30,650","31,050","30,400","885.89K","0.65%"
"2023- 04- 10","30,700","30,750","30,900","30,450","868.57K","0.00%"
"2023- 04- 09","30,700","30,700","30,700","30,700","","0.00%"
"2023- 04- 07","30,700","30,750","30,850","30,400","726.06K","-0.16%"
"2023- 04- 06","30,750","30,750","30,900","30,500","1.12M","0.33%"
"2023- 04- 05","30,650","30,750","31,000","30,400","0.06K","-0.16%"
"2023- 04- 04","30,700","29,850","30,900","29,800","0.32K","3.02%"
"2023- 04- 03","29,800","29,600","29,800","29,450","1.04M","1.19%"
"2023- 04- 02","29,450","29,450","29,450","29,450","","0.00%"
"2023- 03- 31","29,450","29,000","29,450","28,850","2.38M","1.55%"
"2023- 03- 30","29,000","29,350","29,350","28,900","1.46K","-0.68%"
"2023- 03- 29","29,200","30,050","30,050","29,000","0.08K","-2.83%"
"2023- 03- 28","30,050","30,250","30,250","29,850","0.00K","-0.50%"
"2023- 03- 27","30,200","30,050","30,350","29,900","0.31K","0.83%"
"2023- 03- 26","29,950","29,950","29,950","29,950","","0.00%"
"2023- 03- 24","29,950","29,750","30,050","29,600","935.36K","-0.33%"
"2023- 03- 23","30,050","30,300","30,300","29,700","1.37M","-1.31%"
"2023- 03- 22","30,450","30,500","30,550","30,300","0.16K","0.16%"
"2023- 03- 21","30,400","30,450","30,550","30,200","844.12K","0.50%"
"2023- 03- 20","30,250","29,800","30,450","29,800","1.01M","2.02%"
"2023- 03- 19","29,650","29,650","29,650","29,650","","0.00%"
"2023- 03- 17","29,650","29,850","30,000","29,250","1.00M","-0.17%"
"2023- 03- 16","29,700","29,900","29,900","29,500","663.69K","-1.33%"
"2023- 03- 15","30,100","29,450","30,100","29,450","0.10K","2.91%"
"2023- 03- 14","29,250","29,650","29,700","29,150","1.25M","-1.68%"
"2023- 03- 13","29,750","29,700","29,900","29,500","0.13K","-1.00%"
"2023- 03- 12","30,050","30,050","30,050","30,050","","0.00%"
"2023- 03- 10","30,050","30,300","30,550","29,850","1.16M","-1.96%"
"2023- 03- 09","30,650","30,350","30,850","30,100","0.02K","1.49%"
"2023- 03- 08","30,200","30,500","30,500","30,150","964.12K","-1.95%"
"2023- 03- 07","30,800","30,500","30,900","30,350","1.26M","0.98%"
"2023- 03- 06","30,500","30,450","30,650","30,200","932.90K","0.16%"
"2023- 03- 05","30,450","30,450","30,450","30,450","","0.00%"
"2023- 03- 03","30,450","30,350","30,550","30,150","866.98K","0.00%"
"2023- 03- 02","30,450","30,850","30,950","30,300","1.94K","0.00%"
"2023- 03- 01","30,450","30,450","30,450","30,450","","0.00%"
"2023- 02- 28","30,450","30,000","30,600","29,800","1.56M","1.67%"
"2023- 02- 27","29,950","30,450","30,550","29,850","2.04M","-1.64%"
"2023- 02- 26","30,450","30,450","30,450","30,450","","0.00%"
"2023- 02- 24","30,450","31,500","31,500","30,250","4.42M","-3.94%"
"2023- 02- 23","31,700","32,200","32,250","31,600","1.46M","-1.55%"
"2023- 02- 22","32,200","32,200","32,300","31,900","891.41K","-0.62%"
"2023- 02- 21","32,400","32,650","32,800","32,250","979.09K","-1.37%"
"2023- 02- 20","32,850","32,350","32,850","32,300","935.62K","1.55%"
"2023- 02- 19","32,350","32,350","32,350","32,350","","0.00%"
"2023- 02- 17","32,350","32,150","32,500","31,850","1.43M","0.31%"
"2023- 02- 16","32,250","33,000","33,050","31,750","0.71K","-2.86%"
"2023- 02- 15","33,200","33,450","33,650","33,000","1.03M","-0.45%"
"2023- 02- 14","33,350","33,850","33,900","33,300","1.25M","-0.60%"
"2023- 02- 13","33,550","33,300","33,650","33,150","1.33M","0.15%"
"2023- 02- 12","33,500","33,500","33,500","33,500","","0.00%"
"2023- 02- 10","33,500","34,000","34,050","33,300","1.51M","-1.33%"
"2023- 02- 09","33,950","33,950","34,950","33,750","1.56M","0.59%"
"2023- 02- 08","33,750","33,800","33,900","33,500","980.00K","-0.15%"
"2023- 02- 07","33,800","34,000","34,150","33,700","882.62K","-1.46%"
"2023- 02- 06","34,300","34,150","34,500","33,850","724.03K","0.00%"
"2023- 02- 05","34,300","34,300","34,300","34,300","","0.00%"
"2023- 02- 03","34,300","34,400","34,450","32,900","2.20M","-1.15%"
"2023- 02- 02","34,700","34,650","35,050","34,550","861.01K","0.58%"
"2023- 02- 01","34,500","34,900","35,000","34,350","0.00K","-1.57%"
"2023- 01- 31","35,050","34,900","35,400","34,850","791.91K","-0.43%"
"2023- 01- 30","35,200","35,500","35,550","35,100","763.39K","-0.85%"
"2023- 01- 29","35,500","35,500","35,500","35,500","","0.00%"
"2023- 01- 27","35,500","35,400","35,700","35,200","837.28K","0.28%"
"2023- 01- 26","35,400","35,900","36,100","35,250","996.99K","-1.67%"
"2023- 01- 25","36,000","36,250","36,300","35,900","0.01K","-0.69%"
"2023- 01- 24","36,250","36,250","36,250","36,250","","0.00%"
"2023- 01- 20","36,250","36,250","36,600","35,700","551.53K","0.55%"
"2023- 01- 19","36,050","35,200","36,400","35,100","0.01K","3.30%"
"2023- 01- 18","34,900","34,950","35,800","34,800","0.73K","1.16%"
"2023- 01- 17","34,500","34,600","34,900","34,400","438.06K","-0.43%"
"2023- 01- 16","34,650","34,550","34,800","34,400","0.00K","0.87%"
"2023- 01- 15","34,350","34,350","34,350","34,350","","0.00%"
"2023- 01- 13","34,350","34,200","34,650","34,150","696.89K","1.03%"
"2023- 01- 12","34,000","34,300","34,550","34,000","0.01K","-0.87%"
"2023- 01- 11","34,300","34,400","34,450","34,100","624.78K","0.15%"
"2023- 01- 10","34,250","34,200","34,450","34,050","659.01K","0.00%"
"2023- 01- 09","34,250","34,200","34,400","33,950","1.36K","0.88%"
"2023- 01- 06","33,950","33,550","34,200","33,550","721.37K","0.59%"
"2023- 01- 05","33,750","33,550","34,000","33,250","630.39K","0.00%"
"2023- 01- 04","33,750","33,500","34,050","33,400","856.86K","1.20%"
"2023- 01- 03","33,350","32,650","33,500","31,900","0.23K","2.62%"
"2023- 01- 02","32,500","33,800","33,950","32,500","1.06M","-3.85%"
"2022- 12- 29","33,800","33,800","34,100","33,300","743.91K","-0.15%"
"2022- 12- 28","33,850","34,650","34,650","33,800","0.06K","-6.75%"
"2022- 12- 27","36,300","36,050","36,350","36,000","0.10K","0.83%"
"2022- 12- 26","36,000","35,800","36,150","35,800","824.58K","0.56%"
"2022- 12- 25","35,800","35,800","35,800","35,800","","0.00%"
"2022- 12- 23","35,800","35,900","36,050","35,700","598.46K","0.00%"
"2022- 12- 22","35,800","35,950","36,000","35,300","0.79K","0.00%"
"2022- 12- 21","35,800","35,850","36,100","35,450","515.87K","0.14%"
"2022- 12- 20","35,750","36,050","36,150","35,600","525.06K","-0.83%"
"2022- 12- 19","36,050","36,350","36,500","35,950","408.59K","-0.69%"
"2022- 12- 18","36,300","36,300","36,300","36,300","","0.00%"
"2022- 12- 16","36,300","36,400","36,700","36,300","631.27K","-0.95%"
"2022- 12- 15","36,650","37,050","37,050","36,650","0.11K","-0.95%"
"2022- 12- 14","37,000","37,700","37,700","36,900","0.03K","-1.60%"
"2022- 12- 13","37,600","37,950","37,950","37,550","549.20K","-0.92%"
"2022- 12- 12","37,950","37,650","38,000","37,500","0.02K","0.66%"
"2022- 12- 09","37,700","37,600","37,750","37,300","688.17K","0.27%"
"2022- 12- 08","37,600","37,350","37,600","37,200","0.11K","0.53%"
"2022- 12- 07","37,400","37,600","37,650","37,300","559.68K","0.27%"
"2022- 12- 06","37,300","37,350","37,650","37,300","0.00K","-0.67%"
"2022- 12- 05","37,550","37,600","38,100","37,400","0.04K","0.27%"
"2022- 12- 02","37,450","37,300","37,750","37,050","767.73K","0.13%"
"2022- 12- 01","37,400","37,450","37,500","37,050","0.05K","0.00%"
"2022- 11- 30","37,400","37,000","37,600","36,350","775.92K","0.67%"
"2022- 11- 29","37,150","37,200","37,350","37,000","403.87K","0.00%"
"2022- 11- 28","37,150","37,050","37,200","36,900","464.50K","0.13%"
"2022- 11- 25","37,100","36,800","37,200","36,650","439.05K","1.23%"
"2022- 11- 24","36,650","36,950","37,150","36,650","0.07K","-1.35%"
"2022- 11- 23","37,150","36,900","37,200","36,750","440.61K","0.81%"
"2022- 11- 22","36,850","36,450","37,200","36,450","748.10K","0.82%"
"2022- 11- 21","36,550","36,600","36,750","35,950","710.15K","-0.14%"
"2022- 11- 20","36,600","36,600","36,600","36,600","","0.00%"
"2022- 11- 18","36,600","36,350","36,900","36,200","681.21K","0.83%"
"2022- 11- 17","36,300","36,150","36,600","36,150","601.44K","0.00%"
"2022- 11- 16","36,300","36,400","36,650","36,250","709.68K","-0.41%"
"2022- 11- 15","36,450","36,750","36,800","36,300","614.62K","-0.68%"
"2022- 11- 14","36,700","36,550","36,800","36,350","0.03K","0.27%"
"2022- 11- 13","36,600","36,600","36,600","36,600","","0.00%"
"2022- 11- 11","36,600","37,050","37,150","36,300","1.38M","0.14%"
"2022- 11- 10","36,550","37,300","37,450","36,550","807.45K","-1.22%"
"2022- 11- 09","37,000","36,850","37,700","36,800","949.88K","1.37%"
"2022- 11- 08","36,500","36,500","36,700","36,050","754.88K","0.55%"
"2022- 11- 07","36,300","36,550","36,700","36,100","632.12K","-0.55%"
"2022- 11- 06","36,500","36,500","36,500","36,500","","0.00%"
"2022- 11- 04","36,500","35,800","36,700","35,800","660.25K","1.96%"
"2022- 11- 03","35,800","35,650","36,150","35,300","740.22K","-0.83%"
"2022- 11- 02","36,100","35,750","36,250","35,100","846.13K","0.98%"
"2022- 11- 01","35,750","36,600","36,650","35,700","733.38K","-2.32%"
"2022- 10- 31","36,600","36,600","36,750","36,200","501.90K","0.00%"
"2022- 10- 28","36,600","36,500","36,800","36,300","754.39K","0.00%"
"2022- 10- 27","36,600","36,550","36,650","36,350","0.08K","0.55%"
"2022- 10- 26","36,400","36,050","36,600","35,950","0.00K","1.11%"
"2022- 10- 25","36,000","35,950","36,200","35,850","493.50K","0.42%"
"2022- 10- 24","35,850","36,000","36,250","35,650","547.00K","0.28%"
"2022- 10- 21","35,750","35,350","35,950","35,250","479.64K","1.13%"
"2022- 10- 20","35,350","35,250","35,550","35,100","494.26K","0.28%"
"2022- 10- 19","35,250","35,350","35,550","35,150","551.32K","-0.70%"
"2022- 10- 18","35,500","35,350","35,600","35,100","0.00K","1.43%"
"2022- 10- 17","35,000","34,450","35,300","34,350","591.55K","0.57%"
"2022- 10- 14","34,800","34,150","34,850","33,900","710.50K","2.65%"
"2022- 10- 13","33,900","34,200","34,500","33,900","686.92K","-1.31%"
"2022- 10- 12","34,350","34,000","34,800","33,900","1.11M","1.33%"
"2022- 10- 11","33,900","34,200","34,350","33,450","0.01K","-2.45%"
"2022- 10- 10","34,750","34,750","34,750","34,750","","0.00%"
"2022- 10- 07","34,750","35,100","35,150","34,700","940.58K","-1.97%"
"2022- 10- 06","35,450","35,800","36,050","35,450","0.22K","-1.25%"
"2022- 10- 05","35,900","36,200","36,250","35,600","848.37K","-0.69%"
"2022- 10- 04","36,150","36,400","36,500","36,000","688.62K","-0.14%"
"2022- 09- 30","36,200","35,650","36,700","35,600","1.10M","1.83%"
"2022- 09- 29","35,550","35,550","35,850","35,200","802.86K","0.85%"
"2022- 09- 28","35,250","36,350","36,450","35,250","1.04M","-3.42%"
"2022- 09- 27","36,500","36,600","36,750","36,200","916.87K","-0.82%"
"2022- 09- 26","36,800","36,300","36,800","36,250","991.09K","1.24%"
"2022- 09- 25","36,350","36,350","36,350","36,350","","0.00%"
"2022- 09- 23","36,350","36,050","36,600","35,950","677.52K","0.69%"
"2022- 09- 22","36,100","36,300","36,600","36,100","0.03K","-1.23%"
"2022- 09- 21","36,550","36,100","36,850","36,050","791.88K","0.55%"
"2022- 09- 20","36,350","36,000","36,550","35,850","668.31K","1.82%"
"2022- 09- 19","35,700","35,900","35,950","35,550","550.10K","-0.56%"
"2022- 09- 18","35,900","35,900","35,900","35,900","","0.00%"
"2022- 09- 16","35,900","35,950","36,150","35,700","749.12K","-0.14%"
"2022- 09- 15","35,950","36,450","36,450","35,950","0.17K","-1.24%"
"2022- 09- 14","36,400","36,650","37,050","36,300","877.11K","-1.75%"
"2022- 09- 13","37,050","37,100","37,350","36,800","0.09K","-1.07%"
"2022- 09- 12","37,450","37,450","37,450","37,450","","0.00%"
"2022- 09- 08","37,450","37,000","37,450","36,600","1.10M","3.03%"
"2022- 09- 07","36,350","36,800","36,900","36,250","761.80K","-2.02%"
"2022- 09- 06","37,100","37,000","37,200","36,700","0.08K","0.41%"
"2022- 09- 05","36,950","36,550","37,050","36,550","0.02K","0.82%"
"2022- 09- 04","36,650","36,650","36,650","36,650","","0.00%"
"2022- 09- 02","36,650","36,500","36,850","36,200","821.53K","0.00%"
"2022- 09- 01","36,650","37,000","37,050","36,350","1.35M","-1.48%"
"2022- 08- 31","37,200","37,750","37,800","37,050","0.15K","-1.85%"
"2022- 08- 30","37,900","37,950","38,300","37,750","0.02K","-0.26%"
"2022- 08- 29","38,000","37,500","38,250","37,500","661.30K","-0.13%"
"2022- 08- 28","38,050","38,050","38,050","38,050","","0.00%"
"2022- 08- 26","38,050","38,550","38,600","37,950","856.55K","-1.30%"
"2022- 08- 25","38,550","38,750","39,100","38,550","496.85K","-0.13%"
"2022- 08- 24","38,600","39,200","39,200","38,600","0.10K","-1.40%"
"2022- 08- 23","39,150","39,000","39,300","38,950","813.15K","0.13%"
"2022- 08- 22","39,100","38,500","39,200","38,350","1.05M","1.16%"
"2022- 08- 21","38,650","38,650","38,650","38,650","","0.00%"
"2022- 08- 19","38,650","38,150","38,900","38,000","885.16K","1.71%"
"2022- 08- 18","38,000","38,100","38,400","37,950","567.26K","-0.78%"
"2022- 08- 17","38,300","37,900","38,400","37,550","721.16K","1.59%"
"2022- 08- 16","37,700","37,800","37,850","37,550","687.53K","0.13%"
"2022- 08- 12","37,650","38,100","38,250","37,650","849.15K","-1.31%"
"2022- 08- 11","38,150","38,900","38,900","38,050","0.03K","-0.78%"
"2022- 08- 10","38,450","38,500","39,300","38,450","1.54M","0.52%"
"2022- 08- 09","38,250","37,850","38,400","37,800","639.53K","1.06%"
"2022- 08- 08","37,850","37,800","38,000","37,700","507.88K","-0.26%"
"2022- 08- 07","37,950","37,950","37,950","37,950","","0.00%"
"2022- 08- 05","37,950","37,700","38,150","37,600","534.06K","0.93%"
"2022- 08- 04","37,600","37,500","37,700","37,350","477.18K","0.40%"
"2022- 08- 03","37,450","37,600","37,750","37,300","458.46K","-0.66%"
"2022- 08- 02","37,700","38,250","38,300","37,700","608.64K","-1.69%"
"2022- 08- 01","38,350","37,850","38,400","37,650","659.70K","1.59%"
"2022- 07- 31","37,750","37,750","37,750","37,750","","0.00%"
"2022- 07- 29","37,750","37,650","37,900","37,500","589.60K","0.80%"
"2022- 07- 28","37,450","37,850","37,950","37,400","0.01K","-0.66%"
"2022- 07- 27","37,700","37,800","37,900","37,500","737.63K","0.80%"
"2022- 07- 26","37,400","37,350","37,600","37,250","500.23K","0.13%"
"2022- 07- 25","37,350","37,300","37,650","37,200","737.78K","0.95%"
"2022- 07- 24","37,000","37,000","37,000","37,000","","0.00%"
"2022- 07- 22","37,000","37,300","37,800","37,000","636.60K","-1.07%"
"2022- 07- 21","37,400","36,800","37,500","36,800","816.43K","0.94%"
"2022- 07- 20","37,050","37,200","37,200","36,700","0.04K","0.00%"
"2022- 07- 19","37,050","37,100","37,200","36,850","542.50K","-0.27%"
"2022- 07- 18","37,150","36,750","37,350","36,750","0.06K","1.50%"
"2022- 07- 15","36,600","36,950","37,000","36,300","919.63K","-0.95%"
"2022- 07- 14","36,950","37,200","37,300","36,850","0.00K","-0.54%"
"2022- 07- 13","37,150","37,400","37,700","37,100","0.11K","-0.27%"
"2022- 07- 12","37,250","37,050","37,350","36,950","0.02K","0.68%"
"2022- 07- 11","37,000","36,850","37,100","36,650","500.69K","0.95%"
"2022- 07- 10","36,650","36,650","36,650","36,650","","0.00%"
"2022- 07- 08","36,650","36,700","37,200","36,650","728.61K","-0.81%"
"2022- 07- 07","36,950","36,600","37,000","36,450","712.09K","0.96%"
"2022- 07- 06","36,600","37,150","37,350","36,500","0.00K","-2.14%"
"2022- 07- 05","37,400","37,450","37,800","37,250","0.01K","0.67%"
"2022- 07- 04","37,150","36,900","37,200","36,750","0.01K","1.23%"
"2022- 07- 03","36,700","36,700","36,700","36,700","","0.00%"
"2022- 07- 01","36,700","36,850","37,100","36,450","921.64K","0.69%"
"2022- 06- 30","36,450","36,750","36,750","36,250","0.21K","-1.35%"
"2022- 06- 29","36,950","37,200","37,300","36,800","0.02K","-0.14%"
"2022- 06- 28","37,000","37,450","37,500","36,900","0.02K","-1.33%"
"2022- 06- 27","37,500","37,350","37,700","37,050","0.03K","0.54%"
"2022- 06- 26","37,300","37,300","37,300","37,300","","0.00%"
"2022- 06- 24","37,300","36,700","37,300","36,500","1.04M","2.05%"
"2022- 06- 23","36,550","36,200","36,650","36,150","0.04K","1.25%"
"2022- 06- 22","36,100","36,350","36,400","35,600","0.00K","0.14%"
"2022- 06- 21","36,050","36,550","36,550","36,050","0.00K","-0.69%"
"2022- 06- 20","36,300","36,600","36,750","36,100","0.00K","-0.14%"
