"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","18,520","18,360","18,620","18,030","3.71M","0.82%"
"2023- 04- 20","18,370","18,700","19,070","18,240","1.68K","-0.92%"
"2023- 04- 19","18,540","18,340","18,990","18,300","0.79K","-0.54%"
"2023- 04- 18","18,640","19,400","19,400","18,560","10.76M","-3.42%"
"2023- 04- 17","19,300","18,340","19,480","18,250","0.19K","6.75%"
"2023- 04- 16","18,080","18,080","18,080","18,080","","0.00%"
"2023- 04- 14","18,080","17,980","18,250","17,670","8.09M","1.23%"
"2023- 04- 13","17,860","17,740","17,980","17,570","6.29M","0.90%"
"2023- 04- 12","17,700","17,000","17,900","17,000","1.22K","4.30%"
"2023- 04- 11","16,970","16,750","17,230","16,650","5.07M","1.31%"
"2023- 04- 10","16,750","16,830","16,940","16,390","0.54K","-0.48%"
"2023- 04- 09","16,830","16,830","16,830","16,830","","0.00%"
"2023- 04- 07","16,830","17,130","17,150","16,800","3.98M","-1.29%"
"2023- 04- 06","17,050","16,950","17,350","16,900","5.83M","0.41%"
"2023- 04- 05","16,980","17,080","17,220","16,620","2.22K","-1.74%"
"2023- 04- 04","17,280","17,050","17,480","17,050","3.14K","1.29%"
"2023- 04- 03","17,060","17,020","17,290","16,810","5.96M","0.35%"
"2023- 04- 02","17,000","17,000","17,000","17,000","","0.00%"
"2023- 03- 31","17,000","16,340","17,150","16,300","10.57M","3.98%"
"2023- 03- 30","16,350","16,660","16,680","16,220","2.34K","-1.80%"
"2023- 03- 29","16,650","16,170","16,920","15,970","2.54K","3.42%"
"2023- 03- 28","16,100","15,970","16,160","15,820","0.40K","0.94%"
"2023- 03- 27","15,950","16,310","16,310","15,840","1.39K","-2.15%"
"2023- 03- 26","16,300","16,300","16,300","16,300","","0.00%"
"2023- 03- 24","16,300","16,210","16,790","16,000","6.48M","1.05%"
"2023- 03- 23","16,130","16,380","16,450","16,080","5.67M","-2.30%"
"2023- 03- 22","16,510","16,850","16,960","16,480","0.38K","-1.43%"
"2023- 03- 21","16,750","17,140","17,140","16,680","0.40K","-1.59%"
"2023- 03- 20","17,020","16,990","17,390","16,860","4.15M","-0.41%"
"2023- 03- 19","17,090","17,090","17,090","17,090","","0.00%"
"2023- 03- 17","17,090","17,560","17,580","17,050","4.35M","-1.56%"
"2023- 03- 16","17,360","17,690","17,690","17,210","0.22K","-1.87%"
"2023- 03- 15","17,690","17,240","17,980","17,120","11.16K","5.42%"
"2023- 03- 14","16,780","17,700","17,860","16,730","8.57M","-5.78%"
"2023- 03- 13","17,810","17,770","18,040","17,400","4.34K","-0.45%"
"2023- 03- 12","17,890","17,890","17,890","17,890","","0.00%"
"2023- 03- 10","17,890","18,030","18,370","17,690","10.12M","-1.38%"
"2023- 03- 09","18,140","17,300","18,320","17,280","5.52K","5.90%"
"2023- 03- 08","17,130","16,800","17,260","16,660","8.66M","1.72%"
"2023- 03- 07","16,840","16,900","16,990","16,670","3.99M","-0.30%"
"2023- 03- 06","16,890","16,700","16,980","16,600","5.15M","1.02%"
"2023- 03- 05","16,720","16,720","16,720","16,720","","0.00%"
"2023- 03- 03","16,720","16,600","16,780","16,210","5.49M","0.84%"
"2023- 03- 02","16,580","16,160","16,670","16,160","0.01K","1.97%"
"2023- 03- 01","16,260","16,260","16,260","16,260","","0.00%"
"2023- 02- 28","16,260","16,360","16,500","16,260","3.75M","0.00%"
"2023- 02- 27","16,260","16,180","16,430","16,110","2.61M","-0.37%"
"2023- 02- 26","16,320","16,320","16,320","16,320","","0.00%"
"2023- 02- 24","16,320","16,330","16,640","16,250","4.27M","-0.06%"
"2023- 02- 23","16,330","16,300","16,420","16,020","3.42M","0.62%"
"2023- 02- 22","16,230","15,960","16,460","15,950","0.54K","0.19%"
"2023- 02- 21","16,200","15,900","16,260","15,800","5.09M","3.05%"
"2023- 02- 20","15,720","15,500","15,880","15,290","2.88M","1.62%"
"2023- 02- 19","15,470","15,470","15,470","15,470","","0.00%"
"2023- 02- 17","15,470","15,300","15,620","15,230","2.25M","0.00%"
"2023- 02- 16","15,470","15,430","15,620","15,380","0.47K","0.98%"
"2023- 02- 15","15,320","15,970","16,010","15,290","4.59M","-4.01%"
"2023- 02- 14","15,960","15,800","16,030","15,780","0.90K","1.53%"
"2023- 02- 13","15,720","15,710","15,920","15,650","2.60M","0.45%"
"2023- 02- 12","15,650","15,650","15,650","15,650","","0.00%"
"2023- 02- 10","15,650","15,840","15,860","15,520","3.23M","-1.45%"
"2023- 02- 09","15,880","16,030","16,040","15,850","2.36M","-1.31%"
"2023- 02- 08","16,090","15,750","16,210","15,750","3.66M","2.42%"
"2023- 02- 07","15,710","15,840","15,960","15,690","3.73M","-0.82%"
"2023- 02- 06","15,840","16,480","16,480","15,840","4.77M","-4.00%"
"2023- 02- 05","16,500","16,500","16,500","16,500","","0.00%"
"2023- 02- 03","16,500","16,570","16,690","16,480","2.64M","-0.60%"
"2023- 02- 02","16,600","16,610","16,700","16,400","3.13M","0.42%"
"2023- 02- 01","16,530","16,770","16,770","16,430","0.42K","-1.02%"
"2023- 01- 31","16,700","16,580","16,750","16,370","3.55M","0.54%"
