"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","366,500","370,000","371,000","366,500","41.85K","-1.35%"
"2023- 04- 20","371,500","374,500","380,000","369,000","77.39K","-0.67%"
"2023- 04- 19","374,000","375,500","378,500","372,500","74.99K","-0.80%"
"2023- 04- 18","377,000","383,000","388,000","371,000","135.18K","0.00%"
"2023- 04- 17","377,000","380,500","381,000","370,500","0.01K","-0.79%"
"2023- 04- 16","380,000","380,000","380,000","380,000","","0.00%"
"2023- 04- 14","380,000","377,000","381,500","373,000","114.50K","1.47%"
"2023- 04- 13","374,500","367,500","377,500","367,500","0.00K","0.94%"
"2023- 04- 12","371,000","368,500","371,500","363,500","0.00K","0.68%"
"2023- 04- 11","368,500","370,000","372,500","363,000","104.44K","-0.81%"
"2023- 04- 10","371,500","370,500","377,000","369,000","66.40K","0.41%"
"2023- 04- 07","370,000","378,500","382,000","370,000","112.21K","-2.25%"
"2023- 04- 06","378,500","378,000","385,000","377,000","83.97K","-0.66%"
"2023- 04- 05","381,000","384,000","388,000","381,000","0.01K","-1.17%"
"2023- 04- 04","385,500","371,500","386,000","371,500","0.01K","4.05%"
"2023- 04- 03","370,500","374,500","377,500","370,000","58.37K","-0.27%"
"2023- 03- 31","371,500","373,500","374,000","366,000","93.78K","0.00%"
"2023- 03- 30","371,500","371,000","376,000","370,000","0.00K","0.13%"
"2023- 03- 29","371,000","372,000","375,000","365,500","101.92K","-0.40%"
"2023- 03- 28","372,500","372,500","374,000","367,500","91.14K","0.13%"
"2023- 03- 27","372,000","379,000","380,500","371,500","70.10K","-1.59%"
"2023- 03- 26","378,000","378,000","378,000","378,000","","0.00%"
"2023- 03- 24","378,000","381,500","382,000","372,000","89.11K","-0.53%"
"2023- 03- 23","380,000","383,000","385,000","379,000","81.35K","-2.19%"
"2023- 03- 22","388,500","385,000","390,500","383,500","0.02K","2.37%"
"2023- 03- 21","379,500","384,500","390,500","378,500","0.00K","0.80%"
"2023- 03- 20","376,500","383,000","391,500","376,000","113.91K","-1.83%"
"2023- 03- 19","383,500","383,500","383,500","383,500","","0.00%"
"2023- 03- 17","383,500","377,500","383,500","373,500","107.83K","2.95%"
"2023- 03- 16","372,500","374,500","377,000","366,500","159.56K","-2.10%"
"2023- 03- 15","380,500","394,000","395,000","377,500","0.01K","-2.19%"
"2023- 03- 14","389,000","391,000","398,000","387,500","98.16K","-1.89%"
"2023- 03- 13","396,500","400,000","400,000","391,500","0.03K","0.13%"
"2023- 03- 12","396,000","396,000","396,000","396,000","","0.00%"
"2023- 03- 10","396,000","396,000","399,000","391,000","107.11K","-2.22%"
"2023- 03- 09","405,000","414,000","417,500","404,000","0.00K","-1.34%"
"2023- 03- 08","410,500","416,000","420,000","410,000","123.64K","-2.26%"
"2023- 03- 07","420,000","431,500","431,500","419,000","135.81K","-3.34%"
"2023- 03- 06","434,500","428,500","444,000","428,000","151.17K","2.84%"
"2023- 03- 03","422,500","436,500","440,000","422,500","97.23K","-2.31%"
"2023- 03- 02","432,500","434,500","436,000","424,000","113.35K","-0.46%"
"2023- 03- 01","434,500","434,500","434,500","434,500","","0.00%"
"2023- 02- 28","434,500","432,000","443,000","431,000","95.39K","0.81%"
"2023- 02- 27","431,000","434,000","437,000","428,500","68.92K","-1.71%"
"2023- 02- 26","438,500","438,500","438,500","438,500","","0.00%"
"2023- 02- 24","438,500","451,000","451,500","437,000","96.43K","-3.09%"
"2023- 02- 23","452,500","453,500","464,500","452,000","0.00K","2.84%"
"2023- 02- 22","440,000","439,000","442,500","435,500","0.01K","-1.12%"
"2023- 02- 21","445,000","433,500","447,000","433,500","170.89K","2.65%"
"2023- 02- 20","433,500","415,500","436,000","411,500","148.02K","4.84%"
"2023- 02- 19","413,500","413,500","413,500","413,500","","0.00%"
"2023- 02- 17","413,500","409,000","419,500","404,000","107.55K","0.00%"
"2023- 02- 16","413,500","413,000","419,000","411,000","142.38K","0.98%"
"2023- 02- 15","409,500","419,000","419,000","408,500","180.56K","-2.85%"
"2023- 02- 14","421,500","429,500","430,500","419,500","0.01K","-1.52%"
"2023- 02- 13","428,000","427,000","430,500","420,000","120.47K","0.00%"
"2023- 02- 12","428,000","428,000","428,000","428,000","","0.00%"
"2023- 02- 10","428,000","445,000","445,000","426,000","209.98K","-4.36%"
"2023- 02- 09","447,500","475,000","475,500","441,500","291.40K","-5.69%"
"2023- 02- 08","474,500","469,000","478,000","466,500","76.95K","1.61%"
"2023- 02- 07","467,000","460,000","468,000","455,500","64.48K","1.30%"
"2023- 02- 06","461,000","471,000","475,000","461,000","76.19K","-2.33%"
"2023- 02- 03","472,000","466,000","473,500","462,000","90.89K","1.29%"
"2023- 02- 02","466,000","464,500","469,500","462,500","74.75K","1.64%"
"2023- 02- 01","458,500","454,000","462,000","451,500","77.65K","0.99%"
"2023- 01- 31","454,000","462,000","472,000","454,000","111.58K","-1.94%"
"2023- 01- 30","463,000","473,000","479,500","460,500","96.10K","-2.63%"
"2023- 01- 29","475,500","475,500","475,500","475,500","","0.00%"
"2023- 01- 27","475,500","471,000","478,500","470,500","65.08K","0.74%"
"2023- 01- 26","472,000","467,500","474,000","462,500","56.54K","0.96%"
"2023- 01- 25","467,500","462,000","470,000","460,500","0.01K","2.41%"
"2023- 01- 20","456,500","466,000","467,000","452,000","81.73K","-2.67%"
"2023- 01- 19","469,000","466,500","477,000","465,500","0.02K","-1.05%"
"2023- 01- 18","474,000","469,500","479,500","468,500","0.01K","1.72%"
"2023- 01- 17","466,000","476,500","477,000","465,000","57.93K","-2.20%"
"2023- 01- 16","476,500","465,500","480,000","465,000","0.00K","2.69%"
"2023- 01- 13","464,000","456,500","468,500","456,000","101.95K","3.34%"
"2023- 01- 12","449,000","450,000","454,500","445,000","84.74K","0.67%"
"2023- 01- 11","446,000","457,500","459,000","443,500","77.20K","-1.76%"
"2023- 01- 10","454,000","441,000","457,500","439,000","0.01K","2.95%"
"2023- 01- 09","441,000","430,000","443,500","430,000","79.01K","3.04%"
"2023- 01- 08","428,000","428,000","428,000","428,000","","0.00%"
"2023- 01- 06","428,000","430,500","442,000","426,000","88.09K","-1.04%"
"2023- 01- 05","432,500","445,000","454,000","432,500","0.00K","-3.57%"
"2023- 01- 04","448,500","447,000","451,000","444,500","55.58K","-1.21%"
"2023- 01- 03","454,000","433,000","456,000","425,500","0.01K","5.21%"
"2023- 01- 02","431,500","448,500","449,000","428,500","69.52K","-3.68%"
"2022- 12- 29","448,000","443,000","464,500","443,000","172.94K","3.34%"
"2022- 12- 28","433,500","426,000","439,500","418,000","76.59K","0.35%"
"2022- 12- 27","432,000","438,000","441,000","426,000","0.00K","0.00%"
"2022- 12- 26","432,000","430,000","435,000","427,500","40.26K","0.58%"
"2022- 12- 23","429,500","430,500","434,500","426,500","47.30K","-2.05%"
"2022- 12- 22","438,500","435,000","439,500","431,500","55.40K","0.92%"
"2022- 12- 21","434,500","444,000","444,000","432,000","44.67K","-0.91%"
"2022- 12- 20","438,500","443,000","443,000","433,000","48.70K","-0.90%"
"2022- 12- 19","442,500","432,000","442,500","431,000","51.72K","0.91%"
"2022- 12- 18","438,500","438,500","438,500","438,500","","0.00%"
"2022- 12- 16","438,500","430,000","439,000","425,000","89.15K","1.04%"
"2022- 12- 15","434,000","450,500","454,000","431,500","0.01K","-4.19%"
"2022- 12- 14","453,000","437,000","455,500","437,000","0.05K","5.23%"
"2022- 12- 13","430,500","461,500","462,000","424,000","217.96K","-8.01%"
"2022- 12- 12","468,000","463,500","471,500","463,500","0.00K","0.00%"
"2022- 12- 11","468,000","468,000","468,000","468,000","","0.00%"
"2022- 12- 09","468,000","469,500","476,500","464,000","98.85K","0.43%"
"2022- 12- 08","466,000","464,500","466,500","460,500","88.49K","1.30%"
"2022- 12- 07","460,000","459,500","460,000","452,500","0.01K","1.10%"
"2022- 12- 06","455,000","450,500","462,500","450,500","0.00K","0.11%"
"2022- 12- 05","454,500","472,500","474,000","451,500","121.40K","-3.19%"
"2022- 12- 02","469,500","464,500","475,000","460,000","75.30K","1.19%"
"2022- 12- 01","464,000","479,000","481,000","462,500","0.01K","-1.38%"
"2022- 11- 30","470,500","456,500","470,500","455,000","170.45K","3.52%"
"2022- 11- 29","454,500","453,000","457,000","451,000","0.00K","0.33%"
"2022- 11- 28","453,000","450,000","457,000","447,000","0.00K","0.00%"
"2022- 11- 25","453,000","457,500","460,000","448,500","67.63K","-1.41%"
"2022- 11- 24","459,500","461,500","465,000","455,000","0.01K","0.44%"
"2022- 11- 23","457,500","451,000","466,500","451,000","94.26K","2.01%"
"2022- 11- 22","448,500","459,000","460,000","444,500","67.78K","-2.29%"
"2022- 11- 21","459,000","452,500","463,000","449,000","100.56K","1.77%"
"2022- 11- 20","451,000","451,000","451,000","451,000","","0.00%"
