"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","10,190","10,200","10,240","10,070","519.17K","-0.39%"
"2023- 04- 20","10,230","10,180","10,240","10,130","0.00K","0.49%"
"2023- 04- 19","10,180","10,100","10,210","10,100","0.01K","0.59%"
"2023- 04- 18","10,120","10,100","10,130","10,010","612.88K","0.00%"
"2023- 04- 17","10,120","10,120","10,150","10,030","627.48K","0.00%"
"2023- 04- 16","10,120","10,120","10,120","10,120","","0.00%"
"2023- 04- 14","10,120","10,080","10,180","10,070","814.76K","0.20%"
"2023- 04- 13","10,100","9,960","10,100","9,950","0.20K","1.00%"
"2023- 04- 12","10,000","9,950","10,020","9,930","739.95K","0.40%"
"2023- 04- 11","9,960","9,890","9,990","9,880","639.96K","0.91%"
"2023- 04- 10","9,870","9,880","9,960","9,860","0.00K","-0.60%"
"2023- 04- 07","9,930","9,790","9,930","9,760","489.75K","1.64%"
"2023- 04- 06","9,770","9,890","9,890","9,770","725.97K","-1.31%"
"2023- 04- 05","9,900","9,960","10,000","9,890","0.01K","-0.70%"
"2023- 04- 04","9,970","9,890","9,970","9,840","0.02K","0.91%"
"2023- 04- 03","9,880","10,060","10,060","9,850","1.02M","-2.18%"
"2023- 03- 31","10,100","9,900","10,100","9,870","1.23M","2.12%"
"2023- 03- 30","9,890","9,910","9,970","9,860","959.28K","-0.40%"
"2023- 03- 29","9,930","9,800","9,940","9,800","918.96K","1.64%"
"2023- 03- 28","9,770","9,680","9,770","9,670","0.06K","1.56%"
"2023- 03- 27","9,620","9,640","9,650","9,540","638.36K","-0.21%"
"2023- 03- 26","9,640","9,640","9,640","9,640","","0.00%"
"2023- 03- 24","9,640","9,720","9,760","9,630","867.83K","-1.33%"
"2023- 03- 23","9,770","9,710","9,780","9,650","804.57K","0.00%"
"2023- 03- 22","9,770","9,820","9,860","9,720","0.01K","0.62%"
"2023- 03- 21","9,710","9,630","9,780","9,570","703.23K","1.15%"
"2023- 03- 20","9,600","9,720","9,790","9,600","958.50K","-1.34%"
"2023- 03- 19","9,730","9,730","9,730","9,730","","0.00%"
"2023- 03- 17","9,730","9,680","9,790","9,630","1.67M","1.35%"
"2023- 03- 16","9,600","9,580","9,670","9,520","1.16M","-0.41%"
"2023- 03- 15","9,640","9,710","9,900","9,600","1.47M","0.52%"
"2023- 03- 14","9,590","9,840","9,850","9,580","1.37M","-3.03%"
"2023- 03- 13","9,890","9,810","9,920","9,760","0.01K","0.20%"
"2023- 03- 12","9,870","9,870","9,870","9,870","","0.00%"
"2023- 03- 10","9,870","9,940","9,950","9,800","1.28M","-1.30%"
"2023- 03- 09","10,000","10,040","10,090","9,990","0.03K","-0.20%"
"2023- 03- 08","10,020","10,140","10,180","10,000","1.12M","-1.18%"
"2023- 03- 07","10,140","10,210","10,260","10,130","708.72K","-0.88%"
"2023- 03- 06","10,230","10,190","10,330","10,180","1.21M","0.59%"
"2023- 03- 03","10,170","10,320","10,360","10,140","1.04M","-1.83%"
"2023- 03- 02","10,360","10,320","10,400","10,280","0.02K","-0.19%"
"2023- 03- 01","10,380","10,380","10,380","10,380","","0.00%"
"2023- 02- 28","10,380","10,240","10,380","10,180","1.54M","1.57%"
"2023- 02- 27","10,220","10,160","10,260","10,120","711.84K","0.20%"
"2023- 02- 24","10,200","10,140","10,240","10,140","761.96K","0.29%"
"2023- 02- 23","10,170","10,060","10,270","10,050","0.18K","1.09%"
"2023- 02- 22","10,060","10,130","10,150","10,050","734.70K","-1.08%"
"2023- 02- 21","10,170","10,120","10,210","10,070","513.86K","0.20%"
"2023- 02- 20","10,150","10,120","10,180","10,070","498.53K","0.20%"
"2023- 02- 17","10,130","10,090","10,220","10,070","622.50K","0.20%"
"2023- 02- 16","10,110","10,130","10,170","10,060","1.15M","-0.20%"
"2023- 02- 15","10,130","10,400","10,400","10,060","1.38M","-2.60%"
"2023- 02- 14","10,400","10,500","10,530","10,360","1.31M","-0.95%"
"2023- 02- 13","10,500","10,430","10,580","10,380","1.14M","0.77%"
"2023- 02- 10","10,420","10,180","10,430","10,150","1.23M","2.16%"
"2023- 02- 09","10,200","10,340","10,420","10,190","1.16M","-1.64%"
"2023- 02- 08","10,370","10,200","10,450","10,180","1.72M","2.47%"
"2023- 02- 07","10,120","10,020","10,130","9,970","849.49K","0.90%"
"2023- 02- 06","10,030","10,080","10,110","9,950","777.23K","-0.79%"
"2023- 02- 03","10,110","10,080","10,170","10,020","1.02M","0.30%"
"2023- 02- 02","10,080","10,300","10,330","10,060","1.75M","-2.14%"
"2023- 02- 01","10,300","10,250","10,350","10,230","726.54K","0.49%"
"2023- 01- 31","10,250","10,430","10,450","10,240","1.10M","-1.63%"
"2023- 01- 30","10,420","10,570","10,590","10,420","601.65K","-1.61%"
"2023- 01- 27","10,590","10,580","10,590","10,470","812.30K","0.19%"
"2023- 01- 26","10,570","10,550","10,630","10,510","820.94K","0.28%"
"2023- 01- 25","10,540","10,490","10,580","10,470","0.00K","0.86%"
"2023- 01- 24","10,450","10,450","10,450","10,450","","0.00%"
"2023- 01- 20","10,450","10,450","10,550","10,400","568.49K","-0.48%"
"2023- 01- 19","10,500","10,450","10,550","10,400","665.15K","0.00%"
"2023- 01- 18","10,500","10,450","10,550","10,300","0.10K","0.48%"
"2023- 01- 17","10,450","10,550","10,550","10,400","811.52K","-0.95%"
"2023- 01- 16","10,550","10,400","10,700","10,400","0.00K","1.44%"
"2023- 01- 13","10,400","10,200","10,450","10,150","1.56M","2.46%"
