"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","83,600","83,300","83,800","82,200","520.97K","-0.59%"
"2023- 04- 20","84,100","84,400","85,200","83,600","0.18K","-1.52%"
"2023- 04- 19","85,400","82,700","85,900","82,300","0.14K","3.26%"
"2023- 04- 18","82,700","83,600","83,600","81,000","2.12M","-2.13%"
"2023- 04- 17","84,500","85,100","85,300","84,200","0.19K","-0.94%"
"2023- 04- 16","85,300","85,300","85,300","85,300","","0.00%"
"2023- 04- 14","85,300","86,900","87,000","85,000","1.16M","-1.50%"
"2023- 04- 13","86,600","85,500","86,600","85,000","0.50K","0.58%"
"2023- 04- 12","86,100","86,200","86,500","84,200","0.74K","1.29%"
"2023- 04- 11","85,000","81,000","85,500","81,000","3.28M","4.94%"
"2023- 04- 10","81,000","80,200","82,000","79,500","1.01M","1.12%"
"2023- 04- 09","80,100","80,100","80,100","80,100","","0.00%"
"2023- 04- 07","80,100","80,600","81,500","80,000","1.03M","-1.11%"
"2023- 04- 06","81,000","82,000","83,000","81,000","1.36M","-0.37%"
"2023- 04- 05","81,300","80,300","81,800","80,300","0.89K","1.50%"
"2023- 04- 04","80,100","80,700","81,700","79,700","0.13K","-1.35%"
"2023- 04- 03","81,200","81,500","81,600","80,400","795.98K","0.25%"
"2023- 04- 02","81,000","81,000","81,000","81,000","","0.00%"
"2023- 03- 31","81,000","80,100","81,500","79,800","1.57M","2.02%"
"2023- 03- 30","79,400","78,600","79,900","78,200","1.03M","-0.13%"
"2023- 03- 29","79,500","77,600","79,500","77,500","1.45M","3.38%"
"2023- 03- 28","76,900","76,500","76,900","76,200","0.06K","1.18%"
"2023- 03- 27","76,000","77,000","77,000","75,100","0.31K","-2.06%"
"2023- 03- 26","77,600","77,600","77,600","77,600","","0.00%"
"2023- 03- 24","77,600","77,900","78,400","76,200","1.26M","-1.02%"
"2023- 03- 23","78,400","77,700","78,600","77,400","1.28M","-0.63%"
"2023- 03- 22","78,900","78,700","79,100","77,900","962.24K","1.54%"
"2023- 03- 21","77,700","78,700","79,300","77,400","966.84K","-0.38%"
"2023- 03- 20","78,000","80,000","80,000","77,900","986.46K","-2.74%"
"2023- 03- 19","80,200","80,200","80,200","80,200","","0.00%"
"2023- 03- 17","80,200","79,700","80,400","78,600","1.45M","1.39%"
"2023- 03- 16","79,100","78,700","79,900","77,900","0.16K","-0.63%"
"2023- 03- 15","79,600","77,600","80,000","77,500","0.13K","4.33%"
"2023- 03- 14","76,300","78,500","78,900","76,300","1.36M","-3.17%"
"2023- 03- 13","78,800","77,800","79,200","77,400","0.02K","1.03%"
"2023- 03- 12","78,000","78,000","78,000","78,000","","0.00%"
"2023- 03- 10","78,000","77,300","78,500","77,300","850.00K","-0.13%"
"2023- 03- 09","78,100","78,800","79,700","78,100","0.02K","-1.01%"
"2023- 03- 08","78,900","76,800","79,200","76,700","1.29M","1.68%"
"2023- 03- 07","77,600","78,500","79,000","77,600","989.75K","-1.15%"
"2023- 03- 06","78,500","78,800","79,300","77,500","1.20M","0.38%"
"2023- 03- 03","78,200","78,400","79,100","77,400","1.15M","0.51%"
"2023- 03- 02","77,800","75,800","78,500","75,800","0.00K","3.32%"
"2023- 03- 01","75,300","75,300","75,300","75,300","","0.00%"
"2023- 02- 28","75,300","76,200","77,200","75,300","1.61M","-0.92%"
"2023- 02- 27","76,000","75,000","76,200","74,200","958.61K","0.93%"
"2023- 02- 26","75,300","75,300","75,300","75,300","","0.00%"
"2023- 02- 24","75,300","76,300","77,000","75,200","974.42K","-1.44%"
"2023- 02- 23","76,400","74,500","77,200","74,500","0.10K","2.55%"
"2023- 02- 22","74,500","75,800","75,900","74,300","0.01K","-2.74%"
"2023- 02- 21","76,600","76,800","76,900","75,500","791.34K","0.39%"
"2023- 02- 20","76,300","76,500","76,800","75,600","846.01K","-0.13%"
"2023- 02- 19","76,400","76,400","76,400","76,400","","0.00%"
"2023- 02- 17","76,400","75,600","76,800","75,500","1.10M","-0.13%"
"2023- 02- 16","76,500","73,200","76,700","73,100","0.20K","5.37%"
"2023- 02- 15","72,600","73,500","74,000","72,000","1.07M","-1.22%"
"2023- 02- 14","73,500","73,500","74,200","72,900","0.14K","0.41%"
"2023- 02- 13","73,200","72,400","73,400","72,100","1.44M","1.10%"
"2023- 02- 12","72,400","72,400","72,400","72,400","","0.00%"
"2023- 02- 10","72,400","71,400","72,600","71,100","1.07M","0.98%"
"2023- 02- 09","71,700","71,400","72,200","70,900","1.07M","0.28%"
"2023- 02- 08","71,500","71,700","71,800","70,600","1.15M","0.28%"
"2023- 02- 07","71,300","70,600","71,300","69,700","1.35M","1.13%"
"2023- 02- 06","70,500","70,900","71,600","70,500","1.32M","-0.98%"
"2023- 02- 05","71,200","71,200","71,200","71,200","","0.00%"
"2023- 02- 03","71,200","69,900","71,600","69,700","2.21M","2.15%"
"2023- 02- 02","69,700","69,900","70,500","69,000","1.93M","0.29%"
"2023- 02- 01","69,500","67,600","69,600","67,500","0.07K","4.04%"
"2023- 01- 31","66,800","69,200","69,200","66,800","0.01K","-2.62%"
"2023- 01- 30","68,600","69,300","70,200","68,500","2.28M","-0.15%"
"2023- 01- 29","68,700","68,700","68,700","68,700","","0.00%"
"2023- 01- 27","68,700","69,900","70,000","67,600","3.58M","-0.87%"
"2023- 01- 26","69,300","65,400","70,000","65,400","4.27M","6.62%"
"2023- 01- 25","65,000","65,100","65,400","64,800","1.20K","1.09%"
"2023- 01- 24","64,300","64,300","64,300","64,300","","0.00%"
"2023- 01- 20","64,300","64,300","64,500","64,000","571.93K","0.00%"
"2023- 01- 19","64,300","63,900","64,500","63,800","0.18K","-0.62%"
"2023- 01- 18","64,700","65,000","65,200","63,900","0.00K","-0.46%"
"2023- 01- 17","65,000","65,200","65,500","64,700","1.12M","0.62%"
"2023- 01- 16","64,600","64,300","65,000","63,600","1.02K","-1.07%"
"2023- 01- 15","65,300","65,300","65,300","65,300","","0.00%"
"2023- 01- 13","65,300","64,100","65,800","64,100","1.61M","2.19%"
"2023- 01- 12","63,900","64,600","64,700","63,900","0.03K","-0.47%"
"2023- 01- 11","64,200","64,400","64,400","63,300","944.13K","0.47%"
"2023- 01- 10","63,900","64,200","64,300","63,100","0.68K","-0.31%"
"2023- 01- 09","64,100","61,900","64,300","61,300","0.17K","4.23%"
"2023- 01- 06","61,500","60,500","62,100","60,100","1.65M","0.65%"
"2023- 01- 05","61,100","61,900","62,200","60,800","0.47K","-1.45%"
"2023- 01- 04","62,000","61,500","62,800","61,500","1.04M","-0.64%"
"2023- 01- 03","62,400","61,400","62,500","60,600","3.53K","1.46%"
"2023- 01- 02","61,500","60,600","62,400","60,500","1.54M","3.71%"
"2022- 12- 29","59,300","60,500","60,600","59,300","1.16M","-2.63%"
"2022- 12- 28","60,900","62,000","62,100","60,800","0.31K","-4.99%"
"2022- 12- 27","64,100","64,000","64,300","63,500","1.18M","0.63%"
"2022- 12- 26","63,700","63,100","63,900","62,700","854.45K","1.59%"
"2022- 12- 25","62,700","62,700","62,700","62,700","","0.00%"
"2022- 12- 23","62,700","62,600","63,300","62,500","765.70K","-1.26%"
"2022- 12- 22","63,500","62,100","63,500","62,100","0.02K","2.42%"
"2022- 12- 21","62,000","62,600","62,700","61,600","803.70K","-0.64%"
"2022- 12- 20","62,400","62,000","62,500","60,900","1.45M","0.00%"
"2022- 12- 19","62,400","63,700","63,800","62,000","1.29M","-2.65%"
"2022- 12- 18","64,100","64,100","64,100","64,100","","0.00%"
"2022- 12- 16","64,100","63,200","64,400","63,100","1.12M","0.00%"
"2022- 12- 15","64,100","63,800","64,800","63,500","0.06K","0.00%"
"2022- 12- 14","64,100","62,100","64,100","61,900","0.12K","2.56%"
"2022- 12- 13","62,500","65,400","65,500","62,100","0.95K","-3.99%"
"2022- 12- 12","65,100","65,100","65,600","65,000","683.56K","-0.15%"
