"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","399,500","404,000","408,000","395,000","1.14M","-2.44%"
"2023- 04- 20","409,500","408,500","425,500","405,500","0.72K","-0.61%"
"2023- 04- 19","412,000","416,000","426,000","411,000","5.84K","-0.60%"
"2023- 04- 18","414,500","431,000","434,000","413,000","2.52M","-2.13%"
"2023- 04- 17","423,500","419,500","436,000","417,000","0.59K","1.80%"
"2023- 04- 16","416,000","416,000","416,000","416,000","","0.00%"
"2023- 04- 14","416,000","406,000","421,000","396,000","2.72M","6.26%"
"2023- 04- 13","391,500","394,000","398,000","376,500","0.01K","-3.69%"
"2023- 04- 12","406,500","401,500","433,000","399,500","0.89K","2.39%"
"2023- 04- 11","397,000","402,500","411,500","391,500","2.37M","-0.38%"
"2023- 04- 10","398,500","389,000","409,000","386,000","0.05K","7.85%"
"2023- 04- 09","369,500","369,500","369,500","369,500","","0.00%"
"2023- 04- 07","369,500","365,500","372,000","361,500","1.15M","1.93%"
"2023- 04- 06","362,500","368,500","369,000","361,000","1.59M","-2.95%"
"2023- 04- 05","373,500","362,000","378,000","358,000","1.13K","1.77%"
"2023- 04- 04","367,000","392,500","394,000","366,500","3.36K","-6.38%"
"2023- 04- 03","392,000","385,000","401,500","381,500","2.62M","6.52%"
"2023- 04- 02","368,000","368,000","368,000","368,000","","0.00%"
"2023- 03- 31","368,000","338,000","392,000","337,000","3.74M","8.39%"
"2023- 03- 30","339,500","341,000","344,000","335,000","0.23K","-0.44%"
"2023- 03- 29","341,000","344,000","344,000","336,500","0.20K","0.59%"
"2023- 03- 28","339,000","334,000","343,500","332,500","0.02K","2.11%"
"2023- 03- 27","332,000","327,000","335,500","326,500","0.05K","3.11%"
"2023- 03- 26","322,000","322,000","322,000","322,000","","0.00%"
"2023- 03- 24","322,000","330,000","330,000","320,000","584.60K","-2.13%"
"2023- 03- 23","329,000","327,000","332,500","325,000","783.12K","-0.30%"
"2023- 03- 22","330,000","323,000","337,500","322,500","0.09K","3.45%"
"2023- 03- 21","319,000","322,500","325,500","319,000","0.26K","0.00%"
"2023- 03- 20","319,000","316,500","324,500","314,500","403.99K","-0.62%"
"2023- 03- 19","321,000","321,000","321,000","321,000","","0.00%"
"2023- 03- 17","321,000","329,000","332,500","320,500","679.70K","-0.62%"
"2023- 03- 16","323,000","319,500","327,000","317,000","0.00K","-1.07%"
"2023- 03- 15","326,500","322,500","329,500","320,000","1.78K","3.32%"
"2023- 03- 14","316,000","324,500","324,500","316,000","593.39K","-3.36%"
"2023- 03- 13","327,000","318,500","328,000","316,000","0.88K","2.03%"
"2023- 03- 12","320,500","320,500","320,500","320,500","","0.00%"
"2023- 03- 10","320,500","316,000","324,500","314,500","383.76K","-0.62%"
