"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","75,500","74,800","76,500","74,700","126.72K","0.40%"
"2023- 04- 20","75,200","76,800","78,500","75,100","0.16K","-2.08%"
"2023- 04- 19","76,800","79,200","79,400","76,800","0.02K","-2.17%"
"2023- 04- 18","78,500","78,600","80,400","78,000","402.03K","-0.13%"
"2023- 04- 17","78,600","84,000","84,300","78,600","0.12K","-5.76%"
"2023- 04- 16","83,400","83,400","83,400","83,400","","0.00%"
"2023- 04- 14","83,400","81,900","84,400","79,800","1.11M","2.84%"
"2023- 04- 13","81,100","74,400","82,400","74,300","0.02K","10.34%"
"2023- 04- 12","73,500","74,700","74,700","73,000","295.79K","-1.61%"
"2023- 04- 11","74,700","71,800","75,600","71,800","404.22K","3.03%"
"2023- 04- 10","72,500","73,300","73,400","71,000","0.01K","-1.89%"
"2023- 04- 09","73,900","73,900","73,900","73,900","","0.00%"
"2023- 04- 07","73,900","74,200","74,500","72,600","176.04K","0.54%"
"2023- 04- 06","73,500","75,000","76,600","73,200","426.83K","-1.34%"
"2023- 04- 05","74,500","75,900","76,200","74,000","0.15K","-1.19%"
"2023- 04- 04","75,400","72,400","75,800","71,600","0.17K","4.29%"
"2023- 04- 03","72,300","73,600","75,300","72,100","456.18K","0.28%"
"2023- 04- 02","72,100","72,100","72,100","72,100","","0.00%"
"2023- 03- 31","72,100","72,400","72,600","71,100","202.66K","0.70%"
"2023- 03- 30","71,600","68,900","72,500","68,800","0.00K","4.22%"
"2023- 03- 29","68,700","69,700","70,400","68,400","0.02K","-1.72%"
"2023- 03- 28","69,900","70,800","71,100","69,600","0.12K","-1.27%"
"2023- 03- 27","70,800","69,700","71,600","68,400","0.02K","1.43%"
"2023- 03- 26","69,800","69,800","69,800","69,800","","0.00%"
"2023- 03- 24","69,800","70,200","71,300","69,600","142.03K","-0.43%"
"2023- 03- 23","70,100","70,500","70,900","69,600","145.74K","-1.54%"
"2023- 03- 22","71,200","71,100","71,600","69,800","149.92K","0.99%"
"2023- 03- 21","70,500","71,500","72,100","70,500","115.51K","-1.40%"
"2023- 03- 20","71,500","69,600","72,000","69,500","0.06K","2.58%"
"2023- 03- 19","69,700","69,700","69,700","69,700","","0.00%"
"2023- 03- 17","69,700","67,200","69,800","67,000","306.90K","5.29%"
"2023- 03- 16","66,200","67,900","68,200","65,200","0.60K","-3.07%"
"2023- 03- 15","68,300","69,700","70,100","68,200","0.01K","-0.29%"
"2023- 03- 14","68,500","69,000","71,000","68,300","250.89K","-0.87%"
"2023- 03- 13","69,100","68,900","70,200","68,000","0.02K","-1.14%"
"2023- 03- 12","69,900","69,900","69,900","69,900","","0.00%"
"2023- 03- 10","69,900","71,300","71,700","69,300","211.23K","-3.32%"
"2023- 03- 09","72,300","70,100","73,800","69,600","0.01K","2.99%"
"2023- 03- 08","70,200","70,700","71,200","70,100","172.34K","-2.77%"
"2023- 03- 07","72,200","70,600","73,500","70,600","253.04K","0.70%"
"2023- 03- 06","71,700","71,800","72,200","71,100","164.62K","0.14%"
"2023- 03- 05","71,600","71,600","71,600","71,600","","0.00%"
"2023- 03- 03","71,600","68,200","71,900","68,200","535.03K","5.45%"
"2023- 03- 02","67,900","69,200","69,200","67,800","0.10K","-2.58%"
"2023- 03- 01","69,700","69,700","69,700","69,700","","0.00%"
"2023- 02- 28","69,700","69,000","69,900","68,800","166.40K","1.46%"
"2023- 02- 27","68,700","70,200","70,500","68,700","229.25K","-3.10%"
"2023- 02- 26","70,900","70,900","70,900","70,900","","0.00%"
