"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","11,690","11,710","11,810","11,680","634.11K","-0.60%"
"2023- 04- 20","11,760","11,710","11,760","11,620","0.07K","0.17%"
"2023- 04- 19","11,740","11,680","11,800","11,660","2.02M","0.69%"
"2023- 04- 18","11,660","11,580","11,660","11,470","1.88M","0.78%"
"2023- 04- 17","11,570","11,730","11,790","11,530","1.83M","-0.86%"
"2023- 04- 16","11,670","11,670","11,670","11,670","","0.00%"
"2023- 04- 14","11,670","11,440","11,720","11,410","3.25M","2.46%"
"2023- 04- 13","11,390","11,340","11,390","11,280","0.00K","0.00%"
"2023- 04- 12","11,390","11,360","11,420","11,280","1.92M","0.71%"
"2023- 04- 11","11,310","11,200","11,370","11,150","2.69M","0.98%"
"2023- 04- 10","11,200","11,310","11,410","11,200","0.10K","-1.06%"
"2023- 04- 09","11,320","11,320","11,320","11,320","","0.00%"
"2023- 04- 07","11,320","11,130","11,370","11,100","2.25M","2.07%"
"2023- 04- 06","11,090","11,310","11,350","11,070","2.52M","-1.95%"
"2023- 04- 05","11,310","11,340","11,400","11,280","1.57K","-0.35%"
"2023- 04- 04","11,350","11,300","11,370","11,230","1.48M","0.71%"
"2023- 04- 03","11,270","11,410","11,410","11,240","1.47M","-1.23%"
"2023- 04- 02","11,410","11,410","11,410","11,410","","0.00%"
"2023- 03- 31","11,410","11,230","11,410","11,190","2.39M","2.06%"
"2023- 03- 30","11,180","11,310","11,320","11,130","0.01K","-0.62%"
"2023- 03- 29","11,250","11,140","11,290","11,130","1.48M","0.54%"
"2023- 03- 28","11,190","11,130","11,220","11,090","0.03K","1.82%"
"2023- 03- 27","10,990","11,050","11,060","10,890","1.30M","-0.18%"
"2023- 03- 24","11,010","11,100","11,110","10,980","1.88M","-1.52%"
"2023- 03- 23","11,180","11,120","11,180","11,070","1.77M","-0.53%"
"2023- 03- 22","11,240","11,430","11,480","11,200","0.20K","-0.27%"
"2023- 03- 21","11,270","11,070","11,300","11,030","2.97M","2.27%"
"2023- 03- 20","11,020","11,070","11,270","11,000","0.00K","-0.63%"
"2023- 03- 19","11,090","11,090","11,090","11,090","","0.00%"
"2023- 03- 17","11,090","11,060","11,260","11,010","4.02M","1.28%"
"2023- 03- 16","10,950","10,940","11,000","10,880","3.07M","-1.35%"
"2023- 03- 15","11,100","11,170","11,370","10,990","0.20K","0.82%"
"2023- 03- 14","11,010","11,250","11,260","11,000","3.18M","-3.42%"
"2023- 03- 13","11,400","11,250","11,430","11,150","2.04M","0.88%"
"2023- 03- 12","11,300","11,300","11,300","11,300","","0.00%"
"2023- 03- 10","11,300","11,400","11,420","11,260","2.95M","-2.42%"
"2023- 03- 09","11,580","11,670","11,720","11,550","0.01K","-0.60%"
"2023- 03- 08","11,650","11,800","11,870","11,620","2.17M","-1.10%"
"2023- 03- 07","11,780","11,700","11,860","11,650","1.85M","0.77%"
"2023- 03- 06","11,690","11,720","11,860","11,640","2.76M","-0.17%"
"2023- 03- 05","11,710","11,710","11,710","11,710","","0.00%"
"2023- 03- 03","11,710","11,950","12,030","11,680","3.02M","-2.09%"
"2023- 03- 02","11,960","12,160","12,230","11,860","0.41K","-1.97%"
"2023- 03- 01","12,200","12,200","12,200","12,200","","0.00%"
"2023- 02- 28","12,200","12,150","12,260","12,110","2.71M","0.41%"
"2023- 02- 27","12,150","12,240","12,280","12,030","1.98M","-1.30%"
"2023- 02- 24","12,310","12,190","12,400","12,180","1.97M","0.82%"
"2023- 02- 23","12,210","12,210","12,430","12,190","1.80M","0.16%"
"2023- 02- 22","12,190","12,340","12,360","12,160","1.66M","-1.61%"
"2023- 02- 21","12,390","12,390","12,490","12,260","1.44M","0.00%"
"2023- 02- 20","12,390","12,380","12,440","12,270","1.20M","-0.08%"
"2023- 02- 19","12,400","12,400","12,400","12,400","","0.00%"
"2023- 02- 17","12,400","12,100","12,490","12,100","2.45M","2.23%"
"2023- 02- 16","12,130","12,200","12,300","12,040","3.04M","-0.57%"
"2023- 02- 15","12,200","12,550","12,550","12,160","3.93M","-3.10%"
"2023- 02- 14","12,590","12,900","12,930","12,510","0.24K","-2.78%"
"2023- 02- 13","12,950","12,560","12,950","12,560","3.20M","2.37%"
"2023- 02- 12","12,650","12,650","12,650","12,650","","0.00%"
"2023- 02- 10","12,650","12,440","12,740","12,390","2.37M","1.77%"
"2023- 02- 09","12,430","12,850","12,920","12,400","3.29M","-2.89%"
"2023- 02- 08","12,800","12,310","12,810","12,310","3.18M","4.07%"
"2023- 02- 07","12,300","12,340","12,370","12,230","1.96M","-0.24%"
"2023- 02- 06","12,330","12,490","12,490","12,220","2.85M","-1.52%"
"2023- 02- 05","12,520","12,520","12,520","12,520","","0.00%"
"2023- 02- 03","12,520","12,510","12,720","12,400","2.81M","-0.24%"
"2023- 02- 02","12,550","12,820","12,850","12,470","3.23M","-1.95%"
"2023- 02- 01","12,800","12,810","12,900","12,670","2.50K","0.08%"
"2023- 01- 31","12,790","13,440","13,500","12,780","4.52M","-4.84%"
"2023- 01- 30","13,440","13,460","13,510","13,320","3.01M","-0.30%"
"2023- 01- 29","13,480","13,480","13,480","13,480","","0.00%"
"2023- 01- 27","13,480","13,350","13,500","13,220","3.58M","0.82%"
"2023- 01- 26","13,370","12,890","13,370","12,890","4.69M","3.72%"
"2023- 01- 25","12,890","12,800","12,950","12,750","2.26M","1.50%"
"2023- 01- 24","12,700","12,700","12,700","12,700","","0.00%"
"2023- 01- 20","12,700","12,450","12,800","12,450","2.20M","1.60%"
"2023- 01- 19","12,500","12,650","12,750","12,400","2.62M","-2.34%"
"2023- 01- 18","12,800","12,850","12,900","12,600","2.36M","-0.39%"
"2023- 01- 17","12,850","13,200","13,300","12,850","3.34M","-3.38%"
"2023- 01- 16","13,300","12,800","13,400","12,700","0.32K","4.31%"
"2023- 01- 15","12,750","12,750","12,750","12,750","","0.00%"
"2023- 01- 13","12,750","12,400","12,800","12,300","4.03M","3.24%"
