"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","83,000","81,800","83,700","80,300","395.24K","0.36%"
"2023- 04- 20","82,700","89,200","90,800","82,500","0.27K","-8.62%"
"2023- 04- 19","90,500","83,600","91,100","83,600","0.21K","10.50%"
"2023- 04- 18","81,900","83,900","83,900","80,500","732.97K","-2.50%"
"2023- 04- 17","84,000","86,100","86,100","83,100","0.89K","-2.44%"
"2023- 04- 16","86,100","86,100","86,100","86,100","","0.00%"
"2023- 04- 14","86,100","86,700","87,300","85,100","552.06K","0.70%"
"2023- 04- 13","85,500","84,000","85,800","81,300","0.01K","-0.58%"
"2023- 04- 12","86,000","87,100","90,300","85,600","1.07M","-1.38%"
"2023- 04- 11","87,200","91,000","91,300","85,000","1.66M","-2.90%"
"2023- 04- 10","89,800","91,500","93,900","89,100","0.00K","-2.60%"
"2023- 04- 09","92,200","92,200","92,200","92,200","","0.00%"
"2023- 04- 07","92,200","92,000","92,700","88,100","1.76M","-1.18%"
"2023- 04- 06","93,300","88,500","94,800","88,100","4.01M","7.00%"
"2023- 04- 05","87,200","87,900","89,500","85,600","0.14K","1.87%"
"2023- 04- 04","85,600","77,600","90,700","77,100","0.03K","12.78%"
"2023- 04- 03","75,900","72,800","76,400","72,300","1.21M","6.60%"
"2023- 04- 02","71,200","71,200","71,200","71,200","","0.00%"
"2023- 03- 31","71,200","71,800","72,800","70,400","607.25K","-0.42%"
"2023- 03- 30","71,500","69,100","73,000","67,500","0.00K","4.53%"
"2023- 03- 29","68,400","66,500","69,800","66,000","489.80K","2.70%"
"2023- 03- 28","66,600","66,700","67,100","65,300","0.12K","0.45%"
"2023- 03- 27","66,300","65,200","68,000","65,100","490.96K","2.00%"
"2023- 03- 26","65,000","65,000","65,000","65,000","","0.00%"
"2023- 03- 24","65,000","66,500","66,600","63,700","389.56K","-1.22%"
"2023- 03- 23","65,800","63,900","67,000","63,600","696.92K","2.17%"
"2023- 03- 22","64,400","62,900","64,400","62,500","0.49K","4.04%"
"2023- 03- 21","61,900","61,900","62,800","61,600","170.87K","0.16%"
"2023- 03- 20","61,800","61,000","62,200","60,900","237.24K","0.16%"
"2023- 03- 19","61,700","61,700","61,700","61,700","","0.00%"
"2023- 03- 17","61,700","62,300","62,900","60,800","234.66K","0.49%"
"2023- 03- 16","61,400","61,700","61,900","59,800","269.51K","-0.97%"
"2023- 03- 15","62,000","63,600","64,300","61,700","0.27K","-0.32%"
"2023- 03- 14","62,200","63,600","64,200","62,200","246.13K","-3.42%"
"2023- 03- 13","64,400","63,600","64,500","62,200","0.30K","1.74%"
"2023- 03- 12","63,300","63,300","63,300","63,300","","0.00%"
"2023- 03- 10","63,300","62,300","64,400","61,900","330.18K","-0.31%"
"2023- 03- 09","63,500","67,100","67,500","63,400","0.02K","-5.08%"
"2023- 03- 08","66,900","67,700","68,300","66,800","472.76K","-3.60%"
"2023- 03- 07","69,400","67,700","70,500","66,500","723.45K","1.61%"
"2023- 03- 06","68,300","69,700","69,900","66,700","659.59K","-0.73%"
"2023- 03- 05","68,800","68,800","68,800","68,800","","0.00%"
"2023- 03- 03","68,800","66,800","69,000","66,100","702.32K","4.24%"
"2023- 03- 02","66,000","65,000","67,700","63,800","0.00K","0.92%"
"2023- 03- 01","65,400","65,400","65,400","65,400","","0.00%"
"2023- 02- 28","65,400","65,300","65,900","64,900","324.56K","0.46%"
"2023- 02- 27","65,100","65,000","65,200","63,300","212.44K","-0.91%"
"2023- 02- 26","65,700","65,700","65,700","65,700","","0.00%"
"2023- 02- 24","65,700","66,000","66,700","65,200","166.55K","-0.15%"
"2023- 02- 23","65,800","65,500","66,100","64,300","230.78K","1.08%"
"2023- 02- 22","65,100","66,100","66,700","64,800","393.26K","-3.41%"
"2023- 02- 21","67,400","66,900","68,100","66,000","355.38K","1.35%"
"2023- 02- 20","66,500","66,000","66,900","64,800","236.36K","0.15%"
"2023- 02- 19","66,400","66,400","66,400","66,400","","0.00%"
"2023- 02- 17","66,400","64,800","67,600","63,700","458.46K","0.45%"
"2023- 02- 16","66,100","62,800","66,400","62,700","763.83K","6.96%"
"2023- 02- 15","61,800","66,800","66,800","61,300","1.27M","-7.21%"
"2023- 02- 14","66,600","67,600","68,100","66,300","0.46K","0.00%"
"2023- 02- 13","66,600","66,900","68,600","66,400","471.29K","-1.77%"
"2023- 02- 12","67,800","67,800","67,800","67,800","","0.00%"
"2023- 02- 10","67,800","69,400","70,100","67,600","606.00K","-3.28%"
"2023- 02- 09","70,100","70,100","70,700","69,200","473.13K","0.00%"
"2023- 02- 08","70,100","74,300","74,400","70,100","1.04M","-4.63%"
"2023- 02- 07","73,500","73,800","78,700","72,800","1.67M","1.94%"
"2023- 02- 06","72,100","72,100","73,900","71,300","409.63K","0.00%"
"2023- 02- 05","72,100","72,100","72,100","72,100","","0.00%"
"2023- 02- 03","72,100","73,300","73,300","71,400","445.88K","-1.77%"
"2023- 02- 02","73,400","68,700","73,700","68,600","911.30K","8.10%"
"2023- 02- 01","67,900","67,700","68,400","66,800","232.82K","1.34%"
"2023- 01- 31","67,000","66,300","68,400","66,200","285.32K","0.30%"
"2023- 01- 30","66,800","70,600","70,600","66,700","467.75K","-3.47%"
"2023- 01- 27","69,200","70,500","71,200","68,700","629.41K","-0.29%"
"2023- 01- 26","69,400","65,900","69,500","65,500","706.13K","5.95%"
"2023- 01- 25","65,500","63,600","65,500","63,500","0.00K","4.30%"
"2023- 01- 20","62,800","61,200","62,800","60,800","189.98K","2.95%"
"2023- 01- 19","61,000","61,100","61,700","60,700","177.90K","-1.45%"
"2023- 01- 18","61,900","63,300","63,800","61,300","336.75K","-2.21%"
"2023- 01- 17","63,300","65,200","65,200","63,100","292.28K","-2.47%"
"2023- 01- 16","64,900","65,300","65,400","64,400","0.06K","-0.31%"
"2023- 01- 13","65,100","65,000","65,600","63,900","302.85K","0.62%"
"2023- 01- 12","64,700","62,600","65,900","62,400","802.43K","4.86%"
"2023- 01- 11","61,700","59,000","61,700","58,900","441.41K","5.47%"
"2023- 01- 10","58,500","58,400","59,600","58,100","0.00K","0.86%"
"2023- 01- 09","58,000","58,100","58,400","57,500","0.12K","0.87%"
"2023- 01- 06","57,500","55,400","58,000","55,200","310.35K","2.50%"
"2023- 01- 05","56,100","54,500","56,500","54,400","0.03K","3.70%"
"2023- 01- 04","54,100","52,400","54,200","51,600","201.29K","2.08%"
"2023- 01- 03","53,000","53,300","53,900","51,200","261.30K","-1.67%"
"2023- 01- 02","53,900","53,500","55,200","53,500","0.00K","1.70%"
"2022- 12- 29","53,000","53,700","54,300","52,300","196.40K","-1.49%"
"2022- 12- 28","53,800","55,800","55,800","53,600","0.02K","-4.10%"
"2022- 12- 27","56,100","55,900","56,500","55,600","0.01K","0.72%"
"2022- 12- 26","55,700","55,000","55,700","54,600","0.04K","0.54%"
"2022- 12- 25","55,400","55,400","55,400","55,400","","0.00%"
"2022- 12- 23","55,400","56,400","57,000","55,200","248.82K","-4.15%"
"2022- 12- 22","57,800","57,400","58,100","57,000","172.54K","1.76%"
"2022- 12- 21","56,800","58,100","58,500","56,500","213.09K","-1.39%"
"2022- 12- 20","57,600","59,700","59,700","57,400","343.46K","-3.68%"
"2022- 12- 19","59,800","60,000","60,200","59,300","0.04K","-0.83%"
"2022- 12- 18","60,300","60,300","60,300","60,300","","0.00%"
"2022- 12- 16","60,300","59,500","60,700","58,800","348.63K","-0.82%"
"2022- 12- 15","60,800","61,900","63,200","60,700","284.98K","-2.88%"
"2022- 12- 14","62,600","60,700","62,900","60,600","274.12K","3.30%"
"2022- 12- 13","60,600","63,400","64,400","60,500","0.10K","-4.42%"
"2022- 12- 12","63,400","62,300","63,900","62,100","0.00K","1.28%"
"2022- 12- 11","62,600","62,600","62,600","62,600","","0.00%"
