"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","107,600","107,100","107,600","106,900","75.34K","0.19%"
"2023- 04- 20","107,400","108,300","108,300","107,000","0.01K","-0.83%"
"2023- 04- 19","108,300","107,700","109,200","107,700","0.00K","0.65%"
"2023- 04- 18","107,600","108,100","108,900","107,500","247.10K","-0.83%"
"2023- 04- 17","108,500","109,600","110,300","107,900","253.55K","-1.36%"
"2023- 04- 16","110,000","110,000","110,000","110,000","","0.00%"
"2023- 04- 14","110,000","109,200","111,000","109,200","307.21K","1.01%"
"2023- 04- 13","108,900","108,800","109,700","108,500","0.02K","-0.55%"
"2023- 04- 12","109,500","108,000","109,600","107,800","278.24K","1.39%"
"2023- 04- 11","108,000","106,400","108,700","106,300","281.19K","1.60%"
"2023- 04- 10","106,300","106,800","107,400","106,100","230.14K","-0.56%"
"2023- 04- 09","106,900","106,900","106,900","106,900","","0.00%"
"2023- 04- 07","106,900","107,300","107,900","106,600","192.98K","-0.19%"
"2023- 04- 06","107,100","109,200","109,200","107,100","245.34K","-1.92%"
"2023- 04- 05","109,200","108,600","109,600","108,400","0.00K","0.74%"
"2023- 04- 04","108,400","108,800","109,400","107,700","199.38K","0.18%"
"2023- 04- 03","108,200","108,200","109,100","108,100","175.56K","0.00%"
"2023- 04- 02","108,200","108,200","108,200","108,200","","0.00%"
"2023- 03- 31","108,200","109,000","110,200","108,200","243.92K","-0.28%"
"2023- 03- 30","108,500","108,500","109,300","107,700","220.27K","0.28%"
"2023- 03- 29","108,200","108,100","108,700","107,600","0.00K","0.09%"
"2023- 03- 28","108,100","107,200","108,100","107,000","0.00K","0.75%"
"2023- 03- 27","107,300","108,000","108,300","106,700","0.02K","-0.83%"
"2023- 03- 26","108,200","108,200","108,200","108,200","","0.00%"
"2023- 03- 24","108,200","108,100","108,600","107,400","219.62K","-0.28%"
"2023- 03- 23","108,500","108,600","108,800","107,600","245.28K","-0.09%"
"2023- 03- 22","108,600","109,300","109,400","108,100","161.12K","-0.18%"
"2023- 03- 21","108,800","108,600","109,800","108,500","124.44K","0.55%"
"2023- 03- 20","108,200","109,400","110,300","107,900","124.74K","-1.28%"
"2023- 03- 19","109,600","109,600","109,600","109,600","","0.00%"
"2023- 03- 17","109,600","107,800","110,500","107,500","284.68K","2.33%"
"2023- 03- 16","107,100","106,600","107,600","106,400","214.16K","-0.46%"
"2023- 03- 15","107,600","107,400","108,600","107,100","0.01K","0.56%"
"2023- 03- 14","107,000","108,200","108,700","106,600","329.37K","-1.74%"
"2023- 03- 13","108,900","110,000","110,300","108,400","246.85K","-0.37%"
"2023- 03- 12","109,300","109,300","109,300","109,300","","0.00%"
"2023- 03- 10","109,300","109,100","109,800","108,200","191.69K","-0.64%"
"2023- 03- 09","110,000","111,300","112,200","109,900","0.03K","-0.90%"
"2023- 03- 08","111,000","110,200","111,400","110,000","264.94K","0.27%"
"2023- 03- 07","110,700","112,000","112,600","110,600","269.64K","-1.16%"
"2023- 03- 06","112,000","110,800","112,300","110,600","261.72K","1.45%"
"2023- 03- 05","110,400","110,400","110,400","110,400","","0.00%"
"2023- 03- 03","110,400","111,100","111,400","110,200","183.93K","-0.45%"
"2023- 03- 02","110,900","110,100","111,800","110,000","0.03K","0.73%"
"2023- 03- 01","110,100","110,100","110,100","110,100","","0.00%"
"2023- 02- 28","110,100","111,900","112,000","110,100","373.14K","-1.17%"
"2023- 02- 27","111,400","112,000","112,100","110,600","197.98K","-0.89%"
"2023- 02- 26","112,400","112,400","112,400","112,400","","0.00%"
