"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","18,980","18,980","19,030","18,810","720.68K","0.21%"
"2023- 04- 20","18,940","18,720","19,120","18,600","0.18K","1.18%"
"2023- 04- 19","18,720","18,510","19,150","18,500","0.14K","1.24%"
"2023- 04- 18","18,490","18,720","18,880","18,410","1.63M","-2.32%"
"2023- 04- 17","18,930","18,850","18,950","18,630","2.00M","1.07%"
"2023- 04- 16","18,730","18,730","18,730","18,730","","0.00%"
"2023- 04- 14","18,730","18,500","18,930","18,500","1.29M","1.19%"
"2023- 04- 13","18,510","18,550","18,740","18,410","1.47M","-0.75%"
"2023- 04- 12","18,650","18,220","18,720","18,190","0.12K","2.42%"
"2023- 04- 11","18,210","18,200","18,370","18,080","1.15M","0.72%"
"2023- 04- 10","18,080","18,060","18,210","17,960","887.63K","0.00%"
"2023- 04- 09","18,080","18,080","18,080","18,080","","0.00%"
"2023- 04- 07","18,080","18,050","18,140","17,920","834.56K","-0.28%"
"2023- 04- 06","18,130","18,050","18,280","17,980","1.30M","0.67%"
"2023- 04- 05","18,010","18,030","18,150","18,000","0.30K","-0.11%"
"2023- 04- 04","18,030","17,880","18,050","17,870","0.00K","0.78%"
"2023- 04- 03","17,890","17,920","18,150","17,860","1.24M","-0.67%"
"2023- 04- 02","18,010","18,010","18,010","18,010","","0.00%"
"2023- 03- 31","18,010","18,920","19,010","17,910","4.18M","-4.66%"
"2023- 03- 30","18,890","18,690","18,900","18,560","0.09K","1.18%"
"2023- 03- 29","18,670","18,420","18,860","18,420","0.00K","1.47%"
"2023- 03- 28","18,400","18,390","18,490","18,200","0.22K","0.11%"
"2023- 03- 27","18,380","18,000","18,450","17,740","1.63M","2.45%"
"2023- 03- 24","17,940","17,820","18,140","17,770","1.06M","0.11%"
"2023- 03- 23","17,920","17,760","18,090","17,680","942.73K","0.90%"
"2023- 03- 22","17,760","17,870","17,930","17,730","0.02K","-0.39%"
"2023- 03- 21","17,830","18,280","18,280","17,810","1.30M","-2.62%"
"2023- 03- 20","18,310","18,010","18,550","18,000","1.64M","2.01%"
"2023- 03- 19","17,950","17,950","17,950","17,950","","0.00%"
"2023- 03- 17","17,950","17,320","18,090","17,310","1.97M","3.76%"
"2023- 03- 16","17,300","17,200","17,360","17,170","881.00K","-0.17%"
"2023- 03- 15","17,330","17,230","17,520","17,230","1.12K","0.58%"
"2023- 03- 14","17,230","17,500","17,580","17,140","1.21M","-1.60%"
"2023- 03- 13","17,510","17,590","17,600","17,390","0.57K","-0.68%"
"2023- 03- 12","17,630","17,630","17,630","17,630","","0.00%"
"2023- 03- 10","17,630","17,510","17,680","17,360","922.44K","0.23%"
"2023- 03- 09","17,590","17,750","17,820","17,580","0.01K","-0.68%"
"2023- 03- 08","17,710","17,820","17,860","17,660","1.30M","-1.06%"
"2023- 03- 07","17,900","18,010","18,120","17,890","1.07M","-0.67%"
"2023- 03- 06","18,020","17,870","18,150","17,810","1.04M","0.84%"
"2023- 03- 05","17,870","17,870","17,870","17,870","","0.00%"
"2023- 03- 03","17,870","17,940","18,010","17,870","889.25K","-0.33%"
"2023- 03- 02","17,930","17,960","18,300","17,930","1.69M","-0.66%"
"2023- 03- 01","18,050","18,050","18,050","18,050","","0.00%"
"2023- 02- 28","18,050","18,120","18,310","18,010","1.20M","-0.61%"
"2023- 02- 27","18,160","18,380","18,380","17,840","1.65M","-1.09%"
"2023- 02- 26","18,360","18,360","18,360","18,360","","0.00%"
"2023- 02- 24","18,360","18,230","18,430","18,170","961.59K","0.49%"
"2023- 02- 23","18,270","18,200","18,360","18,150","979.05K","0.50%"
"2023- 02- 22","18,180","18,250","18,300","18,170","1.11M","-0.98%"
"2023- 02- 21","18,360","18,540","18,550","18,340","1.37M","-0.86%"
"2023- 02- 20","18,520","18,300","18,560","18,220","980.82K","1.20%"
"2023- 02- 17","18,300","18,230","18,400","18,140","1.53M","-0.11%"
"2023- 02- 16","18,320","18,330","18,450","18,210","0.00K","0.38%"
"2023- 02- 15","18,250","19,200","19,270","18,170","3.66M","-4.80%"
"2023- 02- 14","19,170","19,310","19,440","19,170","0.24K","-0.67%"
"2023- 02- 13","19,300","19,060","19,310","19,050","1.04M","0.78%"
"2023- 02- 12","19,150","19,150","19,150","19,150","","0.00%"
"2023- 02- 10","19,150","19,140","19,250","19,010","1.06M","-0.31%"
"2023- 02- 09","19,210","19,330","19,370","19,150","1.20M","-0.62%"
"2023- 02- 08","19,330","19,100","19,330","19,060","1.21M","1.31%"
"2023- 02- 07","19,080","19,200","19,260","18,990","1.50M","-0.63%"
"2023- 02- 06","19,200","19,390","19,490","19,140","1.38M","-0.83%"
"2023- 02- 05","19,360","19,360","19,360","19,360","","0.00%"
"2023- 02- 03","19,360","19,490","19,560","19,300","2.07M","-0.67%"
