"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","42,200","42,150","42,350","41,900","367.54K","-0.82%"
"2023- 04- 20","42,550","41,900","42,600","41,700","688.07K","0.83%"
"2023- 04- 19","42,200","41,800","42,350","41,700","655.48K","0.48%"
"2023- 04- 18","42,000","41,650","42,000","41,200","665.65K","1.20%"
"2023- 04- 17","41,500","42,350","42,500","41,400","809.06K","-1.66%"
"2023- 04- 16","42,200","42,200","42,200","42,200","","0.00%"
"2023- 04- 14","42,200","41,100","42,800","41,050","1.24M","3.56%"
"2023- 04- 13","40,750","41,200","41,450","40,700","1.27M","-1.81%"
"2023- 04- 12","41,500","41,100","41,550","40,950","987.04K","1.10%"
"2023- 04- 11","41,050","40,450","41,150","40,400","748.88K","1.48%"
"2023- 04- 10","40,450","40,500","41,100","40,450","625.21K","-0.86%"
"2023- 04- 09","40,800","40,800","40,800","40,800","","0.00%"
"2023- 04- 07","40,800","40,450","41,100","40,100","558.92K","1.12%"
"2023- 04- 06","40,350","41,100","41,100","40,350","760.89K","-2.06%"
"2023- 04- 05","41,200","41,200","41,550","41,000","608.21K","0.00%"
"2023- 04- 04","41,200","40,750","41,200","40,300","0.00K","1.48%"
"2023- 04- 03","40,600","40,850","40,900","40,000","741.25K","-0.25%"
"2023- 04- 02","40,700","40,700","40,700","40,700","","0.00%"
"2023- 03- 31","40,700","40,250","40,750","40,150","1.09M","0.99%"
"2023- 03- 30","40,300","40,750","40,800","40,000","1.24M","-0.37%"
"2023- 03- 29","40,450","40,250","41,200","40,200","1.49M","-0.74%"
"2023- 03- 28","40,750","40,700","41,200","40,450","0.05K","1.62%"
"2023- 03- 27","40,100","40,450","40,600","39,800","0.13K","-0.62%"
"2023- 03- 26","40,350","40,350","40,350","40,350","","0.00%"
"2023- 03- 24","40,350","41,250","41,550","40,300","1.73M","-3.81%"
"2023- 03- 23","41,950","41,150","41,950","40,950","922.63K","0.96%"
"2023- 03- 22","41,550","42,600","42,600","41,450","0.06K","-1.19%"
"2023- 03- 21","42,050","41,400","42,700","41,400","780.76K","1.82%"
"2023- 03- 20","41,300","41,250","42,200","40,700","718.56K","0.00%"
"2023- 03- 19","41,300","41,300","41,300","41,300","","0.00%"
