"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","78,100","78,200","78,200","77,300","181.67K","-0.76%"
"2023- 04- 20","78,700","79,800","79,800","78,200","0.01K","-1.63%"
"2023- 04- 19","80,000","80,400","80,900","80,000","240.59K","-0.62%"
"2023- 04- 18","80,500","81,400","81,400","80,100","235.07K","-1.23%"
"2023- 04- 17","81,500","82,500","83,000","81,500","0.01K","-0.73%"
"2023- 04- 14","82,100","82,200","83,000","82,000","237.88K","-0.85%"
"2023- 04- 13","82,800","81,700","82,800","80,800","0.18K","2.48%"
"2023- 04- 12","80,800","80,700","82,000","80,200","0.00K","0.62%"
"2023- 04- 11","80,300","80,000","81,000","79,900","216.12K","0.00%"
"2023- 04- 10","80,300","79,600","80,600","79,300","224.23K","0.88%"
"2023- 04- 09","79,600","79,600","79,600","79,600","","0.00%"
"2023- 04- 07","79,600","80,300","80,400","79,100","247.75K","-1.00%"
"2023- 04- 06","80,400","82,100","82,300","80,200","257.05K","-1.47%"
"2023- 04- 05","81,600","82,600","82,600","81,400","0.07K","-1.09%"
"2023- 04- 04","82,500","83,900","83,900","82,500","0.07K","0.36%"
"2023- 04- 03","82,200","83,000","83,700","82,000","379.25K","2.62%"
"2023- 04- 02","80,100","80,100","80,100","80,100","","0.00%"
"2023- 03- 31","80,100","80,100","81,000","80,000","244.06K","0.50%"
"2023- 03- 30","79,700","78,200","80,700","77,900","0.00K","0.89%"
"2023- 03- 29","79,000","79,000","79,200","78,100","0.00K","1.41%"
"2023- 03- 28","77,900","77,700","79,000","77,100","279.31K","2.10%"
"2023- 03- 27","76,300","76,500","77,000","75,200","249.57K","0.13%"
"2023- 03- 26","76,200","76,200","76,200","76,200","","0.00%"
"2023- 03- 24","76,200","76,400","76,800","75,900","182.76K","-0.39%"
"2023- 03- 23","76,500","76,400","77,000","75,800","229.07K","0.00%"
"2023- 03- 22","76,500","76,700","77,500","76,400","0.01K","0.53%"
"2023- 03- 21","76,100","77,000","77,400","76,000","264.02K","-0.65%"
"2023- 03- 20","76,600","76,500","77,200","75,600","214.72K","0.26%"
"2023- 03- 19","76,400","76,400","76,400","76,400","","0.00%"
"2023- 03- 17","76,400","76,400","77,200","76,100","298.75K","0.26%"
"2023- 03- 16","76,200","78,700","78,800","75,800","609.08K","-4.15%"
"2023- 03- 15","79,500","80,300","80,600","79,000","0.02K","0.38%"
"2023- 03- 14","79,200","80,700","80,800","78,700","357.55K","-2.70%"
"2023- 03- 13","81,400","81,100","81,800","80,300","0.00K","0.12%"
"2023- 03- 12","81,300","81,300","81,300","81,300","","0.00%"
"2023- 03- 10","81,300","81,000","81,700","80,000","193.40K","0.37%"
"2023- 03- 09","81,000","81,700","82,300","81,000","0.48K","-0.12%"
"2023- 03- 08","81,100","82,200","83,000","81,000","350.14K","-3.45%"
"2023- 03- 07","84,000","83,600","84,900","83,200","297.32K","0.96%"
"2023- 03- 06","83,200","83,000","83,600","82,100","266.87K","1.09%"
"2023- 03- 03","82,300","83,100","83,300","81,500","222.08K","-1.20%"
"2023- 03- 02","83,300","80,500","83,400","80,400","316.01K","3.22%"
"2023- 02- 28","80,700","81,400","81,600","80,300","285.49K","-0.74%"
"2023- 02- 27","81,300","81,600","81,900","80,200","220.15K","-0.97%"
"2023- 02- 24","82,100","81,700","82,500","81,500","177.85K","0.86%"
"2023- 02- 23","81,400","81,900","82,300","81,000","0.00K","-0.97%"
"2023- 02- 22","82,200","82,900","83,300","82,000","0.00K","-1.67%"
"2023- 02- 21","83,600","83,000","83,800","82,800","214.10K","0.72%"
"2023- 02- 20","83,000","83,500","84,100","82,700","298.08K","-1.89%"
"2023- 02- 17","84,600","83,300","85,000","82,600","246.89K","0.36%"
"2023- 02- 16","84,300","83,900","84,600","83,500","283.72K","1.08%"
"2023- 02- 15","83,400","85,600","85,700","82,900","408.35K","-2.68%"
"2023- 02- 14","85,700","87,200","87,600","85,300","0.02K","-1.61%"
"2023- 02- 13","87,100","87,300","89,000","86,800","447.12K","1.16%"
"2023- 02- 12","86,100","86,100","86,100","86,100","","0.00%"
"2023- 02- 10","86,100","84,300","86,500","84,100","319.87K","1.65%"
"2023- 02- 09","84,700","85,300","85,700","84,600","355.37K","-0.59%"
"2023- 02- 08","85,200","85,100","86,000","84,800","360.46K","1.55%"
"2023- 02- 07","83,900","86,000","86,400","83,400","632.90K","-2.21%"
"2023- 02- 06","85,800","86,600","86,900","85,300","304.35K","-1.27%"
"2023- 02- 05","86,900","86,900","86,900","86,900","","0.00%"
"2023- 02- 03","86,900","88,000","88,100","86,500","326.99K","-1.59%"
