"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","192,700","194,500","199,000","192,400","109.59K","-0.93%"
"2023- 04- 20","194,500","192,500","198,100","191,500","0.00K","1.09%"
"2023- 04- 19","192,400","190,000","195,500","188,900","0.00K","2.12%"
"2023- 04- 18","188,400","189,200","190,900","186,900","113.47K","-0.42%"
"2023- 04- 17","189,200","191,100","193,400","186,100","117.67K","-1.41%"
"2023- 04- 16","191,900","191,900","191,900","191,900","","0.00%"
"2023- 04- 14","191,900","190,000","195,600","189,800","231.71K","1.32%"
"2023- 04- 13","189,400","186,500","189,900","185,600","138.72K","1.50%"
"2023- 04- 12","186,600","184,400","187,700","183,100","119.13K","0.54%"
"2023- 04- 11","185,600","182,200","188,300","182,200","155.94K","1.42%"
"2023- 04- 10","183,000","182,600","183,700","179,800","122.89K","-0.27%"
"2023- 04- 09","183,500","183,500","183,500","183,500","","0.00%"
"2023- 04- 07","183,500","182,700","185,900","180,600","111.96K","0.49%"
"2023- 04- 06","182,600","183,000","185,300","182,300","113.84K","-0.87%"
"2023- 04- 05","184,200","189,300","189,600","184,200","0.10K","-2.75%"
"2023- 04- 04","189,400","183,300","189,500","182,800","0.00K","3.61%"
"2023- 04- 03","182,800","182,300","185,900","181,700","152.03K","-0.38%"
"2023- 04- 02","183,500","183,500","183,500","183,500","","0.00%"
"2023- 03- 31","183,500","179,800","183,800","178,100","242.97K","2.46%"
"2023- 03- 30","179,100","174,100","179,700","173,600","0.02K","2.75%"
"2023- 03- 29","174,300","178,700","179,800","172,600","229.46K","-2.90%"
"2023- 03- 28","179,500","174,000","180,300","171,800","201.03K","2.63%"
"2023- 03- 27","174,900","174,300","174,900","171,200","0.01K","1.10%"
"2023- 03- 26","173,000","173,000","173,000","173,000","","0.00%"
"2023- 03- 24","173,000","176,500","177,400","172,700","121.21K","-1.98%"
"2023- 03- 23","176,500","175,200","177,800","174,200","136.82K","-0.40%"
"2023- 03- 22","177,200","173,600","177,800","173,400","0.02K","4.73%"
"2023- 03- 21","169,200","168,300","174,700","168,100","0.00K","2.42%"
"2023- 03- 20","165,200","164,800","167,300","163,200","0.00K","0.49%"
"2023- 03- 19","164,400","164,400","164,400","164,400","","0.00%"
"2023- 03- 17","164,400","157,000","164,400","156,800","229.55K","5.32%"
