"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","88,600","89,700","90,800","88,300","132.20K","-1.88%"
"2023- 04- 20","90,300","91,700","91,700","89,500","218.07K","-1.53%"
"2023- 04- 19","91,700","90,500","92,500","90,400","0.00K","0.77%"
"2023- 04- 18","91,000","88,200","92,300","88,100","430.49K","2.94%"
"2023- 04- 17","88,400","91,100","91,400","88,000","0.05K","-4.02%"
"2023- 04- 16","92,100","92,100","92,100","92,100","","0.00%"
"2023- 04- 14","92,100","93,000","93,200","88,400","670.43K","-0.97%"
"2023- 04- 13","93,000","96,400","97,600","91,200","0.72K","-0.53%"
"2023- 04- 12","93,500","85,400","97,800","85,300","0.08K","9.48%"
"2023- 04- 11","85,400","84,100","86,300","83,500","302.28K","1.07%"
"2023- 04- 10","84,500","83,200","85,200","82,900","172.96K","1.08%"
"2023- 04- 09","83,600","83,600","83,600","83,600","","0.00%"
"2023- 04- 07","83,600","82,700","83,800","82,300","177.50K","0.97%"
"2023- 04- 06","82,800","83,800","84,300","82,700","208.85K","-1.78%"
"2023- 04- 05","84,300","84,600","85,300","84,000","0.04K","-0.35%"
"2023- 04- 04","84,600","83,400","84,900","82,900","0.00K","1.68%"
"2023- 04- 03","83,200","82,600","83,400","82,000","228.80K","0.48%"
"2023- 03- 31","82,800","81,700","83,300","81,300","273.82K","1.47%"
"2023- 03- 30","81,600","83,200","83,800","81,200","0.19K","-2.28%"
"2023- 03- 29","83,500","83,700","84,400","82,700","193.16K","0.36%"
"2023- 03- 28","83,200","82,500","83,900","82,500","162.81K","0.24%"
"2023- 03- 27","83,000","83,500","83,800","82,000","0.00K","0.00%"
"2023- 03- 24","83,000","82,500","83,700","82,400","202.27K","-0.95%"
"2023- 03- 23","83,800","83,400","84,200","82,000","342.13K","0.00%"
"2023- 03- 22","83,800","85,700","85,700","83,000","0.01K","-2.22%"
"2023- 03- 21","85,700","87,000","88,000","85,000","357.72K","-1.49%"
"2023- 03- 20","87,000","90,000","90,100","86,200","340.39K","-3.87%"
"2023- 03- 17","90,500","91,700","91,800","89,400","626.23K","-0.44%"
"2023- 03- 16","90,900","87,600","91,900","87,300","803.05K","2.60%"
"2023- 03- 15","88,600","85,800","88,800","84,500","0.00K","3.87%"
"2023- 03- 14","85,300","86,200","88,100","84,800","603.45K","-3.40%"
"2023- 03- 13","88,300","88,000","92,500","85,900","0.05K","2.79%"
"2023- 03- 12","85,900","85,900","85,900","85,900","","0.00%"
"2023- 03- 10","85,900","80,000","89,000","79,500","1.40M","6.58%"
"2023- 03- 09","80,600","82,400","82,800","80,000","329.00K","-2.18%"
"2023- 03- 08","82,400","81,000","82,700","80,500","255.70K","0.37%"
"2023- 03- 07","82,100","83,200","84,100","81,900","139.91K","-1.56%"
"2023- 03- 06","83,400","84,100","84,200","82,900","195.47K","0.36%"
"2023- 03- 03","83,100","82,600","83,600","82,200","162.24K","-0.12%"
"2023- 03- 02","83,200","80,700","83,400","80,500","308.04K","1.09%"
"2023- 03- 01","82,300","82,300","82,300","82,300","","0.00%"
"2023- 02- 28","82,300","83,200","83,900","81,300","280.69K","-0.12%"
"2023- 02- 27","82,400","83,500","84,800","82,200","208.75K","-2.83%"
"2023- 02- 24","84,800","83,700","85,100","83,700","205.77K","0.47%"
"2023- 02- 23","84,400","81,800","84,700","81,700","257.92K","3.18%"
"2023- 02- 22","81,800","82,900","82,900","81,600","138.40K","-2.15%"
"2023- 02- 21","83,600","81,500","83,800","81,100","194.10K","1.95%"
"2023- 02- 20","82,000","81,300","82,100","80,300","156.69K","0.49%"
"2023- 02- 17","81,600","81,000","82,500","81,000","122.30K","-0.61%"
"2023- 02- 16","82,100","81,000","82,400","80,400","0.10K","1.48%"
"2023- 02- 15","80,900","81,000","81,300","80,400","163.85K","0.00%"
"2023- 02- 14","80,900","81,600","82,000","80,200","0.01K","-0.37%"
"2023- 02- 13","81,200","79,500","81,400","79,200","214.56K","1.12%"
"2023- 02- 12","80,300","80,300","80,300","80,300","","0.00%"
"2023- 02- 10","80,300","80,200","81,100","79,200","160.52K","-1.11%"
"2023- 02- 09","81,200","82,000","83,000","80,900","157.26K","-1.58%"
"2023- 02- 08","82,500","80,200","82,900","80,200","217.40K","2.74%"
"2023- 02- 07","80,300","80,000","80,700","79,800","229.19K","0.12%"
"2023- 02- 06","80,200","80,800","81,700","79,800","227.39K","-1.84%"
"2023- 02- 03","81,700","80,800","82,000","79,700","229.77K","0.62%"
"2023- 02- 02","81,200","81,500","82,200","80,400","259.91K","0.12%"
"2023- 02- 01","81,100","83,400","83,800","80,400","289.58K","-2.05%"
"2023- 01- 31","82,800","83,900","84,400","82,400","329.85K","-0.84%"
"2023- 01- 30","83,500","83,500","84,100","82,800","161.29K","-0.48%"
"2023- 01- 29","83,900","83,900","83,900","83,900","","0.00%"
"2023- 01- 27","83,900","82,800","84,400","82,800","163.61K","0.60%"
"2023- 01- 26","83,400","83,100","83,800","82,100","139.64K","0.48%"
"2023- 01- 25","83,000","82,000","83,500","82,000","108.37K","0.48%"
"2023- 01- 20","82,600","81,500","82,700","81,500","98.59K","0.36%"
"2023- 01- 19","82,300","80,200","82,300","80,200","117.25K","1.23%"
"2023- 01- 18","81,300","81,500","82,300","80,500","116.30K","-0.61%"
"2023- 01- 17","81,800","80,900","82,100","80,800","155.39K","0.49%"
"2023- 01- 16","81,400","81,300","82,600","81,000","112.51K","-0.61%"
"2023- 01- 13","81,900","80,400","82,500","80,400","243.60K","2.63%"
"2023- 01- 12","79,800","79,300","80,600","79,300","134.68K","0.25%"
"2023- 01- 11","79,600","79,100","80,200","78,700","147.08K","1.02%"
"2023- 01- 10","78,800","77,500","79,900","77,500","220.06K","1.29%"
"2023- 01- 09","77,800","77,200","78,000","76,300","318.25K","1.30%"
"2023- 01- 08","76,800","76,800","76,800","76,800","","0.00%"
"2023- 01- 06","76,800","75,200","77,600","75,200","127.30K","0.39%"
"2023- 01- 05","76,500","75,900","76,900","75,600","179.51K","0.26%"
"2023- 01- 04","76,300","75,600","76,500","74,200","200.50K","1.06%"
"2023- 01- 03","75,500","76,600","77,100","74,600","121.25K","-1.44%"
"2023- 01- 02","76,600","79,300","79,300","76,600","110.37K","-1.92%"
"2022- 12- 29","78,100","78,100","79,400","78,000","153.84K","-1.76%"
"2022- 12- 28","79,500","80,200","80,400","79,000","0.00K","-2.93%"
"2022- 12- 27","81,900","82,700","83,100","80,900","152.88K","0.61%"
"2022- 12- 26","81,400","81,500","82,200","81,000","91.84K","-0.85%"
"2022- 12- 23","82,100","80,500","82,400","79,800","166.34K","1.99%"
"2022- 12- 22","80,500","78,900","81,000","78,800","166.02K","1.90%"
"2022- 12- 21","79,000","79,800","80,400","78,800","68.60K","0.25%"
"2022- 12- 20","78,800","79,600","79,800","78,500","87.81K","-1.01%"
"2022- 12- 19","79,600","79,000","80,500","79,000","96.87K","-0.50%"
"2022- 12- 16","80,000","79,800","80,500","79,200","226.50K","-0.25%"
"2022- 12- 15","80,200","81,000","81,200","80,100","119.32K","-0.99%"
"2022- 12- 14","81,000","80,600","81,200","80,000","142.29K","2.02%"
"2022- 12- 13","79,400","79,900","80,500","78,700","134.90K","-1.37%"
"2022- 12- 12","80,500","80,900","81,000","80,000","89.30K","0.12%"
"2022- 12- 09","80,400","79,800","80,800","79,000","132.54K","1.01%"
"2022- 12- 08","79,600","79,000","79,700","78,500","0.01K","1.40%"
"2022- 12- 07","78,500","79,400","79,700","78,100","151.65K","-1.63%"
"2022- 12- 06","79,800","79,800","81,200","79,700","255.77K","-1.24%"
"2022- 12- 05","80,800","82,300","83,100","80,100","0.03K","-2.18%"
"2022- 12- 02","82,600","83,800","84,600","82,600","173.61K","-2.36%"
"2022- 12- 01","84,600","84,600","85,500","84,400","137.50K","0.59%"
"2022- 11- 30","84,100","83,600","84,700","83,300","363.21K","-0.71%"
"2022- 11- 29","84,700","84,500","84,900","83,200","95.30K","0.71%"
"2022- 11- 28","84,100","84,200","84,500","83,300","123.35K","-1.06%"
"2022- 11- 25","85,000","85,000","85,200","84,400","110.96K","0.95%"
"2022- 11- 24","84,200","83,200","84,600","83,100","138.76K","1.57%"
"2022- 11- 23","82,900","83,100","83,900","82,500","149.01K","-0.84%"
"2022- 11- 22","83,600","84,800","84,900","83,300","85.11K","-1.53%"
"2022- 11- 21","84,900","83,600","84,900","82,300","131.76K","1.92%"
"2022- 11- 18","83,300","83,600","84,900","83,100","118.21K","-0.83%"
"2022- 11- 17","84,000","85,900","86,100","84,000","118.11K","-2.21%"
"2022- 11- 16","85,900","85,100","85,900","82,800","237.58K","0.94%"
"2022- 11- 15","85,100","84,400","85,300","83,800","165.72K","1.55%"
"2022- 11- 14","83,800","83,300","84,400","83,100","0.00K","0.48%"
