"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","35,750","35,850","35,850","35,500","476.33K","-0.42%"
"2023- 04- 20","35,900","35,450","35,900","35,300","899.31K","0.70%"
"2023- 04- 19","35,650","35,350","35,900","35,300","0.03K","1.13%"
"2023- 04- 18","35,250","35,600","35,600","35,050","959.28K","-0.70%"
"2023- 04- 17","35,500","35,700","35,950","35,300","1.00M","0.42%"
"2023- 04- 16","35,350","35,350","35,350","35,350","","0.00%"
"2023- 04- 14","35,350","35,000","35,650","34,950","1.51M","1.29%"
"2023- 04- 13","34,900","34,500","34,900","34,300","1.54M","0.58%"
"2023- 04- 12","34,700","34,650","35,000","34,500","1.04M","0.14%"
"2023- 04- 11","34,650","34,600","34,850","34,400","916.18K","0.29%"
"2023- 04- 10","34,550","34,600","35,050","34,500","928.38K","-1.00%"
"2023- 04- 09","34,900","34,900","34,900","34,900","","0.00%"
"2023- 04- 07","34,900","34,350","35,000","34,300","798.81K","1.75%"
"2023- 04- 06","34,300","35,000","35,200","34,300","1.22M","-2.14%"
"2023- 04- 05","35,050","35,150","35,350","34,850","0.00K","-0.28%"
"2023- 04- 04","35,150","34,750","35,150","34,600","975.10K","1.74%"
"2023- 04- 03","34,550","35,150","35,250","34,550","1.57M","-2.26%"
"2023- 04- 02","35,350","35,350","35,350","35,350","","0.00%"
"2023- 03- 31","35,350","34,750","35,450","34,550","1.64M","0.71%"
"2023- 03- 30","35,100","36,000","36,000","34,950","0.08K","-3.04%"
"2023- 03- 29","36,200","36,000","36,250","35,800","0.31K","0.70%"
"2023- 03- 28","35,950","35,800","36,150","35,350","1.52M","3.16%"
"2023- 03- 27","34,850","34,650","35,050","34,450","1.08M","0.87%"
"2023- 03- 26","34,550","34,550","34,550","34,550","","0.00%"
"2023- 03- 24","34,550","35,250","35,250","34,550","1.78M","-3.36%"
"2023- 03- 23","35,750","35,050","35,950","35,000","1.38M","0.85%"
"2023- 03- 22","35,450","35,700","35,850","35,250","1.55M","1.43%"
"2023- 03- 21","34,950","34,600","35,300","34,500","1.64M","0.72%"
"2023- 03- 20","34,700","34,150","35,150","33,850","1.47M","0.43%"
"2023- 03- 19","34,550","34,550","34,550","34,550","","0.00%"
"2023- 03- 17","34,550","34,650","35,050","34,300","2.87M","0.29%"
"2023- 03- 16","34,450","35,000","35,150","34,350","2.05M","-2.82%"
"2023- 03- 15","35,450","35,600","36,050","35,150","0.00K","1.00%"
"2023- 03- 14","35,100","35,450","35,900","35,000","1.57M","-2.64%"
"2023- 03- 13","36,050","35,700","36,150","35,100","1.24M","0.70%"
"2023- 03- 12","35,800","35,800","35,800","35,800","","0.00%"
"2023- 03- 10","35,800","36,000","36,050","35,400","1.93M","-1.65%"
"2023- 03- 09","36,400","36,650","37,150","36,400","0.01K","-0.55%"
"2023- 03- 08","36,600","37,100","37,600","36,550","1.72M","-0.54%"
"2023- 03- 07","36,800","36,900","37,200","36,500","1.47M","-0.67%"
"2023- 03- 06","37,050","37,150","37,400","36,600","1.58M","0.00%"
"2023- 03- 05","37,050","37,050","37,050","37,050","","0.00%"
"2023- 03- 03","37,050","37,700","38,050","37,050","1.49M","-1.72%"
"2023- 03- 02","37,700","38,600","38,850","37,600","0.01K","-2.96%"
"2023- 03- 01","38,850","38,850","38,850","38,850","","0.00%"
"2023- 02- 28","38,850","38,400","39,000","38,400","1.35M","1.04%"
"2023- 02- 27","38,450","38,650","39,050","38,200","1.07M","-0.77%"
"2023- 02- 24","38,750","38,400","39,250","38,350","1.20M","0.26%"
"2023- 02- 23","38,650","38,550","39,200","38,350","1.15M","0.91%"
"2023- 02- 22","38,300","38,950","39,200","38,300","1.41M","-1.92%"
"2023- 02- 21","39,050","38,800","39,400","38,600","1.07M","0.64%"
"2023- 02- 20","38,800","38,450","38,950","38,050","789.23K","1.17%"
"2023- 02- 19","38,350","38,350","38,350","38,350","","0.00%"
"2023- 02- 17","38,350","37,900","38,950","37,750","1.50M","1.19%"
"2023- 02- 16","37,900","38,100","38,300","37,450","0.31K","-0.39%"
"2023- 02- 15","38,050","39,300","39,350","37,850","2.55M","-3.55%"
"2023- 02- 14","39,450","40,900","41,150","39,400","0.02K","-3.31%"
"2023- 02- 13","40,800","41,150","41,650","40,650","1.44M","-0.73%"
"2023- 02- 12","41,100","41,100","41,100","41,100","","0.00%"
"2023- 02- 10","41,100","40,300","41,150","40,150","1.47M","2.75%"
"2023- 02- 09","40,000","41,200","41,950","39,850","2.26M","-3.73%"
"2023- 02- 08","41,550","41,250","42,750","41,050","1.96M","1.84%"
"2023- 02- 07","40,800","40,700","41,250","40,350","1.34M","-0.37%"
"2023- 02- 06","40,950","40,750","41,450","40,450","1.57M","-1.68%"
"2023- 02- 05","41,650","41,650","41,650","41,650","","0.00%"
"2023- 02- 03","41,650","41,300","42,300","40,900","1.32M","0.97%"
"2023- 02- 02","41,250","42,150","42,200","41,100","1.61M","-2.83%"
"2023- 02- 01","42,450","41,600","42,450","41,600","1.53M","2.17%"
"2023- 01- 31","41,550","42,850","43,250","41,250","2.59M","-3.93%"
"2023- 01- 30","43,250","44,250","44,300","43,150","1.75M","-3.35%"
"2023- 01- 29","44,750","44,750","44,750","44,750","","0.00%"
"2023- 01- 27","44,750","44,150","44,750","44,000","1.94M","-0.33%"
"2023- 01- 26","44,900","44,050","44,900","43,750","2.28M","1.93%"
"2023- 01- 25","44,050","44,000","44,150","43,450","1.40M","1.73%"
"2023- 01- 20","43,300","42,700","43,400","42,450","1.38M","2.00%"
"2023- 01- 19","42,450","42,550","42,700","42,200","1.20M","-0.59%"
"2023- 01- 18","42,700","43,150","43,150","42,150","2.10M","-1.39%"
"2023- 01- 17","43,300","43,500","43,900","43,250","2.08M","-1.14%"
"2023- 01- 16","43,800","41,600","43,900","41,400","0.15K","6.70%"
"2023- 01- 13","41,050","40,050","41,350","39,500","1.63M","2.50%"
"2023- 01- 12","40,050","40,100","40,400","39,850","1.23M","0.13%"
"2023- 01- 11","40,000","40,900","40,900","39,600","1.39M","-2.20%"
"2023- 01- 10","40,900","40,150","41,000","39,750","0.03K","1.36%"
"2023- 01- 09","40,350","40,900","41,050","39,700","0.04K","-0.62%"
"2023- 01- 08","40,600","40,600","40,600","40,600","","0.00%"
"2023- 01- 06","40,600","39,800","40,800","39,100","2.81M","2.92%"
"2023- 01- 05","39,450","37,050","39,700","37,000","0.07K","8.38%"
"2023- 01- 04","36,400","34,900","36,450","34,850","1.09M","4.00%"
"2023- 01- 03","35,000","34,700","35,250","34,150","862.78K","2.04%"
"2023- 01- 02","34,300","35,500","35,550","34,300","643.93K","-2.56%"
"2022- 12- 29","35,200","35,500","35,900","35,200","1.03M","-1.95%"
"2022- 12- 28","35,900","36,500","36,500","35,750","0.01K","-4.52%"
"2022- 12- 27","37,600","37,500","37,750","37,150","1.46M","1.08%"
"2022- 12- 26","37,200","37,550","37,650","37,150","664.81K","-0.93%"
"2022- 12- 23","37,550","37,900","38,100","37,450","628.57K","-0.92%"
"2022- 12- 22","37,900","37,850","37,900","37,350","932.50K","-0.13%"
"2022- 12- 21","37,950","38,100","38,250","37,750","536.25K","0.40%"
"2022- 12- 20","37,800","37,700","38,100","37,550","578.86K","0.80%"
"2022- 12- 19","37,500","37,300","37,900","37,300","767.81K","0.13%"
"2022- 12- 18","37,450","37,450","37,450","37,450","","0.00%"
"2022- 12- 16","37,450","37,300","37,600","37,200","863.63K","-0.66%"
"2022- 12- 15","37,700","37,850","38,000","37,400","691.45K","-0.92%"
"2022- 12- 14","38,050","38,600","38,600","37,850","0.01K","-0.78%"
"2022- 12- 13","38,350","38,450","38,650","37,950","0.01K","-0.39%"
"2022- 12- 12","38,500","38,000","38,750","37,850","994.82K","1.32%"
"2022- 12- 11","38,000","38,000","38,000","38,000","","0.00%"
"2022- 12- 09","38,000","37,700","38,650","37,600","2.04M","1.60%"
"2022- 12- 08","37,400","37,450","37,750","37,000","2.49M","0.40%"
"2022- 12- 07","37,250","37,900","37,900","37,200","1.10M","-1.72%"
"2022- 12- 06","37,900","38,050","38,500","37,850","0.04K","-0.79%"
"2022- 12- 05","38,200","37,900","38,350","37,600","940.33K","0.26%"
