"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","174,400","175,800","176,200","173,900","49.76K","-1.02%"
"2023- 04- 20","176,200","177,200","177,800","175,700","88.99K","-0.56%"
"2023- 04- 19","177,200","179,000","180,300","176,700","0.01K","-0.34%"
"2023- 04- 18","177,800","178,500","179,600","177,400","115.92K","-1.44%"
"2023- 04- 17","180,400","184,500","184,500","180,100","117.52K","-2.49%"
"2023- 04- 14","185,000","182,000","185,300","181,500","82.17K","1.76%"
"2023- 04- 13","181,800","182,600","182,800","180,000","0.01K","-0.71%"
"2023- 04- 12","183,100","184,200","186,800","183,000","0.01K","-0.38%"
"2023- 04- 11","183,800","184,400","186,200","180,200","105.78K","0.49%"
"2023- 04- 10","182,900","181,600","186,300","181,600","79.98K","0.00%"
"2023- 04- 09","182,900","182,900","182,900","182,900","","0.00%"
"2023- 04- 07","182,900","182,500","183,700","180,800","71.85K","0.22%"
"2023- 04- 06","182,500","182,500","184,400","181,600","69.04K","-0.98%"
"2023- 04- 05","184,300","185,900","187,500","183,500","66.05K","-0.75%"
"2023- 04- 04","185,700","186,400","188,600","184,500","0.01K","-0.21%"
"2023- 04- 03","186,100","192,000","193,000","185,500","115.61K","-2.46%"
"2023- 03- 31","190,800","188,800","194,300","187,600","210.48K","1.17%"
"2023- 03- 30","188,600","183,900","192,600","182,400","164.84K","2.61%"
"2023- 03- 29","183,800","186,100","188,800","183,500","0.03K","-1.13%"
"2023- 03- 28","185,900","179,600","187,000","179,600","0.03K","5.09%"
"2023- 03- 27","176,900","179,000","179,800","174,900","84.67K","-0.17%"
"2023- 03- 26","177,200","177,200","177,200","177,200","","0.00%"
"2023- 03- 24","177,200","182,400","182,400","176,200","75.64K","-2.37%"
"2023- 03- 23","181,500","176,300","182,000","174,600","137.25K","3.01%"
"2023- 03- 22","176,200","175,500","177,500","174,500","0.00K","0.80%"
"2023- 03- 21","174,800","173,000","175,300","172,800","50.57K","1.27%"
"2023- 03- 20","172,600","172,200","176,200","171,300","56.28K","0.29%"
"2023- 03- 19","172,100","172,100","172,100","172,100","","0.00%"
"2023- 03- 17","172,100","177,300","177,900","172,000","135.39K","-2.22%"
"2023- 03- 16","176,000","173,200","176,600","172,000","78.11K","0.69%"
"2023- 03- 15","174,800","175,200","179,900","173,000","0.01K","0.92%"
"2023- 03- 14","173,200","176,000","177,900","172,900","109.39K","-2.53%"
"2023- 03- 13","177,700","176,600","178,800","174,500","0.02K","0.45%"
"2023- 03- 12","176,900","176,900","176,900","176,900","","0.00%"
"2023- 03- 10","176,900","178,000","180,000","176,500","100.11K","-1.61%"
"2023- 03- 09","179,800","181,500","183,800","179,700","0.00K","-0.17%"
"2023- 03- 08","180,100","183,300","184,100","180,000","96.93K","-3.02%"
"2023- 03- 07","185,700","183,500","188,300","183,100","101.41K","1.25%"
"2023- 03- 06","183,400","189,300","189,400","183,300","127.42K","-2.19%"
"2023- 03- 05","187,500","187,500","187,500","187,500","","0.00%"
"2023- 03- 03","187,500","185,500","189,000","181,700","130.71K","1.90%"
"2023- 03- 02","184,000","180,100","189,100","180,100","176.08K","3.25%"
"2023- 03- 01","178,200","178,200","178,200","178,200","","0.00%"
"2023- 02- 28","178,200","180,600","182,200","178,100","131.84K","-1.22%"
"2023- 02- 27","180,400","182,000","182,500","178,000","104.50K","-1.37%"
"2023- 02- 24","182,900","186,700","187,400","182,300","93.24K","-2.14%"
"2023- 02- 23","186,900","189,700","192,300","184,900","0.01K","-1.48%"
"2023- 02- 22","189,700","188,600","194,300","187,700","0.01K","-0.47%"
"2023- 02- 21","190,600","178,100","191,300","177,000","307.91K","7.38%"
"2023- 02- 20","177,500","181,000","181,100","176,400","102.04K","-1.93%"
"2023- 02- 19","181,000","181,000","181,000","181,000","","0.00%"
"2023- 02- 17","181,000","173,100","183,700","172,200","260.91K","3.78%"
"2023- 02- 16","174,400","173,900","175,000","173,400","91.57K","0.40%"
"2023- 02- 15","173,700","175,800","177,000","173,200","99.25K","-1.19%"
"2023- 02- 14","175,800","180,800","180,800","175,800","159.91K","-2.71%"
"2023- 02- 13","180,700","172,500","182,200","172,000","270.82K","3.73%"
"2023- 02- 12","174,200","174,200","174,200","174,200","","0.00%"
"2023- 02- 10","174,200","172,100","174,300","170,600","141.62K","0.00%"
"2023- 02- 09","174,200","173,900","174,200","170,900","375.69K","0.58%"
"2023- 02- 08","173,200","175,200","176,700","172,500","158.90K","-1.03%"
"2023- 02- 07","175,000","173,600","176,700","173,100","141.41K","-0.28%"
"2023- 02- 06","175,500","175,000","178,500","173,000","110.71K","0.29%"
"2023- 02- 05","175,000","175,000","175,000","175,000","","0.00%"
"2023- 02- 03","175,000","178,900","179,700","173,500","172.34K","-2.13%"
"2023- 02- 02","178,800","180,000","182,200","178,500","82.44K","-0.50%"
"2023- 02- 01","179,700","177,100","180,900","177,000","0.14K","1.64%"
"2023- 01- 31","176,800","176,500","180,000","176,000","150.83K","0.45%"
"2023- 01- 30","176,000","182,400","183,000","175,200","173.36K","-3.46%"
"2023- 01- 29","182,300","182,300","182,300","182,300","","0.00%"
"2023- 01- 27","182,300","183,600","183,900","180,900","92.78K","-0.49%"
"2023- 01- 26","183,200","184,400","185,400","180,000","119.49K","-0.33%"
"2023- 01- 25","183,800","187,600","190,000","183,200","0.00K","-1.97%"
"2023- 01- 20","187,500","183,000","188,000","182,500","84.64K","1.35%"
"2023- 01- 19","185,000","184,500","186,000","179,000","0.00K","-1.07%"
"2023- 01- 18","187,000","187,500","188,500","184,000","89.32K","0.00%"
"2023- 01- 17","187,000","184,000","189,500","183,000","138.37K","2.47%"
"2023- 01- 16","182,500","179,000","185,000","177,500","159.31K","1.96%"
"2023- 01- 13","179,000","184,500","185,000","178,000","204.31K","-2.98%"
"2023- 01- 12","184,500","187,000","187,000","182,500","0.04K","-0.81%"
"2023- 01- 11","186,000","188,000","189,500","185,000","114.08K","0.27%"
"2023- 01- 10","185,500","186,500","191,000","182,500","189.93K","0.00%"
"2023- 01- 09","185,500","181,000","187,000","178,500","0.00K","3.92%"
"2023- 01- 06","178,500","169,500","178,500","168,500","146.42K","2.88%"
"2023- 01- 05","173,500","170,500","174,500","168,500","142.66K","2.06%"
"2023- 01- 04","170,000","173,500","174,000","165,500","168.87K","-2.86%"
"2023- 01- 03","175,000","176,500","177,000","170,000","0.00K","-0.28%"
"2023- 01- 02","175,500","179,000","181,500","174,000","73.16K","-1.68%"
"2022- 12- 29","178,500","182,000","185,000","178,000","79.32K","-3.25%"
"2022- 12- 28","184,500","180,000","185,500","180,000","90.45K","0.00%"
"2022- 12- 27","184,500","186,000","188,500","183,000","0.01K","0.00%"
"2022- 12- 26","184,500","178,000","185,500","178,000","0.00K","3.65%"
"2022- 12- 25","178,000","178,000","178,000","178,000","","0.00%"
"2022- 12- 23","178,000","170,500","181,000","170,500","153.74K","2.89%"
"2022- 12- 22","173,000","167,000","174,000","166,500","0.00K","4.53%"
"2022- 12- 21","165,500","168,000","168,000","164,000","57.27K","0.61%"
"2022- 12- 20","164,500","166,000","166,500","162,500","86.95K","-2.08%"
"2022- 12- 19","168,000","165,500","168,500","163,500","43.85K","0.90%"
"2022- 12- 16","166,500","169,500","169,500","165,000","123.97K","-1.77%"
"2022- 12- 15","169,500","174,500","175,500","168,000","148.72K","-3.42%"
"2022- 12- 14","175,500","180,500","180,500","172,500","0.03K","-2.77%"
"2022- 12- 13","180,500","188,500","193,500","180,500","0.05K","-5.25%"
"2022- 12- 12","190,500","186,500","191,500","186,500","120.51K","2.42%"
"2022- 12- 09","186,000","193,500","193,500","185,000","184.29K","-5.10%"
"2022- 12- 08","196,000","191,500","196,000","184,000","0.00K","3.43%"
"2022- 12- 07","189,500","186,500","195,000","186,000","227.52K","2.43%"
"2022- 12- 06","185,000","187,500","190,000","184,500","0.00K","-1.86%"
"2022- 12- 05","188,500","181,500","190,000","179,500","0.01K","4.43%"
"2022- 12- 02","180,500","180,500","184,000","180,000","56.79K","-0.82%"
"2022- 12- 01","182,000","187,000","188,500","180,000","0.28K","-0.82%"
"2022- 11- 30","183,500","183,500","185,500","182,500","124.48K","-0.81%"
"2022- 11- 29","185,000","176,500","186,000","175,500","0.01K","5.41%"
"2022- 11- 28","175,500","175,000","180,000","173,000","91.42K","-0.57%"
"2022- 11- 27","176,500","176,500","176,500","176,500","","0.00%"
"2022- 11- 25","176,500","176,500","178,500","174,500","64.85K","-0.84%"
"2022- 11- 24","178,000","176,000","180,000","175,500","73.59K","1.71%"
"2022- 11- 23","175,000","169,500","178,500","168,500","144.28K","4.17%"
"2022- 11- 22","168,000","173,000","173,500","167,500","100.97K","-3.45%"
"2022- 11- 21","174,000","161,500","174,500","160,500","462.53K","4.19%"
"2022- 11- 20","167,000","167,000","167,000","167,000","","0.00%"
