"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","53,500","53,300","53,800","51,900","1.06M","0.75%"
"2023- 04- 20","53,100","53,900","54,600","52,700","1.12K","-2.03%"
"2023- 04- 19","54,200","54,100","54,800","53,600","0.48K","-0.91%"
"2023- 04- 18","54,700","53,200","54,900","52,600","5.15M","4.59%"
"2023- 04- 17","52,300","51,900","52,500","51,300","0.01K","1.36%"
"2023- 04- 16","51,600","51,600","51,600","51,600","","0.00%"
"2023- 04- 14","51,600","53,300","53,400","51,600","1.66M","-1.15%"
"2023- 04- 13","52,200","51,200","52,700","50,900","0.02K","2.76%"
"2023- 04- 12","50,800","51,700","52,400","50,200","1.23K","-2.31%"
"2023- 04- 11","52,000","53,500","53,600","51,500","2.44M","-1.33%"
"2023- 04- 10","52,700","52,000","53,400","51,300","4.45M","3.54%"
"2023- 04- 09","50,900","50,900","50,900","50,900","","0.00%"
"2023- 04- 07","50,900","51,000","51,700","50,100","2.95M","2.31%"
"2023- 04- 06","49,750","48,700","51,200","47,450","5.10M","1.63%"
"2023- 04- 05","48,950","50,300","50,800","48,800","2.65M","-2.88%"
"2023- 04- 04","50,400","51,800","52,000","50,100","2.97M","-0.20%"
"2023- 04- 03","50,500","53,600","53,600","50,100","4.61M","-5.96%"
"2023- 03- 31","53,700","51,900","57,000","51,000","11.61M","16.00%"
"2023- 02- 24","46,292","45,791","46,904","45,791","2.29M","1.09%"
"2023- 02- 23","45,791","45,847","46,180","44,845","2.00M","0.12%"
"2023- 02- 22","45,735","47,293","47,627","45,680","2.41M","-4.75%"
"2023- 02- 21","48,016","47,738","48,517","47,126","1.79M","1.05%"
"2023- 02- 20","47,516","50,743","50,798","46,625","4.42M","3.52%"
"2023- 02- 19","45,900","45,900","45,900","45,900","","-10.14%"
"2023- 02- 17","51,077","50,576","51,744","49,574","1.60M","0.88%"
"2023- 02- 16","50,631","50,910","51,132","48,962","2.03M","1.79%"
"2023- 02- 15","49,741","50,798","51,188","49,185","1.56M","-1.97%"
"2023- 02- 14","50,743","51,633","52,078","50,687","962.66K","-0.76%"
"2023- 02- 13","51,132","51,410","51,856","50,743","672.20K","10.68%"
"2023- 02- 12","46,200","46,200","46,200","46,200","","-10.13%"
"2023- 02- 10","51,410","52,746","52,857","51,077","1.23M","-3.25%"
"2023- 02- 09","53,135","51,911","53,413","51,744","1.64M","2.25%"
"2023- 02- 08","51,967","52,634","52,690","51,744","1.06M","-0.95%"
"2023- 02- 07","52,468","51,744","52,468","51,355","991.64K","0.86%"
"2023- 02- 06","52,022","51,021","52,634","50,910","1.24M","11.88%"
"2023- 02- 05","46,500","46,500","46,500","46,500","","-10.13%"
"2023- 02- 03","51,744","51,021","52,245","50,687","1.35M","-0.22%"
"2023- 02- 02","51,856","53,080","53,803","51,689","1.83M","1.19%"
"2023- 02- 01","51,244","50,910","51,355","50,576","839.15K","1.54%"
"2023- 01- 31","50,465","50,631","51,355","50,242","869.98K","-0.76%"
"2023- 01- 30","50,854","51,744","52,078","50,687","821.51K","9.48%"
"2023- 01- 29","46,450","46,450","46,450","46,450","","-10.14%"
"2023- 01- 27","51,689","52,412","52,857","51,410","1.10M","-0.43%"
"2023- 01- 26","51,911","50,353","52,078","50,131","1.20M","3.09%"
"2023- 01- 25","50,353","51,244","51,410","50,019","917.25K","10.67%"
"2023- 01- 24","45,500","45,500","45,500","45,500","","-10.13%"
"2023- 01- 20","50,631","50,465","50,854","49,407","1.63M","-0.55%"
"2023- 01- 19","50,910","51,021","51,856","50,687","956.31K","-0.65%"
"2023- 01- 18","51,244","51,633","52,078","51,021","763.14K","-1.07%"
"2023- 01- 17","51,800","52,301","53,191","51,744","856.18K","-0.96%"
"2023- 01- 16","52,301","53,469","54,304","52,189","1.43M","9.30%"
"2023- 01- 15","47,850","47,850","47,850","47,850","","-10.14%"
"2023- 01- 13","53,247","54,248","54,971","52,913","2.07M","-0.52%"
"2023- 01- 12","53,525","54,248","55,528","53,525","4.70M","2.89%"
"2023- 01- 11","52,022","49,519","52,523","48,517","3.80M","6.86%"
"2023- 01- 10","48,684","48,406","48,907","48,016","775.14K","0.34%"
"2023- 01- 09","48,517","47,349","48,962","46,514","1.42M","16.63%"
"2023- 01- 08","41,600","41,600","41,600","41,600","","-10.14%"
"2023- 01- 06","46,292","44,344","46,681","43,510","1.57M","3.23%"
"2023- 01- 05","44,845","47,126","47,293","44,122","2.86M","-4.50%"
"2023- 01- 04","46,959","46,959","47,571","46,347","820.86K","-1.29%"
"2023- 01- 03","47,571","47,738","47,961","46,013","1.00M","-0.23%"
"2023- 01- 02","47,683","48,295","49,296","47,627","662.49K","-0.35%"
"2022- 12- 29","47,850","48,795","48,907","47,627","983.28K","-2.71%"
"2022- 12- 28","49,185","49,519","50,353","49,074","981.23K","-1.45%"
"2022- 12- 27","49,908","50,743","51,244","49,296","1.62M","-1.32%"
"2022- 12- 26","50,576","50,965","51,188","50,075","739.15K","11.03%"
"2022- 12- 25","45,550","45,550","45,550","45,550","","-10.13%"
"2022- 12- 23","50,687","52,245","52,245","50,631","1.37M","-3.90%"
"2022- 12- 22","52,746","54,192","54,637","52,468","919.71K","-1.86%"
"2022- 12- 21","53,747","54,582","54,804","53,525","461.87K","-0.72%"
"2022- 12- 20","54,137","54,081","55,083","53,970","620.62K","-0.10%"
"2022- 12- 19","54,192","54,526","54,916","53,914","525.20K","9.26%"
"2022- 12- 18","49,600","49,600","49,600","49,600","","-10.14%"
"2022- 12- 16","55,194","52,913","55,194","52,468","892.79K","2.48%"
"2022- 12- 15","53,859","55,138","55,250","53,692","954.42K","-2.32%"
"2022- 12- 14","55,138","52,523","55,194","52,412","1.58M","6.79%"
"2022- 12- 13","51,633","53,191","53,191","51,633","704.52K","-2.42%"
"2022- 12- 12","52,913","51,410","52,968","51,077","665.79K","12.70%"
"2022- 12- 11","46,950","46,950","46,950","46,950","","-10.13%"
"2022- 12- 09","52,245","53,525","53,914","51,633","1.34M","-2.09%"
"2022- 12- 08","53,358","53,747","53,914","52,913","1.11M","0.11%"
"2022- 12- 07","53,302","53,135","53,859","52,579","922.53K","-0.52%"
"2022- 12- 06","53,580","56,195","56,195","53,580","1.72M","-5.22%"
"2022- 12- 05","56,529","57,197","57,531","55,750","918.13K","12.38%"
"2022- 12- 04","50,300","50,300","50,300","50,300","","-10.14%"
"2022- 12- 02","55,973","57,531","57,865","55,750","953.64K","-2.33%"
"2022- 12- 01","57,308","57,753","57,753","56,195","1.36M","0.56%"
"2022- 11- 30","56,991","57,324","57,658","54,825","3.02M","-1.72%"
"2022- 11- 29","57,991","57,880","58,546","57,547","928.02K","-0.38%"
"2022- 11- 28","58,213","59,880","60,102","58,102","1.14M","8.61%"
"2022- 11- 27","53,600","53,600","53,600","53,600","","-9.99%"
"2022- 11- 25","59,546","59,991","60,435","59,102","1.07M","-0.74%"
"2022- 11- 24","59,991","58,213","60,324","57,880","3.25M","3.85%"
"2022- 11- 23","57,769","58,102","58,213","56,880","1.18M","0.58%"
"2022- 11- 22","57,436","56,436","58,102","55,769","1.72M","1.77%"
"2022- 11- 21","56,436","55,769","56,658","55,380","1.00M","13.33%"
"2022- 11- 20","49,800","49,800","49,800","49,800","","-9.99%"
"2022- 11- 18","55,325","55,491","56,213","55,214","912.78K","0.20%"
"2022- 11- 17","55,214","57,213","57,324","55,158","1.12M","-2.93%"
"2022- 11- 16","56,880","55,436","56,880","53,714","1.98M","3.54%"
"2022- 11- 15","54,936","55,880","56,213","54,269","1.35M","-0.90%"
"2022- 11- 14","55,436","56,880","58,658","55,214","2.62M","10.21%"
"2022- 11- 13","50,300","50,300","50,300","50,300","","-9.99%"
"2022- 11- 11","55,880","57,324","58,435","55,658","2.43M","1.41%"
"2022- 11- 10","55,103","54,269","56,658","53,714","2.61M","0.51%"
"2022- 11- 09","54,825","53,492","54,991","52,658","2.87M","4.67%"
"2022- 11- 08","52,381","51,992","52,936","51,214","1.72M","1.07%"
"2022- 11- 07","51,825","54,769","54,769","51,770","2.64M","5.12%"
"2022- 11- 06","49,300","49,300","49,300","49,300","","-9.99%"
"2022- 11- 04","54,769","55,214","56,658","54,714","1.78M","0.41%"
"2022- 11- 03","54,547","53,381","54,714","52,825","1.45M","-0.10%"
"2022- 11- 02","54,603","54,436","55,380","53,436","1.37M","0.10%"
"2022- 11- 01","54,547","53,714","55,269","53,658","3.09M","4.03%"
"2022- 10- 31","52,436","53,881","53,936","52,047","1.93M","9.24%"
"2022- 10- 30","48,000","48,000","48,000","48,000","","-9.99%"
"2022- 10- 28","53,325","56,991","57,102","53,103","4.02M","-7.16%"
"2022- 10- 27","57,436","54,769","57,769","51,659","5.38M","7.04%"
"2022- 10- 26","53,658","52,714","54,325","52,547","1.72M","2.66%"
"2022- 10- 25","52,270","53,769","53,992","51,492","2.46M","-1.16%"
"2022- 10- 24","52,881","56,436","57,213","52,436","2.54M","6.94%"
"2022- 10- 23","49,450","49,450","49,450","49,450","","-9.99%"
"2022- 10- 21","54,936","54,880","55,380","53,381","2.33M","-0.30%"
"2022- 10- 20","55,103","57,213","57,991","54,991","1.82M","-4.61%"
"2022- 10- 19","57,769","57,658","58,880","56,658","2.25M","0.19%"
"2022- 10- 18","57,658","54,714","57,658","54,547","2.66M","6.79%"
"2022- 10- 17","53,992","51,270","53,992","51,048","1.39M","15.00%"
"2022- 10- 16","46,950","46,950","46,950","46,950","","-9.99%"
"2022- 10- 14","52,159","51,881","52,714","51,381","1.25M","3.41%"
"2022- 10- 13","50,437","52,658","53,269","50,437","1.53M","-5.61%"
"2022- 10- 12","53,436","51,214","53,714","50,437","1.55M","4.11%"
"2022- 10- 11","51,325","51,548","52,603","50,381","1.58M","8.39%"
"2022- 10- 10","47,350","47,350","47,350","47,350","","-9.99%"
"2022- 10- 07","52,603","54,769","55,769","52,381","2.44M","-5.30%"
"2022- 10- 06","55,547","55,547","56,325","54,603","2.53M","-2.34%"
"2022- 10- 05","56,880","56,436","57,102","55,491","2.35M","3.54%"
"2022- 10- 04","54,936","53,436","55,658","53,436","1.84M","16.39%"
"2022- 10- 03","47,200","47,200","47,200","47,200","","-9.99%"
"2022- 09- 30","52,436","50,992","53,158","50,714","1.71M","1.83%"
"2022- 09- 29","51,492","53,603","54,547","51,325","2.13M","-1.28%"
"2022- 09- 28","52,159","53,381","54,825","51,714","2.61M","-1.88%"
"2022- 09- 27","53,158","51,548","53,436","51,048","2.42M","3.24%"
"2022- 09- 26","51,492","53,603","54,714","50,992","3.97M","-6.74%"
"2022- 09- 23","55,214","56,213","56,436","53,936","2.10M","-2.55%"
"2022- 09- 22","56,658","54,325","56,880","54,103","1.89M","3.34%"
"2022- 09- 21","54,825","55,325","56,325","53,436","2.26M","-2.47%"
"2022- 09- 20","56,213","56,880","57,769","55,769","1.57M","0.20%"
"2022- 09- 19","56,102","56,769","57,880","55,380","2.38M","9.57%"
"2022- 09- 18","51,200","51,200","51,200","51,200","","-9.99%"
"2022- 09- 16","56,880","59,768","59,880","56,658","3.13M","-6.23%"
"2022- 09- 15","60,657","58,769","62,101","57,991","3.99M","3.41%"
"2022- 09- 14","58,658","57,213","59,657","57,102","2.41M","0.76%"
"2022- 09- 13","58,213","59,991","60,102","55,658","4.01M","8.00%"
"2022- 09- 12","53,900","53,900","53,900","53,900","","-9.99%"
"2022- 09- 08","59,880","60,324","61,102","58,658","3.37M","1.70%"
"2022- 09- 07","58,880","60,324","60,991","58,546","3.03M","-2.39%"
"2022- 09- 06","60,324","57,436","60,324","57,436","4.53M","6.68%"
"2022- 09- 05","56,547","56,436","57,547","55,547","1.40M","10.66%"
"2022- 09- 04","51,100","51,100","51,100","51,100","","-9.99%"
"2022- 09- 02","56,769","57,991","58,102","55,491","2.12M","-1.35%"
"2022- 09- 01","57,547","58,102","59,991","57,547","2.94M","-1.52%"
"2022- 08- 31","58,435","57,769","58,991","56,213","2.86M","0.77%"
"2022- 08- 30","57,991","58,102","58,546","56,436","2.14M","0.38%"
"2022- 08- 29","57,769","55,436","58,435","55,380","3.66M","12.61%"
"2022- 08- 28","51,300","51,300","51,300","51,300","","-9.99%"
"2022- 08- 26","56,991","55,436","57,547","55,214","4.40M","4.16%"
"2022- 08- 25","54,714","55,880","56,102","54,325","3.30M","-0.10%"
"2022- 08- 24","54,769","52,825","54,880","52,436","4.51M","4.67%"
"2022- 08- 23","52,325","50,214","52,658","50,214","2.87M","3.74%"
"2022- 08- 22","50,437","50,770","51,492","50,103","1.80M","8.23%"
"2022- 08- 21","46,600","46,600","46,600","46,600","","-9.99%"
"2022- 08- 19","51,770","52,381","53,769","51,548","2.48M","0.00%"
"2022- 08- 18","51,770","51,103","53,269","51,048","2.33M","0.11%"
"2022- 08- 17","51,714","53,158","53,492","51,214","2.40M","-2.72%"
"2022- 08- 16","53,158","52,270","54,547","51,548","5.31M","14.94%"
"2022- 08- 15","46,250","46,250","46,250","46,250","","-9.99%"
"2022- 08- 12","51,381","51,770","52,547","50,881","1.81M","-0.54%"
"2022- 08- 11","51,659","51,270","52,547","50,270","3.64M","3.33%"
"2022- 08- 10","49,992","49,215","51,103","49,215","2.97M","1.69%"
