"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","253,500","255,000","256,000","251,000","65.16K","-0.39%"
"2023- 04- 20","254,500","257,500","258,500","254,000","0.03K","-1.55%"
"2023- 04- 19","258,500","259,000","260,500","255,500","0.02K","0.58%"
"2023- 04- 18","257,000","258,000","258,500","253,500","174.98K","-0.77%"
"2023- 04- 17","259,000","261,000","261,500","258,000","0.11K","-0.96%"
"2023- 04- 16","261,500","261,500","261,500","261,500","","0.00%"
"2023- 04- 14","261,500","266,000","266,500","261,000","165.38K","0.00%"
"2023- 04- 13","261,500","261,500","264,500","260,000","183.24K","-1.13%"
"2023- 04- 12","264,500","257,000","265,500","255,000","0.06K","2.92%"
"2023- 04- 11","257,000","260,000","260,500","256,000","252.23K","-1.53%"
"2023- 04- 10","261,000","257,000","261,500","255,500","192.93K","2.15%"
"2023- 04- 09","255,500","255,500","255,500","255,500","","0.00%"
"2023- 04- 07","255,500","257,000","258,000","253,500","257.44K","0.20%"
"2023- 04- 06","255,000","265,000","267,000","254,000","304.31K","-4.49%"
"2023- 04- 05","267,000","264,500","269,000","264,500","0.01K","0.75%"
"2023- 04- 04","265,000","272,000","272,000","264,000","0.06K","-2.39%"
"2023- 04- 03","271,500","273,000","273,000","267,000","215.02K","0.37%"
"2023- 04- 02","270,500","270,500","270,500","270,500","","0.00%"
"2023- 03- 31","270,500","272,000","274,000","269,000","160.86K","-0.18%"
"2023- 03- 30","271,000","272,500","275,000","270,000","0.00K","0.74%"
"2023- 03- 29","269,000","268,000","272,500","266,500","135.06K","0.56%"
"2023- 03- 28","267,500","264,500","270,000","262,500","0.12K","0.56%"
"2023- 03- 27","266,000","261,000","266,500","255,500","0.02K","3.10%"
"2023- 03- 26","258,000","258,000","258,000","258,000","","0.00%"
"2023- 03- 24","258,000","249,000","260,000","248,500","325.74K","3.20%"
"2023- 03- 23","250,000","250,000","254,500","248,500","212.73K","-0.99%"
"2023- 03- 22","252,500","253,000","253,000","249,000","0.05K","1.00%"
"2023- 03- 21","250,000","255,000","255,500","249,000","37.03K","-1.38%"
"2023- 03- 20","253,500","253,500","257,000","253,000","105.92K","0.00%"
"2023- 03- 19","253,500","253,500","253,500","253,500","","0.00%"
"2023- 03- 17","253,500","257,000","261,000","253,500","199.31K","0.20%"
"2023- 03- 16","253,000","251,000","256,500","248,000","178.57K","0.40%"
"2023- 03- 15","252,000","262,000","262,000","251,000","0.41K","-1.56%"
"2023- 03- 14","256,000","268,000","268,000","256,000","229.57K","-4.48%"
"2023- 03- 13","268,000","264,500","269,500","263,500","0.29K","0.94%"
"2023- 03- 12","265,500","265,500","265,500","265,500","","0.00%"
"2023- 03- 10","265,500","269,000","271,500","263,000","212.21K","-2.57%"
"2023- 03- 09","272,500","275,000","276,500","272,000","257.73K","-0.37%"
"2023- 03- 08","273,500","275,000","277,000","272,000","166.54K","-1.97%"
"2023- 03- 07","279,000","281,500","281,500","276,000","173.14K","-0.89%"
"2023- 03- 06","281,500","274,000","282,500","271,000","352.43K","4.07%"
"2023- 03- 03","270,500","274,000","276,000","269,000","203.05K","-0.37%"
"2023- 03- 02","271,500","276,500","278,000","271,000","0.01K","-1.99%"
"2023- 03- 01","277,000","277,000","277,000","277,000","","0.00%"
"2023- 02- 28","277,000","284,000","284,000","277,000","213.26K","-2.29%"
"2023- 02- 27","283,500","278,000","283,500","277,000","114.82K","0.18%"
"2023- 02- 26","283,000","283,000","283,000","283,000","","0.00%"
"2023- 02- 24","283,000","289,000","290,500","281,500","219.06K","-2.58%"
"2023- 02- 23","290,500","288,500","291,500","287,000","0.01K","1.57%"
"2023- 02- 22","286,000","286,500","290,000","283,500","0.00K","-2.56%"
"2023- 02- 21","293,500","294,500","296,000","291,000","162.88K","-0.34%"
"2023- 02- 20","294,500","288,000","296,000","285,000","228.38K","2.08%"
"2023- 02- 19","288,500","288,500","288,500","288,500","","0.00%"
"2023- 02- 17","288,500","285,000","292,000","285,000","139.53K","-0.52%"
"2023- 02- 16","290,000","277,500","291,000","277,000","0.00K","5.26%"
"2023- 02- 15","275,500","283,500","284,000","275,500","163.84K","-1.96%"
"2023- 02- 14","281,000","280,000","285,000","279,500","0.00K","1.26%"
"2023- 02- 13","277,500","282,000","282,000","276,500","171.85K","-2.46%"
"2023- 02- 12","284,500","284,500","284,500","284,500","","0.00%"
