"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","48,150","48,400","48,400","48,000","162.27K","-0.82%"
"2023- 04- 20","48,550","48,600","48,650","48,100","0.18K","0.00%"
"2023- 04- 19","48,550","48,750","48,950","48,450","0.01K","-0.41%"
"2023- 04- 18","48,750","48,050","48,750","47,800","420.99K","1.25%"
"2023- 04- 17","48,150","48,250","48,300","47,800","0.21K","-0.31%"
"2023- 04- 14","48,300","48,100","48,700","48,100","507.19K","0.10%"
"2023- 04- 13","48,250","47,800","48,250","47,600","0.01K","0.94%"
"2023- 04- 12","47,800","47,800","47,900","47,550","361.68K","0.10%"
"2023- 04- 11","47,750","47,350","47,750","47,250","441.51K","0.21%"
"2023- 04- 10","47,650","47,300","47,650","47,100","526.33K","0.11%"
"2023- 04- 09","47,600","47,600","47,600","47,600","","0.00%"
"2023- 04- 07","47,600","47,800","47,850","47,500","268.88K","-0.52%"
"2023- 04- 06","47,850","48,050","48,150","47,700","470.26K","-0.21%"
"2023- 04- 05","47,950","47,950","48,300","47,800","438.72K","0.52%"
"2023- 04- 04","47,700","47,200","47,700","47,000","325.95K","0.32%"
"2023- 04- 03","47,550","47,750","47,800","47,400","514.61K","-1.55%"
"2023- 04- 02","48,300","48,300","48,300","48,300","","0.00%"
"2023- 03- 31","48,300","47,550","48,300","47,200","656.80K","1.05%"
"2023- 03- 30","47,800","48,200","48,200","47,500","0.02K","-2.15%"
"2023- 03- 29","48,850","48,500","48,950","48,400","0.33K","0.72%"
"2023- 03- 28","48,500","48,250","48,600","48,000","531.14K","0.21%"
"2023- 03- 27","48,400","48,600","48,750","47,900","0.01K","0.10%"
"2023- 03- 24","48,350","47,850","48,500","47,850","713.52K","1.15%"
"2023- 03- 23","47,800","48,500","48,550","47,500","1.01M","-1.65%"
"2023- 03- 22","48,600","48,500","48,800","48,350","503.31K","-0.41%"
"2023- 03- 21","48,800","47,850","48,800","47,850","0.00K","2.41%"
"2023- 03- 20","47,650","46,900","47,850","46,900","579.41K","1.71%"
"2023- 03- 19","46,850","46,850","46,850","46,850","","0.00%"
"2023- 03- 17","46,850","47,400","47,450","46,850","879.87K","-0.74%"
"2023- 03- 16","47,200","47,100","47,200","46,800","0.01K","-0.84%"
"2023- 03- 15","47,600","46,900","47,600","46,700","0.05K","1.38%"
"2023- 03- 14","46,950","46,150","47,250","46,100","845.55K","0.97%"
"2023- 03- 13","46,500","46,500","46,900","45,850","409.82K","-0.21%"
"2023- 03- 12","46,600","46,600","46,600","46,600","","0.00%"
"2023- 03- 10","46,600","46,900","47,150","46,400","485.87K","-1.89%"
"2023- 03- 09","47,500","46,800","47,600","46,250","0.20K","1.71%"
"2023- 03- 08","46,700","47,150","47,300","46,600","917.12K","-1.58%"
"2023- 03- 07","47,450","46,250","47,550","46,250","1.30M","2.59%"
"2023- 03- 06","46,250","45,550","46,450","45,400","702.32K","1.43%"
"2023- 03- 05","45,600","45,600","45,600","45,600","","0.00%"
"2023- 03- 03","45,600","45,100","45,600","45,100","545.02K","1.22%"
"2023- 03- 02","45,050","45,000","45,300","44,800","0.02K","-0.22%"
"2023- 03- 01","45,150","45,150","45,150","45,150","","0.00%"
"2023- 02- 28","45,150","44,950","45,600","44,800","702.71K","0.44%"
"2023- 02- 27","44,950","45,000","45,100","44,500","566.47K","-0.33%"
"2023- 02- 26","45,100","45,100","45,100","45,100","","0.00%"
"2023- 02- 24","45,100","45,000","45,450","44,800","1.04M","0.45%"
"2023- 02- 23","44,900","45,100","45,450","44,750","0.35K","-0.44%"
"2023- 02- 22","45,100","44,800","45,250","44,750","0.01K","0.11%"
"2023- 02- 21","45,050","44,900","45,050","44,700","624.13K","0.78%"
"2023- 02- 20","44,700","44,800","45,200","44,600","973.95K","0.68%"
"2023- 02- 19","44,400","44,400","44,400","44,400","","0.00%"
"2023- 02- 17","44,400","44,500","44,750","43,850","1.93M","-0.45%"
"2023- 02- 16","44,600","46,400","46,400","44,500","2.56K","-4.29%"
"2023- 02- 15","46,600","47,700","47,850","46,400","1.06M","-2.31%"
"2023- 02- 14","47,700","47,900","48,050","47,650","746.37K","0.00%"
"2023- 02- 13","47,700","47,050","47,950","47,000","1.38M","1.49%"
"2023- 02- 12","47,000","47,000","47,000","47,000","","0.00%"
"2023- 02- 10","47,000","46,550","47,000","46,300","1.09M","0.64%"
"2023- 02- 09","46,700","46,800","47,200","46,400","1.31M","0.00%"
"2023- 02- 08","46,700","46,750","46,800","46,350","864.19K","0.00%"
"2023- 02- 07","46,700","46,400","46,750","46,300","563.23K","0.97%"
"2023- 02- 06","46,250","46,350","46,500","46,150","759.96K","-0.22%"
"2023- 02- 05","46,350","46,350","46,350","46,350","","0.00%"
"2023- 02- 03","46,350","46,350","46,600","46,050","705.92K","0.11%"
"2023- 02- 02","46,300","46,300","46,600","46,150","805.79K","0.33%"
"2023- 02- 01","46,150","46,600","47,150","46,100","0.01K","-0.97%"
"2023- 01- 31","46,600","46,700","47,400","46,600","672.66K","-0.96%"
"2023- 01- 30","47,050","47,850","48,050","47,050","759.00K","-1.67%"
"2023- 01- 29","47,850","47,850","47,850","47,850","","0.00%"
"2023- 01- 27","47,850","46,400","47,950","46,250","1.20M","3.24%"
"2023- 01- 26","46,350","46,200","46,500","46,100","1.15M","0.54%"
"2023- 01- 25","46,100","47,350","47,450","46,100","1.16M","-1.71%"
"2023- 01- 24","46,900","46,900","46,900","46,900","","0.00%"
"2023- 01- 20","46,900","47,300","47,500","46,800","504.33K","-1.16%"
"2023- 01- 19","47,450","47,000","47,450","46,750","0.08K","0.42%"
"2023- 01- 18","47,250","47,100","47,450","47,050","0.01K","0.85%"
"2023- 01- 17","46,850","46,800","46,900","46,350","582.51K","0.54%"
"2023- 01- 16","46,600","46,150","46,800","46,050","913.51K","1.53%"
"2023- 01- 13","45,900","45,950","46,200","45,700","889.80K","0.00%"
