"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","785,000","785,000","789,000","781,000","18.27K","0.00%"
"2023- 04- 20","785,000","788,000","790,000","781,000","0.02K","-0.38%"
"2023- 04- 19","788,000","795,000","795,000","783,000","0.02K","-0.63%"
"2023- 04- 18","793,000","807,000","807,000","790,000","82.99K","-2.34%"
"2023- 04- 17","812,000","817,000","818,000","806,000","39.92K","-0.61%"
"2023- 04- 16","817,000","817,000","817,000","817,000","","0.00%"
"2023- 04- 14","817,000","820,000","825,000","815,000","80.30K","0.25%"
"2023- 04- 13","815,000","801,000","815,000","799,000","0.01K","1.88%"
"2023- 04- 12","800,000","807,000","812,000","799,000","65.98K","-1.48%"
"2023- 04- 11","812,000","806,000","819,000","804,000","63.62K","1.12%"
"2023- 04- 10","803,000","796,000","809,000","789,000","61.56K","0.88%"
"2023- 04- 07","796,000","804,000","805,000","792,000","61.19K","-1.12%"
"2023- 04- 06","805,000","790,000","824,000","790,000","168.86K","2.16%"
"2023- 04- 05","788,000","788,000","795,000","781,000","38.28K","0.00%"
"2023- 04- 04","788,000","780,000","788,000","777,000","0.00K","1.29%"
"2023- 04- 03","778,000","789,000","793,000","777,000","59.24K","-1.27%"
"2023- 04- 02","788,000","788,000","788,000","788,000","","0.00%"
"2023- 03- 31","788,000","782,000","790,000","778,000","58.90K","0.77%"
"2023- 03- 30","782,000","787,000","788,000","781,000","0.04K","-1.14%"
"2023- 03- 29","791,000","796,000","801,000","790,000","0.01K","-0.75%"
"2023- 03- 28","797,000","800,000","803,000","792,000","46.63K","0.00%"
"2023- 03- 27","797,000","797,000","800,000","788,000","45.89K","0.00%"
"2023- 03- 26","797,000","797,000","797,000","797,000","","0.00%"
"2023- 03- 24","797,000","795,000","805,000","792,000","28.27K","-0.13%"
"2023- 03- 23","798,000","810,000","810,000","794,000","41.34K","-1.48%"
"2023- 03- 22","810,000","812,000","815,000","805,000","0.00K","0.12%"
"2023- 03- 21","809,000","814,000","817,000","805,000","25.55K","-0.37%"
"2023- 03- 20","812,000","813,000","822,000","810,000","53.82K","0.50%"
"2023- 03- 19","808,000","808,000","808,000","808,000","","0.00%"
"2023- 03- 17","808,000","798,000","809,000","797,000","90.07K","2.28%"
"2023- 03- 16","790,000","772,000","796,000","771,000","59.45K","1.54%"
"2023- 03- 15","778,000","776,000","781,000","772,000","36.28K","0.78%"
"2023- 03- 14","772,000","770,000","785,000","770,000","67.78K","-0.77%"
