"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","23,200","23,400","23,500","23,000","539.11K","-1.49%"
"2023- 04- 20","23,550","23,550","23,950","23,300","1.70M","0.43%"
"2023- 04- 19","23,450","23,200","23,550","23,100","0.03K","1.08%"
"2023- 04- 18","23,200","23,250","23,300","22,950","1.18M","-0.64%"
"2023- 04- 17","23,350","23,150","23,350","22,900","0.04K","0.86%"
"2023- 04- 16","23,150","23,150","23,150","23,150","","0.00%"
"2023- 04- 14","23,150","23,250","23,300","23,050","1.07M","-0.43%"
"2023- 04- 13","23,250","22,950","23,250","22,900","0.10K","0.65%"
"2023- 04- 12","23,100","23,050","23,200","22,900","0.05K","0.22%"
"2023- 04- 11","23,050","22,850","23,150","22,700","1.00M","1.54%"
"2023- 04- 10","22,700","22,750","22,900","22,600","817.98K","-0.22%"
"2023- 04- 09","22,750","22,750","22,750","22,750","","0.00%"
"2023- 04- 07","22,750","22,750","22,950","22,650","757.73K","-0.22%"
"2023- 04- 06","22,800","22,950","23,000","22,700","797.11K","-0.87%"
"2023- 04- 05","23,000","23,150","23,250","23,000","0.00K","-0.65%"
"2023- 04- 04","23,150","23,100","23,350","23,100","0.06K","0.00%"
"2023- 04- 03","23,150","23,150","23,350","23,100","2.42K","-0.22%"
"2023- 04- 02","23,200","23,200","23,200","23,200","","0.00%"
"2023- 03- 31","23,200","23,500","23,500","23,200","1.04M","-0.85%"
"2023- 03- 30","23,400","23,250","23,500","23,000","0.02K","1.74%"
"2023- 03- 29","23,000","22,700","23,200","22,700","1.29M","1.32%"
"2023- 03- 28","22,700","22,650","22,800","22,550","0.35K","0.67%"
"2023- 03- 27","22,550","22,750","22,750","22,450","0.03K","-1.10%"
"2023- 03- 26","22,800","22,800","22,800","22,800","","0.00%"
"2023- 03- 24","22,800","22,650","22,800","22,450","780.94K","0.22%"
"2023- 03- 23","22,750","22,600","22,900","22,500","716.52K","0.22%"
"2023- 03- 22","22,700","22,950","22,950","22,650","566.76K","0.00%"
"2023- 03- 21","22,700","22,850","22,950","22,650","512.58K","-0.22%"
"2023- 03- 20","22,750","22,500","23,000","22,500","591.27K","0.22%"
"2023- 03- 19","22,700","22,700","22,700","22,700","","0.00%"
"2023- 03- 17","22,700","22,550","22,900","22,350","998.54K","1.57%"
"2023- 03- 16","22,350","21,900","22,400","21,650","0.30K","0.90%"
"2023- 03- 15","22,150","22,600","22,700","22,100","0.56K","-0.45%"
"2023- 03- 14","22,250","22,900","23,100","22,250","1.57M","-3.89%"
"2023- 03- 13","23,150","23,000","23,250","22,800","0.04K","0.22%"
"2023- 03- 12","23,100","23,100","23,100","23,100","","0.00%"
"2023- 03- 10","23,100","23,300","23,350","23,000","947.08K","-1.91%"
"2023- 03- 09","23,550","23,850","23,900","23,450","0.08K","-1.05%"
"2023- 03- 08","23,800","23,400","23,850","23,200","1.83M","1.49%"
"2023- 03- 07","23,450","23,700","23,700","23,450","1.28M","-1.05%"
"2023- 03- 06","23,700","23,650","23,700","23,450","1.13M","1.28%"
"2023- 03- 03","23,400","23,550","23,650","23,250","949.72K","-0.43%"
"2023- 03- 02","23,500","23,100","23,750","23,100","0.00K","3.30%"
