"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","55,600","56,000","56,600","55,500","105.51K","-0.54%"
"2023- 04- 20","55,900","56,200","57,200","55,600","0.00K","-1.06%"
"2023- 04- 19","56,500","57,600","57,900","56,500","210.79K","-1.22%"
"2023- 04- 18","57,200","58,900","59,300","56,900","411.45K","-3.21%"
"2023- 04- 17","59,100","59,900","60,100","58,800","478.71K","-2.15%"
"2023- 04- 16","60,400","60,400","60,400","60,400","","0.00%"
"2023- 04- 14","60,400","55,100","60,600","55,000","1.44M","10.83%"
"2023- 04- 13","54,500","53,600","54,500","53,100","387.40K","1.68%"
"2023- 04- 12","53,600","54,100","54,300","53,300","333.23K","-0.92%"
"2023- 04- 11","54,100","54,400","54,500","53,200","362.58K","-1.28%"
"2023- 04- 10","54,800","55,400","55,900","54,200","0.06K","-1.44%"
"2023- 04- 07","55,600","54,500","56,000","53,800","253.57K","2.21%"
"2023- 04- 06","54,400","55,900","56,100","54,200","335.23K","-3.20%"
"2023- 04- 05","56,200","56,200","56,700","55,600","238.00K","-0.18%"
"2023- 04- 04","56,300","55,700","56,600","55,200","0.00K","1.08%"
"2023- 04- 03","55,700","55,400","56,300","55,000","237.91K","0.18%"
"2023- 04- 02","55,600","55,600","55,600","55,600","","0.00%"
"2023- 03- 31","55,600","54,400","55,900","54,000","324.21K","2.77%"
"2023- 03- 30","54,100","54,100","54,500","53,300","301.48K","0.56%"
"2023- 03- 29","53,800","55,200","55,400","53,600","411.21K","-2.36%"
"2023- 03- 28","55,100","55,000","55,500","54,700","0.08K","0.73%"
"2023- 03- 27","54,700","57,600","57,800","54,500","624.99K","-4.87%"
"2023- 03- 26","57,500","57,500","57,500","57,500","","0.00%"
"2023- 03- 24","57,500","57,600","58,300","57,200","214.44K","-0.86%"
"2023- 03- 23","58,000","58,800","59,100","57,100","545.89K","-2.68%"
"2023- 03- 22","59,600","59,600","59,700","59,000","246.81K","1.02%"
"2023- 03- 21","59,000","59,800","60,500","58,800","207.79K","-0.84%"
"2023- 03- 20","59,500","59,500","60,400","59,400","238.27K","-0.83%"
"2023- 03- 19","60,000","60,000","60,000","60,000","","0.00%"
"2023- 03- 17","60,000","60,400","60,900","59,800","309.35K","0.67%"
"2023- 03- 16","59,600","59,900","60,200","58,900","0.01K","-1.16%"
"2023- 03- 15","60,300","62,600","63,100","59,800","0.33K","-2.43%"
"2023- 03- 14","61,800","60,300","62,700","60,100","904.91K","1.81%"
"2023- 03- 13","60,700","59,600","60,900","58,800","0.16K","2.53%"
"2023- 03- 12","59,200","59,200","59,200","59,200","","0.00%"
"2023- 03- 10","59,200","59,200","59,700","58,200","314.47K","-2.31%"
"2023- 03- 09","60,600","60,100","60,900","59,600","474.98K","1.17%"
"2023- 03- 08","59,900","60,800","61,200","59,000","709.14K","-3.39%"
"2023- 03- 07","62,000","62,600","62,700","60,900","389.53K","-1.59%"
"2023- 03- 06","63,000","62,300","63,500","61,800","635.27K","2.44%"
