,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
0,32,0.7210012210012209,0.11162515769368121,34,0.6861904761904762,0.0657444720178589,37,0.6866666666666666,0.16812693617224655,19,0.7116666666666667,0.10821788720498618,14,0.7833333333333333,0.19436506316151
1,41,0.7095238095238094,0.07191895161156779,18,0.6796722575669945,0.10749446416242119,48,0.6698917748917749,0.1075023572179055,20,0.6933333333333332,0.21746008573733455,16,0.74,0.2154065922853802
2,39,0.7043714455479162,0.06260535030542509,22,0.6633086212033581,0.09929679015047019,19,0.6611904761904762,0.09940754201986307,24,0.6590909090909091,0.09883620309037734,19,0.7341736694677871,0.07452322913528861
3,34,0.7041269841269842,0.1071380363406936,26,0.6467320261437909,0.1219808178349736,44,0.6464069264069263,0.21787967810535797,49,0.6460606060606061,0.09424973176384853,35,0.7146520146520147,0.16143169247367944
4,49,0.7033333333333334,0.06091888960832357,15,0.6415359477124183,0.07834107001912076,45,0.6452380952380953,0.135191138729318,30,0.6433333333333333,0.3398692559074903,20,0.7106060606060606,0.16558880111896063
5,28,0.6933333333333332,0.07717224601860152,24,0.6355203619909503,0.0860989786882533,30,0.6433333333333333,0.03551212625443751,18,0.6398504273504273,0.0980163863597945,43,0.7052380952380951,0.059750046252792864
6,43,0.6845743145743146,0.11167276571487038,23,0.6301757066462949,0.02136088767586903,12,0.6365018315018316,0.076688190136117,38,0.6312333718912666,0.07810460968050748,46,0.7004329004329004,0.027974882114984466
7,44,0.6743589743589743,0.07749785261388419,8,0.6263865546218488,0.11375507059658736,43,0.6291666666666667,0.05676961436936362,39,0.630345471521942,0.1123480180212424,41,0.6975974025974025,0.10777256901368619
8,20,0.6606060606060605,0.18297611078121853,13,0.6245670995670995,0.061193274589667654,8,0.6286087768440709,0.10013930687768119,5,0.6231080031080031,0.10043003126968485,21,0.6928571428571428,0.18571428571428572
9,8,0.6571428571428571,0.1232789685292372,40,0.619969474969475,0.0402283326204924,11,0.6222222222222222,0.15885392000588017,41,0.619655019902698,0.04609808144032833,33,0.6813186813186813,0.1071514664209596
10,23,0.6567099567099567,0.11395934311339191,36,0.6185714285714285,0.1470835140003901,23,0.618015873015873,0.03810152064597158,8,0.6131839402427639,0.12403864596960329,36,0.6733333333333332,0.10624918300339486
11,10,0.6564102564102564,0.18372291402741392,11,0.617922077922078,0.1065960861669049,5,0.6174242424242424,0.1906691078890169,29,0.6115363068304245,0.06067471067721729,30,0.6673015873015873,0.08582943470587441
12,45,0.6286027568922307,0.06830996494828176,21,0.6177738927738927,0.04006019264667814,46,0.6158333333333333,0.086136197062817,14,0.6113419913419913,0.15855941492250966,23,0.6666666666666666,0.18257418583505536
13,18,0.6166666666666666,0.28674417556808757,25,0.6163636363636364,0.05090909090909091,22,0.6151414768806073,0.058204181256117926,33,0.6049592564298447,0.035193716648683995,11,0.6630069930069931,0.052566020049893115
14,35,0.6140887064207835,0.1049138496451818,32,0.615952380952381,0.04807873361321342,21,0.6113203463203463,0.09501448562404485,43,0.6033308195072901,0.062212705070335265,13,0.6625524475524476,0.11623843873412387
15,5,0.6130952380952381,0.2896553585856295,35,0.6132205513784462,0.0396555859742412,49,0.6067261170202347,0.06310980106765704,3,0.6004424333836098,0.12332369769975973,32,0.6564102564102564,0.19430416655008848
16,29,0.6124886877828054,0.11105978808715863,5,0.6107575757575758,0.1783999386444858,31,0.5997435897435898,0.02920320337638443,31,0.5985877684407097,0.02695658028427298,5,0.6561616161616162,0.0657283213176978
17,48,0.6083943833943833,0.04665243385799386,19,0.609313725490196,0.061997693152009314,16,0.5982354601919819,0.04712340037088317,35,0.5966666666666666,0.06531972647421806,48,0.65,0.18371173070873836
18,36,0.6074840948525159,0.08368112915267896,37,0.6055555555555555,0.05597067133224967,14,0.5950096961861668,0.014607570399428298,2,0.5905011655011655,0.05971632634776857,47,0.6484615384615384,0.20888609115868131
19,42,0.6053857906799084,0.0739267466139975,42,0.6027347781217751,0.052719629296051694,24,0.5944444444444444,0.059186877090729194,15,0.5899925571504518,0.05731474648425492,42,0.6333333333333333,0.3358240279934981
20,38,0.6052881329197118,0.06661480109390472,30,0.5987179487179487,0.10615508484351,2,0.5941553544494721,0.05134821833759398,46,0.5828695922813569,0.08344165075144937,24,0.6270308123249301,0.06111860919420831
21,40,0.6028571428571429,0.047960679283863515,16,0.5982354601919819,0.04712340037088317,17,0.5934006211180124,0.06527079298434262,0,0.5806555640308501,0.054786244626866105,45,0.6264069264069264,0.13264425300116894
22,21,0.5964396284829722,0.1086987160168417,17,0.5922001527883881,0.04564298588721971,3,0.5884981684981685,0.09593310786990467,42,0.5793307569623358,0.07285475513468212,18,0.6189393939393939,0.2196656194977904
23,11,0.5955818959162611,0.05039605337321309,3,0.5884981684981685,0.09593310786990467,40,0.5870861023034937,0.018065241072590717,13,0.5753282182438193,0.05943758470685634,25,0.6101723298014858,0.10515635219913293
24,2,0.5939172592113768,0.040863154613676754,38,0.586628912434539,0.06319868603894925,29,0.5821428571428571,0.06393200753379787,28,0.5722222222222222,0.05443310539518172,34,0.6072727272727272,0.11050597381107452
25,14,0.5908367757338009,0.06893358672614452,28,0.5849206349206348,0.054386799044481966,0,0.5806555640308501,0.054786244626866105,45,0.5700000000000001,0.04428443418528808,2,0.6007531194295901,0.04429126517532176
26,17,0.5806060606060606,0.14431427347854348,2,0.5821678321678322,0.050738470521153455,13,0.5777630350385767,0.0620043117017865,44,0.5662917474682181,0.026476140520641418,8,0.597733918128655,0.1055874431431886
27,27,0.5804067735956281,0.04801520473355764,0,0.5806555640308501,0.054786244626866105,36,0.5752992327365729,0.09592516319142264,17,0.5659411506368028,0.033544309563770865,28,0.5926190476190476,0.041977750288389404
28,0,0.5803010424612255,0.07049998645232403,27,0.577037037037037,0.03866070622429596,20,0.5731580695519314,0.015131180918816602,40,0.565879120879121,0.0718500666208535,10,0.5818472652218782,0.10438469927360601
29,3,0.578974358974359,0.09918007053099195,33,0.573112491373361,0.059347049137635347,34,0.573115753811406,0.04868949382211222,11,0.551336898395722,0.10894086357343995,37,0.5733333333333334,0.3227658249842721
30,22,0.5761057054400707,0.04908470480296985,47,0.5683430295195001,0.054671335563031116,26,0.5730867683041596,0.018207309444644434,22,0.5513186813186813,0.05888674583199348,31,0.5702991452991453,0.04561052471672903
31,26,0.5560488721804511,0.029642642353363353,46,0.5657829151101462,0.04031588017337182,32,0.5630769230769231,0.11745269166668836,6,0.5487087283425957,0.03176997740496232,39,0.5642857142857143,0.1614138214921742
32,19,0.5497752247752248,0.04719848327119653,48,0.5499371869960106,0.023724311011203807,38,0.5614056424125073,0.01679775659192242,9,0.5429886205748274,0.04323805886292075,6,0.5603103103792759,0.017276618780831903
33,9,0.5493366244228313,0.04780636891289711,6,0.5480646059593428,0.03233781814300011,28,0.5503663003663004,0.12953231153622033,12,0.5418349987380936,0.041893773290013585,0,0.5510899470899471,0.03500444648156266
34,6,0.5434564824369923,0.03850996250881251,31,0.5444303143093465,0.042620782982659235,35,0.5472727272727272,0.059027938475446996,4,0.5404393209065066,0.014300246963392625,9,0.5482070930346792,0.05305475125224757
35,24,0.5434164945177181,0.0382514039482383,9,0.5435450883726746,0.04899893310765373,27,0.5450048875855328,0.03313143362231881,26,0.5395698924731183,0.03430360323714479,3,0.5469308469308469,0.07136082751124959
36,12,0.5426657692825414,0.08174405586298403,44,0.5398206340378199,0.034593872724575085,9,0.5398669274531344,0.04893713514090677,36,0.528175912043978,0.05524930905203915,26,0.5415664335664336,0.021026408019957216
37,47,0.539519101588067,0.05968281018833786,39,0.5390573152337859,0.17139106453190872,15,0.539012958367797,0.05305557915582512,21,0.5187250384024578,0.036089367130906345,12,0.5387681159420289,0.025300130797240694
38,46,0.5394220708386206,0.025423859461861792,14,0.535078431372549,0.07760145224307678,6,0.5372454123815286,0.03180688435246032,34,0.5185672514619883,0.0570542691741606,4,0.5264785788923719,0.022701600942081134
39,4,0.5341928668018932,0.03545068960575096,49,0.5304043513957307,0.01683120519110895,18,0.5327963800904978,0.07334743547533051,32,0.5170154889912955,0.032182287494058034,22,0.49333333333333335,0.4165466493816882
40,15,0.5340614478114477,0.028619094124251804,41,0.5291851851851852,0.04532122811024789,39,0.5325,0.04276749083863436,47,0.514968214968215,0.04316701060462428,40,0.45999999999999996,0.3797074897572838
41,30,0.5157575757575759,0.048437461078536206,4,0.5263412931154866,0.02170103774193737,4,0.5259128923645052,0.02351267404637694,37,0.4,0.48989794855663565,7,0.37333333333333335,0.30579586509812573
42,37,0.3,0.39999999999999997,29,0.5235829335829336,0.02948323772101946,42,0.5166666666666666,0.34318767136623335,7,0.37333333333333335,0.30579586509812573,29,0.3,0.39999999999999997
43,13,0.0,0.0,12,0.5058334385920592,0.044183480037890945,25,0.4276190476190476,0.23094796264796785,27,0.3333333333333333,0.42163702135578396,17,0.2,0.4000000000000001
44,7,0.0,0.0,7,0.37333333333333335,0.30579586509812573,7,0.37333333333333335,0.30579586509812573,10,0.2,0.4000000000000001,27,0.0,0.0
45,16,0.0,0.0,10,0.0,0.0,47,0.09019607843137255,0.1803921568627451,23,0.0,0.0,1,0.0,0.0
46,33,0.0,0.0,43,0.0,0.0,33,0.0,0.0,16,0.0,0.0,38,0.0,0.0
47,1,0.0,0.0,45,0.0,0.0,10,0.0,0.0,1,0.0,0.0,15,0.0,0.0
48,31,0.0,0.0,20,0.0,0.0,1,0.0,0.0,48,0.0,0.0,44,0.0,0.0
49,25,0.0,0.0,1,0.0,0.0,41,0.0,0.0,25,0.0,0.0,49,0.0,0.0
