,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-26,-1.7124352331606219,-2.762589928057554,-3.2707856598016782,-1.2102272727272727,-0.12200956937799043,0.19132501485442663,-9.222222222222221,-1.0,-1.1925064599483204,1.0,1.8468468468468469,-3.1,-0.19,-0.2,-2.28,-2.48,-1.22,-1.24,1.5,2.24,0.03,0.0,5.8,13.53,-2.84,-2.56,0.06,-3.71,4.21,2.75,-0.02242152466367713,-0.02666666666666667,-0.03211009174311927,0.33575078292401517,1.0,0,0,0,0,0
2022-01-27,-2.869090909090909,-1.52,-1.3777292576419213,-5.568226763348714,1.0572207084468666,-0.3548628428927681,-0.5472972972972973,0.005628517823639775,-7.2885906040268456,-1.037037037037037,-1.3069620253164558,-0.9206349206349206,-0.38,-0.38,0.02,0.13,-0.15,-0.17,-0.12,0.15,0.49,5.44,12.57,3.63,-0.83,-0.41,0.06,1.68,2.57,2.04,-0.01834862385321101,-0.0091324200913242,0.0,-0.12934970384995065,2.0,0,0,0,0,0
2022-01-28,11.937743190661479,-3.781475667189953,-11.118719430858159,-1.1881673881673882,5.139072847682119,5.1024352531890225,-1.5522388059701493,-0.7182835820895522,-0.15581643543223053,14.0,-7.329896907216495,-4.0,-0.02,-0.04,-1.4,-1.21,-0.54,-0.55,1.52,3.11,0.85,-3.72,2.75,2.5,-3.73,-3.5,0.56,-4.78,-4.6,-0.85,0.004672897196261682,-0.009216589861751152,-0.037914691943127965,1.411827233107749,3.0,0,0,0,0,0
2022-01-29,-1.9486466165413534,-0.11378259397223163,-1.2030583996133057,-1.165644171779141,-1.1413160733549084,-1.1619687084309875,-3.527027027027027,-1.2450331125827814,-2.165613147914033,-4.133333333333334,-0.6514657980456026,3.6666666666666665,1.65,1.62,3.13,3.19,2.43,2.44,-1.0,-0.89,0.02,-1.36,-1.34,-7.32,2.78,1.87,0.48,1.83,-9.28,0.24,-0.046511627906976744,0.0,0.0049261083743842365,-0.38813556832038076,4.0,1,1,1,1,1
2022-02-04,-1.4743599904890228,-1.273340975671889,-1.7859770612421553,-7.106481481481482,-1.3557251908396946,-1.8083691826359014,-0.9625668449197861,-1.0,-1.024945770065076,-0.9361702127659575,-1.9532710280373833,-0.9571428571428572,-1.45,-1.47,-3.74,-4.12,-2.44,-2.36,-0.85,-1.01,-0.55,3.64,4.56,6.22,2.15,1.67,0.0,-4.58,10.23,2.28,0.05853658536585366,0.018604651162790697,0.04411764705882353,-0.3886287786021273,3.0,0,0,0,0,0
2022-02-09,-1.709792173750234,-5.866666666666666,-0.910058133157837,-1.0051871582784242,0.2012987012987013,-0.5461309523809523,-0.9767441860465116,1.0,-0.22598870056497175,-1.0909090909090908,-0.7862595419847328,-1.7,1.06,1.07,1.28,1.2,0.84,0.82,3.68,2.34,0.25,2.37,3.95,27.35,-0.46,0.05,-0.04,2.4,-6.21,-2.15,-0.004651162790697674,0.018604651162790697,0.014285714285714285,-0.1461150547650403,1.0,1,1,1,1,0
2022-02-10,-1.3505671326826696,-1.4363311494937463,-2.470731707317073,28.513513513513512,-4.405405405405405,-1.008743169398907,-218.0,-1.0,-7.956204379562044,-1.0,-8.428571428571429,-1.3333333333333333,0.86,0.85,2.08,2.06,1.45,1.45,-1.65,-0.48,-0.15,-1.01,1.55,-1.76,1.7,0.81,-0.19,3.35,-6.9,0.34,0.014018691588785047,-0.0045662100456621,0.004694835680751174,-0.16476075835088774,2.0,0,0,0,0,0
2022-02-18,-7.5424354243542435,-51.05524861878453,-2.793191489361702,-1.0571939231456657,46.523809523809526,-0.10070005385029618,12.555555555555555,-1.0,15.508379888268156,-0.6,0.9538461538461539,1.1,-1.78,-1.78,-2.88,-2.98,-2.12,-2.14,0.26,-1.49,0.1,-3.51,-3.71,-4.7,-0.45,0.53,0.18,-3.74,15.73,-2.03,0.013824884792626729,0.031818181818181815,0.009259259259259259,1.1972616850508606,3.0,1,1,1,1,0
2022-02-19,-0.5516074450084603,-0.9025386313465784,1.0294257237778832,-14.953125,-0.9639278557114228,-0.7505988023952096,-1.4,-1.0,0.18307952622673435,-1.0,-0.5511811023622047,6.666666666666667,-0.68,-0.65,-1.23,-1.19,-0.72,-0.71,0.74,1.18,0.24,-2.11,-0.05,-1.92,0.86,0.02,-0.25,-1.12,-1.28,-0.75,-0.004545454545454545,0.0,0.0045871559633027525,-0.5052935890924718,4.0,1,1,0,0,0
2022-02-25,-2.0964673913043477,1.6433595366156393,1.9646271510516253,-2.2262773722627736,-0.9616564417177914,-0.07147912243453644,-1.6363636363636365,1.0,-1.0358306188925082,-1.0,-44.517857142857146,1.5454545454545454,0.28,0.27,3.34,3.4,1.5,1.47,-3.74,-3.63,0.98,-1.4,-1.74,-9.3,-3.32,-2.6,1.14,3.7,-2.26,0.77,-0.0045662100456621,-0.004524886877828055,-0.013761467889908258,0.5076266934269945,3.0,0,0,0,0,0
2022-02-26,2.724907063197026,-1.734700266082329,-1.4327636246372137,-2.179563492063492,-54.04,0.506859756097561,12.714285714285714,-1.0,-23.954545454545453,-1.4807692307692308,-0.4536315141567501,-1.1071428571428572,2.51,2.53,1.64,1.53,2.24,2.24,1.87,0.3,-0.51,0.0,-0.51,8.07,2.92,1.06,-0.7,1.57,-9.0,-1.31,0.0,0.0,0.004651162790697674,-0.0966818650780444,4.0,0,0,0,0,0
2022-03-04,-1.8497229916897506,-0.6137078651685394,-5.278350515463917,-1.9170829170829171,-0.7282082324455206,0.8053191489361702,-2.4375,1.0,1.6570247933884297,-1.0,0.33855464578141686,4.333333333333333,-0.29,-0.33,-1.56,-1.47,-0.53,-0.51,1.3,-0.05,0.4,-2.02,0.8,8.96,1.88,1.61,0.2,-2.24,-0.85,-2.65,0.0182648401826484,0.0044444444444444444,0.0136986301369863,-0.041452130438027014,3.0,1,1,1,1,0
2022-03-05,4.942950285248574,-2.305410122164049,-4.543373493975904,-3.047930283224401,-1.8975501113585747,-0.26340601060695346,2.108695652173913,-1.0,-0.3157076205287714,1.0,-0.4375,-1.4375,-0.53,-0.46,-1.66,-1.36,-0.79,-0.73,0.57,0.05,0.9,-5.6,-2.37,-8.22,-1.25,-1.22,0.99,-2.42,4.92,7.44,0.013452914798206279,0.0,-0.009009009009009009,-0.28270600599431706,4.0,0,0,0,0,0
2022-03-08,0.6622325836533187,1.3311051693404634,1.1217273036382183,1.7808510638297872,-0.6277915632754343,-0.5824,0.02097902097902098,-1.0,-1.4772727272727273,-0.6338983050847458,-0.6874704491725768,0.7142857142857143,-2.37,-2.39,-3.62,-3.75,-2.95,-2.98,2.27,5.93,0.78,5.57,9.01,3.09,-2.16,-2.29,1.21,-4.91,13.98,3.22,-0.035398230088495575,-0.030973451327433628,-0.02727272727272727,0.38001953548947254,0.0,0,0,0,0,0
2022-03-09,-1.148502598795479,-1.7201299942649588,-0.701602564102564,-0.6405891354246366,-0.5066666666666667,-0.23180076628352492,-1.417808219178082,-1.0,-3.052380952380952,-1.0,-0.8093797276853253,0.75,-0.56,-0.55,-0.28,-0.4,-0.73,-0.71,0.55,-1.17,-0.17,3.58,2.86,10.29,-1.29,-1.09,0.11,1.87,-3.62,3.6,-0.01834862385321101,0.0,-0.004672897196261682,-0.04356887263575951,1.0,1,0,0,0,0
2022-03-11,12.620555555555555,5.105919830103531,-2.348549946294307,0.8908994145822245,-0.6081081081081081,-14.860349127182046,11.163934426229508,-1.0,-0.8306264501160093,1.0,6.119047619047619,-5.714285714285714,-0.34,-0.34,-0.95,-1.08,-0.43,-0.42,0.33,0.14,0.5,2.15,1.59,3.94,2.18,2.21,0.47,-2.17,-6.84,-2.47,0.04205607476635514,0.0593607305936073,0.04225352112676056,2.3168194712823253,3.0,1,1,1,1,1
2022-03-12,-1.0483745972182568,-1.3206817094908918,1.4994026284348865,-0.6802701942020828,5.275862068965517,0.3717164447643037,-1.0202156334231807,-1.0,-1.2054794520547945,-1.0,-0.947603121516165,-0.5959595959595959,-0.69,-0.68,-2.18,-2.16,-1.3,-1.31,-0.95,-1.9,0.64,0.18,2.56,0.0,0.3,-0.71,0.67,-2.08,1.72,3.12,0.03139013452914798,0.0,0.02702702702702703,-0.5629005268050821,4.0,0,0,0,0,0
2022-03-16,0.16379310344827586,-0.39933878545328,-0.5094540046738899,-1.752899197145406,0.22425249169435216,-0.5620713305898491,1.020979020979021,510.0,0.5730994152046783,1.0,-1.13,-0.7777777777777778,1.82,1.78,2.92,3.11,2.14,2.16,0.77,0.73,-0.14,0.34,-0.75,9.43,-0.14,-0.91,0.0,4.36,-6.11,-6.38,-0.012987012987012988,-0.03361344537815126,-0.008771929824561403,-0.5505373083410724,1.0,0,0,0,0,0
2022-03-17,-3.5193899782135074,-0.25028968713789107,1.3806842789086184,-6.446682464454977,-0.7535052012663953,1.687548942834769,-1.7162629757785468,-0.003913894324853229,-1.3667905824039652,-1.0,1.3076923076923077,-4.0,1.55,1.57,3.77,3.73,2.24,2.25,0.22,-1.4,-0.49,2.0,5.25,-1.08,2.36,1.44,-1.23,5.03,-10.59,-1.45,0.008771929824561403,0.004347826086956522,-0.004424778761061947,0.42500527092557455,2.0,1,1,1,0,0
