,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-20,0.02521231422505308,0.12697899838449112,-0.35581061692969873,-15.3875,18.864864864864863,-0.7289719626168224,5.855421686746988,-1.0,-5.486486486486487,1.0,11.11111111111111,-3.3333333333333335,-0.96,-0.99,-1.15,-1.13,-0.97,-1.03,-0.67,-4.11,-0.23,-1.14,0.43,21.13,-1.06,-0.77,-0.38,-3.09,4.65,1.79,-0.023529411764705882,-0.011538461538461539,-0.015810276679841896,0.39974449799663203,2.0,0,0,0,0,0
2022-01-21,-1.2417809992234015,-0.5467316513761468,-6.585746102449889,0.6220677671589921,-0.9768707482993197,0.9724137931034482,-2.65377855887522,-1.0,-1.0180722891566265,-1.0,-0.9908256880733946,-1.2,-0.89,-0.84,-1.3,-1.28,-1.1,-1.09,0.83,2.75,0.23,-2.31,-2.29,4.65,2.66,0.72,0.36,-3.25,7.3,-0.07,0.0,-0.007782101167315175,0.0,-0.11093134204521883,3.0,1,1,1,1,0
2022-01-26,-3.1896278701504355,-1.61809766996489,-0.6445672191528545,-0.6638809088534865,-4.671875,-7.140845070422535,-0.6,-1.0,-3.900990099009901,-1.0,-3.234042553191489,-1.0864197530864197,-0.19,-0.2,-2.28,-2.48,-1.22,-1.24,1.5,2.24,0.03,0.0,5.8,13.53,-2.84,-2.56,0.06,-3.71,4.21,2.75,-0.03125,-0.031007751937984496,-0.032388663967611336,0.2667490970617903,1.0,0,0,0,0,0
2022-01-27,-1.7839450370638221,-1.1959721146398141,-3.6572908956328645,-1.038073038073038,-1.4170212765957446,0.6574923547400612,-11.875,1.0,-1.7258248009101251,-1.0,-1.0126984126984127,-3.4285714285714284,-0.38,-0.38,0.02,0.13,-0.15,-0.17,-0.12,0.15,0.49,5.44,12.57,3.63,-0.83,-0.41,0.06,1.68,2.57,2.04,-0.036290322580645164,-0.032,-0.029288702928870293,0.20567157278261539,2.0,0,0,0,0,0
2022-02-25,-1.9024911032028469,1.9836795252225519,-5.784574468085107,-12.183673469387756,-1.037864680322781,-5.606060606060606,1.634453781512605,-1.0,2.909090909090909,-1.0,-318.0,-1.15,0.28,0.27,3.34,3.4,1.5,1.47,-3.74,-3.63,0.98,-1.4,-1.74,-9.3,-3.32,-2.6,1.14,3.7,-2.26,0.77,-0.008849557522123894,-0.0043859649122807015,-0.03571428571428571,0.5879145091990746,3.0,0,0,0,0,0
2022-02-26,-5.347791798107256,1.3242168075584286,-1.2618121178432462,-2.9416058394160585,-5.836065573770492,-0.22697368421052633,-0.9788676236044657,0.5714285714285714,0.38372093023255816,-1.0,-1.337539432176656,0.3333333333333333,2.51,2.53,1.64,1.53,2.24,2.24,1.87,0.3,-0.51,0.0,-0.51,8.07,2.92,1.06,-0.7,1.57,-9.0,-1.31,-0.004464285714285714,0.00881057268722467,0.032407407407407406,-0.22912547264717106,4.0,1,1,1,1,1
2022-03-09,4.271695734397983,-10.212121212121213,2.917997571682077,14.471544715447154,8.027972027972028,1.2394755710334937,176.22222222222223,1.0,-64.5,-1.0,6.118012422360248,9.4,-0.56,-0.55,-0.28,-0.4,-0.73,-0.71,0.55,-1.17,-0.17,3.58,2.86,10.29,-1.29,-1.09,0.11,1.87,-3.62,3.6,-0.01327433628318584,-0.004424778761061947,-0.0684931506849315,1.907013770565068,1.0,0,0,0,0,0
2022-03-11,-0.7791972257653061,-1.1132215619694397,-0.707818831942789,-2.1223331581713083,2.6134779240898527,-0.6632363702890597,-0.24815047021943573,-1.0,0.11023622047244094,1.6097560975609757,-0.9869109947643979,0.8653846153846154,-0.34,-0.34,-0.95,-1.08,-0.43,-0.42,0.33,0.14,0.5,2.15,1.59,3.94,2.18,2.21,0.47,-2.17,-6.84,-2.47,-0.053811659192825115,-0.057777777777777775,-0.004901960784313725,-0.3581682264542537,3.0,1,1,0,0,0
2022-03-12,0.6460871919848362,1.4536082474226804,0.6866280492779636,-0.9774323438524206,-0.9256162915326902,1.4856716012494906,-0.7991994663108739,1.0,4.070921985815603,-0.2523364485981308,-19.0,-0.09278350515463918,-0.69,-0.68,-2.18,-2.16,-1.3,-1.31,-0.95,-1.9,0.64,0.18,2.56,0.0,0.3,-0.71,0.67,-2.08,1.72,3.12,-0.018957345971563982,-0.02358490566037736,-0.014778325123152709,-0.17843348603251594,4.0,0,0,0,0,0
2022-03-15,-0.586390305423041,-1.50305576776165,-0.6430609974362695,1.033195020746888,-5.077809798270893,-0.4102283903398536,-1.2167774086378738,-1.0,-0.7692307692307693,-1.0,-5.218518518518518,-0.8409090909090909,0.0,0.06,-2.04,-1.85,-0.74,-0.7,1.6,0.93,-0.16,5.04,4.38,9.96,-2.16,-0.59,0.29,-3.07,3.32,-5.78,-0.034782608695652174,-0.033816425120772944,-0.039,0.041363727473168244,0.0,0,0,0,0,0
