,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-14,1.0637085773890715,3.7111060982028725,0.3608049535603715,0.8826852338413032,0.9942166140904312,-0.11707621082621082,0.06527450625113246,1.0,-16.37433155080214,-0.05504587155963303,-0.7082728592162555,0.5040650406504065,-0.49,-0.47,-2.51,-2.5,-1.42,-1.36,-1.28,-2.11,-0.14,-2.92,-3.03,0.0,-0.82,-0.35,0.02,-2.29,15.27,-0.63,0.057034220532319393,0.08303249097472924,0.061068702290076333,2.0663696060037524,3.0,1,1,1,1,1
2022-01-15,-0.8244945567651633,-1.103426811166265,-0.5733266596896756,-0.8641406740632196,-0.34721856050619565,1.0132096400121005,-1.2481183824467406,26.266666666666666,-0.3770434782608696,-1.4854368932038835,4.711442786069652,0.24324324324324326,-0.56,-0.54,0.59,0.68,0.08,0.06,2.34,3.98,0.41,5.43,8.27,5.74,-1.21,-1.36,0.33,2.33,-5.51,2.07,0.046762589928057555,0.0033333333333333335,0.03237410071942446,-0.4289183283255941,4.0,1,0,0,0,0
2022-01-20,-0.28744181801588026,-0.39770681954536363,-0.06215846994535519,0.4558087826570317,-0.6862060364180593,-2.144188937228092,0.7327887981330222,1.0,-1.2415169660678642,1.647887323943662,-0.8098159509202454,-3.3292682926829267,-0.96,-0.99,-1.15,-1.13,-0.97,-1.03,-0.67,-4.11,-0.23,-1.14,0.43,21.13,-1.06,-0.77,-0.38,-3.09,4.65,1.79,-0.03202846975088968,-0.017605633802816902,-0.014545454545454545,-0.02340193043161537,2.0,0,0,0,0,0
2022-01-21,-2.3354466858789626,-2.7809629219701164,-1.6901675163874728,0.49102710958381063,0.08187599364069953,-2.5893536121673004,-0.8884848484848484,-0.9634146341463414,-0.9603305785123967,-0.6595744680851063,-0.010752688172043012,-1.361256544502618,-0.89,-0.84,-1.3,-1.28,-1.1,-1.09,0.83,2.75,0.23,-2.31,-2.29,4.65,2.66,0.72,0.36,-3.25,7.3,-0.07,0.011029411764705883,0.0035842293906810036,0.0036900369003690036,-0.16269847799259565,3.0,1,1,1,1,1
2022-01-22,-4.651752745408334,-3.3081846995214717,-10.060574081891094,-3.8496798975672215,0.5091844232182219,-3.5410116199589883,24.256038647342994,11.555555555555555,-64.04166666666667,-1.0,38.47826086956522,-5.159420289855072,-1.3,-1.33,-2.72,-2.79,-1.89,-1.89,-0.66,0.36,-0.09,-2.24,-1.08,-5.56,-1.65,-0.99,0.01,-1.72,12.74,-2.03,0.0,-0.014285714285714285,-0.03676470588235294,0.7087730330601791,4.0,0,0,0,0,0
2022-01-25,-1.0240183847669073,-0.7109124687003581,-1.3465256586456709,-2.085999281092739,-2.5238558909444984,-0.9991930060524546,-1.0394988523335884,-0.831858407079646,-0.1658955717118308,1.0,-1.6307819383259912,-1.0662020905923344,0.29,0.28,0.63,0.52,0.28,0.31,-0.16,-0.93,0.28,0.2,-5.36,-4.23,-2.91,-1.49,0.26,1.31,3.64,-2.15,-0.04,-0.014492753623188406,-0.007633587786259542,-0.23246301698592747,0.0,1,0,0,0,0
2022-01-26,-13.994532531437944,0.6101331843159169,-1.5543156762570582,-1.0679354571783202,-1.0840255591054313,381.0,-5.940677966101695,1.9473684210526316,-0.35974643423137875,-1.4404761904761905,-1.7023134002618943,-9.31578947368421,-0.19,-0.2,-2.28,-2.48,-1.22,-1.24,1.5,2.24,0.03,0.0,5.8,13.53,-2.84,-2.56,0.06,-3.71,4.21,2.75,0.01893939393939394,-0.003676470588235294,0.0,-0.04324699583462357,1.0,0,0,0,0,0
2022-01-27,0.08276181259729877,0.013014807959278112,0.03310696095076401,-2.4884287454323997,-0.7110266159695817,1.513089005235602,-0.3555501102670914,-1.0,0.5767326732673267,-0.972972972972973,-0.889372280919826,-0.23417721518987342,-0.38,-0.38,0.02,0.13,-0.15,-0.17,-0.12,0.15,0.49,5.44,12.57,3.63,-0.83,-0.41,0.06,1.68,2.57,2.04,-0.022304832713754646,-0.02214022140221402,-0.011538461538461539,-0.33010550054029225,2.0,0,0,0,0,0
2022-01-28,-0.8056267972332323,-1.2953805744304232,0.23817349454161288,-1.6890343698854338,22.43421052631579,0.21197916666666666,-1.141444866920152,1.0,0.12951334379905807,13.0,0.8033707865168539,-0.5702479338842975,-0.02,-0.04,-1.4,-1.21,-0.54,-0.55,1.52,3.11,0.85,-3.72,2.75,2.5,-3.73,-3.5,0.56,-4.78,-4.6,-0.85,-0.015209125475285171,-0.01509433962264151,-0.04669260700389105,0.5540611095093004,3.0,0,0,0,0,0
2022-01-29,2.7255097960815675,-6.862942199884013,-2.0258816837315132,-2.7220902612826605,-2.8933183604716453,-1.4346082223177195,0.8978494623655914,-1.0,-2.5482974287699793,-3.2142857142857144,1.8348909657320873,-1.7307692307692308,1.65,1.62,3.13,3.19,2.43,2.44,-1.0,-0.89,0.02,-1.36,-1.34,-7.32,2.78,1.87,0.48,1.83,-9.28,0.24,-0.03474903474903475,-0.022988505747126436,0.012244897959183673,-0.3366979561546022,4.0,1,1,1,1,1
2022-02-04,1.5827743493426347,-0.12291865870948597,-3.0182053414656687,-4.969655172413793,-2.617437722419929,-3.7023731048121293,-3.895184135977337,1.0,-1.6593357271095153,27.64516129032258,-0.6978021978021978,-1.9210526315789473,-1.45,-1.47,-3.74,-4.12,-2.44,-2.36,-0.85,-1.01,-0.55,3.64,4.56,6.22,2.15,1.67,0.0,-4.58,10.23,2.28,0.04,0.023529411764705882,0.016129032258064516,0.19203816118716974,3.0,0,0,0,0,0
2022-02-05,-1.0692499480573447,-1.1161986391489043,-1.0053573881587985,-0.9120917303683114,-0.6556655665566556,-1.132821075740944,-1.4995107632093934,-0.5794871794871795,-1.2096664397549353,-1.0,-0.6618181818181819,-0.08571428571428572,-0.06,0.02,1.58,1.33,0.52,0.53,1.99,1.27,0.09,4.34,9.49,16.1,1.26,1.57,-0.1,0.6,-4.64,2.26,-0.03076923076923077,-0.019157088122605363,-0.007936507936507936,-0.4249765353491794,4.0,1,1,1,1,0
