,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-11,-8.515937731653077,-0.7493285586392122,-11.077450584913272,0.7490981963927855,-2.363295880149813,-2.559499563572883,-2.024852438645542,-1.0,-2.8073170731707315,1.3333333333333333,0.05980357769203788,-0.4019607843137255,-0.45,-0.43,0.05,0.17,-0.14,-0.12,1.1,0.63,0.27,-0.59,3.25,2.8,-1.49,-0.95,0.03,0.24,3.41,-0.85,-0.002331002331002331,-0.006928406466512702,-0.02107728337236534,0.2647977083266278,0.0,0,0,0,0,0
2022-01-13,0.8648648648648649,-0.6184460744362945,-1.8373886223440712,-4.689411764705882,1.2701612903225807,-2.190887666928515,-0.5333588957055214,-1.0,-0.9081125827814569,1.0,0.08853187489318065,7.06,0.11,0.09,0.23,0.36,0.28,0.24,-2.29,-2.12,-0.75,0.31,3.87,-3.94,2.21,1.54,-0.54,0.66,-4.29,1.75,0.00954653937947494,0.0070921985815602835,0.007177033492822967,-0.017697804801010738,2.0,1,0,0,0,0
2022-01-14,-2.0128824476650564,1.7244571021715913,-6.631062001227747,-2.176126700680272,1.343990526939017,4.676781002638522,0.04683648315529992,202.0,18.9009009009009,-1.0,-0.055738734495211176,-1.034739454094293,-0.49,-0.47,-2.51,-2.5,-1.42,-1.36,-1.28,-2.11,-0.14,-2.92,-3.03,0.0,-0.82,-0.35,0.02,-2.29,15.27,-0.63,0.0,0.0,-0.0023752969121140144,0.05781810508546107,3.0,0,0,0,0,0
2022-01-15,-1.4001300766006648,0.6313863844244088,-0.5239652603655656,0.05051965657478536,-1.1303359434200555,-0.6817336741808041,-1.3987441130298273,-1.3275862068965518,-1.1484834766862835,-1.0,-0.008147655470568673,12.428571428571429,-0.56,-0.54,0.59,0.68,0.08,0.06,2.34,3.98,0.41,5.43,8.27,5.74,-1.21,-1.36,0.33,2.33,-5.51,2.07,-0.009456264775413711,-0.009389671361502348,-0.009523809523809525,-0.1920910394878079,4.0,0,0,0,0,0
2022-01-19,-0.45443001314411746,-0.5904294781963565,-0.2083758166232393,4.770682148040638,-0.6556324110671937,-0.24127195908383367,-0.2995509163733463,-1.0,-0.19899874843554444,-1.0,0.10659015823335072,-0.5471698113207547,-1.51,-1.58,-2.6,-2.45,-1.83,-1.84,-0.58,-0.3,0.58,3.67,4.3,1.79,-1.46,-0.89,0.23,-4.44,18.76,2.08,-0.011990407673860911,-0.014354066985645933,-0.0049382716049382715,-0.20321712554768215,1.0,0,0,0,0,0
2022-01-20,-0.09759483849891788,-0.35101137164134044,-0.0018604207413061107,-1.2175553319919517,0.7532281205164992,2.684349355216882,-0.5317969156125455,-1.0,-0.0046875,-1.0,-0.14959145191703332,-3.875,-0.96,-0.99,-1.15,-1.13,-0.97,-1.03,-0.67,-4.11,-0.23,-1.14,0.43,21.13,-1.06,-0.77,-0.38,-3.09,4.65,1.79,-0.02669902912621359,-0.012135922330097087,-0.007444168734491315,-0.10309654534499876,2.0,0,0,0,0,0
2022-01-21,-0.31408661025385765,1.9432470150410917,-0.9151691837124832,9.702890173410404,-0.17103109656301146,-0.366955691671307,-0.9257957068837898,-1.0029761904761905,0.02040816326530612,-1.0,0.03473762010347376,-0.9782608695652174,-0.89,-0.84,-1.3,-1.28,-1.1,-1.09,0.83,2.75,0.23,-2.31,-2.29,4.65,2.66,0.72,0.36,-3.25,7.3,-0.07,0.0,-0.004914004914004914,-0.0025,-0.1414392763879953,3.0,1,1,0,0,0
2022-01-25,-0.10775657457514479,26.129489603024574,-1.1730117008648466,-6.201221130873374,-0.8344473007712082,-0.3144881768466456,0.1960167714884696,71.0,0.10531496062992125,-1.0,0.6861230329041488,-1.7976190476190477,0.29,0.28,0.63,0.52,0.28,0.31,-0.16,-0.93,0.28,0.2,-5.36,-4.23,-2.91,-1.49,0.26,1.31,3.64,-2.15,-0.010025062656641603,-0.004975124378109453,-0.017632241813602016,0.26383510062334775,0.0,0,0,0,0,0
2022-01-26,1.2949031708874228,0.08866668989304254,-6.601813281058564,-1.6492624917062215,14.711180124223603,-0.22067415730337078,-1.8109845165059888,-3.4583333333333335,-0.6767586821015138,-0.9740634005763689,0.10164602070252843,-67.8955223880597,-0.19,-0.2,-2.28,-2.48,-1.22,-1.24,1.5,2.24,0.03,0.0,5.8,13.53,-2.84,-2.56,0.06,-3.71,4.21,2.75,-0.005063291139240506,-0.015,-0.02564102564102564,0.7482729609361131,1.0,0,0,0,0,0
2022-01-27,0.6385070128665816,1.1417690732206862,-0.3148593674817375,-1.4874616775410738,0.8916781972721882,-0.3246828143021915,-1.6156340057636887,-1.0,7.143250688705234,-1.6111111111111112,0.8008317929759704,-0.9509147701918786,-0.38,-0.38,0.02,0.13,-0.15,-0.17,-0.12,0.15,0.49,5.44,12.57,3.63,-0.83,-0.41,0.06,1.68,2.57,2.04,-0.017811704834605598,-0.012690355329949238,-0.002631578947368421,0.005364214727528797,2.0,0,0,0,0,0
