,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-13,-3.1911368813418926,1.3709752683154457,-1.76130174291939,-7.021970233876683,-0.30561508786969566,-21.67452830188679,-0.00703125,-1.0,-1.1934032983508245,-1.0,-0.9829059829059829,-5.619047619047619,0.11,0.09,0.23,0.36,0.28,0.24,-2.29,-2.12,-0.75,0.31,3.87,-3.94,2.21,1.54,-0.54,0.66,-4.29,1.75,0.0,-0.00351288056206089,0.00718562874251497,-0.12207673893449375,2.0,1,1,1,0,0
2022-01-14,-3.2719024666855683,-0.9346585317850816,-5.341262743695224,-1.9233847240202424,1.6487654320987655,-0.9670317134382843,-1.03933910306845,-1.0,-16.7015503875969,-1.0,-17.833333333333332,-1.0309278350515463,-0.49,-0.47,-2.51,-2.5,-1.42,-1.36,-1.28,-2.11,-0.14,-2.92,-3.03,0.0,-0.82,-0.35,0.02,-2.29,15.27,-0.63,0.005917159763313609,0.008225616921269096,0.0,0.05932549539106916,3.0,0,0,0,0,0
2022-01-15,-0.08910520404342943,-42.36746987951807,-0.6629449571522742,-0.5904919704307927,-0.790957818690282,3.913494809688581,13.0,1.0,-0.9609972846210812,-1.0,-1.2376237623762376,-3.3333333333333335,-0.56,-0.54,0.59,0.68,0.08,0.06,2.34,3.98,0.41,5.43,8.27,5.74,-1.21,-1.36,0.33,2.33,-5.51,2.07,-0.010588235294117647,-0.015151515151515152,-0.005945303210463734,-0.17681509811481988,4.0,0,0,0,0,0
2022-01-19,-0.35017722439334725,-0.43155893536121676,-0.3158933384674625,-0.5,-0.3055754110078628,-0.5657546967640545,259.1578947368421,-1.0,-0.8587281263337602,-1.3775510204081634,-1.8537414965986394,0.9690721649484536,-1.51,-1.58,-2.6,-2.45,-1.83,-1.84,-0.58,-0.3,0.58,3.67,4.3,1.79,-1.46,-0.89,0.23,-4.44,18.76,2.08,-0.005980861244019139,-0.004767580452920143,-0.0036496350364963502,-0.09796750826359096,1.0,0,0,0,0,0
2022-01-20,0.4954312354312354,1.1549609810479375,0.1502849503975234,4.0375,0.6397323726196603,-0.17453528540878435,-0.44871535504754195,-1.0,0.19637462235649547,-0.8648648648648649,-0.00398406374501992,-1.068062827225131,-0.96,-0.99,-1.15,-1.13,-0.97,-1.03,-0.67,-4.11,-0.23,-1.14,0.43,21.13,-1.06,-0.77,-0.38,-3.09,4.65,1.79,-0.021660649819494584,-0.009580838323353293,-0.01098901098901099,0.42699724517906334,2.0,0,0,0,0,0
2022-01-21,-0.008822520809302615,0.5402224521469219,-0.47342345097559485,-2.2091134671779833,0.1293157564344005,-1.059386209645277,2.769908256880734,-1.1348122866894197,0.25252525252525254,-5.4,-2.736,-16.307692307692307,-0.89,-0.84,-1.3,-1.28,-1.1,-1.09,0.83,2.75,0.23,-2.31,-2.29,4.65,2.66,0.72,0.36,-3.25,7.3,-0.07,-0.00984009840098401,-0.014510278113663845,-0.012345679012345678,-0.1494773074961754,3.0,1,0,0,0,0
2022-01-22,0.5425866515694785,-0.14253925602485515,2.2210477407364384,-1.188992537313433,-0.020011117287381877,-67.30536912751678,-0.9960089555144553,-0.35443037974683544,5.9375,-1.0,-3.435483870967742,-0.1658291457286432,-1.3,-1.33,-2.72,-2.79,-1.89,-1.89,-0.66,0.36,-0.09,-2.24,-1.08,-5.56,-1.65,-0.99,0.01,-1.72,12.74,-2.03,-0.004968944099378882,-0.012269938650306749,-0.005,0.24196743075555938,4.0,0,0,0,0,0
2022-01-25,-0.4333571210113161,0.3299221465994222,-0.9821853588171655,-16.327739387956566,-0.39563244469653996,-0.6681512222278455,100.65853658536585,-2.7450980392156863,-0.2813135716361523,-1.0,-0.89120151371807,-1.1265060240963856,0.29,0.28,0.63,0.52,0.28,0.31,-0.16,-0.93,0.28,0.2,-5.36,-4.23,-2.91,-1.49,0.26,1.31,3.64,-2.15,-0.003745318352059925,0.0,-0.01256281407035176,-0.121214472289032,0.0,0,0,0,0,0
2022-01-26,1.4243819941707747,0.45782555870549685,57.12955465587044,-1.1928898048560572,2.686062881276396,0.5156321488485588,0.45153550863723607,2.3820224719101124,-0.47594015365952286,-0.5323383084577115,-7.8,-8.333333333333334,-0.19,-0.2,-2.28,-2.48,-1.22,-1.24,1.5,2.24,0.03,0.0,5.8,13.53,-2.84,-2.56,0.06,-3.71,4.21,2.75,-0.010025062656641603,-0.018633540372670808,-0.043256997455470736,0.8715224641946243,1.0,0,0,0,0,0
2022-01-27,-0.8133905248159582,-0.7929841398121023,-0.8623415517481543,-2.2974958263772955,-1.3350732017823044,-0.15214328838800564,-0.8294214876033058,-0.9933554817275747,-0.2191358024691358,-1.0,-1.6572890025575449,-0.4090909090909091,-0.38,-0.38,0.02,0.13,-0.15,-0.17,-0.12,0.15,0.49,5.44,12.57,3.63,-0.83,-0.41,0.06,1.68,2.57,2.04,-0.030379746835443037,-0.0037974683544303796,0.013297872340425532,-0.3178375431773271,2.0,1,1,1,1,0
2022-01-28,-4.7115246957766646,-7.997804074661461,1.5985327599291677,-0.41405043746783327,1.4817629179331306,0.8318300498457156,2.8963178294573644,-236.0,-0.019762845849802372,1.0,-0.29571984435797666,-1.6703296703296704,-0.02,-0.04,-1.4,-1.21,-0.54,-0.55,1.52,3.11,0.85,-3.72,2.75,2.5,-3.73,-3.5,0.56,-4.78,-4.6,-0.85,0.0195822454308094,0.029224904701397714,0.01706036745406824,0.8252564447347189,3.0,1,1,1,1,0
2022-01-29,-0.19725704489446053,-0.6327121214762643,-2.6228582554517135,-0.5691699604743083,-0.4990814451928965,-1.0141885325558795,-3.59139517532952,-1.0,-2.815524193548387,-1.0267558528428093,-0.4198895027624309,0.13114754098360656,1.65,1.62,3.13,3.19,2.43,2.44,-1.0,-0.89,0.02,-1.36,-1.34,-7.32,2.78,1.87,0.48,1.83,-9.28,0.24,0.016645326504481434,0.012345679012345678,0.007741935483870968,-0.3565258389883308,4.0,1,1,1,1,1
2022-02-09,-1.1266388783630163,-1.4648260211800304,-0.43415621836305585,-0.8119684393892816,-0.7342342342342343,-0.24677234842294493,1.008174386920981,-1.0,1.0178082191780822,1.0,-1.089179548156956,-1.4163090128755365,1.06,1.07,1.28,1.2,0.84,0.82,3.68,2.34,0.25,2.37,3.95,27.35,-0.46,0.05,-0.04,2.4,-6.21,-2.15,-0.0112079701120797,-0.002484472049689441,0.007702182284980745,-0.24504980861713613,1.0,1,1,0,0,0
2022-02-10,0.7087572311988829,-0.2224572823433686,-0.8682218552160749,-1.966757493188011,0.2847457627118644,-0.9340420915599913,-0.6227951153324288,-0.8378378378378378,0.19959266802443992,-0.9473684210526315,-1.6533333333333333,-0.8350515463917526,0.86,0.85,2.08,2.06,1.45,1.45,-1.65,-0.48,-0.15,-1.01,1.55,-1.76,1.7,0.81,-0.19,3.35,-6.9,0.34,0.012594458438287154,0.0012453300124533001,0.005095541401273885,-0.16813325208206378,2.0,1,1,1,1,0
