,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-11,-0.61665818388671,-0.6873103589803726,-0.4891588002190792,-1.241815308195981,0.3234343434343434,-0.16867363979959568,-0.2990067956089911,-0.32653061224489793,-0.8401448525607863,-0.49193548387096775,-0.23289564616447822,-1.2261904761904763,-0.45,-0.43,0.05,0.17,-0.14,-0.12,1.1,0.63,0.27,-0.59,3.25,2.8,-1.49,-0.95,0.03,0.24,3.41,-0.85,0.0029585798816568047,-0.011644832605531296,-0.02373887240356083,0.03351612818816282,0.0,0,0,0,0,0
2022-01-12,0.1385244194522545,1.798096756047253,-2.066473259334006,1.3440709617180207,-1.7559151274614562,-1.7228801015013746,-0.9217002237136466,7.151515151515151,-0.8867313915857605,-1.1111111111111112,0.4657657657657658,-6.9035087719298245,0.51,0.49,1.41,1.43,0.92,0.92,0.04,-0.79,-0.39,-0.5,-1.1,28.28,-1.07,0.02,-0.48,1.84,-5.1,3.82,-0.008849557522123894,0.014727540500736377,0.016717325227963525,-0.015219962456461431,1.0,0,0,0,0,0
2022-01-13,-1.3523426245626873,-0.23017641441471628,2.6030751034890596,3.568810993825931,1.3047253634894993,2.195699868363317,-15.952380952380953,-0.275092936802974,-41.457142857142856,17.428571428571427,-1.6416717885679164,-1.912332838038633,0.11,0.09,0.23,0.36,0.28,0.24,-2.29,-2.12,-0.75,0.31,3.87,-3.94,2.21,1.54,-0.54,0.66,-4.29,1.75,0.010416666666666666,0.023222060957910014,0.014947683109118086,0.3371163289516695,2.0,1,1,1,1,1
2022-01-14,-1.8791615289765722,-1.054036996735582,-1.2607668067226891,-0.8896251089799477,-0.9943923595899413,-1.6527529864067005,-3.3732484076433122,-1.0974358974358975,-1.1814971751412429,-0.7131782945736435,-1.1542145593869733,-1.0309446254071661,-0.49,-0.47,-2.51,-2.5,-1.42,-1.36,-1.28,-2.11,-0.14,-2.92,-3.03,0.0,-0.82,-0.35,0.02,-2.29,15.27,-0.63,0.025036818851251842,-0.0014184397163120568,0.013254786450662739,-0.3508644227018772,3.0,1,1,0,0,0
2022-01-15,1.498191481508821,-7.3632702376157875,0.17774420946626385,-8.48301737756714,-16.15625,-1.1992006731173748,-1.1583467525496511,34.63157894736842,1.4260700389105059,-9.135135135135135,-4.142857142857143,7.578947368421052,-0.56,-0.54,0.59,0.68,0.08,0.06,2.34,3.98,0.41,5.43,8.27,5.74,-1.21,-1.36,0.33,2.33,-5.51,2.07,-0.020114942528735632,-0.026988636363636364,-0.024709302325581394,-0.2747045357413371,4.0,0,0,0,0,0
2022-01-19,4.967588325652842,1.4714934130410717,-8.2920688208141,-1.0264236902050115,-1.370675453047776,200.52325581395348,-8.7012987012987,-0.9215686274509803,0.1895424836601307,1.0,3.357142857142857,1.0,-1.51,-1.58,-2.6,-2.45,-1.83,-1.84,-0.58,-0.3,0.58,3.67,4.3,1.79,-1.46,-0.89,0.23,-4.44,18.76,2.08,0.01762114537444934,0.004329004329004329,-0.011782032400589101,0.04470627559120916,1.0,0,0,0,0,0
2022-01-20,0.4291487554377204,1.1294960806270997,-0.49220233642170685,-49.91379310344828,26.017777777777777,-1.1495585944261728,-3.6239460370994943,-372.0,12.832417582417582,-25.75,-0.16229508196721312,0.37037037037037035,-0.96,-0.99,-1.15,-1.13,-0.97,-1.03,-0.67,-4.11,-0.23,-1.14,0.43,21.13,-1.06,-0.77,-0.38,-3.09,4.65,1.79,-0.047619047619047616,-0.040229885057471264,-0.022354694485842028,0.6507292166586679,2.0,0,0,0,0,0
2022-01-21,-0.6294735325372381,-0.10001893102795482,-3.418517679057117,4.1258371519210435,-1.8271097219937489,-0.3097993827160494,-0.9588688946015425,-1.1132075471698113,-0.9731876861966237,-1.1313131313131313,0.6908023483365949,-0.972972972972973,-0.89,-0.84,-1.3,-1.28,-1.1,-1.09,0.83,2.75,0.23,-2.31,-2.29,4.65,2.66,0.72,0.36,-3.25,7.3,-0.07,0.0030303030303030303,0.0074850299401197605,-0.004573170731707317,-0.07066856720600527,3.0,1,1,0,0,0
2022-01-22,-0.37069803616566205,-1.0243771327069602,-1.6760695375099575,-1.2921193783523588,-0.6921241050119332,-8.532140860816098,-41.546875,-1.005952380952381,5.214814814814815,-1.6153846153846154,-0.6099537037037037,10.333333333333334,-1.3,-1.33,-2.72,-2.79,-1.89,-1.89,-0.66,0.36,-0.09,-2.24,-1.08,-5.56,-1.65,-0.99,0.01,-1.72,12.74,-2.03,-0.0015105740181268882,0.01188707280832095,0.010719754977029096,-0.15666440725098632,4.0,0,0,0,0,0
2022-01-25,-0.9086204232967712,-24.55608820709492,-2.5856667590795674,-8.042608286252355,-4.426356589147287,-1.2866048237476808,-0.4003853564547206,-3.0,7.68176400476758,-17.25,0.3560830860534125,-0.5,0.29,0.28,0.63,0.52,0.28,0.31,-0.16,-0.93,0.28,0.2,-5.36,-4.23,-2.91,-1.49,0.26,1.31,3.64,-2.15,0.007564296520423601,-0.01908957415565345,-0.007575757575757576,-0.15873400243183644,0.0,0,0,0,0,0
