,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8,iter9,iter9,iter9,iter10,iter10,iter10
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
0,24,0.73,0.2481934729198171,0.0,0.6637659399424105,0.06386595356655593,40,0.7203174603174602,0.21351277411788325,35,0.6777777777777778,0.15375947225664496,49,0.6496783625730994,0.07039587697120712,28,0.6675213675213675,0.1754199327996533,33,0.6299999999999999,0.03304638394837615,35,0.6491702741702742,0.08538801770839892,40,0.7203174603174602,0.21351277411788325
1,23,0.6726190476190477,0.07357874828744021,1.0,0.6637659399424105,0.06386595356655593,36,0.6706926406926408,0.05576349085346354,16,0.6719775535632313,0.023795957553259847,13,0.6395989974937344,0.09024491577485633,34,0.6396095407860114,0.06234093378556098,36,0.6287577327475026,0.04197883381810354,36,0.6363636363636364,0.04705379676303882,36,0.6706926406926408,0.05576349085346354
2,16,0.6603823953823953,0.1243035741871792,,,,48,0.6641812865497075,0.13291363358724897,13,0.6714741398951924,0.03271235139497405,47,0.6324561403508772,0.03260397814043121,38,0.6345206264323912,0.04570121040279062,8,0.6224503714529289,0.09206519738543362,39,0.6347186147186147,0.06356676701945206,48,0.6641812865497075,0.13291363358724897
3,30,0.6332137161084529,0.07137521931840077,,,,13,0.6435449735449735,0.06189969680359265,43,0.6666666666666666,0.36514837167011077,6,0.6252259436469962,0.03393133355937127,24,0.6329205366357069,0.05652133181886905,48,0.622192513368984,0.017722856177880376,38,0.6322222222222222,0.04394159985174483,13,0.6435449735449735,0.06189969680359265
4,39,0.6331986021641194,0.08041919027151924,,,,38,0.6361538461538461,0.1058275674398843,24,0.6599633699633699,0.0937332219195062,44,0.6180346320346322,0.03661324965141095,19,0.6318301182821308,0.037655898257951,37,0.6220898641588296,0.03666598621868818,13,0.62551247771836,0.0810406125908791,38,0.6361538461538461,0.1058275674398843
5,6,0.6237859140605136,0.03387223953458051,,,,35,0.6315384615384615,0.07250382564891185,14,0.6466666666666667,0.11125546178852426,46,0.6158717610891523,0.03417742281528517,3,0.6309649122807017,0.03952199772397098,28,0.6215593617332748,0.0395467191788851,17,0.6234248366013071,0.04440493437980232,35,0.6315384615384615,0.07250382564891185
6,22,0.6233766233766234,0.137578666553576,,,,39,0.6306041181041181,0.09728605349968501,6,0.6349016480595429,0.03590682001769384,41,0.614975845410628,0.05308736953745372,26,0.629109440267335,0.04543263989140577,31,0.6190144927536232,0.054416721548812386,6,0.6226399606437557,0.03646276589730271,39,0.6306041181041181,0.09728605349968501
7,12,0.6217505720823799,0.019894271485088006,,,,43,0.6299145299145299,0.18943919527838354,29,0.6267959919561751,0.056600015930988005,21,0.6147435897435898,0.030902489213317796,39,0.6255901136094815,0.04200852080591413,49,0.6183333333333334,0.18681541692269407,8,0.6200788299509528,0.0891351455976941,43,0.6299145299145299,0.18943919527838354
8,32,0.616931216931217,0.03334382970709645,,,,6,0.6269438087973558,0.03960867250738427,3,0.6235953520164046,0.06168806834464627,26,0.6116937363711556,0.032481643982521714,43,0.6228969860548806,0.047276205415501635,2,0.6175213675213674,0.03904215126720896,49,0.6184285580260813,0.09708949904046459,6,0.6269438087973558,0.03960867250738427
9,43,0.6166666666666666,0.33166247903554,,,,19,0.6239932328033014,0.049841121362180975,33,0.622765246449457,0.06352340468822205,17,0.6110144927536232,0.053678780427455254,6,0.6224774056353004,0.02321469239045114,6,0.6174091914129864,0.028963819257533004,2,0.6174718196457327,0.03619120994818414,19,0.6239932328033014,0.049841121362180975
10,44,0.6151349815288434,0.05765874249270567,,,,20,0.621025641025641,0.11831254604523016,27,0.6224462283353117,0.05052104783863121,15,0.6100108724877328,0.06597679304758779,13,0.6217813635917084,0.04812949781096478,18,0.6173302822273073,0.05386870909999557,40,0.6171195471195472,0.03944248924330155,20,0.621025641025641,0.11831254604523016
11,3,0.6150239234449761,0.06139294094939407,,,,30,0.615902192853191,0.019997070896464506,22,0.6203631493954074,0.03737781198903304,42,0.6100000000000001,0.04873713822102511,33,0.621532151880716,0.04282260855943816,13,0.6153609665188612,0.05777655749044484,41,0.6170452324445066,0.05105415440228391,30,0.615902192853191,0.019997070896464506
12,48,0.614484930274404,0.06374635663016916,,,,3,0.6150239234449761,0.06139294094939407,48,0.6148989898989898,0.03831399813137407,29,0.6092764629830834,0.055733918834907234,11,0.6205168744299179,0.042482367309974185,26,0.6133460925039873,0.05653075560273966,32,0.614887286626417,0.06495980151385725,3,0.6150239234449761,0.06139294094939407
13,38,0.6097027699968877,0.03608538611455694,,,,16,0.6141891441891442,0.02860037174470482,9,0.6123520923520924,0.06891171801969975,22,0.6085598611914401,0.06231200616939896,49,0.6114285714285714,0.028706032139241004,35,0.6131481481481482,0.012345061712962204,46,0.6139881476265915,0.05066050619917144,16,0.6141891441891442,0.02860037174470482
14,21,0.6031216931216932,0.042616543267669005,,,,33,0.612125313283208,0.037275052835437354,18,0.6105288583778286,0.07577382825881623,16,0.6084057971014493,0.06101018952775822,17,0.6076556776556776,0.05292253132337344,22,0.6116097506802154,0.032648035386841696,5,0.6129304029304029,0.0643611320967314,33,0.612125313283208,0.037275052835437354
15,9,0.6028282828282828,0.05630314265717479,,,,22,0.6111096707285455,0.04860039900808422,42,0.608245962488841,0.029226401052729903,39,0.6076036866359447,0.04026248172867367,25,0.6059210526315789,0.0799930744924772,3,0.6113108412055781,0.0401496628365972,26,0.6108152734778123,0.08984780310960405,22,0.6111096707285455,0.04860039900808422
16,19,0.6012091880327117,0.02886400447309177,,,,29,0.60883295194508,0.04119504869756923,44,0.607170868347339,0.07786159585121731,36,0.6066886727576383,0.05357907672310462,44,0.6057179487179487,0.037519366027259055,5,0.6102319902319902,0.0634614559455293,37,0.6105179951676059,0.0325608943145223,29,0.60883295194508,0.04119504869756923
17,27,0.6011742424242424,0.042413486190545906,,,,25,0.6080570409982176,0.08428869096553868,37,0.6068713450292397,0.07725664130390346,20,0.6029306775183836,0.06315377161608851,29,0.6030969030969031,0.034799952809339,40,0.6099225173940543,0.04221069139124985,19,0.6100154231733179,0.06500909004288749,25,0.6080570409982176,0.08428869096553868
18,13,0.5993881288653258,0.030681044174254435,,,,15,0.6071692272236737,0.056208494759242514,25,0.5988095238095238,0.039411774660111566,9,0.6028282828282828,0.05630314265717479,36,0.6022690826683568,0.05696043549229432,7,0.6008354461922754,0.054950861490922896,42,0.607907647907648,0.028976266639589993,15,0.6071692272236737,0.056208494759242514
19,45,0.5992988121323954,0.024772820286713498,,,,27,0.6052362428842505,0.04681001591951101,12,0.5961904761904762,0.08652526402844861,12,0.6023216313920962,0.044021148085301845,23,0.6005439488048183,0.0691404678927604,15,0.5981106612685559,0.08239482558547334,30,0.6073015873015872,0.07643874893089521,27,0.6052362428842505,0.04681001591951101
20,35,0.599179292929293,0.044726385629427934,,,,21,0.6049380102948394,0.05791002191197437,46,0.5947349854484523,0.05176215293842682,3,0.6019913419913421,0.05143078689821883,16,0.5968780926675664,0.06834983989218539,11,0.5976190476190476,0.038970597673030336,7,0.6008354461922754,0.054950861490922896,21,0.6049380102948394,0.05791002191197437
21,26,0.5955918285659665,0.04708051355034697,,,,24,0.6044973544973545,0.044154937030967796,20,0.5935714285714286,0.049507781289038454,45,0.6010191421481743,0.05190769246813336,18,0.5933511586452763,0.03264697974581448,10,0.5957282287604868,0.06609956030349369,21,0.6005375017139722,0.04215631665643885,24,0.6044973544973545,0.044154937030967796
22,29,0.594288451012589,0.04152537656834856,,,,9,0.6028282828282828,0.05630314265717479,17,0.5918544714883388,0.07064309288769964,19,0.6004177109440267,0.03241088096707996,15,0.5931746031746032,0.039118531557458716,32,0.5955306018068991,0.030361429264510985,43,0.6003772873042822,0.05219308319080261,9,0.6028282828282828,0.05630314265717479
23,17,0.5937201907790144,0.04374054864789334,,,,12,0.5969871794871795,0.058263412589277024,19,0.5916194916194916,0.08386118550694259,23,0.5954615754615753,0.022904445668654343,7,0.5910869126840088,0.04615975505974908,0,0.5944372294372293,0.037656590097339376,44,0.6000234441602729,0.08559444402606381,12,0.5969871794871795,0.058263412589277024
24,28,0.5916608362485424,0.04747060982956503,,,,26,0.5934482758620689,0.04765833835705708,7,0.5910869126840088,0.04615975505974908,7,0.5910869126840088,0.04615975505974908,42,0.5892406692406693,0.04937830644217617,44,0.593672416334955,0.0842326408245427,20,0.5972046484497688,0.05951321415645963,26,0.5934482758620689,0.04765833835705708
25,47,0.5912310187232788,0.050098563163385616,,,,46,0.5932560903149138,0.045141270514308905,0,0.5896239071960634,0.024543183059901188,14,0.5899341376697558,0.039234481861331987,22,0.5882627791795161,0.050283899070623625,20,0.5931623931623932,0.02601999152750132,48,0.5957046040651297,0.04503184083805334,46,0.5932560903149138,0.045141270514308905
26,7,0.5910869126840088,0.04615975505974908,,,,11,0.5931944444444444,0.02518603620566534,23,0.5863131313131313,0.03251772295052584,37,0.5895344129554656,0.08348010699425133,0,0.5881953357674921,0.02367439455007917,46,0.5912848725348725,0.04418027098272648,27,0.5935011655011655,0.06171736092434774,11,0.5931944444444444,0.02518603620566534
