,date,nvda,open,high,low,volume,nvda_cr
117,2022-06-14,15.811418533325195,15.706581027600341,16.041061051837058,15.388075961207294,469680000,1.21%
118,2022-06-15,16.501344680786133,16.070014185322673,16.841814932140252,15.901276860613777,563936000,4.36%
119,2022-06-16,15.5767822265625,15.835380002777606,15.917253444550337,15.37709287922616,545749000,-5.60%
120,2022-06-17,15.85534954071045,15.62370932462703,15.970170797325055,15.304206366327632,630334000,1.79%
121,2022-06-21,16.540285110473633,16.44942676298862,16.98159844424935,16.381531524997932,483089000,4.32%
122,2022-06-22,16.334604263305664,16.200811500397187,16.63613550115512,16.154883380504458,437135000,-1.24%
123,2022-06-23,16.199813842773438,16.493356178297404,16.559253709347978,15.828390615966093,463680000,-0.83%
124,2022-06-24,17.099414825439453,16.47438711137464,17.113393032351116,16.2846815144393,472153000,5.55%
125,2022-06-27,16.842817306518555,17.28513052368087,17.303102235686215,16.600194433475785,427968000,-1.50%
126,2022-06-28,15.957191467285156,16.873765723191674,17.175296973833603,15.920248247332506,461149000,-5.26%
127,2022-06-29,15.51787281036377,15.789450876778472,15.795441128330172,15.146450552730412,482352000,-2.75%
128,2022-06-30,15.135469436645508,15.337155541620188,15.542836100215856,14.838930531324044,686070000,-2.46%
129,2022-07-01,14.500455856323242,14.875872599017027,15.039617581640591,14.369659640512438,577610000,-4.20%
130,2022-07-05,14.940771102905273,14.15299631092678,14.947760206321728,14.033182701418724,651397000,3.04%
131,2022-07-06,15.106513023376465,14.986699419920392,15.29521975828279,14.766041819442789,529066000,1.11%
132,2022-07-07,15.833382606506348,15.432007177555999,15.92024744525078,15.365110796634003,492903000,4.81%
133,2022-07-08,15.813416481018066,15.406049788102415,16.012107950332496,15.365113062847506,467972000,-0.13%
134,2022-07-11,15.1284818649292,15.501900947599497,15.502899799154374,15.014658492987547,437321000,-4.33%
135,2022-07-12,15.058589935302734,15.244301101988894,15.407048204753346,14.853908206543673,458483000,-0.46%
136,2022-07-13,15.140461921691895,14.567353481526045,15.351134848256727,14.442547507149973,521918000,0.54%
137,2022-07-14,15.348138809204102,15.084548659761676,15.44898186604473,14.705138394189763,456235000,1.37%
138,2022-07-15,15.737531661987305,15.634691868193833,15.757500119489807,15.42102337409571,385935000,2.54%
139,2022-07-18,16.07600975036621,16.276697995053787,16.87077382032313,15.977164381591052,670517000,2.15%
140,2022-07-19,16.965620040893555,16.460405101540026,17.08343687318292,16.146893417699648,702366000,5.53%
141,2022-07-20,17.77935791015625,16.920694158582595,17.90516367987839,16.774920881624166,760538000,4.80%
142,2022-07-21,18.021982192993164,17.857239294768945,18.11583614993519,17.517766887314608,557049000,1.36%
143,2022-07-22,17.292116165161133,17.865224557589684,17.93910909409701,17.110397569443286,536671000,-4.05%
144,2022-07-25,16.997573852539062,16.992580547570068,17.097419003652497,16.623155964154584,480748000,-1.70%
145,2022-07-26,16.507339477539062,16.86278591155121,16.892740033046326,16.452424540325435,397865000,-2.88%
146,2022-07-27,17.76238441467285,17.005559778739524,17.908157678578863,16.886745027673552,569776000,7.60%
147,2022-07-28,17.956083297729492,17.947098395523145,18.11184128131467,17.412929010303365,474646000,1.09%
148,2022-07-29,18.134807586669922,17.785350474084527,18.21568123422587,17.66453800022714,435460000,1.00%
149,2022-08-01,18.41237449645996,18.153775758484443,18.816746510993376,17.9620743588274,476469000,1.53%
150,2022-08-02,18.497241973876953,18.093869755691863,18.90860309946713,18.06391563779565,489527000,0.46%
151,2022-08-03,18.863672256469727,18.15577319490234,18.938556596561604,18.108845268842018,418146000,1.98%
152,2022-08-04,19.185176849365234,18.819745689269663,19.244085291616933,18.730883123972124,409652000,1.70%
153,2022-08-05,18.959524154663086,18.780801158866524,19.199151379943174,18.63702558545363,386068000,-1.18%
154,2022-08-08,17.765378952026367,17.474832214042483,18.2106876713627,17.215235587063688,981859000,-6.30%
155,2022-08-09,17.05947494506836,17.225217600745857,17.41991456445857,16.698037426611428,668263000,-3.97%
156,2022-08-10,18.06890869140625,17.67052787955639,18.089876002325298,17.290118776438867,597422000,5.92%
157,2022-08-11,17.914148330688477,18.10285603043002,18.677962127300052,17.848250796763534,509327000,-0.86%
158,2022-08-12,18.679956436157227,18.131808897875185,18.68894324186174,17.925129506160957,478094000,4.27%
159,2022-08-15,19.002456665039062,18.67197109315223,19.134251734089823,18.584108348581022,457666000,1.73%
160,2022-08-16,18.849693298339844,18.8906300185085,19.112285523433606,18.472279819564992,451240000,-0.80%
161,2022-08-17,18.306537628173828,18.49424742554819,18.65899030543156,18.11683393671878,446799000,-2.88%
162,2022-08-18,18.74386215209961,18.272594646326187,18.835718409468257,18.15477776988283,415447000,2.39%
163,2022-08-19,17.821292877197266,18.377427421122775,18.49125077215721,17.742415041253963,441588000,-4.92%
164,2022-08-22,17.007558822631836,17.462850357349936,17.530745594391743,16.93966358559003,409593000,-4.57%
165,2022-08-23,17.15433120727539,16.962629795617797,17.43789077526951,16.94365828212294,369986000,0.86%
166,2022-08-24,17.195266723632812,16.98559171254238,17.378981119005086,16.868774654974345,522661000,0.24%
167,2022-08-25,17.885194778442383,16.817853882408595,17.919142398294323,16.80687127701837,770691000,4.01%
168,2022-08-26,16.23476219177246,17.829283522466564,17.89617896439729,16.211797175282506,769127000,-9.23%
169,2022-08-29,15.776472091674805,15.995132957792901,16.312638221113218,15.742525425220169,496132000,-2.82%
170,2022-08-30,15.443991661071777,15.935227627019371,16.014104526783086,15.158435326331992,530181000,-2.11%
171,2022-08-31,15.070569038391113,15.360118825458853,15.515876799554972,14.93577837401633,573710000,-2.42%
172,2022-09-01,13.915367126464844,14.186944285529073,14.3576793375617,13.249402633212377,1178865000,-7.67%
173,2022-09-02,13.62581729888916,14.07811421619894,14.149003156104582,13.569903514231424,743157000,-2.08%
174,2022-09-06,13.444098472595215,13.709685355906469,13.757611180820414,13.330275114521564,535751000,-1.33%
175,2022-09-07,13.696781158447266,13.545970723388965,13.820626019078334,13.329243169761526,512657000,1.88%
176,2022-09-08,13.972433090209961,13.442099708429629,13.990411090298151,13.352213517895981,624873000,2.01%
177,2022-09-09,14.368936538696289,14.139224819065335,14.455827199487729,14.108264556321975,486612000,2.84%
178,2022-09-12,14.48678970336914,14.350960765620393,14.528736791278869,14.180174968803186,484159000,0.82%
179,2022-09-13,13.114513397216797,13.784671426649664,13.904520650543393,13.082553985169255,714956000,-9.47%
180,2022-09-14,13.111515998840332,13.23735723747835,13.273312285293565,12.896785812619402,588507000,-0.02%
181,2022-09-15,12.912766456604004,12.99865891833725,13.216384660038566,12.77394104372565,523625000,-1.52%
182,2022-09-16,13.181428909301758,12.726001122679447,13.195411270329165,12.601158069233653,670751000,2.08%
183,2022-09-19,13.36519718170166,12.995661877637879,13.44609580364354,12.993664533666465,569685000,1.39%
184,2022-09-20,13.159456253051758,13.198407796353832,13.4660709531129,13.040606184015623,524818000,-1.54%
185,2022-09-21,13.244349479675293,13.196410364553508,14.013383142940281,13.09353904887106,807679000,0.65%
186,2022-09-22,12.545228004455566,13.053588717680212,13.132489995982901,12.412395581267017,759162000,-5.28%
187,2022-09-23,12.500285148620605,12.404405964748552,12.595166136683892,12.241610515089357,663309000,-0.36%
188,2022-09-26,12.212646484375,12.475316755127498,12.643106039060946,12.198664123420288,547343000,-2.30%
189,2022-09-27,12.397414207458496,12.491296042868766,12.720008599389836,12.24260909385547,553854000,1.51%
190,2022-09-28,12.720008850097656,12.394417959508273,12.806899506976707,12.338488516455438,542414000,2.60%
191,2022-09-29,12.204656600952148,12.432370007378605,12.48430476090285,11.93100047295723,532763000,-4.05%
192,2022-09-30,12.123760223388672,12.07182546024774,12.617140473227513,12.059840441640063,565638000,-0.66%
193,2022-10-03,12.496291160583496,12.331498357596713,12.662083111911944,12.089801611564782,547478000,3.07%
194,2022-10-04,13.150467872619629,12.862829366915662,13.203401777565151,12.862829366915662,584182000,5.23%
195,2022-10-05,13.192414283752441,12.894789072692479,13.304274120258059,12.605153237647787,507131000,0.32%
196,2022-10-06,13.11351490020752,13.203402054182803,13.638854510072967,13.086548373024156,644157000,-0.60%
197,2022-10-07,12.060837745666504,12.48929899981872,12.654091789877265,12.006905646417971,672478000,-8.03%
198,2022-10-10,11.65534782409668,12.021886664391426,12.108777324986262,11.393676694010551,698699000,-3.36%
199,2022-10-11,11.571451187133789,11.546482009689733,11.831123965214879,11.268831233353577,667482000,-0.72%
200,2022-10-12,11.48556137084961,11.564462656173577,11.720265977710053,11.330756245153442,492590000,-0.74%
201,2022-10-13,11.944982528686523,10.957224041163421,12.062834393103017,10.79942244062999,850103000,4.00%
202,2022-10-14,11.212902069091797,12.041859730605278,12.095791821712067,11.189931187273059,713432000,-6.13%
203,2022-10-17,11.87307071685791,11.5035354730447,11.932995788614214,11.50253727746017,580774000,5.89%
204,2022-10-18,11.951976776123047,12.328503349966546,12.476317316287407,11.603414929490759,659362000,0.66%
205,2022-10-19,12.035869598388672,11.864085613152273,12.334494942688758,11.819142034502585,523131000,0.70%
206,2022-10-20,12.178688049316406,12.097789434617974,12.752965822422196,12.08979910697089,652398000,1.19%
207,2022-10-21,12.450346946716309,12.082808987293975,12.482307307631256,11.872074435302578,609494000,2.23%
208,2022-10-24,12.58318042755127,12.492295085152598,12.694041114749616,12.048852336359209,517457000,1.07%
209,2022-10-25,13.244349479675293,12.678061955431058,13.283301022718456,12.648098936943423,505482000,5.25%
210,2022-10-26,12.879806518554688,12.852840947976517,13.371188345254836,12.692042862759553,532953000,-2.75%
211,2022-10-27,13.159456253051758,13.612886696752097,13.820625721091393,13.105524152883197,583113000,2.17%
212,2022-10-28,13.816630363464355,13.087547371735592,13.832611021415424,13.04460113938634,521040000,4.99%
213,2022-10-31,13.48005199432373,13.76069928886386,13.820624367893192,13.280303318353992,486341000,-2.44%
214,2022-11-01,13.525997161865234,13.79366034086405,13.907517535389529,13.502027125914925,432817000,0.34%
215,2022-11-02,13.20240306854248,13.832611349969781,14.192159017824103,13.194413691854113,672628000,-2.39%
216,2022-11-03,13.404149055480957,13.026624339335722,13.763697674159971,12.939733677148814,500065000,1.53%
217,2022-11-04,14.138223648071289,13.968437050479007,14.211131932127538,13.679799453581435,612576000,5.48%
218,2022-11-07,14.28304386138916,14.210135563074418,14.39390455505636,13.93648037167957,410061000,1.02%
219,2022-11-08,14.583666801452637,14.782416354106235,14.872303507657966,14.198150808496923,595292000,2.10%
220,2022-11-09,13.75870418548584,14.144219240509747,14.193158459885122,13.741725330956239,454414000,-5.66%
221,2022-11-10,15.730225563049316,14.78141849736078,15.753196449879484,14.528735884798065,700819000,14.33%
222,2022-11-11,16.306503295898438,15.787156581766027,16.368425737488906,15.462564766373632,655487000,3.66%
223,2022-11-14,16.274538040161133,16.197635066244544,16.519231225758354,15.9020062807447,527852000,-0.20%
224,2022-11-15,16.64507484436035,16.70100428796189,16.976656817848582,16.361431033277864,545876000,2.28%
225,2022-11-16,15.890024185180664,16.14170859646812,16.34145634523152,15.853070937382359,649547000,-4.54%
226,2022-11-17,15.657318115234375,15.695270514228033,16.24557934715907,15.515496193200601,710894000,-1.46%
227,2022-11-18,15.389652252197266,15.945952068716577,15.981908069637043,15.101014621390979,492072000,-1.71%
228,2022-11-21,15.297769546508789,15.127982909179686,15.457568510471011,15.06106664059395,404739000,-0.60%
229,2022-11-22,16.017864227294922,15.308755601738653,16.037839574271395,15.103013909275052,472866000,4.71%
230,2022-11-23,16.498258590698242,16.07778765170836,16.506249872107517,16.02785119143118,427241000,3.00%
231,2022-11-25,16.249568939208984,16.29750899710752,16.46629549039378,16.1516924322223,167934000,-1.51%
232,2022-11-28,15.807126998901367,16.005876536577063,16.336462207153392,15.7052557881983,303741000,-2.72%
233,2022-11-29,15.619361877441406,15.8071255294929,15.911994175144146,15.500511825177009,298384000,-1.19%
234,2022-11-30,16.906078338623047,15.681303480898846,16.913071308550972,15.581404046602852,565298000,8.24%
235,2022-12-01,17.117862701416016,16.98199904158871,17.247731843848307,16.618362775160893,470977000,1.25%
236,2022-12-02,16.85912322998047,16.64234117792431,16.916067342010866,16.428554479527566,371389000,-1.51%
237,2022-12-05,16.593387603759766,16.66231883516899,16.978002762737614,16.455525140941326,352255000,-1.58%
238,2022-12-06,15.971012115478516,16.513469290675516,16.556425555356533,15.803179908628083,352694000,-3.75%
239,2022-12-07,16.103879928588867,15.75622742232806,16.169813909620327,15.651331932839504,372388000,0.83%
240,2022-12-08,17.151832580566406,16.256728622158576,17.16182280977595,15.943041522391448,515456000,6.51%
241,2022-12-09,16.98399543762207,17.14283680576932,17.565414066145607,16.958022372086035,465338000,-0.98%
242,2022-12-12,17.51746368408203,17.019962525032387,17.52046094302297,16.78020276960981,457328000,3.14%
243,2022-12-13,18.053926467895508,18.512467050361487,18.77120879861469,17.69328744757466,656589000,3.06%
244,2022-12-14,17.656322479248047,17.96900914629274,18.233745392403016,17.40257681640619,496888000,-2.20%
245,2022-12-15,16.935047149658203,17.128853387661163,17.302679168965806,16.683300254847847,478542000,-4.09%
246,2022-12-16,16.55443000793457,16.84713821460191,17.02396128021654,16.393591691050435,478232000,-2.25%
247,2022-12-19,16.237747192382812,16.555430014041114,16.59239176744511,16.128856929377445,354039000,-1.91%
248,2022-12-20,16.06891441345215,16.04793550448502,16.29368979912943,15.83614855958652,403260000,-1.04%
249,2022-12-21,16.484495162963867,16.097883108965103,16.610370494528894,16.085894074796574,325025000,2.59%
250,2022-12-22,15.323659896850586,16.07790496925897,16.12186159180077,14.867117143254697,565045000,-7.04%
251,2022-12-23,15.19079303741455,15.180802809610176,15.323659446874593,14.868116110553647,349326000,-0.87%
252,2022-12-27,14.106878280639648,15.058925281140848,15.084899302148365,14.041942751760569,464902000,-7.14%
253,2022-12-28,14.021963119506836,13.913071922510106,14.247736933600988,13.87011470494691,351066000,-0.60%
254,2022-12-29,14.588396072387695,14.387597820165574,14.668315992800219,14.212772636992952,354923000,4.04%
255,2022-12-30,14.599384307861328,14.319663660456738,14.614368696054798,14.218764842042592,310490000,0.08%
256,2023-01-03,14.300683975219727,14.836148204062967,14.981003655234762,14.081903121676092,401277000,-2.05%
257,2023-01-04,14.734249114990234,14.552431925929696,14.838145196007998,14.226757745256368,431324000,3.03%
258,2023-01-05,14.250734329223633,14.476508145483907,14.549435094565505,14.13385075828424,389168000,-3.28%
259,2023-01-06,14.84414005279541,14.45952485401676,14.994989063943777,14.01996530735585,405044000,4.16%
260,2023-01-09,15.612370491027832,15.268714667138873,16.03994193956856,15.125857081198152,504231000,5.18%
261,2023-01-10,15.893091201782227,15.491492779879401,15.946037698097602,15.456527932742713,384101000,1.80%
262,2023-01-11,15.98499584197998,15.824157569436228,16.01196926439592,15.547434187787319,353285000,0.58%
263,2023-01-12,16.494489669799805,16.08390134636081,16.620363128586988,15.476508555353488,551409000,3.19%
264,2023-01-13,16.882102966308594,16.261723610585914,16.905080685202577,16.148837635119033,447287000,2.35%
265,2023-01-17,17.68429946899414,16.882102890181493,17.71027444723034,16.882102890181493,511102000,4.75%
266,2023-01-18,17.359622955322266,17.64933195026429,17.8551253151724,17.264716740500983,439624000,-1.84%
267,2023-01-19,16.74823570251465,17.01896463226559,17.179804849106613,16.714271208962963,452932000,-3.52%
268,2023-01-20,17.821165084838867,16.99399190647013,17.838148286229295,16.808178953481185,564967000,6.41%
269,2023-01-23,19.173803329467773,18.04593097619486,19.225751363106124,17.800178649214242,655163000,7.59%
270,2023-01-24,19.24573516845703,18.808173425147835,19.47550662588318,18.80118045535214,496204000,0.38%
271,2023-01-25,19.303674697875977,18.894084898187952,19.350628576512324,18.561417754150824,449537000,0.30%
272,2023-01-26,19.782196044921875,19.681297222805807,20.14583232825715,19.258719930188406,489535000,2.48%
273,2023-01-27,20.344635009765625,19.442538121142203,20.607372500637613,19.38559591313847,542142000,2.84%
274,2023-01-30,19.142837524414062,19.93004958460622,20.11985820147362,19.13084848856238,488611000,-5.91%
275,2023-01-31,19.5174617767334,19.150828232771158,19.667311381220713,18.931048939885837,498017000,1.96%
