,date,bond_usa_2,open,high,low,bond_usa_2_cr
433,2021-06-10,0.1469,0.157,0.165,0.145,-6.25%
434,2021-06-11,0.149,0.149,0.153,0.145,1.43%
435,2021-06-13,0.1509,0.1509,0.1509,0.1509,1.28%
436,2021-06-14,0.161,0.153,0.163,0.151,6.69%
437,2021-06-15,0.165,0.161,0.167,0.157,2.48%
438,2021-06-16,0.2072,0.167,0.213,0.159,25.58%
439,2021-06-17,0.2133,0.215,0.217,0.199,2.94%
440,2021-06-18,0.2521,0.217,0.284,0.208,18.19%
441,2021-06-20,0.2642,0.2642,0.2642,0.2642,4.80%
442,2021-06-21,0.2563,0.266,0.279,0.248,-2.99%
443,2021-06-22,0.2301,0.258,0.258,0.228,-10.22%
444,2021-06-23,0.2641,0.244,0.27,0.241,14.78%
445,2021-06-24,0.27,0.262,0.274,0.254,2.23%
446,2021-06-25,0.2681,0.272,0.274,0.258,-0.70%
447,2021-06-27,0.2681,0.2661,0.2681,0.2661,0.00%
448,2021-06-28,0.2563,0.266,0.266,0.254,-4.40%
449,2021-06-29,0.2524,0.256,0.262,0.25,-1.52%
450,2021-06-30,0.2525,0.254,0.255,0.245,0.04%
451,2021-07-01,0.2547,0.252,0.257,0.251,0.87%
452,2021-07-02,0.2376,0.259,0.269,0.236,-6.71%
453,2021-07-05,0.2336,0.2336,0.2336,0.2336,-1.68%
454,2021-07-06,0.2199,0.234,0.242,0.216,-5.86%
455,2021-07-07,0.2181,0.22,0.228,0.214,-0.82%
456,2021-07-08,0.1963,0.216,0.22,0.19,-10.00%
457,2021-07-09,0.2146,0.2,0.217,0.198,9.32%
458,2021-07-11,0.2166,0.2146,0.2166,0.2146,0.93%
459,2021-07-12,0.2267,0.215,0.237,0.205,4.66%
460,2021-07-13,0.2548,0.229,0.267,0.227,12.40%
461,2021-07-14,0.225,0.255,0.259,0.223,-11.70%
462,2021-07-15,0.2271,0.227,0.233,0.217,0.93%
463,2021-07-16,0.2275,0.227,0.246,0.221,0.18%
464,2021-07-18,0.2195,0.2215,0.2215,0.2195,-3.52%
465,2021-07-19,0.2176,0.221,0.224,0.189,-0.87%
466,2021-07-20,0.2016,0.218,0.22,0.188,-7.35%
467,2021-07-21,0.2098,0.202,0.21,0.196,4.07%
468,2021-07-22,0.2018,0.216,0.222,0.198,-3.81%
469,2021-07-23,0.2001,0.22,0.22,0.194,-0.84%
470,2021-07-25,0.2021,0.2021,0.2021,0.2021,1.00%
471,2021-07-26,0.1961,0.2,0.204,0.192,-2.97%
472,2021-07-27,0.2075,0.213,0.215,0.2,5.81%
473,2021-07-28,0.2035,0.207,0.229,0.2,-1.93%
474,2021-07-29,0.2035,0.201,0.217,0.2,0.00%
475,2021-07-30,0.1878,0.206,0.206,0.188,-7.71%
476,2021-08-02,0.1742,0.184,0.186,0.17,-7.24%
477,2021-08-03,0.1722,0.178,0.182,0.168,-1.15%
478,2021-08-04,0.1822,0.174,0.194,0.161,5.81%
479,2021-08-05,0.202,0.184,0.208,0.182,10.87%
480,2021-08-06,0.2122,0.202,0.226,0.202,5.05%
481,2021-08-09,0.2223,0.208,0.222,0.198,4.76%
482,2021-08-10,0.2384,0.222,0.24,0.218,7.24%
483,2021-08-11,0.2206,0.242,0.247,0.215,-7.47%
484,2021-08-12,0.2247,0.221,0.229,0.217,1.86%
485,2021-08-13,0.2091,0.227,0.229,0.209,-6.94%
486,2021-08-15,0.2111,0.2111,0.2111,0.2111,0.96%
487,2021-08-16,0.2132,0.209,0.213,0.197,0.99%
488,2021-08-17,0.2173,0.209,0.217,0.199,1.92%
489,2021-08-18,0.2175,0.215,0.234,0.211,0.09%
490,2021-08-19,0.2216,0.22,0.224,0.204,1.89%
491,2021-08-20,0.2261,0.22,0.228,0.214,2.03%
492,2021-08-22,0.2261,0.2261,0.2261,0.2261,0.00%
493,2021-08-23,0.2262,0.228,0.236,0.224,0.04%
494,2021-08-24,0.2243,0.228,0.236,0.224,-0.84%
495,2021-08-25,0.2406,0.248,0.25,0.241,7.27%
496,2021-08-26,0.2426,0.243,0.248,0.233,0.83%
497,2021-08-27,0.219,0.243,0.247,0.215,-9.73%
498,2021-08-29,0.219,0.219,0.219,0.219,0.00%
499,2021-08-30,0.2033,0.217,0.219,0.201,-7.17%
500,2021-08-31,0.2113,0.201,0.211,0.197,3.94%
501,2021-09-01,0.2114,0.213,0.217,0.204,0.05%
502,2021-09-02,0.2096,0.213,0.213,0.206,-0.85%
503,2021-09-03,0.2081,0.208,0.212,0.196,-0.72%
504,2021-09-06,0.2041,0.2041,0.2041,0.2041,-1.92%
505,2021-09-07,0.222,0.204,0.222,0.204,8.77%
506,2021-09-08,0.2182,0.222,0.222,0.214,-1.71%
507,2021-09-09,0.2144,0.216,0.222,0.212,-1.74%
508,2021-09-10,0.2147,0.214,0.223,0.212,0.14%
509,2021-09-12,0.2167,0.2167,0.2167,0.2167,0.93%
510,2021-09-13,0.2129,0.219,0.223,0.211,-1.75%
511,2021-09-14,0.209,0.215,0.221,0.203,-1.83%
512,2021-09-15,0.2131,0.211,0.215,0.207,1.96%
513,2021-09-16,0.2213,0.213,0.223,0.211,3.85%
514,2021-09-17,0.2257,0.221,0.232,0.219,1.99%
515,2021-09-19,0.2257,0.2257,0.2257,0.2257,0.00%
516,2021-09-20,0.2158,0.226,0.234,0.214,-4.39%
517,2021-09-21,0.2179,0.216,0.222,0.208,0.97%
518,2021-09-22,0.2403,0.218,0.246,0.216,10.28%
519,2021-09-23,0.2608,0.241,0.263,0.241,8.53%
520,2021-09-24,0.2715,0.265,0.276,0.253,4.10%
521,2021-09-26,0.2756,0.2736,0.2756,0.2736,1.51%
522,2021-09-27,0.2799,0.276,0.29,0.268,1.56%
523,2021-09-28,0.3049,0.309,0.321,0.301,8.93%
524,2021-09-29,0.2931,0.307,0.309,0.291,-3.87%
525,2021-09-30,0.2814,0.293,0.301,0.278,-3.99%
526,2021-10-01,0.2657,0.279,0.283,0.264,-5.58%
527,2021-10-03,0.2618,0.2618,0.2618,0.2618,-1.47%
528,2021-10-04,0.2796,0.262,0.283,0.26,6.80%
529,2021-10-05,0.2856,0.28,0.289,0.278,2.15%
530,2021-10-06,0.2975,0.287,0.301,0.287,4.17%
531,2021-10-07,0.3095,0.298,0.31,0.296,4.03%
532,2021-10-08,0.3198,0.312,0.324,0.296,3.33%
533,2021-10-11,0.3537,0.3537,0.3537,0.3537,10.60%
534,2021-10-12,0.3419,0.356,0.36,0.336,-3.34%
535,2021-10-13,0.36,0.34,0.394,0.338,5.29%
536,2021-10-14,0.3642,0.364,0.368,0.342,1.17%
537,2021-10-15,0.3949,0.364,0.403,0.359,8.43%
538,2021-10-17,0.411,0.415,0.415,0.411,4.08%
539,2021-10-18,0.4213,0.413,0.448,0.405,2.51%
540,2021-10-19,0.3994,0.421,0.421,0.389,-5.20%
541,2021-10-20,0.3874,0.405,0.415,0.373,-3.00%
542,2021-10-21,0.4525,0.393,0.456,0.389,16.80%
543,2021-10-22,0.4595,0.454,0.492,0.441,1.55%
544,2021-10-24,0.4595,0.4595,0.4595,0.4595,0.00%
545,2021-10-25,0.4353,0.46,0.464,0.425,-5.27%
546,2021-10-26,0.4478,0.439,0.46,0.436,2.87%
547,2021-10-27,0.5029,0.479,0.529,0.471,12.30%
548,2021-10-28,0.4891,0.503,0.564,0.469,-2.74%
549,2021-10-29,0.501,0.469,0.554,0.468,2.43%
550,2021-10-31,0.5266,0.5167,0.5266,0.5167,5.11%
551,2021-11-01,0.5011,0.525,0.527,0.497,-4.84%
552,2021-11-02,0.448,0.509,0.513,0.444,-10.60%
553,2021-11-03,0.4757,0.456,0.513,0.444,6.18%
554,2021-11-04,0.4264,0.468,0.478,0.391,-10.36%
555,2021-11-05,0.4048,0.434,0.458,0.389,-5.07%
556,2021-11-07,0.4068,0.4068,0.4068,0.4068,0.49%
557,2021-11-08,0.4466,0.405,0.452,0.405,9.78%
558,2021-11-09,0.4227,0.445,0.449,0.407,-5.35%
559,2021-11-10,0.5189,0.425,0.523,0.425,22.76%
560,2021-11-11,0.5409,0.5449,0.5449,0.5409,4.24%
561,2021-11-12,0.5175,0.541,0.546,0.503,-4.33%
562,2021-11-14,0.5235,0.5235,0.5235,0.5235,1.16%
563,2021-11-15,0.5197,0.524,0.542,0.501,-0.73%
564,2021-11-16,0.522,0.522,0.542,0.506,0.44%
565,2021-11-17,0.4979,0.528,0.532,0.496,-4.62%
566,2021-11-18,0.5021,0.504,0.512,0.49,0.84%
567,2021-11-19,0.5128,0.504,0.517,0.446,2.13%
568,2021-11-21,0.527,0.5291,0.5291,0.527,2.77%
569,2021-11-22,0.5924,0.525,0.594,0.519,12.41%
570,2021-11-23,0.6142,0.632,0.687,0.606,3.68%
571,2021-11-24,0.6437,0.612,0.656,0.587,4.80%
572,2021-11-25,0.6181,0.622,0.626,0.6181,-3.98%
573,2021-11-26,0.5078,0.618,0.62,0.488,-17.85%
574,2021-11-28,0.5393,0.5531,0.5531,0.5393,6.20%
575,2021-11-29,0.4961,0.537,0.559,0.486,-8.01%
576,2021-11-30,0.567,0.504,0.573,0.441,14.29%
577,2021-12-01,0.5513,0.599,0.622,0.547,-2.77%
578,2021-12-02,0.6146,0.567,0.63,0.565,11.48%
579,2021-12-03,0.5932,0.607,0.655,0.585,-3.48%
580,2021-12-05,0.6131,0.6111,0.6131,0.6111,3.35%
581,2021-12-06,0.6312,0.613,0.637,0.603,2.95%
582,2021-12-07,0.6932,0.627,0.695,0.625,9.82%
583,2021-12-08,0.6855,0.689,0.714,0.668,-1.11%
584,2021-12-09,0.6917,0.683,0.697,0.67,0.90%
585,2021-12-10,0.6544,0.698,0.731,0.636,-5.39%
586,2021-12-12,0.6664,0.6584,0.6664,0.6584,1.83%
587,2021-12-13,0.6324,0.666,0.677,0.632,-5.10%
588,2021-12-14,0.6568,0.645,0.667,0.639,3.86%
589,2021-12-15,0.6651,0.659,0.722,0.649,1.26%
590,2021-12-16,0.6169,0.675,0.685,0.615,-7.25%
591,2021-12-17,0.6396,0.629,0.66,0.603,3.68%
592,2021-12-19,0.6234,0.6255,0.6255,0.6234,-2.53%
593,2021-12-20,0.6358,0.623,0.638,0.587,1.99%
594,2021-12-21,0.6685,0.632,0.679,0.624,5.14%
595,2021-12-22,0.6647,0.654,0.683,0.654,-0.57%
596,2021-12-23,0.6914,0.669,0.693,0.663,4.02%
597,2021-12-26,0.6902,0.6902,0.6902,0.6902,-0.17%
598,2021-12-27,0.7048,0.69,0.721,0.69,2.12%
599,2021-12-28,0.7559,0.758,0.758,0.74,7.25%
600,2021-12-29,0.752,0.748,0.764,0.736,-0.52%
601,2021-12-30,0.7303,0.752,0.754,0.726,-2.89%
602,2021-12-31,0.7341,0.73,0.744,0.72,0.52%
603,2022-01-02,0.7341,0.7341,0.7341,0.7341,0.00%
604,2022-01-03,0.7758,0.766,0.804,0.758,5.68%
605,2022-01-04,0.7599,0.77,0.8,0.752,-2.05%
606,2022-01-05,0.8296,0.764,0.834,0.756,9.17%
607,2022-01-06,0.8736,0.826,0.886,0.82,5.30%
608,2022-01-07,0.8701,0.866,0.908,0.86,-0.40%
609,2022-01-09,0.8701,0.8701,0.8701,0.8701,0.00%
610,2022-01-10,0.8984,0.872,0.91,0.864,3.25%
611,2022-01-11,0.8885,0.904,0.945,0.885,-1.10%
612,2022-01-12,0.9229,0.891,0.925,0.881,3.87%
613,2022-01-13,0.8949,0.921,0.929,0.889,-3.03%
614,2022-01-14,0.9689,0.911,0.973,0.904,8.27%
615,2022-01-17,1.0034,1.0075,1.0075,1.0034,3.56%
616,2022-01-18,1.0465,1.003,1.058,1.002,4.30%
617,2022-01-19,1.051,1.046,1.076,1.002,0.43%
618,2022-01-20,1.0269,1.063,1.07,1.023,-2.29%
619,2022-01-21,1.0158,1.023,1.036,0.989,-1.08%
620,2022-01-23,1.026,1.026,1.026,1.026,1.00%
621,2022-01-24,0.971,1.024,1.04,0.938,-5.36%
622,2022-01-25,1.0273,1.01,1.039,0.986,5.80%
623,2022-01-26,1.1564,1.027,1.164,1.012,12.57%
624,2022-01-27,1.1882,1.164,1.208,1.156,2.75%
625,2022-01-28,1.1723,1.19,1.228,1.158,-1.34%
626,2022-01-30,1.2001,1.1961,1.2001,1.1961,2.37%
627,2022-01-31,1.1846,1.198,1.217,1.159,-1.29%
628,2022-02-01,1.1691,1.185,1.211,1.137,-1.31%
629,2022-02-02,1.1495,1.167,1.178,1.138,-1.68%
630,2022-02-03,1.2019,1.135,1.214,1.132,4.56%
631,2022-02-04,1.316,1.206,1.328,1.203,9.49%
632,2022-02-06,1.322,1.328,1.328,1.322,0.46%
633,2022-02-07,1.2944,1.322,1.33,1.288,-2.09%
634,2022-02-08,1.3455,1.298,1.347,1.298,3.95%
635,2022-02-09,1.3664,1.344,1.372,1.316,1.55%
636,2022-02-10,1.6092,1.364,1.64,1.339,17.77%
637,2022-02-11,1.4875,1.581,1.631,1.467,-7.56%
638,2022-02-14,1.5702,1.52,1.62,1.503,5.56%
639,2022-02-15,1.5774,1.579,1.612,1.553,0.46%
640,2022-02-16,1.527,1.573,1.597,1.496,-3.20%
641,2022-02-17,1.4703,1.51,1.526,1.465,-3.71%
642,2022-02-18,1.4696,1.454,1.507,1.438,-0.05%
643,2022-02-21,1.4365,1.4324,1.4365,1.4324,-2.25%
644,2022-02-22,1.5615,1.436,1.566,1.429,8.70%
645,2022-02-23,1.6056,1.643,1.643,1.568,2.82%
646,2022-02-24,1.5777,1.58,1.59,1.46,-1.74%
647,2022-02-25,1.5697,1.57,1.626,1.554,-0.51%
648,2022-02-27,1.4881,1.494,1.498,1.4881,-5.20%
649,2022-02-28,1.4363,1.488,1.512,1.414,-3.48%
650,2022-03-01,1.3327,1.456,1.48,1.261,-7.21%
651,2022-03-02,1.5139,1.367,1.534,1.275,13.60%
652,2022-03-03,1.526,1.472,1.56,1.462,0.80%
653,2022-03-04,1.4899,1.552,1.554,1.412,-2.37%
654,2022-03-06,1.4277,1.4437,1.4437,1.4277,-4.17%
655,2022-03-07,1.5563,1.426,1.564,1.422,9.01%
656,2022-03-08,1.6008,1.554,1.641,1.552,2.86%
657,2022-03-09,1.6757,1.615,1.688,1.593,4.68%
658,2022-03-10,1.7024,1.682,1.735,1.65,1.59%
659,2022-03-11,1.746,1.706,1.762,1.672,2.56%
660,2022-03-13,1.7868,1.7889,1.7929,1.7868,2.34%
661,2022-03-14,1.865,1.787,1.867,1.779,4.38%
662,2022-03-15,1.8511,1.861,1.894,1.788,-0.75%
663,2022-03-16,1.9482,1.859,2.002,1.833,5.25%
664,2022-03-17,1.9159,1.94,1.965,1.889,-1.66%
665,2022-03-18,1.9423,1.916,1.969,1.893,1.38%
666,2022-03-20,1.9423,1.9423,1.9423,1.9423,0.00%
667,2022-03-21,2.1174,1.96,2.136,1.96,9.02%
668,2022-03-22,2.1662,2.122,2.202,2.122,2.30%
669,2022-03-23,2.0982,2.174,2.197,2.096,-3.14%
670,2022-03-24,2.1346,2.117,2.17,2.106,1.73%
671,2022-03-25,2.2843,2.155,2.331,2.135,7.01%
672,2022-03-27,2.278,2.2865,2.2865,2.278,-0.28%
673,2022-03-28,2.3361,2.28,2.414,2.274,2.55%
674,2022-03-29,2.3727,2.361,2.453,2.33,1.57%
675,2022-03-30,2.3123,2.365,2.377,2.294,-2.55%
676,2022-03-31,2.3346,2.298,2.339,2.268,0.96%
677,2022-04-01,2.4625,2.343,2.471,2.343,5.48%
678,2022-04-03,2.4909,2.4868,2.4909,2.4848,1.15%
679,2022-04-04,2.4181,2.493,2.495,2.406,-2.92%
680,2022-04-05,2.5241,2.414,2.532,2.402,4.38%
681,2022-04-06,2.4837,2.538,2.602,2.447,-1.60%
682,2022-04-07,2.4677,2.459,2.474,2.408,-0.64%
683,2022-04-08,2.5156,2.47,2.549,2.451,1.94%
684,2022-04-10,2.5444,2.5362,2.5444,2.5362,1.14%
685,2022-04-11,2.4996,2.542,2.594,2.483,-1.76%
686,2022-04-12,2.4054,2.52,2.557,2.368,-3.77%
687,2022-04-13,2.3645,2.401,2.447,2.274,-1.70%
688,2022-04-14,2.456,2.371,2.479,2.301,3.87%
689,2022-04-17,2.4849,2.4829,2.4849,2.4829,1.18%
690,2022-04-18,2.4459,2.483,2.514,2.438,-1.57%
691,2022-04-19,2.5977,2.448,2.612,2.431,6.21%
692,2022-04-20,2.5753,2.61,2.629,2.546,-0.86%
693,2022-04-21,2.6739,2.577,2.73,2.575,3.83%
694,2022-04-22,2.6777,2.722,2.789,2.671,0.14%
695,2022-04-24,2.6609,2.6693,2.6693,2.6609,-0.63%
696,2022-04-25,2.6278,2.665,2.674,2.525,-1.24%
697,2022-04-26,2.4815,2.624,2.672,2.481,-5.57%
698,2022-04-27,2.591,2.538,2.609,2.506,4.41%
699,2022-04-28,2.6294,2.591,2.68,2.553,1.48%
700,2022-04-29,2.7309,2.613,2.757,2.613,3.86%
701,2022-05-01,2.743,2.7329,2.743,2.7329,0.44%
702,2022-05-02,2.7311,2.745,2.751,2.691,-0.43%
703,2022-05-03,2.7844,2.731,2.786,2.701,1.95%
704,2022-05-04,2.6543,2.789,2.844,2.603,-4.67%
705,2022-05-05,2.7116,2.65,2.74,2.636,2.16%
706,2022-05-06,2.7349,2.732,2.761,2.645,0.86%
707,2022-05-08,2.7431,2.739,2.7473,2.739,0.30%
708,2022-05-09,2.5979,2.743,2.757,2.575,-5.29%
709,2022-05-10,2.6062,2.608,2.643,2.553,0.32%
710,2022-05-11,2.6474,2.614,2.858,2.573,1.58%
711,2022-05-12,2.5797,2.656,2.672,2.514,-2.56%
712,2022-05-13,2.5883,2.592,2.636,2.561,0.33%
713,2022-05-15,2.6027,2.6295,2.6295,2.6027,0.56%
714,2022-05-16,2.5739,2.603,2.619,2.543,-1.11%
715,2022-05-17,2.7106,2.578,2.715,2.568,5.31%
716,2022-05-18,2.6673,2.696,2.734,2.649,-1.60%
717,2022-05-19,2.6115,2.659,2.686,2.58,-2.09%
718,2022-05-20,2.5869,2.624,2.651,2.556,-0.94%
719,2022-05-22,2.6139,2.6119,2.6139,2.6119,1.04%
720,2022-05-23,2.6287,2.612,2.645,2.589,0.57%
721,2022-05-24,2.4807,2.618,2.631,2.464,-5.63%
722,2022-05-25,2.502,2.514,2.538,2.468,0.86%
723,2022-05-26,2.4778,2.502,2.524,2.438,-0.97%
724,2022-05-27,2.4839,2.484,2.5,2.45,0.25%
725,2022-05-30,2.5706,2.5726,2.5726,2.5685,3.49%
726,2022-05-31,2.5626,2.566,2.589,2.524,-0.31%
727,2022-06-01,2.6477,2.575,2.676,2.561,3.32%
728,2022-06-02,2.6316,2.65,2.668,2.625,-0.61%
729,2022-06-03,2.6565,2.644,2.689,2.632,0.95%
730,2022-06-05,2.6565,2.6606,2.6606,2.6565,0.00%
731,2022-06-06,2.7323,2.657,2.736,2.655,2.85%
732,2022-06-07,2.7346,2.74,2.759,2.696,0.08%
733,2022-06-08,2.778,2.741,2.782,2.735,1.59%
734,2022-06-09,2.8154,2.788,2.842,2.768,1.35%
735,2022-06-10,3.0673,2.828,3.072,2.819,8.95%
736,2022-06-12,3.1442,3.1547,3.1547,3.1442,2.51%
737,2022-06-13,3.3667,3.146,3.417,3.121,7.08%
738,2022-06-14,3.4393,3.386,3.456,3.23,2.16%
739,2022-06-15,3.2096,3.401,3.441,3.193,-6.68%
740,2022-06-16,3.0996,3.207,3.398,3.085,-3.43%
741,2022-06-17,3.1701,3.141,3.219,3.084,2.27%
742,2022-06-20,3.246,3.2439,3.246,3.2439,2.39%
743,2022-06-21,3.1942,3.246,3.257,3.175,-1.60%
744,2022-06-22,3.0623,3.207,3.215,3.037,-4.13%
745,2022-06-23,3.0124,3.054,3.099,2.876,-1.63%
746,2022-06-24,3.0632,3.017,3.091,2.951,1.69%
747,2022-06-26,3.0695,3.0738,3.0738,3.0695,0.21%
748,2022-06-27,3.1319,3.072,3.155,3.055,2.03%
749,2022-06-28,3.1116,3.116,3.154,3.081,-0.65%
750,2022-06-29,3.0426,3.112,3.138,3.04,-2.22%
751,2022-06-30,2.9554,3.03,3.055,2.921,-2.87%
752,2022-07-01,2.839,2.984,2.986,2.729,-3.94%
753,2022-07-04,2.9102,2.9163,2.9244,2.9102,2.51%
754,2022-07-05,2.8225,2.91,2.965,2.776,-3.01%
755,2022-07-06,2.9957,2.837,3.006,2.761,6.14%
756,2022-07-07,3.0244,3.0,3.061,2.957,0.96%
757,2022-07-08,3.1047,3.024,3.148,2.992,2.66%
758,2022-07-10,3.1233,3.1274,3.1274,3.1233,0.60%
759,2022-07-11,3.0697,3.125,3.132,3.012,-1.72%
760,2022-07-12,3.0512,3.068,3.07,2.981,-0.60%
761,2022-07-13,3.1485,3.051,3.215,3.029,3.19%
762,2022-07-14,3.1279,3.175,3.269,3.109,-0.65%
763,2022-07-15,3.1305,3.132,3.187,3.058,0.08%
764,2022-07-17,3.1305,3.1305,3.1305,3.1305,0.00%
765,2022-07-18,3.1702,3.124,3.193,3.112,1.27%
766,2022-07-19,3.2416,3.177,3.246,3.137,2.25%
767,2022-07-20,3.2356,3.244,3.257,3.162,-0.19%
768,2022-07-21,3.0955,3.231,3.276,3.081,-4.33%
769,2022-07-22,2.9721,3.106,3.144,2.905,-3.99%
770,2022-07-24,3.0035,3.0077,3.0077,3.0035,1.06%
771,2022-07-25,3.0182,3.01,3.041,2.98,0.49%
772,2022-07-26,3.0589,3.016,3.065,2.978,1.35%
773,2022-07-27,2.9837,3.055,3.108,2.961,-2.46%
774,2022-07-28,2.8683,2.986,3.022,2.816,-3.87%
775,2022-07-29,2.8905,2.878,2.959,2.826,0.77%
776,2022-07-31,2.9209,2.9148,2.9209,2.9148,1.05%
777,2022-08-01,2.8863,2.917,2.935,2.874,-1.18%
778,2022-08-02,3.063,2.874,3.086,2.819,6.12%
779,2022-08-03,3.0692,3.061,3.2,3.012,0.20%
780,2022-08-04,3.0488,3.086,3.122,3.01,-0.66%
781,2022-08-05,3.2298,3.034,3.331,3.033,5.94%
782,2022-08-07,3.2504,3.2525,3.2525,3.2504,0.64%
783,2022-08-08,3.2094,3.25,3.269,3.191,-1.26%
784,2022-08-09,3.2676,3.205,3.288,3.187,1.81%
785,2022-08-10,3.2203,3.272,3.297,3.078,-1.45%
786,2022-08-11,3.2268,3.216,3.243,3.132,0.20%
787,2022-08-12,3.2505,3.229,3.267,3.171,0.73%
788,2022-08-14,3.2567,3.2588,3.2609,3.2567,0.19%
789,2022-08-15,3.1946,3.257,3.278,3.176,-1.91%
790,2022-08-16,3.2678,3.18,3.274,3.17,2.29%
791,2022-08-17,3.2849,3.272,3.375,3.258,0.52%
792,2022-08-18,3.2078,3.289,3.329,3.2,-2.35%
793,2022-08-19,3.238,3.202,3.295,3.202,0.94%
794,2022-08-21,3.2611,3.259,3.2611,3.259,0.71%
795,2022-08-22,3.3161,3.261,3.348,3.247,1.69%
796,2022-08-23,3.3018,3.312,3.35,3.232,-0.43%
797,2022-08-24,3.4028,3.325,3.407,3.28,3.06%
798,2022-08-25,3.3742,3.397,3.403,3.348,-0.84%
799,2022-08-26,3.3824,3.376,3.45,3.342,0.24%
800,2022-08-28,3.4375,3.4416,3.4416,3.4354,1.63%
801,2022-08-29,3.4314,3.435,3.489,3.399,-0.18%
802,2022-08-30,3.4579,3.415,3.497,3.395,0.77%
803,2022-08-31,3.495,3.448,3.503,3.425,1.07%
804,2022-09-01,3.5178,3.499,3.551,3.469,0.65%
805,2022-09-02,3.3955,3.514,3.52,3.387,-3.48%
806,2022-09-05,3.4347,3.4408,3.4408,3.4347,1.15%
807,2022-09-06,3.5071,3.437,3.515,3.424,2.11%
808,2022-09-07,3.4392,3.511,3.522,3.431,-1.94%
809,2022-09-08,3.5118,3.439,3.514,3.404,2.11%
810,2022-09-09,3.5627,3.516,3.575,3.459,1.45%
811,2022-09-11,3.5627,3.5648,3.5648,3.5627,0.00%
812,2022-09-12,3.5756,3.563,3.586,3.515,0.36%
813,2022-09-13,3.7455,3.559,3.794,3.505,4.75%
814,2022-09-14,3.7881,3.769,3.834,3.736,1.14%
815,2022-09-15,3.8625,3.799,3.879,3.78,1.96%
816,2022-09-16,3.8713,3.869,3.924,3.846,0.23%
817,2022-09-18,3.8713,3.8713,3.8713,3.8713,0.00%
818,2022-09-19,3.9464,3.862,3.97,3.862,1.94%
819,2022-09-20,3.9707,3.948,3.992,3.931,0.62%
820,2022-09-21,4.0591,3.96,4.123,3.912,2.23%
821,2022-09-22,4.118,4.078,4.163,4.052,1.45%
822,2022-09-23,4.2032,4.132,4.27,4.113,2.07%
823,2022-09-25,4.2528,4.2313,4.2571,4.2313,1.18%
824,2022-09-26,4.345,4.251,4.36,4.211,2.17%
825,2022-09-27,4.2871,4.33,4.337,4.203,-1.33%
826,2022-09-28,4.1267,4.277,4.316,4.08,-3.74%
827,2022-09-29,4.1924,4.149,4.24,4.129,1.59%
828,2022-09-30,4.2726,4.203,4.287,4.134,1.91%
829,2022-10-02,4.2354,4.2354,4.2354,4.2354,-0.87%
830,2022-10-03,4.1134,4.235,4.24,4.031,-2.88%
831,2022-10-04,4.0967,4.087,4.115,3.996,-0.41%
832,2022-10-05,4.1461,4.088,4.204,4.074,1.21%
833,2022-10-06,4.2558,4.148,4.262,4.131,2.65%
834,2022-10-07,4.312,4.268,4.35,4.256,1.32%
835,2022-10-10,4.3141,4.3078,4.3141,4.3078,0.05%
836,2022-10-11,4.3141,4.314,4.354,4.264,0.00%
837,2022-10-12,4.2953,4.314,4.335,4.262,-0.44%
838,2022-10-13,4.4656,4.299,4.535,4.26,3.96%
839,2022-10-14,4.4959,4.487,4.517,4.397,0.68%
840,2022-10-16,4.4811,4.479,4.4811,4.479,-0.33%
841,2022-10-17,4.4496,4.483,4.492,4.401,-0.70%
842,2022-10-18,4.4307,4.443,4.471,4.403,-0.42%
843,2022-10-19,4.5606,4.439,4.565,4.435,2.93%
844,2022-10-20,4.6122,4.569,4.623,4.552,1.13%
845,2022-10-21,4.483,4.608,4.639,4.451,-2.80%
846,2022-10-23,4.4658,4.4552,4.468,4.4552,-0.38%
847,2022-10-24,4.5089,4.464,4.528,4.408,0.97%
848,2022-10-25,4.4728,4.496,4.507,4.396,-0.80%
849,2022-10-26,4.4183,4.455,4.476,4.383,-1.22%
850,2022-10-27,4.2823,4.424,4.464,4.27,-3.08%
851,2022-10-28,4.4142,4.286,4.433,4.266,3.08%
852,2022-10-30,4.4431,4.4451,4.4472,4.4431,0.65%
853,2022-10-31,4.4865,4.443,4.522,4.439,0.98%
854,2022-11-01,4.5509,4.491,4.559,4.404,1.44%
855,2022-11-02,4.6114,4.543,4.634,4.439,1.33%
856,2022-11-03,4.718,4.63,4.745,4.63,2.31%
857,2022-11-04,4.6584,4.731,4.883,4.644,-1.26%
858,2022-11-06,4.6793,4.6752,4.6793,4.6752,0.45%
859,2022-11-07,4.728,4.675,4.732,4.673,1.04%
860,2022-11-08,4.6569,4.734,4.741,4.651,-1.50%
861,2022-11-09,4.5816,4.663,4.697,4.565,-1.62%
862,2022-11-10,4.33,4.58,4.631,4.29,-5.49%
863,2022-11-13,4.4098,4.4035,4.4098,4.4035,1.84%
864,2022-11-14,4.3993,4.41,4.439,4.372,-0.24%
865,2022-11-15,4.3445,4.401,4.408,4.321,-1.25%
866,2022-11-16,4.3655,4.336,4.401,4.319,0.48%
867,2022-11-17,4.4605,4.363,4.486,4.348,2.18%
868,2022-11-18,4.5308,4.465,4.539,4.444,1.58%
869,2022-11-20,4.5223,4.5223,4.5223,4.5223,-0.19%
870,2022-11-21,4.563,4.524,4.567,4.495,0.90%
871,2022-11-22,4.5227,4.533,4.548,4.49,-0.88%
872,2022-11-23,4.4732,4.516,4.568,4.469,-1.09%
