,date,tsm,open,high,low,volume,tsm_cr
142,2022-07-21,82.84442138671875,81.79695177349979,82.85386006059964,81.5327265016245,7135000,1.42%
143,2022-07-22,81.45722198486328,82.48582132964354,82.78779406213357,80.96651899441616,8612100,-1.67%
144,2022-07-25,81.4383544921875,81.4383544921875,81.81581502039941,80.80609298827659,5960900,-0.02%
145,2022-07-26,79.66425323486328,79.98510330283482,80.40031129722473,79.12636409701472,6977700,-2.18%
146,2022-07-27,82.69343566894531,80.50413118955443,82.94822947968251,80.50413118955443,9399500,3.80%
147,2022-07-28,83.61821746826172,82.22158907754515,83.62765614106057,81.57989611958313,10668200,1.12%
148,2022-07-29,83.49553680419922,82.87271404233456,84.18440867154945,82.84440522581295,10366200,-0.15%
149,2022-08-01,81.44778442382812,80.49468724865814,81.99511225881153,79.55102154679625,20102600,-2.45%
150,2022-08-02,81.20243835449219,79.75862375045303,82.58018944629862,79.42834218727994,15541600,-0.30%
151,2022-08-03,81.63652038574219,81.11750137940416,81.88186828001307,79.79636798112375,20779400,0.53%
152,2022-08-04,83.43891906738281,82.09891550768954,83.43891906738281,81.74032513525832,13472500,2.21%
153,2022-08-05,84.7128677368164,83.07089141501784,85.85470958315236,83.0520212686147,13293500,1.53%
154,2022-08-08,82.98595428466797,83.96736736217464,84.08060262522731,82.01397987894805,12120300,-2.04%
155,2022-08-09,80.40975189208984,82.04229668962714,82.23102694617117,79.68313248483774,13075000,-3.10%
156,2022-08-10,83.67483520507812,81.91961644150066,83.67483520507812,81.44778359536905,10704600,4.06%
157,2022-08-11,84.47695922851562,84.89217448429058,85.873587780014,84.2787902745136,11158800,0.96%
158,2022-08-12,85.741455078125,84.62792940699622,86.20384919591665,84.59018191988713,12098800,1.50%
159,2022-08-15,86.4114761352539,84.93935980616433,86.7606350695425,84.92992113237312,15949500,0.78%
160,2022-08-16,84.88272094726562,86.00568535624247,86.20385427554471,83.58046496345194,10566100,-1.77%
161,2022-08-17,84.17497253417969,83.9862422852877,84.7128616630791,83.49553931841004,9093100,-0.83%
162,2022-08-18,84.24102783203125,83.71257738178662,84.61849552489059,83.43891348445352,10947700,0.08%
163,2022-08-19,82.28765106201172,83.51441942492912,83.59934588718116,82.11779093790929,9602800,-2.32%
164,2022-08-22,80.43807220458984,80.59850086513386,81.18356906378077,80.15497677932166,8054000,-2.25%
165,2022-08-23,81.18356323242188,80.36257863855616,81.72145242135394,80.20214998953561,8462500,0.93%
166,2022-08-24,80.74003601074219,80.96652096532125,81.27792517857091,80.40031577847162,7085800,-0.55%
167,2022-08-25,82.63679504394531,81.46665173367522,82.65566518783483,81.16467903426367,6602100,2.35%
168,2022-08-26,79.96622467041016,82.57074386418489,82.84440776494361,79.88129821824238,9381500,-3.23%
169,2022-08-29,78.18270874023438,79.18299936669119,79.56989859421995,78.1166524233588,9639700,-2.23%
170,2022-08-30,78.1260757446289,79.06030267102786,79.2490401104399,77.12579251433502,8392300,-0.07%
171,2022-08-31,78.65454864501953,79.37173672047005,80.08892479592056,78.38088467939238,8887100,0.68%
172,2022-09-01,77.04085540771484,76.86155664822284,77.22015416720684,75.60648693056933,11566000,-2.05%
173,2022-09-02,76.3425521850586,76.95593629474745,78.30537845622392,76.06888828382519,8850100,-0.91%
174,2022-09-06,75.52156829833984,76.46523404181448,76.46523404181448,75.04029675328026,12704400,-1.08%
175,2022-09-07,75.44607543945312,73.97395914197259,75.66312173439887,73.82297636254819,9843500,-0.10%
176,2022-09-08,75.71971893310547,74.55901438104029,76.1915516907637,74.33252947365483,8181700,0.36%
177,2022-09-09,76.93704986572266,76.27648687149828,77.05973099293338,76.19155322961419,7084700,1.61%
178,2022-09-12,77.52214050292969,77.3522803849842,77.85242206571309,77.15411144731416,7903000,0.76%
179,2022-09-13,74.37029266357422,75.88959504004438,76.56903550649042,74.09662874238911,12835100,-4.07%
180,2022-09-14,75.17240142822266,75.2478892007896,75.64423420485093,74.53070856402434,8849600,1.08%
181,2022-09-15,74.00323486328125,74.57263504392444,75.20846512497072,73.70903909836798,10533100,-1.56%
182,2022-09-16,73.91781616210938,73.17759525022683,74.02220703330467,72.99728242901392,10604500,-0.12%
183,2022-09-19,74.24048614501953,72.64616128207707,74.24048614501953,72.64616128207707,10378600,0.44%
184,2022-09-20,74.1645736694336,73.58568135565882,74.43978536289349,73.55721242880385,8202800,-0.10%
185,2022-09-21,73.20606231689453,73.6236257910977,75.2653962868229,73.20606231689453,10869000,-1.29%
186,2022-09-22,71.77307891845703,72.55126092225275,72.83596465743129,71.51685134904974,10817900,-1.96%
187,2022-09-23,70.10284423828125,70.51091575981027,70.59632254230094,69.36261592177581,12685500,-2.33%
188,2022-09-26,69.28668975830078,69.72323013526844,70.40651324367558,69.20127574959186,13441500,-1.16%
189,2022-09-27,69.3056640625,69.76118853135625,70.26415878968108,68.66034195513787,12430600,0.03%
190,2022-09-28,68.45158386230469,67.48360398693015,68.60342781783231,67.09450928112933,12943600,-1.23%
191,2022-09-29,65.74691009521484,66.92367149105766,67.07551540810394,64.98771223093284,16120300,-3.95%
192,2022-09-30,65.06362915039062,64.35187705586803,66.09804595939482,64.28544714999192,10472400,-1.04%
193,2022-10-03,65.71843719482422,64.60810576978606,66.02211777022737,64.20003431780846,11945100,1.01%
194,2022-10-04,69.09688568115234,67.1893954282263,69.21076861399176,67.11347347300003,14900700,5.14%
195,2022-10-05,70.6817398071289,69.20129034653024,71.0898113473753,68.87863283300953,14037100,2.29%
196,2022-10-06,70.55836486816406,70.19774636909446,71.09929623692727,70.0933554698316,11796800,-0.17%
197,2022-10-07,66.19293212890625,68.1478751910096,68.35665692391682,66.19293212890625,14758600,-6.19%
198,2022-10-10,64.00074768066406,66.28784053976047,66.31630946376704,63.59267620916502,16042200,-3.31%
199,2022-10-11,60.2142219543457,60.92597035818669,61.59976864571714,59.426547976777655,28699300,-5.92%
200,2022-10-12,60.84056091308594,60.356567530778534,60.954443838427586,60.13829735411047,16468700,1.04%
201,2022-10-13,63.22256088256836,59.844110052701566,66.61998496005856,59.1418464795817,36639300,3.92%
202,2022-10-14,60.660255432128906,63.82992845471473,64.01023405793062,60.52739562331023,19440900,-4.05%
203,2022-10-17,61.58079528808594,61.666209310841914,62.01733573684631,60.77414430145661,11280100,1.52%
204,2022-10-18,60.46097183227539,62.53929042943808,62.73858016281684,59.57839887570248,16656100,-1.82%
205,2022-10-19,60.41351318359375,59.540432416366585,60.84056513284968,58.99949753387034,12385200,-0.08%
206,2022-10-20,60.33760070800781,60.49892944886206,61.95090259718405,60.147799420999306,11300900,-0.13%
207,2022-10-21,60.498931884765625,58.857157383331405,60.527400811907704,58.857157383331405,13699000,0.27%
208,2022-10-24,58.16438293457031,57.490591810152175,58.47755197853094,56.636487835426074,25010800,-3.86%
209,2022-10-25,58.02203369140625,56.90221003837607,58.23081547693483,56.47515803168515,21700600,-0.24%
210,2022-10-26,57.73733139038086,57.756311881093616,58.819194019899015,57.348240381165404,14006000,-0.49%
211,2022-10-27,57.84172058105469,58.695820917102765,59.265224761293155,57.80375960074366,12937600,0.18%
212,2022-10-28,58.847660064697266,57.6708986593882,58.86664055448073,57.00659599759978,11972300,1.74%
213,2022-10-31,58.41111755371094,58.44907853190892,59.09440068064204,57.95559667580958,10802800,-0.74%
214,2022-11-01,58.43959426879883,60.03391564517559,60.19524800395368,58.43959426879883,11561900,0.05%
215,2022-11-02,57.43364334106445,59.312668236373824,59.682778706943516,57.43364334106445,16547200,-1.72%
216,2022-11-03,57.20588684082031,56.94016721891604,57.78477912010462,56.399235919949,11040900,-0.40%
217,2022-11-04,59.29369354248047,58.37315968304401,59.3126740325899,57.90815034591717,14662800,3.65%
218,2022-11-07,59.55941390991211,59.42655409763985,59.720746267784406,58.809704452067436,8507100,0.45%
219,2022-11-08,61.704166412353516,61.08732030920991,62.396941726770734,60.94496842374689,14102800,3.60%
220,2022-11-09,61.685184478759766,63.13715766265523,63.20358757171198,61.6377314407262,15086800,-0.03%
221,2022-11-10,67.22734832763672,64.28544138228852,67.25582449072877,63.88686198279251,21367900,8.98%
222,2022-11-11,70.06487274169922,69.03045600918252,70.79560165230438,68.68881444984821,15524700,4.22%
223,2022-11-14,69.08740997314453,69.5049663012933,69.92252986975916,68.55596345682876,11575300,-1.40%
224,2022-11-15,76.35675048828125,77.74229345465834,78.7007881350748,75.92970220232063,48742400,10.52%
225,2022-11-16,75.39826202392578,76.45165560581006,76.46114766014955,74.8763148803114,24006600,-1.26%
226,2022-11-17,77.32475280761719,75.25592637446384,78.71029605326052,74.67703407617437,24278400,2.56%
227,2022-11-18,78.07445526123047,78.55844870468485,78.61538655439126,76.86922492043942,18578400,0.97%
228,2022-11-21,75.85379791259766,76.68891781212912,76.89769959709126,75.41725747145732,18659700,-2.84%
229,2022-11-22,78.33068084716797,77.20136535878386,78.9475340275538,77.08748967277252,16504700,3.27%
230,2022-11-23,77.7897720336914,78.23580457327392,78.71979085891988,77.56201335572167,14683800,-0.69%
231,2022-11-25,77.24882507324219,77.95108507890978,78.16935889651374,77.24882507324219,5908300,-0.70%
232,2022-11-28,75.18000030517578,76.17644886560669,76.94514602972941,74.86682765461899,13214200,-2.68%
233,2022-11-29,75.28439331054688,75.83481666819345,76.11951316191923,74.93325967060336,11502300,0.14%
234,2022-11-30,78.74826049804688,76.51809798509025,79.17530888886309,76.36626129247544,21667300,4.60%
235,2022-12-01,78.46354675292969,78.80518831820717,79.3650964588853,77.00208166597963,15975100,-0.36%
236,2022-12-02,77.34371948242188,77.63790800036189,77.9700647351772,77.01156998792253,10519800,-1.43%
237,2022-12-05,77.45761108398438,77.76129169014223,77.98905033468144,76.82177370582409,11523300,0.15%
238,2022-12-06,75.5026626586914,77.24883162671168,77.28679260865961,75.12306731984599,13992100,-2.52%
239,2022-12-07,75.198974609375,74.9712159805202,75.64500705277301,74.58212138425684,14925300,-0.40%
240,2022-12-08,76.6794204711914,75.39826104371168,76.8407491912849,75.06611154930863,11197500,1.97%
241,2022-12-09,76.5750503540039,76.72688706104177,77.9985547790337,76.5750503540039,13787900,-0.14%
242,2022-12-12,76.32829284667969,75.72093165496727,76.32829284667969,74.78142094283656,11516600,-0.32%
243,2022-12-13,76.40422821044922,77.90364734287655,77.90364734287655,75.5691009950885,16938000,0.10%
244,2022-12-14,75.93919372558594,76.69839879028348,77.3532129775772,75.46469237022899,17910000,-0.61%
245,2022-12-15,74.069580078125,75.59658966673184,75.59658966673184,73.8596148944373,17080200,-2.46%
246,2022-12-16,72.8193359375,74.06957379439541,74.49904270179073,72.75252950120839,11929100,-1.69%
247,2022-12-19,72.62844848632812,73.41104121679444,73.60192193236841,72.30396219188455,12561300,-0.26%
248,2022-12-20,72.17034912109375,71.68361239949373,72.7238849912563,71.48319310974189,12080600,-0.63%
249,2022-12-21,73.62100219726562,72.3993948121383,73.88822790259293,72.31349667465201,10806100,2.01%
250,2022-12-22,71.84585571289062,72.80023744612531,72.94339616238148,70.64333269023558,13019700,-2.41%
251,2022-12-23,71.47364807128906,71.47364807128906,71.91266279881833,70.78649205207634,7452600,-0.52%
252,2022-12-27,70.92965698242188,70.93920283945674,71.33049560162078,70.77695967664131,8974800,-0.76%
253,2022-12-28,69.72712707519531,70.80558309343249,71.14916109978267,69.51716192894189,10275700,-1.70%
254,2022-12-29,72.53301239013672,70.9582810596062,72.57118853357832,70.76740762375304,11142500,4.02%
255,2022-12-30,71.09188842773438,70.90101500662992,71.16824070871786,70.29021132147054,7784100,-1.99%
256,2023-01-03,70.65288543701172,72.38986006964906,72.50438851009471,70.40474412339053,9276200,-0.62%
257,2023-01-04,72.8384017944336,71.56907254724986,73.11517332601638,71.07279733012619,12316400,3.09%
258,2023-01-05,72.27534484863281,72.53302475911192,72.95295512722494,71.90312920694241,10039200,-0.77%
259,2023-01-06,74.50858306884766,73.01020400983467,75.14801709500338,72.67617185298876,13744100,3.09%
260,2023-01-09,76.64640045166016,76.88499590297909,77.51489138951163,76.40780500034123,22247600,2.87%
261,2023-01-10,77.56260681152344,76.83728187553844,77.85847012515283,76.78955987230148,10269000,1.20%
262,2023-01-11,78.04933166503906,77.84891238846761,78.15431423105566,76.95179129027268,11771400,0.63%
263,2023-01-12,83.03121185302734,81.08427221857308,84.7777321947024,80.56890520227446,36086800,6.38%
264,2023-01-13,82.84033203125,81.51374208985276,83.12664216399976,81.02700539841754,18719900,-0.23%
265,2023-01-17,84.93042755126953,82.2867933804793,85.63667526936617,82.22953280709216,21850000,2.52%
266,2023-01-18,85.3885498046875,86.35247756299404,87.05871813060035,85.28356721312164,19209800,0.54%
267,2023-01-19,84.36734771728516,84.96860559536889,85.90390290929844,84.23373485548878,13651100,-1.20%
268,2023-01-20,86.87738037109375,85.8943682110289,86.87738037109375,85.13085980327743,14287200,2.98%
269,2023-01-23,91.29615783691406,87.57406771314085,91.36296426533299,87.53589157099366,22875100,5.09%
270,2023-01-24,90.24634552001953,91.42023840079959,93.5294214182025,87.37366139046512,11370500,-1.15%
271,2023-01-25,88.19441223144531,88.45209207449318,88.75749391283155,86.9632590227629,14147300,-2.27%
272,2023-01-26,89.18696594238281,89.60689621566038,89.97910449193662,88.4139191041713,15759400,1.13%
273,2023-01-27,89.0438003540039,88.58569401224595,89.82639292343573,88.03215097301647,13646600,-0.16%
274,2023-01-30,88.8815689086914,88.61434318625629,89.95047907978669,88.35666332000953,14079800,-0.18%
275,2023-01-31,88.49980926513672,86.8487258878684,88.52843954821502,85.894344284705,13342100,-0.43%
