,date,tsm,open,high,low,volume,tsm_cr
0,2021-12-27,114.62826538085938,113.24563011404312,115.15143102796576,113.22694180834276,6309900,nan%
1,2021-12-28,114.03036499023438,115.26352941755258,115.5251157981959,113.85286885560151,6321000,-0.52%
2,2021-12-29,113.42314147949219,113.78748506416186,115.04867494397999,113.01208425473635,5847700,-0.53%
3,2021-12-30,112.49827575683594,113.04012268360567,113.55394427407725,112.283410093549,4187800,-0.82%
4,2021-12-31,112.39549255371094,113.36707777130748,113.74076548999852,112.31141655894317,3888200,-0.09%
5,2022-01-03,120.32698822021484,115.96419536795564,121.0650123706984,115.84274988961664,18592000,7.06%
6,2022-01-04,124.62438201904297,122.26081718542332,126.58624090106014,121.72832159201982,25554900,3.57%
7,2022-01-05,118.70145416259766,122.11135029641392,122.27016526765993,118.53329503789577,17891200,-4.75%
8,2022-01-06,120.0186996459961,118.64540134047398,120.51383285764679,116.59946654836955,16249000,1.11%
9,2022-01-07,115.37564849853516,118.22500947034949,118.7761933577656,115.19814522004486,21248100,-3.87%
10,2022-01-10,116.78630828857422,116.87972843438277,117.58973437202815,115.15143079067381,11857700,1.22%
11,2022-01-11,120.67263793945312,118.21565326156866,121.02764446023112,117.24406809693944,12113100,3.33%
12,2022-01-12,123.5313720703125,121.91518245521921,124.17598336179594,121.65360312751639,16389200,2.37%
13,2022-01-13,130.0334930419922,131.49086733700534,135.46128429034297,129.7812507970857,52020000,5.26%
14,2022-01-14,131.40679931640625,127.13742622033622,134.4149753663938,127.13742622033622,28255300,1.06%
15,2022-01-18,125.02607727050781,127.75398515144146,128.15569102286366,124.52159285639739,15191400,-4.86%
16,2022-01-19,122.39158630371094,125.76410534641067,126.95990022950093,122.32619862127602,11155100,-2.11%
17,2022-01-20,119.88792419433594,123.24175574326391,124.01715662523104,119.76647156974985,11421900,-2.05%
18,2022-01-21,116.337890625,118.72014372896564,119.56093936139473,116.09499252507585,15573700,-2.96%
19,2022-01-24,117.67381286621094,115.62787813026546,117.77657716703472,112.22733343255265,17083400,1.15%
20,2022-01-25,114.4227523803711,117.23473675890082,117.54302967827478,113.69405808162338,11370500,-2.76%
21,2022-01-26,114.9832763671875,117.13196831842646,118.33710749276291,113.87155734247006,13592100,0.49%
22,2022-01-27,108.72404479980469,115.84277258418507,115.9735622410961,108.3970706575271,18599800,-5.44%
23,2022-01-28,109.87312316894531,110.90075914552503,111.7322106551896,106.67810677489709,14005900,1.06%
24,2022-01-31,114.56287384033203,111.6574623134054,114.69366347397178,110.99416999208943,10189100,4.27%
25,2022-02-01,114.95525360107422,114.81511980976741,115.13274975106219,112.19931279704257,6956300,0.34%
26,2022-02-02,115.9828872680664,117.92605774670953,118.15026753193742,114.4881434873796,8562900,0.89%
27,2022-02-03,111.9564208984375,113.4605089448944,115.7306536817361,111.40523698361844,9926800,-3.47%
28,2022-02-04,113.05879974365234,112.51695996413741,113.81551943362378,111.53603046445286,5743200,0.98%
29,2022-02-07,114.26394653320312,114.49750051246484,115.93619388001726,113.86223340377289,6562900,1.07%
30,2022-02-08,115.57184600830078,113.97433770397961,115.71197981622402,113.60999407988014,7036200,1.14%
31,2022-02-09,117.26277160644531,116.66487402626915,117.29080406934536,114.68434096474863,10979700,1.46%
32,2022-02-10,116.50604248046875,116.59012560221453,120.19619887930307,116.1790684014582,10474900,-0.65%
33,2022-02-11,113.04944610595703,117.24407268686264,118.25302737357276,112.5262804568294,9845700,-2.97%
34,2022-02-14,111.89102172851562,112.05918085535924,113.55393181730301,110.23746292080392,8081800,-1.02%
35,2022-02-15,116.32852935791016,113.99299023780877,116.41261247253368,113.46983175570598,9248700,3.97%
36,2022-02-16,115.46906280517578,115.03932442466588,116.11367393969084,113.5726060136319,5749500,-0.74%
37,2022-02-17,111.88168334960938,114.43208842714827,114.67498652465223,111.77891904403081,7976700,-3.11%
38,2022-02-18,111.4612808227539,112.59168104494357,112.75050314215255,110.65785469334628,8389000,-0.38%
39,2022-02-22,109.21918487548828,109.77036883824118,111.50801099175305,108.10746566773022,9793500,-2.01%
40,2022-02-23,108.2756118774414,110.75128515538027,111.57339248764828,108.14482223656924,8114700,-0.86%
41,2022-02-24,104.52006530761719,100.89531042491869,104.61349259334493,97.51344652810896,27539100,-3.47%
42,2022-02-25,103.91282653808594,104.90309300498056,105.5663853674761,102.16584042672385,14258900,-0.58%
43,2022-02-28,99.97042083740234,102.17517038869212,102.5488509546735,98.09264534509624,26390800,-3.79%
44,2022-03-01,100.9420166015625,102.76373449849001,103.80071457135664,100.0078008333944,20377900,0.97%
45,2022-03-02,102.39938354492188,101.26898340214314,102.73570176744285,100.76450606836168,13342400,1.44%
46,2022-03-03,101.63333129882812,102.67965549444382,102.76373148991716,100.52161228645524,10841700,-0.75%
47,2022-03-04,98.14871215820312,99.96109313700144,101.00741742545736,96.98094237856526,22372100,-3.43%
48,2022-03-07,92.7582778930664,96.49514070050991,97.24250898549852,92.54340514553833,29422900,-5.49%
49,2022-03-08,93.42156219482422,93.6177466201334,96.32697334928321,92.13234720243548,25650000,0.72%
50,2022-03-09,98.04593658447266,97.63488651595982,98.76528667749562,96.0000090122716,14348400,4.95%
51,2022-03-10,97.12108612060547,97.33595891815739,98.58780482888912,95.77581291593701,11811000,-0.94%
52,2022-03-11,94.73883056640625,98.42898023708574,98.42898023708574,94.63606625509608,18116400,-2.45%
53,2022-03-14,92.76762390136719,94.84157681388238,95.1592138651687,92.55275114954112,17959400,-2.08%
54,2022-03-15,95.37407684326172,91.58116340387649,95.42079047899311,91.19813867537951,13415600,2.81%
55,2022-03-16,99.21346282958984,96.67891086048007,99.30733353321415,96.5099407292061,20347100,4.03%
56,2022-03-17,99.96441650390625,99.26976483567643,100.00196621055034,98.33104365519722,8042000,0.76%
57,2022-03-18,100.18035125732422,99.23224061619928,100.480741825756,98.4624893369756,10218200,0.22%
58,2022-03-21,100.36808013916016,100.18033874304601,100.64969939520655,98.68776814500039,10366100,0.19%
59,2022-03-22,100.48074340820312,99.87057304218901,101.34436541081094,99.72038133654583,10401200,0.11%
60,2022-03-23,98.894287109375,99.973818032239,101.56025931440978,98.894287109375,12905300,-1.58%
61,2022-03-24,101.30681610107422,100.23667423226455,101.36314425755846,99.3448917288819,10834000,2.44%
62,2022-03-25,100.18973541259766,101.09090707234166,101.36313713026574,99.35426680069232,7432100,-1.10%
63,2022-03-28,99.8142318725586,99.14774064687933,100.18033258579263,98.19963018246246,8151200,-0.37%
64,2022-03-29,102.55531311035156,101.30681192754923,103.03406303042537,100.246059322166,14076200,2.75%
65,2022-03-30,100.18973541259766,101.18477777737996,102.63979161016297,99.98321556438795,15456300,-2.31%
66,2022-03-31,97.87108612060547,100.40563080152252,100.5839901428325,97.80537591515578,13021600,-2.31%
67,2022-04-01,96.49116516113281,99.28855067883258,99.45752080259047,95.94670507770456,12085100,-1.41%
68,2022-04-04,98.36861419677734,97.64579472406221,99.10081572673498,96.95114290870185,9077200,1.95%
69,2022-04-05,96.21893310546875,98.07760442790189,98.1902464001326,95.85283237196869,12291000,-2.19%
70,2022-04-06,94.97982025146484,94.26639006692068,95.88099182894821,93.60928802975835,14902600,-1.29%
71,2022-04-07,94.3602523803711,94.26638169224101,95.02675073840588,93.54356951557749,12431000,-0.65%
72,2022-04-08,93.20563507080078,94.45413606954934,94.52922832757096,93.04605417492688,11796200,-1.22%
73,2022-04-11,91.59102630615234,92.201196512589,92.35138817895263,90.97147404435657,12480500,-1.73%
74,2022-04-12,91.46900177001953,93.87212590129268,94.01293552251958,91.46900177001953,13291500,-0.13%
75,2022-04-13,95.28021240234375,93.68438904951762,95.95609288745251,93.40276979343056,15776800,4.17%
76,2022-04-14,92.33262634277344,97.6270138273855,98.09637447078639,92.30446585006939,17828500,-3.09%
77,2022-04-18,92.71752166748047,91.947770305162,93.7219534105287,91.49718798481193,10277400,0.42%
78,2022-04-19,93.35582733154297,92.40772400646138,93.35582733154297,91.72245432890867,10103000,0.69%
79,2022-04-20,92.94279479980469,94.24761679007383,94.81084811880064,92.83953488731936,8596900,-0.44%
80,2022-04-21,91.67552185058594,93.63744584973765,94.48229641759897,91.44084153517306,13038500,-1.36%
81,2022-04-22,89.81684875488281,91.08412099968545,91.79755114919924,89.5164582438046,11650100,-2.03%
82,2022-04-25,90.3425521850586,89.22547850685363,90.38010190324951,88.6622398958663,10654400,0.59%
83,2022-04-26,87.08516693115234,89.12219748012475,89.19728973685838,87.08516693115234,14176000,-3.61%
84,2022-04-27,84.72898864746094,86.21216289526856,87.01008174958397,84.69143893510342,15846300,-2.71%
85,2022-04-28,89.38504791259766,86.51256287919205,90.3049908230917,86.15584418331126,15176200,5.50%
86,2022-04-29,87.2353744506836,87.47005478578585,89.73236949199631,87.08517559851794,10629300,-2.40%
87,2022-05-02,88.01451873779297,86.83172779173707,88.49326148582388,85.64893684568116,8251900,0.89%
88,2022-05-03,87.89246368408203,87.09455209367572,88.28673203248083,86.84110052001702,9511900,-0.14%
89,2022-05-04,90.10785675048828,88.15532186418653,90.18295617431245,86.2872612964053,9082500,2.52%
90,2022-05-05,86.50316619873047,88.27734882066287,88.59651061378831,85.63015513382128,11517200,-4.00%
91,2022-05-06,86.0150375366211,85.79913562970712,87.18843926251458,84.7383758858989,7944900,-0.56%
92,2022-05-09,81.95036315917969,84.42858654015065,84.6632668388174,81.67813315330133,11428600,-4.73%
93,2022-05-10,83.37723541259766,84.50369824069669,84.75715703223838,82.69196563155548,11690400,1.74%
94,2022-05-11,82.44790649414062,83.42417765945558,85.02000125625572,82.4197459966017,11531300,-1.11%
95,2022-05-12,82.31646728515625,80.93654592554626,82.8045991755159,80.15740558262877,11592900,-0.16%
96,2022-05-13,85.3860855102539,83.42416150168485,85.76157544909185,82.75767026213806,11180600,3.73%
97,2022-05-16,84.86979675292969,84.36288638802712,85.77096834768695,84.0155569263693,6729100,-0.60%
98,2022-05-17,87.6014633178711,87.58269204483433,87.7610442052443,86.70968103019773,7668800,3.22%
99,2022-05-18,84.98242950439453,86.428061018867,87.51698105387526,84.83223783583702,9610900,-2.99%
100,2022-05-19,84.68205261230469,84.33472313252699,86.4562354010836,84.07188229891167,7739000,-0.35%
101,2022-05-20,85.21711730957031,87.33862942405332,87.33862942405332,83.38661366420614,10469900,0.63%
102,2022-05-23,85.89301300048828,85.44242355155522,86.27789223414739,85.09510119733989,6920500,0.79%
103,2022-05-24,83.28335571289062,84.03432846325865,84.29717644585644,83.0956071538922,8788600,-3.04%
104,2022-05-25,84.86979675292969,83.85597602312457,85.34853946266388,83.58374598483198,9113500,1.90%
105,2022-05-26,85.42363739013672,83.93107397673437,85.7709668457123,83.58374452115878,9762700,0.65%
106,2022-05-27,88.02388763427734,86.94436393641945,88.07082656108625,86.85987530053835,6279000,3.04%
107,2022-05-31,89.46014404296875,89.68543515288788,90.38947613802601,88.71855334586489,9621700,1.63%
108,2022-06-01,88.94384002685547,89.74175167123856,90.45518183931192,88.08021818027318,6152400,-0.58%
109,2022-06-02,90.4364242553711,88.23043020218778,90.4645919158439,87.88310783699868,6335000,1.68%
110,2022-06-03,88.02388763427734,88.57773689074872,88.7842567097084,87.20720473805005,9137100,-2.67%
111,2022-06-06,87.40435028076172,89.1785331569338,89.68544357325095,87.17905914969052,9440200,-0.70%
112,2022-06-07,88.089599609375,86.9912974539168,88.10837804522677,86.14644688745864,7360200,0.78%
113,2022-06-08,87.74227905273438,88.23980018447023,89.11281126000435,87.43249931196017,6446300,-0.39%
114,2022-06-09,85.28282928466797,87.30108152652724,87.77044217989567,85.23589751645625,8086700,-2.80%
115,2022-06-10,83.24580383300781,84.99182599590539,85.16079611366564,83.1988649040119,10460400,-2.39%
116,2022-06-13,80.3076171875,80.78635993632176,81.50917941194609,79.81008883849036,14603700,-3.53%
117,2022-06-14,81.84711456298828,81.42468566989984,82.49482740672335,81.00226393868674,10449600,1.92%
118,2022-06-15,83.6682357788086,82.14751169486205,84.30656661709354,82.01609127185125,11742500,2.23%
119,2022-06-16,79.75862884521484,80.41919921335456,81.08920105561732,79.25848713194817,10505200,-4.67%
120,2022-06-17,80.21157836914062,80.21157836914062,80.77777630594449,79.22072658003582,9735500,0.57%
121,2022-06-21,82.05171203613281,81.15523269434776,82.80664731312808,81.15523269434776,9604000,2.29%
122,2022-06-22,80.12667083740234,79.87187702594213,81.32512329994768,79.78695055518811,7868700,-2.35%
123,2022-06-23,79.38116455078125,79.39059602445984,79.48496835803158,78.09777856986642,10370300,-0.93%
124,2022-06-24,81.07975769042969,79.40947251828023,81.67427170731531,79.40947251828023,10670100,2.14%
125,2022-06-27,81.02313232421875,82.02341559748646,82.09891057649467,80.75890709728746,7358000,-0.07%
126,2022-06-28,79.58875274658203,81.29679236754312,81.91960791582727,79.58875274658203,8289200,-1.77%
127,2022-06-29,78.93763732910156,79.67369542395085,79.84355553811591,78.63566459276345,7981300,-0.82%
128,2022-06-30,77.14466094970703,76.87099706831913,77.58818492300477,75.60648865045464,14201600,-2.27%
129,2022-07-01,72.66226196289062,74.58734093598913,74.75720105713306,71.88845634425675,19531700,-5.81%
130,2022-07-05,71.82239532470703,70.35027917097705,71.86014281577675,69.58590507611144,22253100,-1.16%
131,2022-07-06,71.30339050292969,70.10493802140662,72.00170842720534,69.62366641404891,11530500,-0.72%
132,2022-07-07,76.10662841796875,74.17211115121123,76.39916243602207,73.92675609112953,15847800,6.74%
133,2022-07-08,76.91818237304688,75.41775037790224,77.5315664314444,75.26676763099033,10004200,1.07%
134,2022-07-11,74.65338897705078,75.27620455249554,75.74803737009813,74.37972507888958,9519600,-2.94%
135,2022-07-12,74.64395141601562,76.58790754920373,76.88988026898087,74.48352998354598,10363700,-0.01%
136,2022-07-13,76.71057891845703,74.8138090111987,77.11635542200787,74.45521866836665,14706500,2.77%
137,2022-07-14,78.95651245117188,78.27707195169299,79.30567137440363,75.97453239185704,23377000,2.93%
138,2022-07-15,80.80609130859375,80.75891234334699,81.192997701446,79.2396099902015,14061000,2.34%
139,2022-07-18,78.87158203125,81.21186896803574,81.23074631407323,78.67341309544462,11352500,-2.39%
140,2022-07-19,81.29679107666016,80.21157422081212,81.59876377397816,79.796359062151,10673100,3.07%
141,2022-07-20,81.68370056152344,80.38144448939711,81.86299934811687,80.31538817848342,11664800,0.48%
