,date,ixf,open,high,low,volume,ixf_cr
398,2023-07-24,4804.7,4760.5,4819.6,4760.3,,0.94
399,2023-07-25,4785.3,4812.6,4830.4,4784.4,,-0.4
400,2023-07-26,4888.1,4810.5,4903.6,4810.5,,2.15
401,2023-07-27,4809.6,4906.6,4921.6,4799.3,,-1.6
402,2023-07-28,4863.5,4871.4,4883.7,4843.3,,1.12
403,2023-07-31,4886.7,4883.0,4904.7,4868.6,,0.48
404,2023-08-01,4854.4,4860.2,4861.2,4815.3,,-0.66
405,2023-08-02,4821.0,4797.0,4830.8,4773.9,,-0.69
406,2023-08-03,4849.7,4791.4,4868.4,4791.4,,0.6
407,2023-08-04,4835.3,4850.6,4894.4,4830.0,,-0.3
408,2023-08-07,4875.2,4852.4,4878.8,4843.6,,0.83
409,2023-08-08,4807.2,4784.2,4814.2,4749.6,,-1.4
410,2023-08-09,4760.9,4787.1,4796.1,4758.8,,-0.96
411,2023-08-10,4748.2,4781.0,4810.4,4735.8,,-0.27
412,2023-08-11,4748.9,4721.4,4760.7,4720.8,,0.01
413,2023-08-14,4717.4,4723.3,4724.2,4699.3,,-0.66
414,2023-08-15,4620.9,4675.7,4681.3,4616.0,,-2.04
