,date,ixk,open,high,low,volume,ixk_cr
65,2022-03-30,11165.6796875,11264.849609375,11299.58984375,11117.0595703125,1045200,-1.36%
66,2022-03-31,10966.73046875,11169.7998046875,11178.2099609375,10963.8896484375,994000,-1.78%
67,2022-04-01,10953.51953125,10979.1103515625,11029.2001953125,10834.0302734375,946800,-0.12%
68,2022-04-04,11193.8701171875,10987.7998046875,11195.8798828125,10984.900390625,852700,2.19%
69,2022-04-05,10923.740234375,11161.73046875,11169.2099609375,10896.349609375,866100,-2.41%
70,2022-04-06,10617.4697265625,10730.5703125,10760.9697265625,10540.76953125,935400,-2.80%
71,2022-04-07,10633.650390625,10586.66015625,10713.8603515625,10478.740234375,795400,0.15%
72,2022-04-08,10449.75,10566.73046875,10580.25,10433.25,724900,-1.73%
73,2022-04-11,10165.6298828125,10302.98046875,10313.5,10156.259765625,844200,-2.72%
74,2022-04-12,10128.9501953125,10324.6796875,10401.3798828125,10079.9599609375,770600,-0.36%
75,2022-04-13,10322.98046875,10138.91015625,10357.6904296875,10110.1201171875,754100,1.92%
76,2022-04-14,10037.150390625,10345.150390625,10345.150390625,10027.9404296875,965800,-2.77%
77,2022-04-18,10073.4697265625,10005.7802734375,10133.8798828125,9973.669921875,788900,0.36%
78,2022-04-19,10272.5703125,10050.349609375,10293.4296875,10007.0302734375,718300,1.98%
79,2022-04-20,10173.4501953125,10365.6396484375,10382.5302734375,10142.2900390625,842400,-0.96%
80,2022-04-21,9936.9296875,10276.0302734375,10369.1298828125,9908.26953125,1192400,-2.32%
81,2022-04-22,9660.509765625,9947.7802734375,10005.150390625,9648.6103515625,842000,-2.78%
82,2022-04-25,9840.16015625,9598.8203125,9848.4599609375,9579.5,903600,1.86%
83,2022-04-26,9465.169921875,9771.599609375,9771.599609375,9464.900390625,1078100,-3.81%
