,date,spny,open,high,low,volume,spny_cr
50,2022-03-09,568.0999755859375,586.75,586.75,556.489990234375,502917500,-3.18%
51,2022-03-10,585.530029296875,568.0999755859375,587.1300048828125,568.0999755859375,353540900,3.07%
52,2022-03-11,580.5499877929688,585.530029296875,587.989990234375,575.280029296875,273943400,-0.85%
53,2022-03-14,563.77001953125,580.5499877929688,580.5499877929688,555.9099731445312,312414800,-2.89%
54,2022-03-15,542.77001953125,563.77001953125,563.77001953125,532.719970703125,311774200,-3.72%
55,2022-03-16,540.4400024414062,542.77001953125,549.4099731445312,535.1300048828125,295959600,-0.43%
56,2022-03-17,559.27001953125,540.4400024414062,560.3599853515625,540.4400024414062,304402200,3.48%
57,2022-03-18,559.780029296875,559.27001953125,562.260009765625,554.4500122070312,392815600,0.09%
58,2022-03-21,581.0,559.780029296875,582.7100219726562,559.780029296875,284052500,3.79%
59,2022-03-22,577.1599731445312,581.0,581.4099731445312,570.010009765625,223967600,-0.66%
60,2022-03-23,587.2000122070312,577.1599731445312,591.9600219726562,577.1599731445312,218518000,1.74%
61,2022-03-24,587.9500122070312,587.2000122070312,593.9099731445312,584.1900024414062,188091000,0.13%
62,2022-03-25,601.3400268554688,587.9500122070312,601.7999877929688,584.3800048828125,219297100,2.28%
63,2022-03-28,585.9199829101562,601.3400268554688,601.3400268554688,582.3599853515625,187941900,-2.56%
64,2022-03-29,583.3200073242188,585.9199829101562,585.9199829101562,565.52001953125,214823400,-0.44%
65,2022-03-30,590.1500244140625,583.3200073242188,594.25,583.3200073242188,183433500,1.17%
66,2022-03-31,581.9299926757812,590.1500244140625,595.3200073242188,581.9299926757812,222971600,-1.39%
67,2022-04-01,586.8900146484375,581.9299926757812,592.2100219726562,580.9400024414062,153879000,0.85%
68,2022-04-04,587.2899780273438,586.8900146484375,591.3099975585938,581.27001953125,159932400,0.07%
69,2022-04-05,578.4299926757812,587.2899780273438,597.3800048828125,577.6500244140625,176893100,-1.51%
70,2022-04-06,581.5700073242188,578.4299926757812,589.6699829101562,578.4299926757812,175746300,0.54%
71,2022-04-07,589.4600219726562,581.5700073242188,591.469970703125,573.9099731445312,180045000,1.36%
72,2022-04-08,605.7100219726562,589.4600219726562,607.2999877929688,589.4600219726562,209255800,2.76%
73,2022-04-11,586.8800048828125,605.7100219726562,605.7100219726562,585.5399780273438,192810200,-3.11%
74,2022-04-12,597.0,586.8800048828125,607.3800048828125,586.8800048828125,181085400,1.72%
75,2022-04-13,605.1199951171875,597.0,607.0,593.8800048828125,157348000,1.36%
76,2022-04-14,607.6300048828125,605.1199951171875,612.25,601.719970703125,162328100,0.41%
77,2022-04-18,616.7999877929688,607.6300048828125,619.9000244140625,607.6300048828125,186649800,1.51%
78,2022-04-19,610.8599853515625,616.7999877929688,618.780029296875,607.6199951171875,171308600,-0.96%
79,2022-04-20,613.3900146484375,610.8599853515625,616.8099975585938,607.1599731445312,194198300,0.41%
80,2022-04-21,594.3499755859375,613.3900146484375,619.8300170898438,592.0700073242188,235163900,-3.10%
81,2022-04-22,579.9000244140625,594.3499755859375,600.1099853515625,579.4000244140625,205476500,-2.43%
82,2022-04-25,560.530029296875,579.9000244140625,579.9000244140625,540.47998046875,291850400,-3.34%
83,2022-04-26,560.780029296875,560.530029296875,576.0700073242188,559.8599853515625,222262800,0.04%
84,2022-04-27,569.0800170898438,560.780029296875,574.6099853515625,554.260009765625,197150000,1.48%
85,2022-04-28,586.9199829101562,569.0800170898438,591.9199829101562,561.9099731445312,194186400,3.13%
86,2022-04-29,572.4099731445312,586.9199829101562,591.1599731445312,569.739990234375,218789700,-2.47%
87,2022-05-02,580.239990234375,572.4099731445312,580.72998046875,566.239990234375,228917100,1.37%
88,2022-05-03,596.8699951171875,580.239990234375,599.3300170898438,580.239990234375,218949600,2.87%
89,2022-05-04,621.4299926757812,596.8699951171875,622.7899780273438,596.8699951171875,248882500,4.11%
90,2022-05-05,612.77001953125,621.4299926757812,626.530029296875,600.0999755859375,271578200,-1.39%
91,2022-05-06,630.6199951171875,612.77001953125,630.8800048828125,608.3499755859375,239301600,2.91%
92,2022-05-09,578.260009765625,630.6199951171875,630.6199951171875,576.1199951171875,293403500,-8.30%
93,2022-05-10,583.6599731445312,578.260009765625,598.4299926757812,571.6799926757812,235717600,0.93%
94,2022-05-11,591.6300048828125,583.6599731445312,610.489990234375,583.6599731445312,228422400,1.37%
95,2022-05-12,592.2100219726562,591.6300048828125,592.47998046875,573.6199951171875,215367400,0.10%
96,2022-05-13,612.25,592.2100219726562,614.6400146484375,592.2100219726562,213467400,3.38%
97,2022-05-16,628.3099975585938,612.25,634.719970703125,612.25,220937200,2.62%
98,2022-05-17,635.5,628.3099975585938,639.27001953125,628.3099975585938,199268900,1.14%
99,2022-05-18,618.02001953125,635.5,639.4600219726562,610.9299926757812,203092500,-2.75%
100,2022-05-19,616.280029296875,618.02001953125,626.5700073242188,604.8499755859375,194352800,-0.28%
101,2022-05-20,618.9299926757812,616.280029296875,631.0999755859375,606.6699829101562,198451900,0.43%
102,2022-05-23,635.510009765625,618.9299926757812,637.469970703125,618.9299926757812,195406000,2.68%
103,2022-05-24,638.0900268554688,635.510009765625,640.5999755859375,623.6599731445312,171683300,0.41%
104,2022-05-25,650.6199951171875,638.0900268554688,651.9000244140625,638.0900268554688,201601500,1.96%
105,2022-05-26,658.0599975585938,650.6199951171875,663.0700073242188,650.6199951171875,199707700,1.14%
106,2022-05-27,669.030029296875,658.0599975585938,669.27001953125,652.719970703125,187900600,1.67%
107,2022-05-31,658.0,669.030029296875,683.4500122070312,655.5499877929688,476518200,-1.65%
108,2022-06-01,669.5999755859375,658.0,674.719970703125,658.0,207976600,1.76%
109,2022-06-02,667.5999755859375,669.5999755859375,672.1599731445312,661.010009765625,156610800,-0.30%
110,2022-06-03,676.9299926757812,667.5999755859375,678.9500122070312,667.5999755859375,147261500,1.40%
111,2022-06-06,676.1599731445312,676.9299926757812,680.3900146484375,672.3900146484375,152750800,-0.11%
112,2022-06-07,697.3800048828125,676.1599731445312,697.52001953125,676.1599731445312,201807500,3.14%
113,2022-06-08,698.4299926757812,697.3800048828125,706.030029296875,694.2000122070312,189830600,0.15%
114,2022-06-09,682.3499755859375,698.4299926757812,698.4299926757812,681.8099975585938,186303800,-2.30%
115,2022-06-10,670.719970703125,682.3499755859375,684.8800048828125,663.1799926757812,207825200,-1.70%
116,2022-06-13,636.3200073242188,670.719970703125,670.719970703125,623.4400024414062,250574400,-5.13%
117,2022-06-14,636.739990234375,636.3200073242188,656.8099975585938,628.8200073242188,233133600,0.07%
118,2022-06-15,623.2100219726562,636.739990234375,638.5599975585938,612.9099731445312,246354100,-2.12%
119,2022-06-16,588.4099731445312,623.2100219726562,623.2100219726562,583.219970703125,326686100,-5.58%
120,2022-06-17,555.6500244140625,588.4099731445312,588.4099731445312,548.9000244140625,577638300,-5.57%
121,2022-06-21,584.1900024414062,555.6500244140625,588.1799926757812,555.6500244140625,279289300,5.14%
122,2022-06-22,559.7100219726562,584.1900024414062,584.1900024414062,552.7100219726562,280537000,-4.19%
123,2022-06-23,538.75,559.7100219726562,566.8099975585938,530.52001953125,299499700,-3.74%
124,2022-06-24,547.02001953125,538.75,558.0499877929688,538.75,372974600,1.54%
125,2022-06-27,562.239990234375,547.02001953125,566.4000244140625,547.02001953125,238395000,2.78%
126,2022-06-28,577.4199829101562,562.239990234375,586.8099975585938,562.239990234375,242575400,2.70%
127,2022-06-29,557.5999755859375,577.4199829101562,587.6900024414062,556.0,202828700,-3.43%
128,2022-06-30,546.239990234375,557.5999755859375,559.4199829101562,540.72998046875,239668000,-2.04%
129,2022-07-01,554.0999755859375,546.239990234375,556.3099975585938,535.5399780273438,180523600,1.44%
130,2022-07-05,531.8599853515625,554.0999755859375,554.0999755859375,520.3499755859375,272903900,-4.01%
131,2022-07-06,522.5999755859375,531.8599853515625,535.0999755859375,506.9100036621094,255718200,-1.74%
132,2022-07-07,540.9400024414062,522.5999755859375,545.280029296875,522.5999755859375,196978500,3.51%
133,2022-07-08,540.8699951171875,540.9400024414062,549.510009765625,533.260009765625,155618800,-0.01%
134,2022-07-11,536.0700073242188,540.8699951171875,540.8699951171875,528.7899780273438,145373600,-0.89%
135,2022-07-12,525.1799926757812,536.0700073242188,536.0700073242188,516.0999755859375,174939200,-2.03%
136,2022-07-13,524.4600219726562,525.1799926757812,535.5800170898438,519.7999877929688,159636800,-0.14%
137,2022-07-14,514.5,524.4600219726562,524.4600219726562,499.0899963378906,204034100,-1.90%
138,2022-07-15,524.27001953125,514.5,526.0800170898438,514.5,144456900,1.90%
139,2022-07-18,534.5599975585938,524.27001953125,543.4500122070312,524.27001953125,162653800,1.96%
140,2022-07-19,551.4600219726562,534.5599975585938,552.6500244140625,534.3099975585938,169863800,3.16%
141,2022-07-20,557.0599975585938,551.4600219726562,559.6300048828125,543.25,177303700,1.02%
142,2022-07-21,547.6300048828125,557.0599975585938,557.0599975585938,532.0499877929688,186379700,-1.69%
143,2022-07-22,542.7999877929688,547.6300048828125,554.4000244140625,539.719970703125,149918200,-0.88%
144,2022-07-25,562.9600219726562,542.7999877929688,563.22998046875,542.7999877929688,156132600,3.71%
145,2022-07-26,558.02001953125,562.9600219726562,571.8499755859375,554.030029296875,162016600,-0.88%
146,2022-07-27,570.3200073242188,558.02001953125,573.1699829101562,555.9500122070312,153360700,2.20%
147,2022-07-28,572.8800048828125,570.3200073242188,579.3300170898438,563.47998046875,144711900,0.45%
148,2022-07-29,598.739990234375,572.8800048828125,600.4000244140625,572.8800048828125,208940500,4.51%
149,2022-08-01,585.6699829101562,598.739990234375,598.739990234375,578.9000244140625,178811100,-2.18%
150,2022-08-02,584.4600219726562,585.6699829101562,590.3400268554688,579.72998046875,170528600,-0.21%
151,2022-08-03,567.1199951171875,584.4600219726562,588.1500244140625,563.9299926757812,214388200,-2.97%
152,2022-08-04,546.72998046875,567.1199951171875,567.1199951171875,544.6300048828125,230691500,-3.60%
153,2022-08-05,557.8800048828125,546.72998046875,562.510009765625,540.1300048828125,155123200,2.04%
154,2022-08-08,560.6199951171875,557.8800048828125,565.6300048828125,557.1599731445312,137272400,0.49%
155,2022-08-09,570.5700073242188,560.6199951171875,577.8900146484375,560.6199951171875,149319000,1.77%
156,2022-08-10,574.6199951171875,570.5700073242188,577.6500244140625,560.5399780273438,145484900,0.71%
157,2022-08-11,592.9400024414062,574.6199951171875,598.0499877929688,574.6199951171875,176669800,3.19%
158,2022-08-12,597.7000122070312,592.9400024414062,597.8900146484375,586.72998046875,131650700,0.80%
159,2022-08-15,585.8599853515625,597.7000122070312,597.7000122070312,570.489990234375,146985900,-1.98%
160,2022-08-16,583.8699951171875,585.8599853515625,592.1300048828125,580.3200073242188,149110200,-0.34%
161,2022-08-17,588.5800170898438,583.8699951171875,594.6300048828125,579.9000244140625,140286200,0.81%
162,2022-08-18,603.4600219726562,588.5800170898438,604.0900268554688,588.5800170898438,168121000,2.53%
163,2022-08-19,603.5999755859375,603.4600219726562,607.47998046875,599.1199951171875,219908800,0.02%
164,2022-08-22,602.0999755859375,603.5999755859375,605.6799926757812,588.510009765625,188732700,-0.25%
165,2022-08-23,623.9000244140625,602.0999755859375,628.6400146484375,602.0999755859375,240778900,3.62%
166,2022-08-24,631.3800048828125,623.9000244140625,632.25,621.2899780273438,189896500,1.20%
167,2022-08-25,636.1900024414062,631.3800048828125,639.3699951171875,630.3900146484375,149202200,0.76%
168,2022-08-26,629.3800048828125,636.1900024414062,642.2899780273438,626.6900024414062,142895400,-1.07%
169,2022-08-29,639.0999755859375,629.3800048828125,647.4500122070312,628.0800170898438,174835500,1.54%
170,2022-08-30,617.5999755859375,639.0999755859375,639.0999755859375,612.510009765625,171802500,-3.36%
171,2022-08-31,611.7999877929688,617.5999755859375,622.1199951171875,600.4000244140625,190505300,-0.94%
172,2022-09-01,597.719970703125,611.7999877929688,611.7999877929688,589.0499877929688,171428200,-2.30%
173,2022-09-02,608.5399780273438,597.719970703125,615.8499755859375,597.719970703125,159931600,1.81%
174,2022-09-06,601.9500122070312,608.5399780273438,615.0,599.8099975585938,170466600,-1.08%
175,2022-09-07,595.0,601.9500122070312,601.9500122070312,584.5,173573700,-1.15%
176,2022-09-08,597.9500122070312,595.0,600.7100219726562,590.530029296875,178657200,0.50%
177,2022-09-09,612.1900024414062,597.9500122070312,615.1900024414062,597.9500122070312,150999900,2.38%
178,2022-09-12,623.2999877929688,612.1900024414062,630.27001953125,612.1900024414062,168819200,1.81%
179,2022-09-13,608.02001953125,623.2999877929688,623.8699951171875,605.3800048828125,176663200,-2.45%
180,2022-09-14,625.3400268554688,608.02001953125,629.75,608.02001953125,196973600,2.85%
181,2022-09-15,609.469970703125,625.3400268554688,625.3400268554688,606.6799926757812,188673200,-2.54%
182,2022-09-16,596.27001953125,609.469970703125,609.469970703125,588.0800170898438,427019500,-2.17%
183,2022-09-19,596.72998046875,596.27001953125,597.1500244140625,580.1799926757812,153593300,0.08%
184,2022-09-20,592.8900146484375,596.72998046875,596.72998046875,585.8300170898438,150427500,-0.64%
185,2022-09-21,584.2100219726562,592.8900146484375,604.239990234375,584.030029296875,156644200,-1.46%
186,2022-09-22,581.8800048828125,584.2100219726562,596.4199829101562,581.5,152576100,-0.40%
187,2022-09-23,542.6099853515625,581.8800048828125,581.8800048828125,537.75,263198800,-6.75%
188,2022-09-26,528.6400146484375,542.6099853515625,545.4299926757812,528.4199829101562,217580800,-2.57%
189,2022-09-27,534.7899780273438,528.6400146484375,544.6400146484375,528.6400146484375,202318500,1.16%
190,2022-09-28,558.3400268554688,534.7899780273438,560.47998046875,534.7899780273438,199706300,4.40%
191,2022-09-29,557.5999755859375,558.3400268554688,558.9500122070312,543.9400024414062,190937600,-0.13%
192,2022-09-30,552.5599975585938,557.5999755859375,560.6300048828125,547.9600219726562,199802400,-0.90%
193,2022-10-03,584.4500122070312,552.5599975585938,587.5499877929688,552.5599975585938,216361600,5.77%
194,2022-10-04,609.8400268554688,584.4500122070312,610.0499877929688,584.4500122070312,218681000,4.34%
195,2022-10-05,622.3900146484375,609.8400268554688,627.0,604.780029296875,242704800,2.06%
196,2022-10-06,633.719970703125,622.3900146484375,635.4299926757812,617.75,202988000,1.82%
197,2022-10-07,629.1400146484375,633.719970703125,642.4600219726562,624.5499877929688,219608700,-0.72%
198,2022-10-10,616.1799926757812,629.1400146484375,636.739990234375,614.3200073242188,162724800,-2.06%
199,2022-10-11,611.5399780273438,616.1799926757812,622.0399780273438,602.2100219726562,171585300,-0.75%
200,2022-10-12,616.1199951171875,611.5399780273438,620.1199951171875,603.77001953125,147888000,0.75%
201,2022-10-13,641.239990234375,616.1199951171875,643.739990234375,609.739990234375,199871100,4.08%
202,2022-10-14,617.47998046875,641.239990234375,643.1599731445312,616.8499755859375,167712000,-3.71%
203,2022-10-17,625.030029296875,617.47998046875,635.6599731445312,617.47998046875,153170700,1.22%
204,2022-10-18,629.739990234375,625.030029296875,636.22998046875,618.0499877929688,160067500,0.75%
205,2022-10-19,648.22998046875,629.739990234375,650.72998046875,629.739990234375,193406800,2.94%
206,2022-10-20,649.4099731445312,648.22998046875,659.7899780273438,646.0800170898438,198495300,0.18%
207,2022-10-21,667.3499755859375,649.4099731445312,668.5700073242188,649.4099731445312,225110400,2.76%
208,2022-10-24,670.52001953125,667.3499755859375,675.030029296875,663.7100219726562,185238400,0.48%
209,2022-10-25,670.219970703125,670.52001953125,673.989990234375,664.5,183486000,-0.04%
210,2022-10-26,679.3400268554688,670.219970703125,684.8099975585938,670.219970703125,185247500,1.36%
211,2022-10-27,681.1900024414062,679.3400268554688,693.5499877929688,679.3400268554688,188243800,0.27%
212,2022-10-28,685.7100219726562,681.1900024414062,695.239990234375,672.9099731445312,181626100,0.66%
213,2022-10-31,689.8300170898438,685.7100219726562,699.9199829101562,679.489990234375,200326600,0.60%
214,2022-11-01,696.6900024414062,689.8300170898438,701.1799926757812,689.8300170898438,179958300,0.99%
215,2022-11-02,681.010009765625,696.6900024414062,698.3900146484375,679.4000244140625,214920800,-2.25%
216,2022-11-03,694.9199829101562,681.010009765625,698.72998046875,676.260009765625,188161800,2.04%
217,2022-11-04,701.989990234375,694.9199829101562,715.0700073242188,692.6500244140625,210186200,1.02%
218,2022-11-07,714.1300048828125,701.989990234375,716.530029296875,701.989990234375,182631400,1.73%
219,2022-11-08,714.510009765625,714.1300048828125,717.9500122070312,706.1699829101562,163569100,0.05%
220,2022-11-09,679.6300048828125,714.510009765625,714.510009765625,678.010009765625,204139700,-4.88%
221,2022-11-10,694.739990234375,679.6300048828125,695.3400268554688,678.9099731445312,175182200,2.22%
222,2022-11-11,716.02001953125,694.739990234375,718.5399780273438,694.739990234375,191848100,3.06%
223,2022-11-14,712.280029296875,716.02001953125,724.739990234375,711.9600219726562,162927900,-0.52%
224,2022-11-15,720.1599731445312,712.280029296875,721.489990234375,710.8400268554688,162427500,1.11%
225,2022-11-16,704.6799926757812,720.1599731445312,720.1599731445312,700.989990234375,148398500,-2.15%
226,2022-11-17,705.52001953125,704.6799926757812,706.02001953125,689.8200073242188,130730800,0.12%
227,2022-11-18,699.1900024414062,705.52001953125,705.52001953125,684.1400146484375,174609800,-0.90%
228,2022-11-21,689.4600219726562,699.1900024414062,699.1900024414062,666.72998046875,200807100,-1.39%
229,2022-11-22,711.3900146484375,689.4600219726562,713.0499877929688,689.4600219726562,170208200,3.18%
230,2022-11-23,703.1300048828125,711.3900146484375,711.3900146484375,696.0999755859375,129317700,-1.16%
231,2022-11-25,701.0,703.1300048828125,708.7999877929688,699.9500122070312,60155900,-0.30%
232,2022-11-28,681.8099975585938,701.0,701.0,679.1599731445312,169838400,-2.74%
233,2022-11-29,690.530029296875,681.8099975585938,695.280029296875,681.8099975585938,142062300,1.28%
234,2022-11-30,694.2999877929688,690.530029296875,699.5999755859375,683.5399780273438,245360000,0.55%
235,2022-12-01,691.3699951171875,694.2999877929688,701.72998046875,689.469970703125,131315900,-0.42%
236,2022-12-02,687.2000122070312,691.3699951171875,695.3300170898438,683.3300170898438,138547600,-0.60%
237,2022-12-05,667.010009765625,687.2000122070312,696.4600219726562,661.6900024414062,168423200,-2.94%
238,2022-12-06,649.3499755859375,667.010009765625,670.239990234375,644.8699951171875,171293800,-2.65%
239,2022-12-07,647.469970703125,649.3499755859375,657.260009765625,641.8699951171875,168397600,-0.29%
240,2022-12-08,644.4600219726562,647.469970703125,662.75,640.8400268554688,179610100,-0.46%
241,2022-12-09,629.469970703125,644.4600219726562,649.22998046875,628.8099975585938,191402400,-2.33%
242,2022-12-12,645.1199951171875,629.469970703125,646.4600219726562,629.469970703125,178657700,2.49%
243,2022-12-13,656.5399780273438,645.1199951171875,662.4199829101562,645.1199951171875,195709600,1.77%
244,2022-12-14,652.3300170898438,656.5399780273438,663.47998046875,646.9500122070312,163357800,-0.64%
245,2022-12-15,648.8800048828125,652.3300170898438,652.3300170898438,637.530029296875,156536100,-0.53%
246,2022-12-16,640.280029296875,648.8800048828125,648.8800048828125,632.0700073242188,419429800,-1.33%
247,2022-12-19,641.1400146484375,640.280029296875,649.219970703125,636.1199951171875,128668800,0.13%
248,2022-12-20,650.8599853515625,641.1400146484375,654.8400268554688,640.9199829101562,137078600,1.52%
249,2022-12-21,663.1699829101562,650.8599853515625,665.97998046875,650.8599853515625,129378200,1.89%
250,2022-12-22,647.8400268554688,663.1699829101562,663.9099731445312,634.7999877929688,135888100,-2.31%
251,2022-12-23,668.3300170898438,647.8400268554688,668.4000244140625,647.8400268554688,116864200,3.16%
252,2022-12-27,675.9600219726562,668.3300170898438,678.27001953125,668.3300170898438,104760500,1.14%
253,2022-12-28,660.9500122070312,675.9600219726562,675.9600219726562,658.5399780273438,107996000,-2.22%
254,2022-12-29,667.27001953125,660.9500122070312,670.260009765625,658.2999877929688,89610600,0.96%
255,2022-12-30,672.3400268554688,667.27001953125,673.25,664.6199951171875,96876700,0.76%
256,2023-01-03,647.969970703125,672.3400268554688,672.3400268554688,640.5499877929688,147124800,-3.62%
257,2023-01-04,648.3400268554688,647.969970703125,652.1400146484375,636.3400268554688,155197700,0.06%
258,2023-01-05,661.25,648.3400268554688,664.3800048828125,647.4600219726562,147204700,1.99%
259,2023-01-06,672.3499755859375,661.25,680.8300170898438,661.25,140554500,1.68%
260,2023-01-09,669.1900024414062,672.3499755859375,682.9500122070312,667.1699829101562,162646400,-0.47%
261,2023-01-10,674.2100219726562,669.1900024414062,675.510009765625,663.9600219726562,128082200,0.75%
262,2023-01-11,676.6099853515625,674.2100219726562,681.3800048828125,669.010009765625,144061000,0.36%
263,2023-01-12,689.260009765625,676.6099853515625,693.530029296875,676.6099853515625,150233700,1.87%
264,2023-01-13,690.2100219726562,689.260009765625,691.9500122070312,681.5,105943000,0.14%
265,2023-01-17,691.0700073242188,690.2100219726562,698.6300048828125,688.75,130973000,0.12%
266,2023-01-18,678.8699951171875,691.0700073242188,702.3699951171875,678.1400146484375,162566100,-1.77%
267,2023-01-19,686.3800048828125,678.8699951171875,689.6199951171875,673.1199951171875,145109500,1.11%
268,2023-01-20,695.3200073242188,686.3800048828125,696.1199951171875,681.8300170898438,155873900,1.30%
269,2023-01-23,693.9099731445312,695.3200073242188,702.4000244140625,692.25,143941700,-0.20%
270,2023-01-24,692.4099731445312,693.9099731445312,693.9099731445312,674.4500122070312,132063800,-0.22%
271,2023-01-25,691.780029296875,692.4099731445312,692.4099731445312,677.8499755859375,135699700,-0.09%
272,2023-01-26,714.77001953125,691.780029296875,714.9400024414062,691.780029296875,156928500,3.32%
273,2023-01-27,700.5800170898438,714.77001953125,714.77001953125,699.3900146484375,143289900,-1.99%
274,2023-01-30,684.530029296875,700.5800170898438,700.5800170898438,683.3300170898438,136560900,-2.29%
275,2023-01-31,690.5900268554688,684.530029296875,691.969970703125,674.8800048828125,168708000,0.89%
276,2023-02-01,677.530029296875,690.5900268554688,690.75,668.3099975585938,186342100,-1.89%
277,2023-02-02,660.469970703125,677.530029296875,677.530029296875,653.1799926757812,192910000,-2.52%
278,2023-02-03,658.9500122070312,660.469970703125,673.7899780273438,657.9600219726562,170803200,-0.23%
279,2023-02-06,656.3400268554688,658.9500122070312,664.1900024414062,648.0999755859375,148021300,-0.40%
280,2023-02-07,676.5399780273438,656.3400268554688,677.9199829101562,656.3400268554688,149269200,3.08%
281,2023-02-08,670.760009765625,676.5399780273438,680.1900024414062,667.3099975585938,143635900,-0.85%
282,2023-02-09,665.969970703125,670.760009765625,673.9000244140625,665.4400024414062,141191600,-0.71%
283,2023-02-10,692.0999755859375,665.969970703125,693.4199829101562,665.969970703125,175863900,3.92%
284,2023-02-13,687.9099731445312,692.0999755859375,692.0999755859375,679.3699951171875,129924100,-0.61%
285,2023-02-14,687.780029296875,687.9099731445312,692.7999877929688,680.6300048828125,126588800,-0.02%
