date,dji_cr,dji_f_cr,dxy_cr,ixic_f_cr,bond_kor_10_cr,bond_kor_2_cr,kosdaq_cr,kospi_cr,krw_cr,ixic_cr,spx_f_cr,sox_cr,spx_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,vix_cr,wti_cr,spsy_cr,spny_cr,spxhc_cr,splrcd_cr,splrci_cr,splrcu_cr,splrcs_cr,splrct_cr,splrcl_cr,splrcm_cr,ixbk_cr,ixfn_cr,ixid_cr,ixis_cr,ixk_cr,ixtr_cr,ixut_cr,nbi_cr,bkx_cr,dji_cr_2,dji_f_cr_2,dxy_cr_2,ixic_f_cr_2,bond_kor_10_cr_2,bond_kor_2_cr_2,kosdaq_cr_2,kospi_cr_2,krw_cr_2,ixic_cr_2,spx_f_cr_2,sox_cr_2,spx_cr_2,bond_usa_10_cr_2,bond_usa_2_cr_2,bond_usa_3m_cr_2,vix_cr_2,wti_cr_2,spsy_cr_2,spny_cr_2,spxhc_cr_2,splrcd_cr_2,splrci_cr_2,splrcu_cr_2,splrcs_cr_2,splrct_cr_2,splrcl_cr_2,splrcm_cr_2,ixbk_cr_2,ixfn_cr_2,ixid_cr_2,ixis_cr_2,ixk_cr_2,ixtr_cr_2,ixut_cr_2,nbi_cr_2,bkx_cr_2
2022-12-02,-0.56%,-0.49%,-1.14%,0.17%,0.33%,-0.31%,1.52%,0.30%,+0.20%,0.13%,0.01%,-0.78%,-0.09%,-2.79%,-2.15%,-1.10%,-3.60%,0.83%,-0.71%,-0.42%,0.24%,-0.11%,-0.00%,-0.19%,-0.47%,0.07%,0.29%,-0.03%,-0.46%,0.51%,-0.35%,-0.01%,0.31%,-0.38%,-0.06%,0.41%,-1.32%,1.602481258325402,1.6894586053105711,-1.9472077728817352,4.668214061042539,-0.1633986928104637,-1.7054263565891545,1.795090022957186,1.9088677673139753,-1.5942838172270088,4.540057334185323,3.02246340232206,5.019379317015057,3.00533400039923,-6.400000000000006,-5.480430222698255,-1.5510948905109603,-9.365003628232037,3.8618981973359556,0.924657089851285,0.1216407375024351,2.694325193355192,3.3710991465140165,1.5877002980289279,2.3677028642719757,1.3447116827729941,5.109192895286065,5.223247271070487,2.38446650800373,1.3514909653529703,2.6781497540800867,3.3786492022225243,2.2467679476311018,5.895945597659285,1.7279566226690763,2.6096154036649084,3.663951562592835,0.646304606786402
2022-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-05,0.10%,0.09%,-0.18%,-0.44%,-2.21%,-0.71%,-1.03%,-1.84%,-0.49%,-0.18%,-0.15%,-1.19%,-0.12%,-0.53%,1.14%,0.09%,-3.93%,-1.53%,-0.43%,-0.60%,0.22%,-0.19%,0.62%,-0.47%,0.44%,-0.55%,0.06%,1.10%,-0.15%,0.02%,-0.03%,0.60%,-0.49%,-0.34%,-0.21%,1.21%,-0.98%,-0.46224830973663295,-0.4046359721379231,-1.3192093562222607,-0.2657310718511906,-1.8883415435139561,-1.0220125786163443,0.46742252411007545,-1.5449742053380884,-0.2888641339837891,-0.056679455877223575,-0.14088820826952528,-1.9672110476597788,-0.20612189377247936,-3.2954860149543124,-1.0303324323700154,-1.0082493125572776,-7.385813719138001,-0.7076346036361569,-1.140380658451849,-1.022609205065206,0.4633404842918602,-0.296386475473252,0.6188375607419165,-0.653283142301038,-0.03605884627630366,-0.47891902017676674,0.3527238358622301,1.0698181534621118,-0.6167280109642527,0.5312334751581624,-0.3757954859642365,0.5878776947715755,-0.1745966787107888,-0.7194640644422179,-0.2659768554037432,1.630260560236205,-2.2867094110813646
2022-12-06,-1.40%,-1.37%,0.71%,-1.70%,-0.31%,-0.16%,0.05%,-0.62%,+0.59%,-1.93%,-1.77%,-1.20%,-1.79%,1.87%,2.01%,-1.02%,8.87%,-3.81%,-2.50%,-2.94%,-0.99%,-2.95%,-1.70%,-0.60%,-1.20%,-1.66%,-1.50%,-1.95%,-4.35%,-1.36%,-2.63%,-2.14%,-1.47%,-2.09%,-1.48%,-2.13%,-4.39%,-1.3022532450710798,-1.2867059746144238,0.5253612190881413,-2.1305257922115604,-0.3076923076923111,-0.15915119363395827,-0.9829825144078741,-2.440480732075305,0.09660872698833725,-2.112003635983548,-1.9231947081521408,-2.3763647985197838,-1.9067500374089004,2.605956471935859,2.604981209588949,-0.18518518518518534,4.58669274401901,-5.2819513063905426,-2.9174279946798705,-3.523436875132753,-0.767310471883414,-3.1348791634170676,-1.093202401144291,-1.062173918379144,-0.7683880627381433,-2.195759922513844,-1.4470997699613246,-0.8699756716951116,-4.492617971754534,-1.3385726197691374,-2.6563002064280825,-1.5556084711516633,-1.9443684643130499,-2.4209901325443086,-1.6871284331030565,-0.9424717559596705,-5.323400422304218
2022-12-07,-1.03%,-1.04%,0.29%,-2.03%,-1.71%,0.37%,-1.89%,-1.08%,+1.10%,-2.00%,-1.46%,-2.36%,-1.44%,-1.43%,-0.67%,1.37%,6.84%,-3.48%,-0.86%,-2.65%,-0.74%,-1.62%,-1.15%,0.66%,-0.68%,-2.14%,-2.57%,-0.88%,-0.81%,-0.71%,-1.84%,0.22%,-2.42%,-0.42%,-1.62%,-1.63%,-1.63%,-2.4209758761268514,-2.397051568530718,0.9971290113823266,-3.698923835890177,-2.0139860139860155,0.21220159151193654,-1.8432375387980653,-1.6912318664416948,1.687354090100075,-3.8966134586441568,-3.202061096797939,-3.5258570633298443,-3.2035759019574033,0.39806653397782865,1.3344473067372,0.3374423249087616,16.31689767834836,-7.1642949692835325,-3.334674160953631,-5.507863205580205,-1.7249042480944765,-4.5271604788939515,-2.833086870170445,0.06408104415367613,-1.8709075605420238,-3.757495526988034,-4.039187347945137,-2.813742855721953,-5.1184362235630205,-2.0553788190427076,-4.423022982064443,-1.9257100559530806,-3.8496707222705115,-2.4981087793924006,-3.079475230025851,-3.728053803952016,-5.9492497558988156
2022-12-08,0.00%,-0.02%,-0.46%,-0.49%,0.20%,-0.40%,-0.18%,-0.43%,-0.41%,-0.51%,-0.21%,-0.01%,-0.19%,-3.14%,-2.34%,-1.60%,2.30%,-3.02%,-0.45%,-0.29%,0.85%,-0.48%,-0.14%,-0.47%,0.38%,-0.51%,-0.93%,-0.24%,0.06%,-0.98%,-0.43%,-0.94%,-0.77%,-1.01%,-0.47%,0.97%,0.22%,-1.0285994132875391,-1.062202083210734,-0.17388863442832572,-2.5093704338987357,-1.5151515151515227,-0.026567481402760093,-2.070036617597671,-1.5091020920759652,0.680970363618266,-2.5034885795015143,-1.6611503153687628,-2.3666495379023176,-1.6234708065338967,-4.521350823332413,-2.987010032531782,-0.2551020408163293,9.301206290003766,-6.395422006275879,-1.3053690820162287,-2.9294971254428415,0.09689143027141504,-2.091315917070268,-1.2832162063456423,0.1906076175981079,-0.3046954874113402,-2.640921869196305,-3.4807516457604417,-1.122270346986556,-0.7510569211237086,-1.6838464705695437,-2.2684199727414445,-0.7170188897728754,-3.1727151499487487,-1.4268944219403945,-2.086361497117161,-0.6785723931658413,-1.4155140016596726
2022-12-09,0.55%,0.53%,-0.29%,1.18%,0.48%,0.96%,-0.78%,-0.49%,+0.11%,1.13%,0.74%,2.67%,+0.75%,2.01%,1.16%,-0.72%,-1.72%,-0.76%,0.15%,-0.46%,0.89%,1.05%,0.57%,0.56%,0.44%,1.59%,-0.50%,0.68%,0.32%,0.48%,0.89%,0.47%,1.47%,0.33%,-0.03%,1.04%,0.18%,0.5510737951248642,0.5054559510005054,-0.7447301682331303,0.6873595019885872,0.6851270339708827,0.5558496559025915,-0.9618568451397499,-0.9226225908536729,-0.3000477348669134,0.6092693953771914,0.5259822560202788,2.6631438731436368,0.5645402739225526,-1.1894647408666172,-1.2023635031146787,-2.310684053992241,0.5412757727579512,-3.7575769906092167,-0.3022390476777115,-0.7530536378120022,1.7482896460791233,0.5671283216768582,0.4338981255394352,0.08910874598177851,0.8125796257933952,1.07002268696544,-1.4290799327308552,0.4289916633508815,0.38016238789009993,-0.506155421683477,0.448679675595567,-0.47046722608635116,0.6915443525380992,-0.6816075074290809,-0.49580863578594897,2.021968755726116,0.3997217218934347
2022-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-12,-0.90%,-0.90%,0.04%,-0.65%,-2.32%,-0.45%,0.98%,0.76%,-0.91%,-0.70%,-0.74%,-0.86%,-0.73%,2.76%,0.66%,0.56%,2.42%,-0.62%,-0.28%,-2.33%,-1.28%,-0.52%,-0.81%,-0.48%,-0.76%,-0.63%,0.02%,-0.96%,-0.42%,-0.51%,-0.54%,-0.86%,-0.60%,-0.13%,-0.38%,-2.10%,0.05%,-0.361513244634271,-0.37769516728624536,-0.24462777507461927,0.5234806029801469,-1.8518518518518503,0.5049162901939975,0.18798222608419543,0.2614551859171987,-0.7996165492475705,0.4204051933978847,-0.012700831904489744,1.7869641646404189,0.011693171188027117,4.82315112540193,1.824406716067908,-0.1627528481748561,0.6613739705111122,-1.3748166418480912,-0.13434976948071659,-2.7800517111940746,-0.4014526917432142,0.5251508176135513,-0.24589351778322088,0.08393764280968345,-0.33215100730246594,0.9543306896098058,-0.4848797049048881,-0.2906256232357634,-0.0957765610813861,-0.03660292010216383,0.3458581798877558,-0.3988954020703343,0.8640747811619667,0.19911339387577828,-0.4016505375278566,-1.082379145137793,0.22933066650660838
2022-12-13,1.58%,1.55%,0.29%,1.23%,0.12%,-0.19%,-0.59%,-0.67%,+0.17%,1.26%,1.41%,2.14%,+1.43%,0.82%,0.52%,-1.02%,9.51%,3.03%,1.26%,2.49%,1.04%,0.39%,1.71%,2.27%,1.03%,2.17%,0.71%,0.90%,0.59%,0.84%,0.33%,0.74%,1.87%,2.79%,1.66%,0.92%,1.48%,0.6617785563211351,0.6330799041505192,0.33220014481546223,0.5688892705336825,0.11611030478955017,-0.18508725542041557,0.37892986833566217,0.08181678148061809,-0.7409771779029206,0.5571217684082296,0.6556136922398034,1.2562248641617362,0.6824758862725142,0.8644729503625248,0.909677122196129,-0.11644154634373298,12.15791374232226,2.3929458527578085,0.9739294735372368,0.10240715048717978,-0.25951962969093745,-0.1336065003982999,0.883033950412258,1.7833306305839722,0.2615518276163241,1.5307657613883492,0.7249040051531874,-0.07216741411488428,0.17009981902713836,0.32181666724822655,-0.20885625120910925,-0.13166891663937233,1.2585778646426276,2.6540281270726265,1.2809150496432105,-1.2058815580859037,1.532796752081662
2022-12-14,0.30%,0.34%,-1.10%,1.09%,0.58%,-0.13%,-0.01%,-0.03%,-1.30%,1.01%,0.76%,1.52%,+0.73%,-3.20%,-3.83%,1.61%,-9.80%,3.03%,0.30%,1.77%,0.27%,0.20%,0.36%,0.31%,-0.17%,1.14%,1.70%,1.34%,-1.01%,0.65%,0.10%,0.32%,1.68%,-0.61%,0.34%,1.50%,0.04%,1.8884304666501908,1.8956355603319601,-0.8168043380217913,2.333671859806824,0.6966618287373011,-0.31729243786356454,-0.6018175580779436,-0.6965197923296368,-1.1304807994661876,2.2916688667073517,2.1848205779612573,3.6938357323420155,2.167304632496098,-2.424749163879604,-3.321939021312717,0.5769674590352981,-1.2264594287394748,6.153200440919296,1.5602873183531505,4.300444593724026,1.3144840704016898,0.5844703342183908,2.0725149062134984,2.591336686601382,0.8654574562497461,3.339027950559438,2.4179311539506685,2.2529950974862256,-0.42777210390521375,1.4960595467093465,0.4263163679924585,1.060778972229952,3.5815130045784134,2.16402785858722,2.0111010206302917,2.434608312412395,1.5220915835525368
2022-12-15,-0.42%,-0.41%,-0.20%,-0.75%,-1.79%,-2.52%,1.94%,1.13%,+0.49%,-0.76%,-0.60%,-1.57%,-0.61%,-0.63%,0.04%,-0.30%,-6.25%,2.51%,-1.29%,-0.64%,0.14%,-0.73%,-0.19%,-0.16%,-0.07%,-0.86%,-0.86%,-1.11%,-1.91%,-1.06%,-0.64%,-0.54%,-0.85%,0.26%,-2.58%,0.58%,-1.70%,-0.11376990312786824,-0.0705529588147103,-1.298711668559183,0.3329989113497129,-1.2177442737025173,-2.6490066225165587,1.9266840778128724,1.105341727118311,-0.8161827759402069,0.24362927968073445,0.15657293167157263,-0.06980190174604897,0.1192815043502721,-3.8153165606856483,-3.786201702535559,1.305665656330148,-15.44000244140625,5.617057145282152,-1.0025015410179323,1.117624942216608,0.4192773024933023,-0.5305455662771974,0.1682364136296412,0.15306752747061625,-0.2395507707320613,0.2732337717444529,0.8285425259251754,0.22056622163057218,-2.901775036665209,-0.419158644131626,-0.540778226210032,-0.22484502182019855,0.810788634317601,-0.34921119837434095,-2.2435210380897064,2.09362230795972,-1.6567026821049529
2022-12-16,-2.25%,-2.30%,0.76%,-3.43%,-0.23%,-0.46%,-0.87%,-1.60%,+1.78%,-3.23%,-2.53%,-4.17%,-2.49%,-0.84%,0.58%,-0.41%,7.99%,-1.51%,-2.01%,-0.53%,-1.86%,-1.78%,-2.45%,-1.27%,-1.66%,-3.78%,-3.84%,-3.02%,-1.82%,-2.11%,-2.66%,-1.15%,-4.01%,-2.47%,-2.41%,-1.81%,-1.88%,-2.657455291066734,-2.6982685377786892,0.5666537262835183,-4.159716210224033,-2.0178725857595805,-2.9708222811671114,1.0515157186698745,-0.48178773019393145,2.2790564178942296,-3.9645273741857467,-3.1139287712101433,-5.674939324583475,-3.082357916734046,-1.456726649528698,0.6240952991148759,-0.7113354749885199,1.2416882311256638,0.9550354510309044,-3.273927154312279,-1.1667184635955596,-1.7186295519284829,-2.4973979700175555,-2.6341740198112746,-1.425071113440906,-1.7323951826385076,-4.602650127708453,-4.668176696337945,-4.096611897135176,-3.689004442147645,-3.14811913178437,-3.280806907024398,-1.6895842937367727,-4.828830334418281,-2.2181031915609144,-4.9260710960241445,-1.2411539247137415,-3.5472833300612785
2022-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-19,-0.85%,-0.74%,0.12%,-0.18%,-1.09%,0.30%,-0.73%,-0.04%,-0.69%,-0.97%,-0.66%,-0.95%,-1.11%,1.09%,-1.37%,-0.81%,-0.92%,-2.39%,-0.74%,-1.33%,-1.41%,-1.74%,-0.48%,-1.66%,-0.53%,-1.27%,-0.11%,-0.41%,-0.62%,-1.24%,-1.09%,-0.79%,-1.00%,-0.68%,-0.34%,-0.88%,-0.76%,-3.079196254197341,-3.019854271467655,0.888773473632002,-3.6058120625279235,-1.320810096859405,-0.16326530612244308,-1.5898527922453702,-1.6350934862457016,1.0845903259174596,-4.166897237702171,-3.1648331489963732,-5.0830463326294355,-3.5781864781794708,0.25869502730669436,-0.7898856682005708,-1.219792865362484,7.000953132996159,-3.8690449158890834,-2.734688658358436,-1.8472226445635318,-3.24256640789045,-3.4915228826909366,-2.922177701041566,-2.90657836577667,-2.1786979683210785,-4.997115532429686,-3.9467381135297095,-3.421950902035278,-2.4194983575189504,-3.3184617908607708,-3.725511599644122,-1.9370437331451205,-4.973014435556754,-3.1410232452719185,-2.7455689322811607,-2.677623172775974,-2.631578346969076
2022-12-20,-0.49%,0.02%,-0.06%,-1.18%,1.19%,0.16%,-0.03%,-0.33%,-0.62%,-1.49%,-0.67%,-1.37%,-0.90%,2.24%,1.39%,-0.80%,-0.88%,1.21%,-0.23%,0.13%,-0.36%,-1.66%,-0.52%,-0.41%,-0.04%,-1.42%,-2.19%,-1.34%,0.37%,-0.97%,-1.25%,-0.51%,-1.79%,-1.04%,-0.90%,-1.89%,-0.02%,-1.3393071434420327,-0.7196194146693966,0.06027201377279013,-1.3571570204234507,1.1940298507462697,0.16393442622950227,-0.7555241639442758,-0.3727302311051521,-1.3060196737226133,-2.4466884908495343,-1.3215293815755709,-2.312676615783586,-2.0044920746967887,2.924311926605501,1.9509862522414798,-0.2096924510717487,-1.7958819482359116,-1.2087743549698322,-0.9729062648997305,-1.1928230452674897,-1.7636901702905132,-3.36888034409943,-0.9957207413932565,-2.0676066826724315,-0.5676077794663064,-2.665526925516411,-2.289313345915259,-1.7472009005854074,-0.24865647390488413,-2.194811580993982,-2.32795709511791,-1.2988950658039893,-2.7737018300150176,-1.7195768130151827,-1.2393002668691668,-2.7600883777685703,-0.7822784117434542
2022-12-21,0.28%,0.24%,-0.95%,-0.16%,5.72%,3.52%,-1.96%,-0.80%,-1.35%,0.01%,0.10%,-0.62%,+0.10%,2.83%,0.04%,1.70%,-4.19%,1.20%,0.31%,1.52%,-0.06%,-1.13%,0.14%,0.06%,-0.02%,0.16%,0.72%,0.65%,0.41%,-0.21%,-0.65%,1.22%,0.21%,-0.86%,0.13%,1.28%,0.09%,-0.21482887613350266,0.2625063778124879,-1.0080166191784055,-1.3356537854616939,6.985074626865671,3.688524590163928,-1.9904892315794267,-1.1326166832287778,-1.9672081070967635,-1.47868976879024,-0.5739414452720002,-1.9900687809528643,-0.7979524239686903,5.155226431216179,1.4314247669773643,0.8917197452229294,-5.039793345276045,2.4229309465347773,0.07347624561540513,1.6523951350326984,-0.41882270592761905,-2.7710511739059576,-0.3738434803464857,-0.3513604580861972,-0.05911334686183903,-1.2607331551120164,-1.4799519958913514,-0.6977477254594684,0.7809690306265615,-1.1773022204052852,-1.8887647688627767,0.6989431675833782,-1.579616475529716,-1.8951024287059453,-0.774862048725765,-0.6354880827917151,0.07166225901466308
2022-12-22,1.60%,1.56%,0.23%,1.42%,-0.47%,-0.95%,0.37%,-0.19%,-0.35%,1.54%,1.47%,2.36%,+1.49%,-0.51%,-1.00%,-0.60%,-6.56%,2.89%,1.70%,1.89%,1.31%,1.58%,1.85%,1.36%,0.82%,1.68%,1.19%,0.84%,1.73%,1.43%,1.37%,1.96%,1.67%,1.50%,1.36%,1.27%,1.55%,1.8894624686826627,1.8075395020168017,-0.7151403890272684,1.2619212471802204,5.221238938053099,2.5368248772504085,-1.6061960021554036,-0.9871723333922882,-1.6967778127857684,1.5488277533339474,1.5667663502795475,1.7170113288284459,1.5920747264030901,2.3119777158774424,-0.959170751154985,1.097361662386171,-10.481714422269462,4.122886518772024,2.013427821839965,3.4360619768520695,1.246366348847148,0.4339524740194639,1.9908053867227387,1.4197405114401076,0.8022821362507914,1.8351190518668645,1.915219619311525,1.492113984192039,2.1468217067935234,1.2227885811115513,0.7164126542124959,3.203557688349497,1.884275754701489,0.6243189802888818,1.487233435278297,2.5692735093554036,1.6485694456119342
2022-12-23,-1.05%,-1.08%,0.27%,-2.47%,-1.91%,-1.54%,1.32%,1.19%,+0.97%,-2.18%,-1.45%,-4.20%,-1.45%,0.35%,1.34%,0.05%,9.47%,-1.02%,-0.98%,-2.31%,-0.16%,-2.59%,-1.25%,-0.63%,-0.29%,-2.54%,-1.15%,-0.94%,-0.51%,-0.84%,-2.42%,-1.13%,-2.77%,-1.36%,-0.85%,-0.00%,-0.44%,0.5411002014023846,0.46894381750521885,0.5028628454254931,-1.0871753573585665,-2.3716517857142847,-2.4769433465085604,1.6910122688362808,1.004587557218905,0.6177407669956659,-0.6730775729911953,0.0,-1.9472456125811937,0.020148523401070276,-0.1625135427952391,0.3305358901026772,-0.5509641873278243,2.281190789388393,1.8399284968578005,0.7108782270755597,-0.4639951086350035,1.1457763363565943,-1.0478796864621083,0.5695552094092499,0.7136607457063109,0.5298074995600766,-0.9070008252951574,0.019014247629142864,-0.11372975527000236,1.2086028626360568,0.5777365022845938,-1.0786747975059308,0.810837840766083,-1.148143324727299,0.1154377144746279,0.4996770256226339,1.2689454024222593,1.1048612082400895
2022-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26,0.53%,0.50%,-0.11%,0.19%,1.51%,1.13%,-3.32%,-1.83%,-0.94%,0.21%,0.53%,0.09%,+0.59%,1.76%,1.11%,0.07%,-5.01%,2.67%,0.62%,3.16%,0.08%,0.71%,0.57%,1.05%,0.53%,0.12%,1.08%,0.72%,0.70%,0.49%,0.62%,0.55%,0.16%,0.79%,0.75%,-1.51%,0.48%,-0.5169831534860521,-0.5779141469808454,0.1569636233772283,-2.2872645462967047,-0.42052144659377977,-0.4256451183825489,-2.047613994201271,-0.6552313310960808,0.02657890416740943,-1.9749972529714641,-0.9217179799014273,-4.1221406604509365,-0.8668433700147453,2.123604682820578,2.4696912293994933,0.11778290993070809,3.986054591796975,1.6221696617895,-0.3662088071509475,0.7780862090657324,-0.07548144569313467,-1.8957143289892355,-0.6903999158105686,0.41188367989055386,0.23596024844411037,-2.4281463814534234,-0.08769693697299996,-0.2336173605644971,0.18476821018928102,-0.35932233554352727,-1.8154255210250967,-0.5925896864056247,-2.610579994991539,-0.5851503282586554,-0.10506294034669292,-1.5129014029144934,0.030227067297379697
2022-12-27,,,,,2.51%,1.62%,,0.15%,-0.44%,,,,,-0.20%,0.10%,0.78%,,,,,,,,,,,,,,,,,,,,,,,,,,2.5063362433117424,1.6150740242261117,,-1.679873732617879,-1.3726735003561377,,,,,1.5463917525773179,1.2103086520713118,0.8471837488457926,,,,,,,,,,,,,,,,,,,,,
2022-12-28,0.11%,0.12%,-0.11%,-1.44%,-0.77%,-0.37%,1.87%,0.68%,-0.17%,-1.38%,-0.38%,-1.79%,-0.40%,2.81%,1.18%,-1.32%,3.74%,-0.04%,-0.03%,1.14%,-0.27%,-1.64%,0.33%,0.62%,0.47%,-0.97%,-1.18%,0.03%,0.07%,-0.81%,-1.63%,-0.15%,-1.43%,-0.36%,-0.04%,-2.22%,0.35%,0.6481580151571188,0.6263550951577933,-0.2247266915755663,-1.2551733496166633,1.717825964517036,1.2382234185733583,-1.5146452957979624,0.8255253789382448,-0.6064632097221673,-1.1730454315418055,0.14937974930181205,-1.703692567450359,0.17946886633755654,2.612636630231947,1.275563258232239,-0.5559271989112082,-1.4565302905116913,2.6325990086020465,0.5814091662666784,4.340576986833971,-0.18333388963635164,-0.9410854656847741,0.8983991003700847,1.6776803974396484,0.9964666815944218,-0.8587120308215962,-0.11407346710333749,0.7461500298934037,0.7706680734514211,-0.32648654024429663,-1.0174579695812302,0.39804927087406655,-1.2641586833993201,0.4237883420866351,0.7118197802190513,-3.6944739071709796,0.8297072545095874
2022-12-29,-1.10%,-1.11%,0.28%,-1.31%,1.74%,0.48%,-1.68%,-2.24%,+0.20%,-1.35%,-1.23%,-1.47%,-1.20%,0.98%,-0.58%,3.39%,2.26%,-0.72%,-0.42%,-2.22%,-0.64%,-0.86%,-1.31%,-0.97%,-1.26%,-1.64%,-1.51%,-1.50%,-0.74%,-0.86%,-1.07%,-2.17%,-1.75%,-1.74%,-1.09%,-0.30%,-0.31%,-0.9884936906234978,-0.9857677902621722,0.16536589441390576,-2.7313153201959324,0.9615384615384532,0.10596026490066233,0.16202461008137434,-1.5834150334975063,0.03610930128500514,-2.7107458374376696,-1.608631048517346,-3.2340888867962008,-1.602155627571651,3.8204648677531456,0.593300551746439,2.021196236866809,6.085282699306728,-0.7541459182162636,-0.4523842959455935,-1.1042456113145678,-0.9002063898316468,-2.4838784479475637,-0.9917645115509214,-0.3547668577060355,-0.7952969370039394,-2.6002770504629553,-2.670842950994318,-1.4655435613196446,-0.6658855160191003,-1.668288827683614,-2.6804322705163965,-2.315166131047403,-3.153687978767378,-2.097792941302842,-1.124499922107465,-2.512813045403752,0.04027521138339435
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,1.05%,1.00%,-0.57%,2.41%,1.31%,0.79%,-1.89%,-1.93%,-1.06%,2.59%,1.69%,3.32%,+1.75%,-1.71%,0.19%,-0.76%,-3.16%,-0.71%,1.43%,0.96%,1.05%,2.57%,1.22%,0.68%,0.41%,2.64%,2.69%,1.05%,1.68%,1.80%,2.43%,1.30%,3.02%,1.32%,1.21%,2.12%,1.70%,-0.06244536471254039,-0.12269571462772325,-0.2954955706507152,1.0741605973157435,3.0730897009966713,1.2762563148098922,-3.5359809607825787,-4.131967948452283,-0.8602049080429988,1.2059943548718752,0.4345006485084306,1.7982720337075393,0.5230789319057308,-0.7534424525850963,-0.39017044287768077,2.5980051032243123,-0.9699726936388381,-1.4208440472302986,1.0093619965152671,-1.2855793477321615,0.40332336107218403,1.6912934030262432,-0.10531665008904581,-0.29474349993573346,-0.8574452030602691,0.9524791655806553,1.1356481413357722,-0.46414703421278375,0.9287037678816059,0.9182043718316123,1.3319244676447173,-0.8975935550139499,1.2161073019115207,-0.44174923249586245,0.10520492279017385,1.8099783187078917,1.3848441869412178
2023-01-03,,,,,2.09%,1.53%,-1.15%,-0.48%,+0.64%,,,,,0.00%,-0.05%,-0.24%,,,,,,,,,,,,,,,,,,,,,,,,,,2.0883534136546262,1.5299393299920938,-3.0128378610675974,-2.4021588050518146,0.6487686877899881,,,,,1.5445026178010515,1.3789628000733012,-0.6420981234456348,,,,,,,,,,,,,,,,,,,,,
2023-01-04,-0.03%,-0.02%,1.01%,-0.70%,-3.99%,-2.99%,0.51%,-0.31%,+0.79%,-0.76%,-0.39%,-1.23%,-0.40%,-3.26%,-1.03%,-0.49%,5.68%,-4.15%,0.38%,-3.62%,-0.29%,-0.59%,0.21%,0.01%,-0.24%,-1.01%,1.39%,-0.10%,-0.85%,0.20%,-0.81%,0.04%,-0.94%,-0.42%,0.65%,-0.92%,0.60%,-0.254147057007887,-0.2906367041198502,0.7008649190732951,-0.7908273096009607,-1.9812583668005312,-1.5035610656818765,-0.638897372358672,-0.7923435645187807,1.4418043967896326,-0.8695227504118527,-0.6650739329760444,-1.3396698787603574,-0.6531091528805472,-3.2740397009538595,-1.0750016938051916,-0.7264472190692401,6.809697052728314,-1.8750015205266228,0.08225823145763701,-2.892389626868457,-0.6116791832162869,-0.8707582149613976,-0.1892916097684035,-0.9559043918552902,-0.7013530064713887,-1.1306195620083987,1.3675381881315511,-0.8495027366699293,-1.2954578554567693,-0.6684427934743523,-0.8786799341552832,-0.9052912003548278,-1.0405274843255174,-1.0806451277035933,0.749164298774568,-0.6019714582698699,0.42561646082479926
