,date,ixtr,open,high,low,volume,ixtr_cr
288,2023-02-17,6090.52978515625,6057.18994140625,6098.47998046875,6037.2099609375,119100,0.34%
289,2023-02-21,5930.2900390625,6022.18017578125,6025.18017578125,5929.27001953125,142800,-2.63%
290,2023-02-22,5886.56982421875,5950.7998046875,5968.0498046875,5863.68994140625,130200,-0.74%
291,2023-02-23,5982.77978515625,5943.490234375,5998.27001953125,5912.81982421875,156200,1.63%
292,2023-02-24,5932.64990234375,5898.18994140625,5942.41015625,5874.16015625,124100,-0.84%
293,2023-02-27,5948.240234375,6008.77978515625,6021.259765625,5943.22021484375,121500,0.26%
294,2023-02-28,5934.2998046875,5938.2998046875,5987.97998046875,5929.43017578125,112900,-0.23%
295,2023-03-01,5967.93017578125,5938.7998046875,5998.7900390625,5923.7900390625,119800,0.57%
296,2023-03-02,6084.27978515625,5924.14990234375,6093.330078125,5919.919921875,115800,1.95%
297,2023-03-03,6123.9501953125,6115.669921875,6137.16015625,6056.2998046875,119500,0.65%
298,2023-03-06,6064.080078125,6109.25,6137.08984375,6058.43017578125,124600,-0.98%
299,2023-03-07,6014.89990234375,6058.77001953125,6077.1201171875,6011.7900390625,133000,-0.81%
300,2023-03-08,6062.7099609375,6023.31005859375,6064.02978515625,6003.85009765625,221300,0.79%
301,2023-03-09,5929.47021484375,6068.27001953125,6093.93994140625,5927.0400390625,141400,-2.20%
302,2023-03-10,5805.5,5939.259765625,5963.10009765625,5793.31982421875,181300,-2.09%
303,2023-03-13,5698.72021484375,5718.6298828125,5771.14990234375,5677.97998046875,190700,-1.84%
304,2023-03-14,5694.22998046875,5779.5,5816.89013671875,5614.06982421875,190100,-0.08%
305,2023-03-15,5586.85009765625,5589.7099609375,5614.2001953125,5521.85009765625,190200,-1.89%
306,2023-03-16,5655.43017578125,5535.89990234375,5668.75,5530.43994140625,180400,1.23%
307,2023-03-17,5534.81982421875,5627.740234375,5627.97021484375,5522.8798828125,231700,-2.13%
308,2023-03-20,5561.7900390625,5559.18017578125,5599.35986328125,5524.7900390625,138100,0.49%
309,2023-03-21,5653.7001953125,5649.39013671875,5687.9501953125,5632.6298828125,122200,1.65%
310,2023-03-22,5528.1298828125,5646.10986328125,5672.169921875,5525.5400390625,133400,-2.22%
311,2023-03-23,5483.52001953125,5548.2998046875,5616.580078125,5458.240234375,145100,-0.81%
312,2023-03-24,5485.68994140625,5421.64013671875,5492.0498046875,5379.60009765625,125800,0.04%
313,2023-03-27,5564.1201171875,5530.72021484375,5582.27978515625,5502.56005859375,163600,1.43%
314,2023-03-28,5594.41015625,5556.5400390625,5608.81005859375,5555.08984375,110700,0.54%
315,2023-03-29,5646.91015625,5655.8798828125,5661.06982421875,5620.830078125,142800,0.94%
316,2023-03-30,5653.58984375,5694.1201171875,5699.93017578125,5649.8701171875,141100,0.12%
317,2023-03-31,5762.56005859375,5682.1201171875,5765.419921875,5675.93994140625,179800,1.93%
318,2023-04-03,5691.5,5727.77001953125,5748.77978515625,5645.509765625,167000,-1.23%
319,2023-04-04,5577.97998046875,5705.7900390625,5706.89990234375,5561.0400390625,122300,-1.99%
320,2023-04-05,5498.0400390625,5544.68017578125,5550.89013671875,5447.39990234375,142700,-1.43%
321,2023-04-06,5538.18017578125,5499.56005859375,5559.56982421875,5476.1298828125,115700,0.73%
322,2023-04-10,5630.2998046875,5516.259765625,5630.85009765625,5505.64013671875,251700,1.66%
323,2023-04-11,5698.8701171875,5646.18994140625,5716.97021484375,5644.64013671875,176800,1.22%
324,2023-04-12,5662.240234375,5722.47021484375,5724.47021484375,5645.89013671875,272000,-0.64%
325,2023-04-13,5659.490234375,5684.6201171875,5685.0400390625,5584.83984375,191300,-0.05%
326,2023-04-14,5694.56982421875,5654.2900390625,5718.85986328125,5654.2900390625,194900,0.62%
327,2023-04-17,5726.66015625,5721.7099609375,5737.330078125,5678.85986328125,247000,0.56%
328,2023-04-18,5741.58984375,5743.81982421875,5801.1298828125,5724.58984375,238700,0.26%
329,2023-04-19,5790.06005859375,5728.8701171875,5794.91015625,5721.81982421875,223600,0.84%
330,2023-04-20,5783.169921875,5756.10009765625,5830.2001953125,5755.669921875,229600,-0.12%
331,2023-04-21,5814.080078125,5830.06982421875,5846.4599609375,5779.6201171875,300300,0.53%
332,2023-04-24,5828.85009765625,5818.669921875,5873.60009765625,5796.89990234375,196500,0.25%
333,2023-04-25,5712.3798828125,5783.81982421875,5787.06005859375,5693.10986328125,253200,-2.00%
334,2023-04-26,5505.4599609375,5629.2998046875,5650.8798828125,5484.64990234375,332100,-3.62%
335,2023-04-27,5629.68994140625,5552.7900390625,5640.60009765625,5526.919921875,314500,2.26%
336,2023-04-28,5743.85986328125,5641.33984375,5771.27978515625,5641.1201171875,266500,2.03%
337,2023-05-01,5786.39013671875,5744.77978515625,5804.7099609375,5741.02001953125,800100,0.74%
338,2023-05-02,5717.89990234375,5757.85986328125,5760.47021484375,5644.740234375,559600,-1.18%
339,2023-05-03,5730.759765625,5749.2998046875,5816.830078125,5729.14013671875,324200,0.22%
340,2023-05-04,5653.6298828125,5705.56005859375,5726.14990234375,5626.91015625,246400,-1.35%
341,2023-05-05,5769.509765625,5713.5498046875,5793.669921875,5710.2998046875,191600,2.05%
342,2023-05-08,5761.06005859375,5805.830078125,5821.41015625,5735.77001953125,346900,-0.15%
343,2023-05-09,5770.3701171875,5725.8798828125,5785.85986328125,5701.7900390625,228700,0.16%
344,2023-05-10,5737.419921875,5820.759765625,5828.43017578125,5669.58984375,204000,-0.57%
345,2023-05-11,5704.7001953125,5706.5,5723.22998046875,5660.64013671875,165700,-0.57%
346,2023-05-12,5705.14990234375,5739.06005859375,5756.740234375,5663.64990234375,184500,0.01%
347,2023-05-15,5723.2998046875,5710.9501953125,5755.56982421875,5681.080078125,158900,0.32%
348,2023-05-16,5630.2900390625,5690.35009765625,5692.35009765625,5629.81005859375,164800,-1.63%
349,2023-05-17,5747.85009765625,5676.97021484375,5767.85986328125,5672.31982421875,262500,2.09%
350,2023-05-18,5785.490234375,5728.759765625,5787.72021484375,5706.7900390625,193200,0.65%
351,2023-05-19,5749.81005859375,5812.4599609375,5816.009765625,5709.89990234375,166500,-0.62%
352,2023-05-22,5721.0,5802.8798828125,5802.8798828125,5689.75,187300,-0.50%
353,2023-05-23,5718.919921875,5705.5400390625,5769.259765625,5695.759765625,206300,-0.04%
354,2023-05-24,5625.080078125,5683.669921875,5683.669921875,5595.56005859375,174300,-1.64%
355,2023-05-25,5688.22021484375,5617.7001953125,5703.06005859375,5615.6298828125,215200,1.12%
356,2023-05-26,5705.22021484375,5698.6201171875,5727.14013671875,5682.080078125,164200,0.30%
357,2023-05-30,5727.919921875,5706.27978515625,5750.0400390625,5682.9599609375,254100,0.40%
358,2023-05-31,5611.02978515625,5715.8798828125,5718.169921875,5594.6201171875,193900,-2.04%
359,2023-06-01,5692.080078125,5640.39013671875,5699.3701171875,5612.16015625,164000,1.44%
360,2023-06-02,5837.33984375,5742.3798828125,5856.8701171875,5741.580078125,174300,2.55%
361,2023-06-05,5785.06982421875,5833.27001953125,5837.25,5775.31005859375,149400,-0.90%
362,2023-06-06,5815.169921875,5736.93994140625,5832.3701171875,5712.4599609375,216100,0.52%
363,2023-06-07,5920.419921875,5821.91015625,5927.25,5817.919921875,228900,1.81%
364,2023-06-08,5931.259765625,5917.35986328125,5944.97998046875,5873.64990234375,320000,0.18%
365,2023-06-09,5880.16015625,5928.31982421875,5940.47021484375,5872.85009765625,0,-0.86%
366,2023-06-12,5921.60009765625,5884.02978515625,5930.25,5857.3798828125,241900,0.70%
367,2023-06-13,6002.97998046875,5954.27978515625,6012.240234375,5944.60986328125,898500,1.37%
368,2023-06-14,6049.31005859375,6025.52001953125,6097.35986328125,6009.0,608500,0.77%
369,2023-06-15,6129.60986328125,6044.080078125,6135.22998046875,6037.740234375,583000,1.33%
370,2023-06-16,6087.2099609375,6166.77978515625,6166.9599609375,6082.2001953125,521200,-0.69%
371,2023-06-20,6012.4599609375,6057.2900390625,6058.5400390625,5994.8798828125,293700,-1.23%
372,2023-06-21,6061.8701171875,5979.169921875,6072.240234375,5963.93017578125,271500,0.82%
373,2023-06-22,6058.2099609375,6045.16015625,6079.919921875,6029.31005859375,175900,-0.06%
374,2023-06-23,5993.18994140625,5976.669921875,6023.8798828125,5969.97021484375,350100,-1.07%
375,2023-06-26,6058.58984375,5996.10009765625,6088.5498046875,5995.43017578125,182900,1.09%
376,2023-06-27,6238.72998046875,6088.669921875,6244.2900390625,6088.2099609375,219600,2.97%
377,2023-06-28,6283.9599609375,6246.33984375,6289.2001953125,6236.93994140625,178700,0.72%
378,2023-06-29,6331.39013671875,6286.669921875,6346.7099609375,6286.669921875,203200,0.75%
379,2023-06-30,6362.27001953125,6388.66015625,6391.10986328125,6310.2998046875,220700,0.49%
380,2023-07-03,6387.06982421875,6326.4599609375,6393.97998046875,6318.64990234375,154900,0.39%
381,2023-07-05,6330.66015625,6333.43017578125,6353.60009765625,6302.2998046875,201800,-0.88%
382,2023-07-06,6254.27978515625,6252.0498046875,6283.60009765625,6208.509765625,170800,-1.21%
383,2023-07-07,6310.5498046875,6265.10009765625,6377.52001953125,6264.740234375,182000,0.90%
384,2023-07-10,6397.58984375,6319.330078125,6406.22021484375,6315.10009765625,153800,1.38%
385,2023-07-11,6467.7099609375,6415.02001953125,6475.27001953125,6412.08984375,174600,1.10%
386,2023-07-12,6434.7001953125,6517.7099609375,6522.52001953125,6429.47021484375,183900,-0.51%
387,2023-07-13,6446.580078125,6472.27001953125,6483.18994140625,6430.89013671875,507900,0.18%
388,2023-07-14,6404.259765625,6441.16015625,6449.97998046875,6381.56982421875,525100,-0.66%
389,2023-07-17,6429.7998046875,6391.06982421875,6448.330078125,6359.31982421875,242200,0.40%
390,2023-07-18,6557.06982421875,6493.10009765625,6589.81982421875,6492.1201171875,303900,1.98%
391,2023-07-19,6607.89013671875,6558.77001953125,6613.2099609375,6548.41015625,249200,0.78%
392,2023-07-20,6594.35986328125,6611.27978515625,6640.85009765625,6573.9501953125,271500,-0.20%
393,2023-07-21,6529.72021484375,6544.93994140625,6577.080078125,6522.0498046875,213900,-0.98%
394,2023-07-24,6493.85986328125,6445.83984375,6509.10009765625,6445.330078125,175700,-0.55%
395,2023-07-25,6493.7900390625,6396.580078125,6521.830078125,6396.580078125,215100,-0.00%
396,2023-07-26,6567.14013671875,6526.3798828125,6575.7099609375,6518.27001953125,175200,1.13%
397,2023-07-27,6500.5498046875,6567.2900390625,6585.56982421875,6477.89990234375,170400,-1.01%
398,2023-07-28,6639.2998046875,6563.89990234375,6643.35986328125,6548.56005859375,162100,2.13%
399,2023-07-31,6625.080078125,6642.27978515625,6652.47998046875,6592.18017578125,433500,-0.21%
400,2023-08-01,6594.60986328125,6599.52978515625,6623.5,6518.240234375,576600,-0.46%
401,2023-08-02,6533.4599609375,6534.18017578125,6559.0,6510.4501953125,0,-0.93%
402,2023-08-03,6516.669921875,6491.68994140625,6552.759765625,6478.16015625,0,-0.26%
403,2023-08-04,6413.9599609375,6495.43017578125,6532.27978515625,6401.6201171875,0,-1.58%
404,2023-08-07,6455.64990234375,6447.72998046875,6485.2001953125,6399.1201171875,340100,0.65%
405,2023-08-08,6407.740234375,6388.6201171875,6411.91015625,6349.259765625,426400,-0.74%
406,2023-08-09,6338.06005859375,6394.72021484375,6403.740234375,6333.0,447400,-1.09%
407,2023-08-10,6330.9501953125,6373.68017578125,6413.52001953125,6309.72998046875,317000,-0.11%
408,2023-08-11,6310.0,6292.2099609375,6329.0498046875,6288.47021484375,338100,-0.33%
409,2023-08-14,6323.02978515625,6288.7998046875,6326.41015625,6252.43017578125,242900,0.21%
410,2023-08-15,6225.8798828125,6291.68994140625,6299.22021484375,6222.259765625,196400,-1.54%
411,2023-08-16,6176.7099609375,6238.66015625,6312.72998046875,6168.02978515625,304100,-0.79%
412,2023-08-17,6094.740234375,6182.31982421875,6199.52978515625,6090.31982421875,197400,-1.33%
413,2023-08-18,6145.64013671875,6054.169921875,6161.85986328125,6050.33984375,195100,0.84%
414,2023-08-21,6152.22021484375,6150.58984375,6196.56982421875,6109.91015625,250500,0.11%
415,2023-08-22,6127.5498046875,6157.990234375,6169.14990234375,6107.83984375,209400,-0.40%
416,2023-08-23,6194.02978515625,6132.7900390625,6199.91015625,6114.85009765625,287200,1.08%
417,2023-08-24,6114.14013671875,6181.68017578125,6206.18017578125,6113.60986328125,228400,-1.29%
418,2023-08-25,6126.60986328125,6132.580078125,6152.39013671875,6074.83984375,144700,0.20%
419,2023-08-28,6153.64013671875,6159.89013671875,6208.27001953125,6130.14990234375,140700,0.44%
420,2023-08-29,6196.169921875,6140.009765625,6209.47021484375,6121.2998046875,127800,0.69%
421,2023-08-30,6202.3798828125,6196.7998046875,6220.8701171875,6187.47021484375,175800,0.10%
422,2023-08-31,6142.81982421875,6204.169921875,6205.4599609375,6142.47021484375,200000,-0.96%
423,2023-09-01,6213.27001953125,6195.35009765625,6218.81982421875,6171.2099609375,140900,1.15%
424,2023-09-05,6082.66015625,6170.2998046875,6174.1298828125,6076.7998046875,162500,-2.10%
425,2023-09-06,6075.16015625,6079.10986328125,6145.509765625,6048.43994140625,156700,-0.12%
426,2023-09-07,6065.39013671875,6069.10009765625,6089.43017578125,6016.27978515625,161600,-0.16%
427,2023-09-08,6058.080078125,6105.64990234375,6111.72021484375,6048.3798828125,275200,-0.12%
428,2023-09-11,6104.759765625,6090.759765625,6117.080078125,6065.35986328125,218200,0.77%
429,2023-09-12,6112.33984375,6089.22998046875,6158.6201171875,6088.419921875,196800,0.12%
430,2023-09-13,6059.56005859375,6095.740234375,6128.7001953125,6047.39990234375,245700,-0.86%
431,2023-09-14,6116.08984375,6113.9501953125,6154.39990234375,6068.259765625,347400,0.93%
432,2023-09-15,6111.56005859375,6120.259765625,6123.60986328125,6080.5400390625,458400,-0.07%
433,2023-09-18,6105.740234375,6106.9599609375,6136.43994140625,6088.580078125,394600,-0.10%
434,2023-09-19,6076.18994140625,6098.72021484375,6110.330078125,6035.25,245200,-0.48%
435,2023-09-20,6072.669921875,6113.830078125,6154.0,6072.02001953125,192300,-0.06%
436,2023-09-21,5993.66015625,6039.7099609375,6041.10986328125,5993.43994140625,0,-1.30%
437,2023-09-22,6003.39013671875,5997.47021484375,6052.2099609375,5997.47021484375,0,0.16%
438,2023-09-25,6042.85986328125,5981.5400390625,6059.10009765625,5980.16015625,189300,0.66%
439,2023-09-26,5943.5400390625,6010.41015625,6023.6298828125,5937.1201171875,176200,-1.64%
440,2023-09-27,5951.93994140625,5979.25,5986.93994140625,5907.1298828125,172700,0.14%
441,2023-09-28,6017.009765625,5946.43994140625,6050.1201171875,5936.6201171875,200800,1.09%
442,2023-09-29,6010.669921875,6064.75,6074.4501953125,6000.5498046875,202500,-0.11%
443,2023-10-02,5955.93017578125,5989.33984375,6005.5,5913.1201171875,203400,-0.91%
444,2023-10-03,5921.97021484375,5916.0,5983.31005859375,5894.81005859375,161900,-0.57%
445,2023-10-04,5984.5400390625,5944.66015625,5988.3701171875,5902.7998046875,171400,1.06%
446,2023-10-05,5960.2099609375,5995.89990234375,6005.64990234375,5927.4501953125,149800,-0.41%
447,2023-10-06,6037.39990234375,5938.7900390625,6071.919921875,5930.43994140625,144600,1.30%
448,2023-10-09,6063.1201171875,5987.83984375,6076.580078125,5967.9599609375,153100,0.43%
449,2023-10-10,6114.080078125,6084.56982421875,6152.2998046875,6076.60009765625,139200,0.84%
450,2023-10-11,6126.47021484375,6131.5498046875,6146.3701171875,6075.7998046875,134400,0.20%
451,2023-10-12,6052.009765625,6142.14990234375,6142.47998046875,6005.75,159200,-1.22%
452,2023-10-13,5942.35986328125,6051.5498046875,6083.64990234375,5925.009765625,140300,-1.81%
453,2023-10-16,6039.66015625,5998.0498046875,6095.02001953125,5998.0498046875,164800,1.64%
454,2023-10-17,6072.72998046875,6035.72021484375,6122.22021484375,6030.7001953125,163200,0.55%
455,2023-10-18,5853.259765625,5969.169921875,5971.6298828125,5852.509765625,214600,-3.61%
456,2023-10-19,5784.64013671875,5868.66015625,5901.759765625,5772.93017578125,229700,-1.17%
457,2023-10-20,5759.8798828125,5819.39013671875,5852.93017578125,5732.7900390625,177600,-0.43%
458,2023-10-23,5696.35009765625,5755.10009765625,5787.7099609375,5694.16015625,168700,-1.10%
459,2023-10-24,5708.240234375,5742.77978515625,5760.68994140625,5669.81982421875,196000,0.21%
460,2023-10-25,5623.0498046875,5704.85009765625,5724.43017578125,5583.64013671875,174200,-1.49%
461,2023-10-26,5605.93017578125,5633.5,5659.9599609375,5588.02001953125,149500,-0.30%
462,2023-10-27,5556.490234375,5624.68994140625,5660.43994140625,5531.02978515625,132600,-0.88%
463,2023-10-30,5630.5,5620.16015625,5648.64990234375,5566.91015625,132000,1.33%
464,2023-10-31,5628.77001953125,5625.31005859375,5655.740234375,5591.1298828125,163400,-0.03%
465,2023-11-01,5671.669921875,5644.35986328125,5684.2998046875,5617.27001953125,145400,0.76%
466,2023-11-02,5745.2001953125,5728.06982421875,5761.08984375,5717.5400390625,199900,1.30%
467,2023-11-03,5834.27978515625,5808.27001953125,5854.8798828125,5792.18994140625,211800,1.55%
468,2023-11-06,5816.330078125,5857.669921875,5863.41015625,5784.8798828125,139100,-0.31%
469,2023-11-07,5815.81005859375,5777.419921875,5834.91015625,5747.5400390625,132600,-0.01%
470,2023-11-08,5818.08984375,5834.5498046875,5869.52978515625,5814.77001953125,161100,0.04%
471,2023-11-09,5765.89990234375,5855.56982421875,5856.64013671875,5761.83984375,161000,-0.90%
472,2023-11-10,5862.1201171875,5791.72998046875,5868.419921875,5773.669921875,174900,1.67%
473,2023-11-13,5847.27978515625,5839.58984375,5860.5400390625,5813.1201171875,130100,-0.25%
474,2023-11-14,6044.259765625,5967.990234375,6060.5400390625,5966.0498046875,161600,3.37%
475,2023-11-15,6066.35009765625,6056.66015625,6128.2001953125,6056.52978515625,162300,0.37%
476,2023-11-16,6034.259765625,6074.89990234375,6095.60986328125,5985.1201171875,120800,-0.53%
477,2023-11-17,6078.97021484375,6078.43994140625,6085.22021484375,6056.8798828125,135300,0.74%
478,2023-11-20,6105.7001953125,6070.9501953125,6113.02978515625,6051.3701171875,161200,0.44%
479,2023-11-21,6113.58984375,6093.22998046875,6121.81005859375,6072.72021484375,153800,0.13%
480,2023-11-22,6134.60986328125,6144.66015625,6168.240234375,6121.31982421875,170500,0.34%
481,2023-11-24,6164.4599609375,6140.4501953125,6164.60986328125,6135.06982421875,102900,0.49%
482,2023-11-27,6093.68017578125,6119.85009765625,6127.60986328125,6078.93017578125,163300,-1.15%
483,2023-11-28,6050.35009765625,6093.60009765625,6105.490234375,6007.56982421875,167500,-0.71%
484,2023-11-29,6035.43994140625,6078.89990234375,6110.56005859375,6026.06005859375,146200,-0.25%
485,2023-11-30,6104.77001953125,6053.56982421875,6108.06005859375,6010.58984375,202800,1.15%
486,2023-12-01,6285.8701171875,6116.06005859375,6287.4501953125,6112.7001953125,161900,2.97%
487,2023-12-04,6337.22998046875,6271.990234375,6340.64013671875,6257.97998046875,198500,0.82%
488,2023-12-05,6251.10009765625,6289.27978515625,6294.52978515625,6244.47021484375,155600,-1.36%
489,2023-12-06,6220.990234375,6296.81005859375,6298.91015625,6213.02001953125,159500,-0.48%
490,2023-12-07,6258.259765625,6248.3798828125,6263.68017578125,6210.81982421875,406200,0.60%
491,2023-12-08,6206.9501953125,6243.39013671875,6289.0,6204.2001953125,378300,-0.82%
492,2023-12-11,6284.0400390625,6248.89013671875,6291.75,6244.43994140625,236300,1.24%
493,2023-12-12,6305.0498046875,6295.89013671875,6328.25,6280.77978515625,190500,0.33%
494,2023-12-13,6354.080078125,6293.2998046875,6358.9599609375,6212.08984375,299900,0.78%
495,2023-12-14,6473.08984375,6410.83984375,6483.06005859375,6409.72021484375,381100,1.87%
496,2023-12-15,6513.8701171875,6477.18994140625,6549.72021484375,6468.91015625,370400,0.63%
497,2023-12-18,6496.33984375,6541.14013671875,6543.22021484375,6489.2001953125,281100,-0.27%
498,2023-12-19,6571.5400390625,6521.2900390625,6580.22021484375,6512.06982421875,261800,1.16%
499,2023-12-20,6529.41015625,6516.14990234375,6664.18994140625,6510.5,315000,-0.64%
500,2023-12-21,6619.27978515625,6578.0400390625,6621.75,6572.47021484375,221100,1.38%
501,2023-12-22,6669.2900390625,6650.77978515625,6691.14990234375,6642.43994140625,240300,0.76%
502,2023-12-26,6700.91015625,6667.6201171875,6718.93017578125,6666.8701171875,169400,0.47%
503,2023-12-27,6665.8798828125,6697.31005859375,6697.31005859375,6653.3798828125,194000,-0.52%
504,2023-12-28,6663.7099609375,6670.91015625,6686.02978515625,6644.2099609375,156600,-0.03%
505,2023-12-29,6605.7099609375,6649.39990234375,6664.919921875,6590.97021484375,175500,-0.87%
506,2024-01-02,6528.16015625,6578.35986328125,6609.60009765625,6505.580078125,230800,-1.17%
507,2024-01-03,6405.43017578125,6481.06005859375,6483.10009765625,6403.27001953125,328800,-1.88%
508,2024-01-04,6423.8798828125,6406.10986328125,6451.3798828125,6388.2998046875,257700,0.29%
509,2024-01-05,6430.56005859375,6407.8798828125,6469.5400390625,6407.669921875,182500,0.10%
510,2024-01-08,6522.72998046875,6447.43017578125,6523.89013671875,6422.0,214500,1.43%
511,2024-01-09,6474.60009765625,6460.97998046875,6497.5400390625,6441.72998046875,235300,-0.74%
512,2024-01-10,6491.39990234375,6466.06005859375,6493.18017578125,6435.330078125,176500,0.26%
513,2024-01-11,6484.5498046875,6488.16015625,6490.9501953125,6414.669921875,202600,-0.11%
514,2024-01-12,6430.97021484375,6484.2900390625,6492.990234375,6402.919921875,263000,-0.83%
515,2024-01-16,6394.7900390625,6402.72998046875,6406.64990234375,6362.16015625,322400,-0.56%
516,2024-01-17,6341.47021484375,6320.66015625,6354.52978515625,6314.52001953125,201000,-0.83%
517,2024-01-18,6439.1201171875,6361.91015625,6445.02001953125,6361.91015625,270500,1.54%
518,2024-01-19,6473.8701171875,6459.990234375,6494.080078125,6402.33984375,311500,0.54%
519,2024-01-22,6585.509765625,6515.27978515625,6593.64013671875,6513.080078125,230300,1.72%
520,2024-01-23,6627.77001953125,6634.0400390625,6672.97021484375,6587.27001953125,228400,0.64%
521,2024-01-24,6588.81005859375,6673.93994140625,6676.10986328125,6585.18994140625,250900,-0.59%
522,2024-01-25,6696.27978515625,6634.1201171875,6702.43017578125,6621.8701171875,352900,1.63%
523,2024-01-26,6711.14990234375,6715.10986328125,6733.85986328125,6678.330078125,224000,0.22%
524,2024-01-29,6742.580078125,6687.39013671875,6744.1201171875,6681.4501953125,259800,0.47%
525,2024-01-30,6748.47021484375,6686.009765625,6771.89990234375,6686.009765625,265000,0.09%
526,2024-01-31,6670.22998046875,6773.43994140625,6789.02978515625,6665.43017578125,270500,-1.16%
527,2024-02-01,6726.919921875,6661.47021484375,6727.740234375,6599.669921875,0,0.85%
528,2024-02-02,6862.7099609375,6709.27978515625,6887.25,6663.52001953125,0,2.02%
529,2024-02-05,6856.9599609375,6816.35986328125,6879.5498046875,6791.7900390625,0,-0.08%
530,2024-02-06,6956.2099609375,6864.75,6978.77978515625,6860.0400390625,0,1.45%
531,2024-02-07,6993.2998046875,6997.4599609375,7054.52978515625,6990.72021484375,0,0.53%
532,2024-02-08,7024.97021484375,6991.2998046875,7032.77001953125,6961.0,0,0.45%
533,2024-02-09,7053.41015625,7054.080078125,7056.2900390625,6995.0498046875,0,0.40%
534,2024-02-12,7059.1298828125,7048.33984375,7075.4501953125,7030.509765625,0,0.08%
535,2024-02-13,6971.259765625,6967.77978515625,6998.89013671875,6921.81005859375,0,-1.24%
536,2024-02-14,7054.56982421875,7011.2998046875,7069.18994140625,6998.18017578125,0,1.20%
537,2024-02-15,7089.22021484375,7096.93994140625,7107.490234375,7039.72021484375,0,0.49%
538,2024-02-16,7001.93017578125,7061.56982421875,7078.419921875,6996.97021484375,0,-1.23%
539,2024-02-20,6955.16015625,6955.06005859375,6973.68017578125,6924.0498046875,0,-0.67%
540,2024-02-21,7007.259765625,6960.10009765625,7009.22021484375,6938.8701171875,0,0.75%
541,2024-02-22,7144.31005859375,7059.18994140625,7154.7900390625,7049.39013671875,0,1.96%
542,2024-02-23,7192.35986328125,7172.7998046875,7240.22021484375,7164.240234375,0,0.67%
543,2024-02-26,7197.16015625,7196.91015625,7229.89990234375,7187.4501953125,0,0.07%
544,2024-02-27,7174.47021484375,7220.06005859375,7222.0,7150.7099609375,0,-0.32%
545,2024-02-28,7119.0,7138.580078125,7175.91015625,7113.6298828125,0,-0.77%
546,2024-02-29,7169.9501953125,7148.830078125,7195.31005859375,7142.509765625,0,0.72%
547,2024-03-01,7200.16015625,7171.18017578125,7210.0400390625,7144.85986328125,0,0.42%
548,2024-03-04,7174.97021484375,7217.58984375,7234.77001953125,7170.6298828125,0,-0.35%
549,2024-03-05,7146.27001953125,7157.16015625,7201.56005859375,7125.60009765625,0,-0.40%
550,2024-03-06,7191.77978515625,7180.669921875,7245.5,7171.06005859375,0,0.64%
551,2024-03-07,7214.22998046875,7249.72998046875,7264.6201171875,7210.14013671875,0,0.31%
552,2024-03-08,7157.16015625,7235.2998046875,7255.77978515625,7154.93994140625,0,-0.79%
553,2024-03-11,7141.27001953125,7162.3701171875,7164.41015625,7098.64013671875,0,-0.22%
554,2024-03-12,7155.18994140625,7106.4501953125,7169.7900390625,7082.64990234375,0,0.19%
555,2024-03-13,7153.7099609375,7160.18994140625,7181.10986328125,7136.3701171875,0,-0.02%
556,2024-03-14,7052.56005859375,7153.08984375,7154.5400390625,7004.97998046875,0,-1.41%
557,2024-03-15,7079.18017578125,7081.669921875,7130.330078125,7059.91015625,0,0.38%
558,2024-03-18,7084.2099609375,7101.2998046875,7114.72021484375,7075.10009765625,0,0.07%
559,2024-03-19,7097.33984375,7074.81982421875,7120.52001953125,7069.72998046875,0,0.19%
560,2024-03-20,7226.759765625,7080.9501953125,7229.06982421875,7072.419921875,0,1.82%
561,2024-03-21,7343.830078125,7260.259765625,7346.47998046875,7257.60009765625,0,1.62%
562,2024-03-22,7284.740234375,7350.7001953125,7355.68017578125,7276.1298828125,0,-0.80%
563,2024-03-25,7235.39013671875,7265.18017578125,7270.14990234375,7214.509765625,0,-0.68%
564,2024-03-26,7206.77001953125,7193.22998046875,7257.259765625,7189.08984375,0,-0.40%
565,2024-03-27,7283.18994140625,7255.97998046875,7283.740234375,7230.31982421875,0,1.06%
566,2024-03-28,7351.2900390625,7311.509765625,7359.97998046875,7282.0400390625,0,0.94%
567,2024-04-01,7281.58984375,7337.169921875,7346.0498046875,7266.77978515625,0,-0.95%
568,2024-04-02,7185.669921875,7211.4501953125,7217.85009765625,7160.31982421875,0,-1.32%
569,2024-04-03,7201.64013671875,7162.08984375,7245.68994140625,7139.25,0,0.22%
570,2024-04-04,7141.240234375,7249.60009765625,7297.0498046875,7118.4599609375,0,-0.84%
571,2024-04-05,7231.740234375,7157.41015625,7254.77978515625,7157.39013671875,0,1.27%
572,2024-04-08,7236.509765625,7241.14990234375,7287.72998046875,7236.43994140625,0,0.07%
573,2024-04-09,7177.77001953125,7232.6298828125,7246.81005859375,7095.77001953125,0,-0.81%
574,2024-04-10,7039.77978515625,7080.14990234375,7112.8798828125,7026.2900390625,0,-1.92%
575,2024-04-11,7081.5,7023.97021484375,7106.3798828125,7013.22998046875,0,0.59%
576,2024-04-12,7007.81005859375,7000.1201171875,7021.31982421875,6970.27001953125,0,-1.04%
577,2024-04-15,6957.6201171875,7079.740234375,7105.41015625,6932.5,0,-0.72%
578,2024-04-16,6915.419921875,6946.490234375,6950.580078125,6887.41015625,0,-0.61%
