,date,wti,open,high,low,volume,wti_cr
728,2022-10-04,86.52,83.22,86.98,83.22,302.55K,+3.46%
729,2022-10-05,87.76,86.37,88.42,85.42,329.79K,+1.43%
730,2022-10-06,88.45,88.08,89.07,87.04,235.30K,+0.79%
731,2022-10-07,92.64,88.93,93.31,88.0,429.16K,+4.74%
732,2022-10-10,91.13,93.48,93.64,90.54,289.51K,-1.63%
733,2022-10-11,89.35,91.14,91.35,87.91,333.16K,-1.95%
734,2022-10-12,87.27,88.67,90.07,86.28,332.27K,-2.33%
735,2022-10-13,89.11,87.08,89.66,85.56,298.03K,+2.11%
736,2022-10-14,85.61,89.27,89.73,85.2,237.03K,-3.93%
737,2022-10-17,85.46,85.59,87.12,84.61,172.02K,-0.18%
738,2022-10-18,82.82,85.7,86.51,82.09,97.30K,-3.09%
739,2022-10-19,85.55,83.69,86.2,82.59,71.31K,+3.30%
740,2022-10-20,85.98,85.94,88.17,85.22,18.18K,+0.50%
741,2022-10-21,85.05,85.07,85.9,83.15,272.80K,-1.08%
742,2022-10-24,84.58,85.24,85.92,82.63,250.73K,-0.55%
743,2022-10-25,85.32,84.88,86.03,83.06,240.44K,+0.87%
744,2022-10-26,87.91,85.07,88.41,84.14,287.18K,+3.04%
745,2022-10-27,89.08,88.26,89.79,87.33,292.56K,+1.33%
746,2022-10-28,87.9,88.67,88.76,87.08,263.40K,-1.32%
747,2022-10-31,86.53,88.39,88.65,85.3,285.34K,-1.56%
748,2022-11-01,88.37,86.43,89.45,85.92,274.32K,+2.13%
749,2022-11-02,90.0,88.62,90.36,87.72,280.96K,+1.84%
750,2022-11-03,88.17,89.35,89.67,87.6,239.82K,-2.03%
751,2022-11-04,92.61,87.9,92.87,87.82,354.06K,+5.04%
752,2022-11-07,91.79,91.0,93.74,90.4,322.42K,-0.89%
753,2022-11-08,88.91,91.87,92.17,88.52,344.22K,-3.14%
754,2022-11-09,85.83,88.57,89.24,85.5,388.30K,-3.46%
755,2022-11-10,86.47,85.85,87.35,84.7,340.01K,+0.75%
756,2022-11-11,88.96,86.27,90.1,86.18,301.66K,+2.88%
757,2022-11-14,85.87,89.02,89.84,85.15,315.45K,-3.47%
758,2022-11-15,86.92,85.25,88.68,84.06,331.71K,+1.22%
759,2022-11-16,85.59,86.89,87.51,84.2,225.67K,-1.53%
760,2022-11-17,81.64,85.22,85.45,81.4,138.48K,-4.62%
761,2022-11-18,80.08,82.09,82.64,77.24,96.58K,-1.91%
762,2022-11-21,79.73,80.3,80.3,75.08,21.98K,-0.44%
763,2022-11-22,80.95,80.22,82.36,79.85,269.62K,+1.53%
764,2022-11-23,77.94,81.08,81.95,76.83,379.15K,-3.72%
765,2022-11-24,77.95,77.53,78.19,76.92,,+0.01%
766,2022-11-25,76.28,77.51,79.9,76.22,266.45K,-2.14%
767,2022-11-28,77.24,75.93,77.84,73.6,405.03K,+1.26%
768,2022-11-29,78.2,76.54,79.65,76.29,381.87K,+1.24%
769,2022-11-30,80.56,78.75,81.34,78.41,,+3.02%
770,2022-12-01,81.33,80.56,83.33,79.94,,+0.96%
771,2022-12-02,80.3,81.32,82.19,79.68,,-1.27%
772,2022-12-04,81.15,80.06,81.29,79.89,,+1.06%
773,2022-12-05,77.4,81.13,82.71,76.78,,-4.62%
774,2022-12-06,74.47,77.41,77.88,73.43,,-3.79%
775,2022-12-07,72.58,74.47,75.36,71.75,,-2.54%
776,2022-12-08,72.06,72.57,75.39,71.14,,-0.72%
777,2022-12-09,71.5,72.07,72.92,70.11,,-0.78%
778,2022-12-11,71.9,71.78,72.31,71.65,,+0.56%
779,2022-12-12,73.44,71.89,73.98,70.25,,+2.14%
780,2022-12-13,75.19,73.42,76.36,73.22,,+2.38%
781,2022-12-14,77.27,75.19,77.74,74.91,,+2.77%
782,2022-12-15,76.25,77.26,77.76,75.38,,-1.32%
783,2022-12-16,74.45,76.24,76.57,73.33,,-2.36%
784,2022-12-19,75.89,75.54,76.59,74.04,,+1.93%
785,2022-12-20,76.23,75.77,76.96,74.46,,+0.45%
786,2022-12-21,78.24,76.0,78.56,75.81,,+2.64%
787,2022-12-22,78.45,78.47,79.88,77.03,,+0.27%
788,2022-12-23,79.34,78.44,80.31,78.0,,+1.13%
789,2022-12-26,80.97,79.92,81.06,79.92,,+2.05%
790,2022-12-27,79.77,80.97,81.17,79.17,,-1.48%
791,2022-12-28,78.6,79.75,79.88,77.33,,-1.47%
792,2022-12-29,78.61,78.61,78.83,76.81,,+0.01%
793,2022-12-30,80.47,78.59,80.57,77.72,,+2.37%
794,2023-01-02,80.47,80.57,80.61,80.18,,0.00%
795,2023-01-03,77.09,80.48,81.5,76.64,,-4.20%
796,2023-01-04,73.38,77.09,77.37,72.77,,-4.81%
797,2023-01-05,73.97,73.37,74.92,72.47,,+0.80%
798,2023-01-06,73.69,73.96,75.45,73.25,,-0.38%
799,2023-01-08,74.11,73.77,74.15,73.7,,+0.57%
800,2023-01-09,74.69,74.1,76.72,74.06,,+0.78%
801,2023-01-10,74.59,74.7,75.92,73.84,,-0.13%
802,2023-01-11,77.71,74.6,77.81,74.31,,+4.18%
803,2023-01-12,78.34,77.72,79.16,77.11,,+0.81%
804,2023-01-13,80.08,78.34,80.11,77.98,,+2.22%
805,2023-01-15,79.78,80.17,80.19,79.78,,-0.37%
806,2023-01-16,79.04,79.78,79.92,78.8,,-0.93%
807,2023-01-17,80.45,80.34,81.51,78.8,,+1.78%
808,2023-01-18,79.8,81.34,82.66,79.21,,-0.81%
809,2023-01-19,80.61,79.43,81.49,78.45,,+1.02%
810,2023-01-20,81.64,80.84,81.91,79.91,,+1.28%
811,2023-01-22,81.24,81.8,81.88,81.16,,-0.49%
812,2023-01-23,81.62,81.79,82.64,81.05,297.08K,+0.47%
813,2023-01-24,80.13,81.62,82.22,79.66,288.21K,-1.83%
814,2023-01-25,80.15,80.26,81.23,79.45,297.23K,+0.02%
815,2023-01-26,81.01,80.48,82.14,79.92,291.06K,+1.07%
816,2023-01-27,79.68,81.22,82.48,79.04,367.59K,-1.64%
817,2023-01-29,80.33,79.98,80.49,79.88,,+0.82%
818,2023-01-30,77.9,80.04,80.49,77.66,327.43K,-3.03%
819,2023-01-31,78.87,77.91,79.25,76.55,312.73K,+1.25%
820,2023-02-01,76.41,79.06,79.73,76.05,360.86K,-3.12%
821,2023-02-02,75.88,76.79,77.24,74.97,339.76K,-0.69%
822,2023-02-03,73.39,75.92,78.0,73.1,413.41K,-3.28%
823,2023-02-05,73.47,73.23,73.69,73.23,,+0.11%
824,2023-02-06,74.11,73.23,74.51,72.25,380.03K,+0.98%
825,2023-02-07,77.14,74.57,77.6,74.35,408.28K,+4.09%
826,2023-02-08,78.47,77.49,78.57,77.08,353.47K,+1.72%
827,2023-02-09,78.06,78.45,78.84,76.52,324.16K,-0.52%
828,2023-02-10,79.72,77.68,80.33,77.47,356.06K,+2.13%
829,2023-02-12,79.37,79.94,79.97,79.23,,-0.44%
830,2023-02-13,80.14,79.94,80.62,78.45,301.30K,+0.53%
831,2023-02-14,79.06,79.06,79.61,77.46,299.94K,-1.35%
832,2023-02-15,78.59,78.83,79.15,77.25,264.49K,-0.59%
833,2023-02-16,78.49,78.54,79.54,77.92,117.60K,-0.13%
834,2023-02-17,76.34,78.07,78.25,75.06,93.27K,-2.74%
835,2023-02-19,76.67,76.69,76.82,76.53,,+0.43%
836,2023-02-20,77.3,76.69,77.74,76.33,,+0.82%
837,2023-02-21,76.16,76.53,77.51,75.69,35.48K,-1.47%
838,2023-02-22,73.95,76.11,76.55,73.8,332.02K,-2.90%
839,2023-02-23,75.39,73.92,75.99,73.83,333.84K,+1.95%
840,2023-02-24,76.32,75.6,76.63,74.09,313.04K,+1.23%
841,2023-02-26,76.65,76.53,76.75,76.52,,+0.43%
842,2023-02-27,75.68,76.42,76.82,74.99,266.09K,-1.27%
843,2023-02-28,77.05,75.76,77.83,75.55,300.09K,+1.81%
844,2023-03-01,77.69,76.85,77.85,76.12,342.12K,+0.83%
845,2023-03-02,78.16,77.74,78.59,77.23,,+0.60%
846,2023-03-03,77.88,77.94,78.09,77.7,,-0.36%
