,date,kospi,open,high,low,volume,kospi_cr
284,2023-02-23,2439.090087890625,2430.010009765625,2449.6201171875,2422.6201171875,400300,0.89%
285,2023-02-24,2423.610107421875,2442.489990234375,2452.969970703125,2421.469970703125,369200,-0.63%
286,2023-02-27,2402.639892578125,2405.419921875,2405.56005859375,2383.760009765625,356700,-0.87%
287,2023-02-28,2412.85009765625,2417.580078125,2431.669921875,2407.2900390625,529200,0.42%
288,2023-03-02,2427.85009765625,2414.610107421875,2440.590087890625,2411.85009765625,427900,0.62%
289,2023-03-03,2432.070068359375,2438.72998046875,2442.10009765625,2423.080078125,371500,0.17%
290,2023-03-06,2462.6201171875,2452.4599609375,2464.449951171875,2441.070068359375,417900,1.26%
291,2023-03-07,2463.35009765625,2457.0400390625,2475.72998046875,2455.64990234375,449800,0.03%
292,2023-03-08,2431.909912109375,2435.580078125,2442.610107421875,2426.52001953125,437300,-1.28%
293,2023-03-09,2419.090087890625,2440.7900390625,2444.199951171875,2416.25,473500,-0.53%
294,2023-03-10,2394.590087890625,2389.820068359375,2400.8701171875,2383.18994140625,412900,-1.01%
295,2023-03-13,2410.60009765625,2400.449951171875,2413.239990234375,2369.7900390625,380400,0.67%
296,2023-03-14,2348.969970703125,2390.360107421875,2390.780029296875,2348.18994140625,484800,-2.56%
297,2023-03-15,2379.719970703125,2380.090087890625,2395.360107421875,2370.77001953125,443500,1.31%
298,2023-03-16,2377.909912109375,2357.97998046875,2382.7900390625,2346.110107421875,317300,-0.08%
299,2023-03-17,2395.68994140625,2403.699951171875,2405.35009765625,2382.800048828125,363400,0.75%
300,2023-03-20,2379.199951171875,2391.8701171875,2405.989990234375,2378.699951171875,344700,-0.69%
301,2023-03-21,2388.35009765625,2396.5400390625,2399.52001953125,2383.169921875,354700,0.38%
302,2023-03-22,2416.9599609375,2411.25,2417.469970703125,2402.780029296875,500900,1.20%
303,2023-03-23,2424.47998046875,2398.27001953125,2424.47998046875,2397.909912109375,567400,0.31%
304,2023-03-24,2414.9599609375,2421.27001953125,2423.760009765625,2399.489990234375,470100,-0.39%
305,2023-03-27,2409.219970703125,2423.93994140625,2423.93994140625,2395.969970703125,472200,-0.24%
306,2023-03-28,2434.93994140625,2418.68994140625,2434.93994140625,2415.340087890625,523500,1.07%
307,2023-03-29,2443.919921875,2432.6298828125,2443.949951171875,2428.610107421875,496600,0.37%
308,2023-03-30,2453.159912109375,2452.969970703125,2462.699951171875,2439.429931640625,621300,0.38%
309,2023-03-31,2476.860107421875,2459.93994140625,2481.239990234375,2456.5400390625,721300,0.97%
310,2023-04-03,2472.340087890625,0.0,0.0,0.0,0,-0.18%
