,date,lit,open,high,low,volume,lit_cr
0,2021-12-27,80.50528717041016,80.48601880879468,80.78461962402032,79.85030250129277,925700,nan%
1,2021-12-28,81.31437683105469,81.38180139497857,81.86340752264232,80.91946362770808,577300,1.01%
2,2021-12-29,81.35291290283203,81.39144227806533,81.5840818055049,80.34154436068394,872000,0.05%
3,2021-12-30,81.9395751953125,81.61151165203151,82.34483275876323,81.29309184005152,611300,0.72%
4,2021-12-31,81.4764175415039,82.01676090468497,82.28693258627551,81.4571153576039,420800,-0.57%
5,2022-01-03,82.91413116455078,82.45097439561243,83.03956592869193,82.06501901006209,907100,1.76%
6,2022-01-04,82.48956298828125,82.56675700216437,82.6632458387051,81.36062814133948,1311600,-0.51%
7,2022-01-05,78.60099792480469,80.95536361335093,81.1869382733573,78.51416018791194,1206100,-4.71%
8,2022-01-06,78.2343521118164,78.55277193008519,78.92908358381116,77.09576605751991,985200,-0.47%
9,2022-01-07,78.17644500732422,78.3115382124384,78.93871933079205,77.28873593251093,810900,-0.07%
10,2022-01-10,76.94136047363281,77.04750038885878,77.15364030408475,75.60014593936879,1354900,-1.58%
11,2022-01-11,78.90977478027344,77.39487719928889,79.26679157945028,77.21154325354584,894400,2.56%
12,2022-01-12,82.08431243896484,81.63080677086458,82.22904938689874,81.2158981129885,1080900,4.02%
13,2022-01-13,79.98081970214844,81.8816800424339,81.96851779038522,79.81678793715595,1109500,-2.56%
14,2022-01-14,80.33783721923828,79.89398265977171,80.72379994622605,79.45977183130046,910000,0.45%
15,2022-01-18,79.68170166015625,80.06766438166233,80.87817947136112,79.59485655104474,829000,-0.82%
16,2022-01-19,77.58786010742188,79.27644049548583,79.42117006801885,77.47206908776917,964100,-2.63%
17,2022-01-20,77.34661865234375,78.46590216883187,79.73957368021479,77.23082765617266,980000,-0.31%
18,2022-01-21,76.05366516113281,77.19225116021099,77.72295083158814,75.9282304031831,1361000,-1.67%
19,2022-01-24,76.04401397705078,74.72210138896268,76.04401397705078,72.82124102856771,2277000,-0.01%
20,2022-01-25,74.91507720947266,74.56771149937529,75.79314257711505,74.13350804256685,808100,-1.48%
21,2022-01-26,75.00192260742188,76.73874380298872,77.26944346258298,74.53876587162812,878400,0.12%
22,2022-01-27,72.19405364990234,74.97297208177734,75.10805793433624,71.84668792571462,1133200,-3.74%
23,2022-01-28,72.17475128173828,71.50896581969988,72.1940461036755,70.47651984784562,1057900,-0.03%
24,2022-01-31,75.52295684814453,72.68614694851105,75.59049976571615,72.67649585696486,825100,4.64%
25,2022-02-01,76.70014190673828,76.76768482623423,76.82558401553513,75.67734702247785,1137400,1.56%
26,2022-02-02,76.23699951171875,77.50102027535151,77.59750911748061,76.12120848418776,556100,-0.60%
27,2022-02-03,74.57736206054688,75.02121660659263,75.74489393720285,74.39402811440515,463200,-2.18%
28,2022-02-04,75.64840698242188,74.82824079296682,76.10191263209012,74.62560465711903,534300,1.44%
29,2022-02-07,75.484375,75.42647580636982,75.98612138782612,74.91507832600091,510400,-0.22%
30,2022-02-08,74.2492904663086,73.43877539735249,74.29753856587206,72.96597494046142,683200,-1.64%
31,2022-02-09,75.71595001220703,75.01156748611444,75.76419075187327,74.99227266257328,703100,1.98%
32,2022-02-10,74.11421966552734,74.14316558649044,75.55193087413613,73.9308930455518,567000,-2.12%
33,2022-02-11,72.12650299072266,73.1975459652006,73.6414004848253,71.60545446030426,700900,-2.68%
34,2022-02-14,71.71159362792969,71.47036786796468,72.55106192279322,71.20984728631792,608100,-0.58%
35,2022-02-15,75.12734985351562,73.76683305942835,75.32032751319251,73.6606931381183,636000,4.76%
36,2022-02-16,75.39752197265625,75.24314131631658,75.88962457788908,74.44227003677852,485600,0.36%
37,2022-02-17,73.0914077758789,74.61595639792846,75.0598109280898,73.0142137632527,501700,-3.06%
38,2022-02-18,71.99140930175781,73.40981780849945,73.50630663065616,71.61509774220903,688300,-1.50%
39,2022-02-22,70.81424713134766,70.84319305025261,72.23265605070972,70.20636074946137,788100,-1.64%
40,2022-02-23,71.08441162109375,72.44492856416167,73.20720291812057,70.93967467967404,604100,0.38%
41,2022-02-24,71.16160583496094,67.70725086289379,71.34493978537493,67.65901012337152,1111200,0.11%
42,2022-02-25,73.68965911865234,72.76335294155619,73.79579905826381,71.65371280301713,673400,3.55%
43,2022-02-28,75.28173828125,73.45807197100696,75.56156106980933,73.45807197100696,1119900,2.16%
44,2022-03-01,72.92738342285156,74.08526428327187,74.36508708622596,72.45457556874278,712500,-3.13%
45,2022-03-02,72.60896301269531,72.37738831484059,72.8984369062339,71.59581174693717,582100,-0.44%
46,2022-03-03,71.07477569580078,72.60896830310922,72.70545715411012,70.82389879389648,653300,-2.11%
47,2022-03-04,69.2607421875,69.5695108798964,69.95547358579849,68.30549019565274,671600,-2.55%
48,2022-03-07,65.72919464111328,67.59145771512163,68.06425812121165,65.44937188928942,1339600,-5.10%
49,2022-03-08,65.47833251953125,64.918686890086,66.69411262724367,64.22395539996461,1407900,-0.38%
50,2022-03-09,67.55286407470703,67.18619620707283,67.687949911743,66.62655803719208,731500,3.17%
51,2022-03-10,68.02567291259766,67.54322133165725,68.26689870306787,67.17656078032822,666000,0.70%
52,2022-03-11,66.47218322753906,68.77830136877814,68.8747902198907,66.40464029559753,596500,-2.28%
53,2022-03-14,63.741493225097656,65.72919851705372,65.77743925265212,63.7125473114134,765000,-4.11%
54,2022-03-15,64.84148406982422,63.73185141646683,65.00552318835753,63.307291705294496,977700,1.73%
55,2022-03-16,69.77214813232422,68.0835675299998,69.8782880734005,68.04497051855141,909000,7.60%
56,2022-03-17,70.5054702758789,69.90722769475572,70.70809904651098,69.48267533031893,446300,1.05%
57,2022-03-18,71.79843139648438,70.37037180422993,71.84667212657476,69.75283451072133,1035600,1.83%
58,2022-03-21,71.72124481201172,72.1650993275242,72.40632508780007,71.1808941030881,507400,-0.11%
59,2022-03-22,73.07211303710938,72.34843573157002,73.22649370091213,71.93352711526241,495600,1.88%
60,2022-03-23,72.43526458740234,72.36772167497072,73.40016754306862,72.05895302362252,395600,-0.87%
61,2022-03-24,73.8150863647461,73.11070387012377,73.89228037871524,72.36773173014323,554200,1.90%
62,2022-03-25,72.85018920898438,73.17825275263594,73.2747489587706,71.9045808649042,516400,-1.31%
