,date,lit,open,high,low,volume,lit_cr
63,2022-03-28,72.05896759033203,72.54141916569269,72.54141916569269,71.26774730120565,521000,-1.09%
64,2022-03-29,73.78614807128906,72.49317396944677,73.9308850220245,72.49317396944677,604500,2.40%
65,2022-03-30,74.82825469970703,74.29755493409797,75.87034468056875,74.2589579182693,1079600,1.41%
66,2022-03-31,74.27824401855469,75.04051099077492,75.24314712039204,74.19139891134358,636200,-0.74%
67,2022-04-01,75.47472381591797,75.35893279042469,75.82208953077115,74.85718640320712,587100,1.61%
68,2022-04-04,77.2405014038086,76.17910203162042,77.2983932380636,75.88963549871842,894700,2.34%
69,2022-04-05,75.17559814453125,77.57820461339111,77.60715052625525,74.9343723884956,626200,-2.67%
70,2022-04-06,73.0914077758789,73.81508508059058,74.10455894712574,72.30018755052586,735600,-2.77%
71,2022-04-07,72.6379165649414,72.52213288465708,73.01422824912082,71.42213639056224,565600,-0.62%
72,2022-04-08,71.99140930175781,72.44491486368204,72.51245777535425,71.63439256199027,430300,-0.89%
73,2022-04-11,68.96161651611328,69.41512209034916,69.79143366011395,68.68179377112465,769400,-4.21%
74,2022-04-12,69.05812072753906,69.85899213870938,70.4668784957035,68.82654602415471,549700,0.14%
75,2022-04-13,70.49581146240234,69.048456949301,70.56335437854871,69.048456949301,467100,2.08%
76,2022-04-14,69.73355865478516,70.70811305467168,70.7853070859084,69.6853179064832,369700,-1.08%
77,2022-04-18,69.48267364501953,69.87828008428869,69.95547409835996,69.08705984412401,460600,-0.36%
78,2022-04-19,70.45722198486328,68.91337847830107,70.5151211774776,68.71074970821726,654000,1.40%
79,2022-04-20,68.68180084228516,70.03266661310644,70.07126361931576,68.36338106227794,594400,-2.52%
80,2022-04-21,66.35638427734375,69.444078676182,69.4730245919017,65.83534307113588,1119800,-3.39%
81,2022-04-22,64.89938354492188,65.8160385308316,66.43357591617368,64.773941432457,711400,-2.20%
82,2022-04-25,62.5836067199707,62.66080072374019,62.70904145487708,61.11695377566477,1618000,-3.57%
83,2022-04-26,59.54417037963867,61.71520238971526,61.75379939773403,59.5055733716199,1279000,-4.86%
84,2022-04-27,62.07222366333008,61.56082247228164,62.8441417944221,61.54152396688231,720200,4.25%
85,2022-04-28,62.7958984375,63.00817830724037,63.20115599157156,61.309946710944175,801600,1.17%
86,2022-04-29,63.16255187988281,63.90553134042763,65.34323480342051,63.11431114503797,727900,0.58%
87,2022-05-02,63.35553741455078,62.85378370906574,63.43272406324955,62.06256350730178,483900,0.31%
88,2022-05-03,64.33973693847656,63.4809737959554,64.57131161379236,63.3362368632732,476100,1.55%
89,2022-05-04,66.48182678222656,64.67745528836151,66.65550963918484,63.97308012964996,892500,3.33%
90,2022-05-05,64.68710327148438,67.15725279693206,67.18619871142928,63.92482895601,914700,-2.70%
91,2022-05-06,64.59062194824219,64.77394854858879,65.1309653793726,63.62571875743667,604600,-0.15%
92,2022-05-09,60.856441497802734,62.66081304209876,63.22045127538216,60.72135564546258,1059100,-5.78%
93,2022-05-10,62.02396774291992,62.71869912648891,63.548516350015625,61.09766168537,707800,1.92%
94,2022-05-11,62.40993118286133,63.336237251427534,64.81253777825575,62.37133417646779,692000,0.62%
95,2022-05-12,61.92748260498047,61.34854220466152,62.98887456583631,60.96257948390669,1228100,-0.77%
96,2022-05-13,65.16956329345703,63.33624573319677,65.38184317623616,63.33624573319677,748900,5.24%
97,2022-05-16,64.31079864501953,65.03447603255923,65.39148549897082,64.10816985990367,801600,-1.32%
98,2022-05-17,67.87127685546875,67.01251373177082,67.95812195782499,66.8388308886844,666000,5.54%
99,2022-05-18,66.63619232177734,68.02565486191082,68.65284322303357,66.51075759420277,782300,-1.82%
100,2022-05-19,68.88443756103516,67.53357163416497,69.52127719461582,67.53357163416497,633000,3.37%
101,2022-05-20,68.89409637451172,69.57917682697844,70.21600917029669,67.50463328126772,845800,0.01%
102,2022-05-23,69.85897827148438,69.31862758867938,70.05195592572683,68.89407527702085,448200,1.40%
103,2022-05-24,68.36338806152344,68.8844366562564,68.9519795836314,67.39848489237949,1152600,-2.14%
104,2022-05-25,67.77478790283203,67.3791814819414,68.09320767486358,67.01251361295016,539800,-0.86%
105,2022-05-26,70.03266906738281,67.77479197558138,70.28353857409572,67.71690014505171,1053400,3.33%
106,2022-05-27,71.74054718017578,70.22564954075482,71.7791441892751,70.22564954075482,963200,2.44%
107,2022-05-31,71.02652740478516,72.07826839272663,72.45458006379079,70.89144154140969,909300,-1.00%
108,2022-06-01,69.39582061767578,70.94931500581315,71.27738584735562,68.7686322077825,1261400,-2.30%
109,2022-06-02,72.44493103027344,69.76250142293819,72.59931170785022,69.76250142293819,604600,4.39%
110,2022-06-03,71.73088836669922,71.70194245339704,72.30983607924681,71.38353004544702,523400,-0.99%
111,2022-06-06,73.5931625366211,73.74755057949956,74.31683992395298,73.25544789485829,602800,2.60%
112,2022-06-07,73.21684265136719,72.33878468151599,73.41947141364055,72.05896190648338,434500,-0.51%
113,2022-06-08,72.62825012207031,73.32298150346516,73.62210645811501,72.44492354648777,308700,-0.80%
114,2022-06-09,69.83003997802734,71.6344040630914,71.6344040630914,69.79144297064276,421000,-3.85%
115,2022-06-10,69.98442077636719,70.06161479128022,70.91072687044421,69.83968383881187,774800,0.22%
116,2022-06-13,68.02567291259766,68.98092498160413,69.58881868503026,67.63971017551995,926500,-2.80%
117,2022-06-14,69.11600494384766,68.72039850924425,69.52126983212902,68.5177697459167,496500,1.60%
118,2022-06-15,69.38617706298828,68.97126848570244,69.95546628955752,68.09320323731532,424000,0.39%
119,2022-06-16,67.24409484863281,67.76514337080211,68.62390648281466,66.73269741806645,833700,-3.09%
120,2022-06-17,69.81074523925781,68.88443904811099,70.16776207442338,68.71075617716926,760900,3.82%
121,2022-06-21,71.27738952636719,70.67914699716151,71.48001827941445,70.57300707485686,555900,2.10%
122,2022-06-22,70.14844512939453,69.72389281545708,70.65984990297088,69.69494690332789,889700,-1.58%
123,2022-06-23,71.11336517333984,71.06512442877086,71.55722713779011,70.30284999295748,800900,1.38%
124,2022-06-24,73.13965606689453,72.17475299140318,73.18789680369335,71.75019328246658,497600,2.85%
125,2022-06-27,73.60279846191406,73.22648688698055,74.06595513347676,73.22648688698055,905500,0.63%
126,2022-06-28,72.67649841308594,74.19139592758073,74.68349855098224,72.62825031528389,682900,-1.26%
127,2022-06-29,70.09037017822266,70.91121209333791,71.27817472060224,69.72340018326649,783800,-3.56%
128,2022-06-30,70.12899780273438,69.48197448433046,70.51527114377993,69.10535281942686,579900,0.06%
129,2022-07-01,69.2888412475586,69.04741671359497,69.65580388681414,68.46799930562071,733900,-1.20%
130,2022-07-05,69.58819580078125,68.17827759926269,69.65579436634408,68.17827759926269,774300,0.43%
131,2022-07-06,69.4336929321289,69.52060222221932,70.01311030247312,68.79632866736615,530700,-0.22%
132,2022-07-07,72.5432357788086,70.92086285827003,72.87156955944937,70.92086285827003,695200,4.48%
133,2022-07-08,72.24385833740234,71.70306986510423,72.47563114069327,71.00776619061214,543000,-0.41%
134,2022-07-11,68.53559112548828,69.53991797191254,69.6268272590814,68.38107590248853,764700,-5.13%
135,2022-07-12,66.63316345214844,67.12567150583524,67.32846720613188,66.19860228975439,808100,-2.78%
136,2022-07-13,67.66646575927734,66.25654741350428,68.158973854592,66.24688836952389,419200,1.55%
137,2022-07-14,68.7383804321289,67.75337176410429,68.76735019182219,67.60851559794726,515100,1.58%
138,2022-07-15,68.67079162597656,68.4873066315982,68.70942043361894,67.56989639508984,325500,-0.10%
139,2022-07-18,69.0184326171875,69.40471326485941,70.15795647558984,68.85426573642637,587800,0.51%
140,2022-07-19,69.5399169921875,69.19226511302737,69.67511412656185,68.98946941146585,368400,0.76%
141,2022-07-20,69.62682342529297,69.53025510008105,70.06139194028304,69.24054275675434,290200,0.12%
142,2022-07-21,70.766357421875,69.7716895319458,70.833955995918,69.62683333965596,278200,1.64%
143,2022-07-22,69.84893798828125,71.33611378984997,71.33611378984997,69.71374085792874,387700,-1.30%
144,2022-07-25,70.38973236083984,70.01311069959529,70.41870212436764,69.53026166028774,448900,0.77%
145,2022-07-26,69.63648986816406,70.52493034283094,70.60218795828678,69.62683082430915,339100,-1.07%
146,2022-07-27,71.54856872558594,70.03242300259268,71.66445515000856,70.03242300259268,664500,2.75%
147,2022-07-28,71.78033447265625,71.5678797327471,72.11832730083395,70.73737885911558,587500,0.32%
148,2022-07-29,71.83827209472656,70.89189220086656,71.85759018022054,70.5152632106429,411600,0.08%
149,2022-08-01,72.88124084472656,72.71707392682983,73.37374896610899,72.53358891994982,773900,1.45%
150,2022-08-02,72.74604034423828,72.33078986251778,73.50894273473372,72.16662295217736,462300,-0.19%
151,2022-08-03,72.32113647460938,72.69775817728865,72.8136446118409,71.81897666026784,396000,-0.58%
152,2022-08-04,72.6204833984375,72.86190788761806,73.26750662888635,72.12798274524646,376200,0.41%
153,2022-08-05,73.32544708251953,72.63980240863708,73.76966726414658,72.51425695734216,502900,0.97%
154,2022-08-08,74.31046295166016,74.11732628626442,75.1216531552436,74.07869747964696,791600,1.34%
155,2022-08-09,74.33943176269531,74.75468217774578,74.84159145713997,74.22354535581239,409000,0.04%
156,2022-08-10,76.09700775146484,75.16993115860448,76.1452882323757,74.75468807846771,601700,2.36%
157,2022-08-11,76.54121398925781,77.02406291637304,77.45862400370076,76.44464567737276,789400,0.58%
158,2022-08-12,78.057373046875,76.60882601089895,78.10565352745947,76.12597699890694,618000,1.98%
159,2022-08-15,78.98444366455078,77.9608060986608,79.35140626779459,77.55520732195923,805000,1.19%
160,2022-08-16,78.12496948242188,78.76232632966338,78.82992489479037,77.62280239774334,809400,-1.09%
161,2022-08-17,77.55520629882812,77.59383510408493,77.9801157889617,77.02407680385244,637800,-0.73%
162,2022-08-18,76.9081802368164,77.15926375399897,77.217203270391,76.63778600339994,384800,-0.83%
163,2022-08-19,74.020751953125,75.61415510039205,75.61415510039205,73.63447128595557,745200,-3.75%
164,2022-08-22,75.13130950927734,74.50360431767443,75.35341592976235,74.17526315702577,418300,1.50%
165,2022-08-23,76.58950805664062,75.56587050711282,76.81162184432428,75.39204456778816,632100,1.94%
166,2022-08-24,75.70105743408203,75.09267041232368,75.9811107078823,74.64845026454437,530000,-1.16%
167,2022-08-25,76.02941131591797,75.710729188667,76.07769179818263,75.36307729851896,446700,0.43%
168,2022-08-26,74.22354888916016,76.25151321616143,76.26117225911749,74.10766247676055,484900,-2.38%
169,2022-08-29,73.6537857055664,73.39305047854522,74.25252113815498,73.16128501367179,718400,-0.77%
170,2022-08-30,72.07969665527344,73.97246381240977,74.1076609402273,71.7706735963061,739600,-2.14%
171,2022-08-31,71.23954772949219,72.09902584251789,72.09902584251789,71.23954772949219,809100,-1.17%
172,2022-09-01,69.80065155029297,70.6214933919146,70.6214933919146,68.8639232941623,898800,-2.02%
173,2022-09-02,69.25987243652344,69.81997913128185,70.17728273114774,69.0763874305217,449400,-0.77%
174,2022-09-06,69.57855224609375,70.57322012733226,70.57322012733226,69.08604414368826,579500,0.46%
175,2022-09-07,71.94449615478516,70.01310028485804,72.05072351704639,70.01310028485804,460400,3.40%
176,2022-09-08,72.49494934082031,71.46165276447408,72.50460838387714,70.9112051932932,567300,0.77%
177,2022-09-09,74.3973617553711,73.69239909723231,74.50358910615488,73.69239909723231,585400,2.62%
178,2022-09-12,74.4456558227539,74.68708032450266,74.8415955421136,73.8952082534744,427000,0.06%
179,2022-09-13,73.02608489990234,72.6494632719606,74.41668500011379,72.58186470714261,604200,-1.91%
180,2022-09-14,73.99179077148438,73.04540339557401,74.22355625158194,72.86191839966372,605300,1.32%
181,2022-09-15,71.2105712890625,72.47564072940371,72.64946667102434,70.94983606047722,597900,-3.76%
182,2022-09-16,70.26419067382812,69.93584951267131,70.2835013926297,69.34677312539134,853500,-1.33%
183,2022-09-19,71.78033447265625,70.05173415975767,71.88656184261083,70.05173415975767,506300,2.16%
184,2022-09-20,71.22023010253906,71.58719270357989,71.7803367312524,70.93051774487594,408000,-0.78%
185,2022-09-21,70.40904998779297,71.25886163904688,71.99279423694757,70.3607621371014,323000,-1.14%
186,2022-09-22,69.2019271850586,70.51526978107835,70.92086856964475,69.02810123787059,441800,-1.71%
187,2022-09-23,66.75869750976562,67.49263002437856,67.51194810953957,65.98614356021217,949100,-3.53%
188,2022-09-26,66.15997314453125,66.22757171094914,67.30914877363537,65.97648816381505,784700,-0.90%
189,2022-09-27,66.60419464111328,66.97115724198012,67.65680196258707,66.1792851481265,499800,0.67%
190,2022-09-28,66.87458038330078,65.3294651981633,66.9325199003402,64.71141912410832,1022900,0.41%
191,2022-09-29,65.1556396484375,66.19859516719714,66.23721660031528,64.54724524531584,529400,-2.57%
192,2022-09-30,63.82298278808594,64.10303611636279,64.97216586486132,63.71676277720047,394000,-2.05%
193,2022-10-03,64.54724884033203,63.83263440479879,64.89490069928135,63.25321709578019,684500,1.13%
194,2022-10-04,67.5409164428711,66.2661954537286,67.84993948970289,66.2661954537286,741200,4.64%
195,2022-10-05,66.60419464111328,66.79733130100293,67.10635437744114,65.74472397952914,410500,-1.39%
196,2022-10-06,66.78767395019531,66.91321203168701,67.69542501577122,66.69109826076559,275700,0.28%
197,2022-10-07,65.02044677734375,66.0440842787298,66.07305403930626,64.72107539344167,356200,-2.65%
198,2022-10-10,63.58155059814453,63.948520540853664,64.38308167884092,63.03110305177163,585700,-2.21%
199,2022-10-11,64.07405853271484,64.46033919242484,64.78867296417933,63.687777873004855,343000,0.77%
200,2022-10-12,63.27253723144531,64.5279477275941,64.70177368294252,63.1469991289072,309000,-1.25%
201,2022-10-13,64.07405853271484,61.698442421880955,64.21891470106743,60.84862718082621,727800,1.27%
202,2022-10-14,61.93986892700195,64.42171248413703,64.55690961427739,61.8529596437793,578900,-3.33%
203,2022-10-17,63.996803283691406,63.2532190647147,64.39274300058818,63.2532190647147,369200,3.32%
204,2022-10-18,64.24789428710938,65.08805429789373,65.28119097344117,63.63950712821224,352700,0.39%
205,2022-10-19,64.3734359741211,63.84229909604096,64.67280001393455,63.84229909604096,290400,0.20%
206,2022-10-20,63.69743728637695,63.938861779139614,64.8949007075263,63.44635375095036,353700,-1.05%
207,2022-10-21,65.73506164550781,63.46567285079998,65.8316299706184,63.46567285079998,568500,3.20%
208,2022-10-24,64.49896240234375,64.75969758861699,64.75969758861699,63.224241493217676,625300,-1.88%
209,2022-10-25,65.91854858398438,64.5086303658409,66.04408667359819,64.36377419001502,449800,2.20%
210,2022-10-26,66.83595275878906,66.31447499318705,67.34777148215109,65.87991387236394,420500,1.39%
211,2022-10-27,65.8702621459961,66.87458898747609,66.87458898747609,65.72540596706979,369300,-1.44%
212,2022-10-28,64.68245697021484,64.74039649406613,64.74039649406613,63.79400918757816,651400,-1.80%
213,2022-10-31,64.52793884277344,64.29617339011786,64.85627998775216,64.08371865531237,538900,-0.24%
214,2022-11-01,65.98613739013672,67.02909286058697,67.34776755903837,65.95716763279478,777200,2.26%
215,2022-11-02,64.70176696777344,66.02477589993104,66.97115582817949,64.53760007356377,462800,-1.95%
216,2022-11-03,65.47431945800781,63.784348161634206,66.10201718822303,63.784348161634206,351400,1.19%
217,2022-11-04,68.75768280029297,68.69974328794187,69.1439634072431,67.89821231786604,579500,5.01%
218,2022-11-07,68.46798706054688,69.00877556224725,69.19226053290592,68.08170640175057,400100,-0.42%
219,2022-11-08,69.89722442626953,68.5838744471478,70.40905059788375,68.41970754168051,518200,2.09%
220,2022-11-09,67.12567901611328,68.97981765572314,68.97981765572314,66.98082282321113,351400,-3.97%
221,2022-11-10,70.42835998535156,69.58820001869687,70.57321616824947,68.85427479601272,489100,4.92%
222,2022-11-11,72.11833190917969,70.80498194917409,72.40804427623947,70.80498194917409,448800,2.40%
223,2022-11-14,70.244873046875,70.94983585465003,71.02709346574426,69.77168307238264,302800,-2.60%
224,2022-11-15,69.39505767822266,70.45732398645023,70.48629374712239,68.84461012237894,478800,-1.21%
225,2022-11-16,67.65681457519531,68.69977041548674,68.85428566635629,67.41539002148114,400500,-2.50%
226,2022-11-17,66.14065551757812,66.11168575572518,66.38208002327433,65.725405073073,401500,-2.24%
227,2022-11-18,65.3487777709961,66.29516499310294,66.29516499310294,65.08804256922157,402700,-1.20%
228,2022-11-21,64.97216033935547,64.98181938232058,65.21358483964599,64.55690990414813,465600,-0.58%
229,2022-11-22,64.70176696777344,64.99147931918321,65.18461597499562,64.38308485476091,691500,-0.42%
230,2022-11-23,65.85094451904297,65.02044370585901,65.87025523595142,65.01078466355952,306400,1.78%
231,2022-11-25,63.87126159667969,64.85627762808716,64.89489906238217,63.658806869603936,384100,-3.01%
232,2022-11-28,62.741397857666016,63.50430013283523,63.64915630087586,62.64482953486919,728600,-1.77%
233,2022-11-29,63.813323974609375,63.456013071387844,64.33480176538234,63.446354028681625,462500,1.71%
234,2022-11-30,67.06771087646484,65.13631522999859,67.2029079823023,65.0976938006362,671600,5.10%
235,2022-12-01,66.88424682617188,67.35743679229684,67.50229296861421,66.46899638349738,449100,-0.27%
236,2022-12-02,67.87891387939453,65.91854810161105,68.03342172950464,65.91854810161105,556100,1.49%
237,2022-12-05,64.69210052490234,67.06771648457895,67.06771648457895,64.57622149174613,813300,-4.69%
238,2022-12-06,64.66313934326172,65.59986761319989,65.95717853743453,64.36377531098132,488400,-0.04%
239,2022-12-07,65.57089233398438,65.08804335857609,66.09237011154822,65.08804335857609,378100,1.40%
240,2022-12-08,65.48397827148438,65.3584401852926,65.9861453516334,65.18461425257809,255300,-0.13%
241,2022-12-09,64.41205596923828,64.97216259762607,65.22324614960874,64.40240429362875,514200,-1.64%
242,2022-12-12,64.13199615478516,64.24787517857223,64.5472391469418,63.88091265709696,384200,-0.43%
243,2022-12-13,63.87126159667969,65.22324019541486,65.3874070780859,63.465670227366324,662200,-0.41%
244,2022-12-14,63.2242546081543,63.6684748417568,63.99680865314887,62.770375330778,529500,-1.01%
245,2022-12-15,62.04609680175781,62.28752130293197,62.886256718212664,61.71775933280714,591600,-1.86%
246,2022-12-16,61.553592681884766,61.418391866266255,62.036438002282964,61.17696736414438,418200,-0.79%
247,2022-12-19,60.68446731567383,61.592222182013536,61.611536585618104,60.481671603594606,527800,-1.41%
248,2022-12-20,60.42372131347656,60.636176044389565,61.01279766093869,60.356122750703406,386800,-0.43%
249,2022-12-21,60.04710388183594,60.24024422486794,60.298183749085595,59.62219807424204,428100,-0.62%
250,2022-12-22,57.99016189575195,59.226257792434204,59.30351171381382,57.4397143519827,656300,-3.43%
251,2022-12-23,57.623191833496094,57.816332149959244,57.912904150113384,57.2658846425386,856700,-0.63%
252,2022-12-27,57.46868896484375,58.18330713813788,58.27022010943249,57.36246527445761,578000,-0.27%
253,2022-12-28,56.24224853515625,56.92789317488518,57.22725717270882,56.06842261468339,537500,-2.13%
254,2022-12-29,57.59366989135742,56.83368018155155,57.76905270390339,56.83368018155155,724900,2.40%
255,2022-12-30,57.10649490356445,56.755729286669194,57.24290292861485,56.59009203249083,550700,-0.85%
256,2023-01-03,56.453678131103516,57.62289557041553,57.95417378293994,56.122399918579106,1220000,-1.14%
257,2023-01-04,57.18444061279297,56.385476139315465,57.21367355868891,56.08343086083001,613000,1.29%
258,2023-01-05,57.048030853271484,57.17469703672896,57.28187582912837,56.78495664924742,402700,-0.24%
259,2023-01-06,59.05519485473633,57.847002477164395,59.21109028569655,57.60341563398653,545500,3.52%
260,2023-01-09,59.85415267944336,60.068510266749435,60.65311713796983,59.678769874709275,765100,1.35%
261,2023-01-10,60.34133529663086,60.545947360343234,60.78953421243141,59.591087346178426,431400,0.81%
262,2023-01-11,61.78336715698242,60.68235357793894,61.851571176168804,60.50697075236245,496700,2.39%
263,2023-01-12,63.3130989074707,62.69925527255127,63.49821986320117,62.163364932506646,696200,2.48%
264,2023-01-13,62.78694534301758,62.45566337992713,62.78694534301758,61.62746962272148,781900,-0.83%
265,2023-01-17,62.631046295166016,62.582333388009125,62.84540390096125,62.11464339048496,561100,-0.25%
266,2023-01-18,62.514129638671875,63.3325778457426,63.64436870086673,62.45566374268086,633500,-0.19%
267,2023-01-19,62.163360595703125,62.11464397125057,62.601817649456464,61.71516170379535,330100,-0.56%
268,2023-01-20,64.13154602050781,62.903866206465565,64.23872482995408,62.74797448688603,494000,3.17%
269,2023-01-23,65.86588287353516,64.63820306586281,66.05101125865103,64.5992357114307,490300,2.70%
270,2023-01-24,66.45049285888672,65.44691617866674,66.55767167266565,65.32999924267597,484500,0.89%
271,2023-01-25,67.40534973144531,66.25561956517303,67.43457896245286,66.06075306933583,618000,1.44%
272,2023-01-26,68.98379516601562,68.29200200775679,69.45147772988375,68.24328910059738,573300,2.34%
273,2023-01-27,69.86071014404297,68.28227201107767,70.78634469437219,68.28227201107767,613700,1.27%
274,2023-01-30,68.47712707519531,69.1884038752283,69.3540411321949,68.35046460228202,673800,-1.98%
275,2023-01-31,68.90584564208984,67.79509026002977,68.9350748731419,67.4735538510965,491600,0.63%
276,2023-02-01,70.48428344726562,69.66583524472492,70.90325310342726,69.0422535379281,461000,2.29%
277,2023-02-02,70.31864166259766,70.13352073364419,70.84479008770293,69.8119843460221,536200,-0.24%
278,2023-02-03,68.5745620727539,69.19814376619934,69.6658337531235,68.37969558118226,520100,-2.48%
279,2023-02-06,67.3469009399414,67.66842996087392,68.04842488589712,67.14228885982747,395900,-1.79%
280,2023-02-07,67.68791198730469,67.3274007895844,67.85354925368412,66.75253941790974,250300,0.51%
