,date,fg_index,rating
926,2014-09-09,42,fear
927,2014-09-10,45,neutral
928,2014-09-11,44,fear
929,2014-09-12,43,fear
930,2014-09-15,38,fear
931,2014-09-16,37,fear
932,2014-09-17,42,fear
933,2014-09-18,37,fear
934,2014-09-19,36,fear
935,2014-09-22,22,extreme fear
936,2014-09-23,18,extreme fear
937,2014-09-24,17,extreme fear
938,2014-09-25,8,extreme fear
939,2014-09-26,13,extreme fear
940,2014-09-29,11,extreme fear
941,2014-09-30,12,extreme fear
942,2014-10-01,7,extreme fear
943,2014-10-02,3,extreme fear
944,2014-10-03,5,extreme fear
945,2014-10-06,5,extreme fear
946,2014-10-07,6,extreme fear
947,2014-10-08,4,extreme fear
948,2014-10-09,3,extreme fear
949,2014-10-10,1,extreme fear
950,2014-10-13,0,extreme fear
951,2014-10-14,2,extreme fear
952,2014-10-15,1,extreme fear
953,2014-10-16,2,extreme fear
954,2014-10-17,7,extreme fear
955,2014-10-20,5,extreme fear
956,2014-10-21,7,extreme fear
957,2014-10-22,8,extreme fear
958,2014-10-23,11,extreme fear
959,2014-10-24,13,extreme fear
960,2014-10-27,16,extreme fear
961,2014-10-28,21,extreme fear
962,2014-10-29,25,fear
963,2014-10-30,31,fear
964,2014-10-31,32,fear
965,2014-11-03,40,fear
966,2014-11-04,40,fear
967,2014-11-05,49,neutral
968,2014-11-06,49,neutral
969,2014-11-07,55,greed
970,2014-11-10,57,greed
971,2014-11-11,58,greed
972,2014-11-12,56,greed
973,2014-11-13,54,neutral
974,2014-11-14,53,neutral
975,2014-11-17,53,neutral
976,2014-11-18,54,neutral
977,2014-11-19,55,greed
978,2014-11-20,59,greed
979,2014-11-21,59,greed
980,2014-11-24,62,greed
981,2014-11-25,62,greed
982,2014-11-26,63,greed
983,2014-11-28,59,greed
984,2014-12-01,55,greed
985,2014-12-02,55,greed
986,2014-12-03,59,greed
987,2014-12-04,59,greed
988,2014-12-05,61,greed
989,2014-12-08,55,greed
990,2014-12-09,46,neutral
991,2014-12-10,41,fear
992,2014-12-11,37,fear
993,2014-12-12,31,fear
994,2014-12-15,22,extreme fear
995,2014-12-16,19,extreme fear
996,2014-12-17,21,extreme fear
997,2014-12-18,33,fear
998,2014-12-19,33,fear
999,2014-12-22,43,fear
1000,2014-12-23,45,neutral
1001,2014-12-24,47,neutral
1002,2014-12-26,48,neutral
1003,2014-12-29,47,neutral
1004,2014-12-30,47,neutral
1005,2014-12-31,45,neutral
1006,2015-01-02,37,fear
1007,2015-01-05,30,fear
1008,2015-01-06,21,extreme fear
1009,2015-01-07,21,extreme fear
1010,2015-01-08,28,fear
1011,2015-01-09,29,fear
1012,2015-01-12,30,fear
1013,2015-01-13,29,fear
1014,2015-01-14,30,fear
1015,2015-01-15,30,fear
1016,2015-01-16,26,fear
1017,2015-01-20,25,fear
1018,2015-01-21,28,fear
1019,2015-01-22,32,fear
1020,2015-01-23,31,fear
1021,2015-01-26,28,fear
1022,2015-01-27,28,fear
1023,2015-01-28,26,fear
1024,2015-01-29,26,fear
1025,2015-01-30,25,fear
1026,2015-02-02,30,fear
1027,2015-02-03,46,neutral
1028,2015-02-04,42,fear
1029,2015-02-05,50,neutral
1030,2015-02-06,52,neutral
1031,2015-02-09,52,neutral
1032,2015-02-10,54,neutral
1033,2015-02-11,61,greed
1034,2015-02-12,64,greed
1035,2015-02-13,73,greed
1036,2015-02-17,77,extreme greed
1037,2015-02-18,79,extreme greed
1038,2015-02-19,77,extreme greed
1039,2015-02-20,80,extreme greed
1040,2015-02-23,77,extreme greed
1041,2015-02-24,75,extreme greed
1042,2015-02-25,77,extreme greed
1043,2015-02-26,78,extreme greed
1044,2015-02-27,74,greed
1045,2015-03-02,74,greed
1046,2015-03-03,66,greed
1047,2015-03-04,66,greed
1048,2015-03-05,65,greed
1049,2015-03-06,58,greed
1050,2015-03-09,58,greed
1051,2015-03-10,52,neutral
1052,2015-03-11,44,fear
1053,2015-03-12,46,neutral
1054,2015-03-13,39,fear
1055,2015-03-16,42,fear
1056,2015-03-17,40,fear
1057,2015-03-18,39,fear
1058,2015-03-19,43,fear
1059,2015-03-20,43,fear
1060,2015-03-23,48,neutral
1061,2015-03-24,44,fear
1062,2015-03-25,44,fear
1063,2015-03-26,37,fear
1064,2015-03-27,36,fear
1065,2015-03-30,37,fear
1066,2015-03-31,37,fear
1067,2015-04-01,35,fear
1068,2015-04-02,40,fear
1069,2015-04-06,43,fear
1070,2015-04-07,48,neutral
1071,2015-04-08,48,neutral
1072,2015-04-09,56,greed
1073,2015-04-10,56,greed
1074,2015-04-13,60,greed
1075,2015-04-14,60,greed
1076,2015-04-15,60,greed
1077,2015-04-16,57,greed
1078,2015-04-17,57,greed
1079,2015-04-20,55,greed
1080,2015-04-21,59,greed
1081,2015-04-22,59,greed
1082,2015-04-23,64,greed
1083,2015-04-24,66,greed
1084,2015-04-27,59,greed
1085,2015-04-28,61,greed
1086,2015-04-29,61,greed
1087,2015-04-30,53,neutral
1088,2015-05-01,61,greed
1089,2015-05-04,61,greed
1090,2015-05-05,58,greed
1091,2015-05-06,58,greed
1092,2015-05-07,53,neutral
1093,2015-05-08,58,greed
1094,2015-05-11,53,neutral
1095,2015-05-12,49,neutral
1096,2015-05-13,55,greed
1097,2015-05-14,57,greed
1098,2015-05-15,57,greed
1099,2015-05-18,62,greed
1100,2015-05-19,62,greed
1101,2015-05-20,64,greed
1102,2015-05-21,64,greed
1103,2015-05-22,60,greed
1104,2015-05-26,50,neutral
1105,2015-05-27,47,neutral
1106,2015-05-28,47,neutral
1107,2015-05-29,43,fear
1108,2015-06-01,40,fear
1109,2015-06-02,43,fear
1110,2015-06-03,45,neutral
1111,2015-06-04,44,fear
1112,2015-06-05,40,fear
1113,2015-06-08,36,fear
1114,2015-06-09,36,fear
1115,2015-06-10,37,fear
1116,2015-06-11,41,fear
1117,2015-06-12,30,fear
1118,2015-06-15,26,fear
1119,2015-06-16,27,fear
1120,2015-06-17,26,fear
1121,2015-06-18,34,fear
1122,2015-06-19,30,fear
1123,2015-06-22,42,fear
1124,2015-06-23,49,neutral
1125,2015-06-24,36,fear
1126,2015-06-25,34,fear
1127,2015-06-26,33,fear
1128,2015-06-29,8,extreme fear
1129,2015-06-30,11,extreme fear
1130,2015-07-01,18,extreme fear
1131,2015-07-02,16,extreme fear
1132,2015-07-06,13,extreme fear
1133,2015-07-07,13,extreme fear
1134,2015-07-08,9,extreme fear
1135,2015-07-09,12,extreme fear
1136,2015-07-10,14,extreme fear
1137,2015-07-13,24,extreme fear
1138,2015-07-14,24,extreme fear
1139,2015-07-15,30,fear
1140,2015-07-16,30,fear
1141,2015-07-17,34,fear
1142,2015-07-20,34,fear
1143,2015-07-21,25,fear
1144,2015-07-22,20,extreme fear
1145,2015-07-23,15,extreme fear
1146,2015-07-24,15,extreme fear
1147,2015-07-27,7,extreme fear
1148,2015-07-28,17,extreme fear
1149,2015-07-29,21,extreme fear
1150,2015-07-30,21,extreme fear
1151,2015-07-31,20,extreme fear
1152,2015-08-03,24,extreme fear
1153,2015-08-04,28,fear
1154,2015-08-05,21,extreme fear
1155,2015-08-06,18,extreme fear
1156,2015-08-07,10,extreme fear
1157,2015-08-10,9,extreme fear
1158,2015-08-11,12,extreme fear
1159,2015-08-12,9,extreme fear
1160,2015-08-13,11,extreme fear
1161,2015-08-14,11,extreme fear
1162,2015-08-17,14,extreme fear
1163,2015-08-18,13,extreme fear
1164,2015-08-19,13,extreme fear
1165,2015-08-20,8,extreme fear
1166,2015-08-21,8,extreme fear
1167,2015-08-24,3,extreme fear
1168,2015-08-25,9,extreme fear
1169,2015-08-26,12,extreme fear
1170,2015-08-27,13,extreme fear
1171,2015-08-28,14,extreme fear
1172,2015-08-31,14,extreme fear
1173,2015-09-01,9,extreme fear
1174,2015-09-02,13,extreme fear
1175,2015-09-03,11,extreme fear
1176,2015-09-04,10,extreme fear
1177,2015-09-08,13,extreme fear
1178,2015-09-09,13,extreme fear
1179,2015-09-10,15,extreme fear
1180,2015-09-11,14,extreme fear
1181,2015-09-14,13,extreme fear
1182,2015-09-15,16,extreme fear
1183,2015-09-16,16,extreme fear
1184,2015-09-17,16,extreme fear
1185,2015-09-18,18,extreme fear
1186,2015-09-21,23,extreme fear
1187,2015-09-22,31,fear
1188,2015-09-23,31,fear
1189,2015-09-24,22,extreme fear
1190,2015-09-25,18,extreme fear
1191,2015-09-28,15,extreme fear
1192,2015-09-29,13,extreme fear
1193,2015-09-30,21,extreme fear
1194,2015-10-01,18,extreme fear
1195,2015-10-02,24,extreme fear
1196,2015-10-05,31,fear
1197,2015-10-06,36,fear
1198,2015-10-07,37,fear
1199,2015-10-08,42,fear
1200,2015-10-09,43,fear
1201,2015-10-12,41,fear
1202,2015-10-13,35,fear
1203,2015-10-14,35,fear
1204,2015-10-15,41,fear
1205,2015-10-16,45,neutral
1206,2015-10-19,47,neutral
1207,2015-10-20,51,neutral
1208,2015-10-21,50,neutral
1209,2015-10-22,55,greed
1210,2015-10-23,59,greed
1211,2015-10-26,61,greed
1212,2015-10-27,69,greed
1213,2015-10-28,69,greed
1214,2015-10-29,71,greed
1215,2015-10-30,70,greed
1216,2015-11-02,73,greed
1217,2015-11-03,73,greed
1218,2015-11-04,72,greed
1219,2015-11-05,73,greed
1220,2015-11-06,71,greed
1221,2015-11-09,66,greed
1222,2015-11-10,66,greed
1223,2015-11-11,63,greed
1224,2015-11-12,59,greed
1225,2015-11-13,50,neutral
1226,2015-11-16,48,neutral
1227,2015-11-17,51,neutral
1228,2015-11-18,51,neutral
1229,2015-11-19,52,neutral
1230,2015-11-20,53,neutral
1231,2015-11-23,53,neutral
1232,2015-11-24,56,greed
1233,2015-11-25,59,greed
1234,2015-11-27,58,greed
1235,2015-11-30,58,greed
1236,2015-12-01,55,greed
1237,2015-12-02,55,greed
1238,2015-12-03,55,greed
1239,2015-12-04,55,greed
1240,2015-12-07,38,fear
1241,2015-12-08,42,fear
1242,2015-12-09,35,fear
1243,2015-12-10,36,fear
1244,2015-12-11,25,fear
1245,2015-12-14,30,fear
1246,2015-12-15,35,fear
1247,2015-12-16,46,neutral
1248,2015-12-17,37,fear
1249,2015-12-18,37,fear
1250,2015-12-21,35,fear
1251,2015-12-22,36,fear
1252,2015-12-23,43,fear
1253,2015-12-24,42,fear
1254,2015-12-28,48,neutral
1255,2015-12-29,48,neutral
1256,2015-12-30,46,neutral
1257,2015-12-31,46,neutral
1258,2016-01-04,43,fear
1259,2016-01-05,35,fear
1260,2016-01-06,35,fear
1261,2016-01-07,27,fear
1262,2016-01-08,26,fear
1263,2016-01-11,17,extreme fear
1264,2016-01-12,16,extreme fear
1265,2016-01-13,18,extreme fear
1266,2016-01-14,15,extreme fear
1267,2016-01-15,10,extreme fear
1268,2016-01-19,9,extreme fear
1269,2016-01-20,11,extreme fear
1270,2016-01-21,13,extreme fear
1271,2016-01-22,14,extreme fear
1272,2016-01-25,15,extreme fear
1273,2016-01-26,16,extreme fear
1274,2016-01-27,18,extreme fear
1275,2016-01-28,18,extreme fear
1276,2016-01-29,26,fear
1277,2016-02-01,26,fear
1278,2016-02-02,26,fear
1279,2016-02-03,24,extreme fear
1280,2016-02-04,25,fear
1281,2016-02-05,17,extreme fear
1282,2016-02-08,17,extreme fear
1283,2016-02-09,15,extreme fear
1284,2016-02-10,17,extreme fear
1285,2016-02-11,18,extreme fear
1286,2016-02-12,21,extreme fear
1287,2016-02-16,29,fear
1288,2016-02-17,37,fear
1289,2016-02-18,43,fear
1290,2016-02-19,43,fear
1291,2016-02-22,50,neutral
1292,2016-02-23,50,neutral
1293,2016-02-24,53,neutral
1294,2016-02-25,53,neutral
1295,2016-02-26,52,neutral
1296,2016-02-29,55,greed
1297,2016-03-01,61,greed
1298,2016-03-02,66,greed
1299,2016-03-03,69,greed
1300,2016-03-04,68,greed
1301,2016-03-07,71,greed
1302,2016-03-08,70,greed
1303,2016-03-09,71,greed
1304,2016-03-10,72,greed
1305,2016-03-11,75,extreme greed
1306,2016-03-14,74,greed
1307,2016-03-15,75,extreme greed
1308,2016-03-16,75,extreme greed
1309,2016-03-17,78,extreme greed
1310,2016-03-18,79,extreme greed
1311,2016-03-21,76,extreme greed
1312,2016-03-22,76,extreme greed
1313,2016-03-23,70,greed
1314,2016-03-24,72,greed
1315,2016-03-28,64,greed
1316,2016-03-29,67,greed
1317,2016-03-30,67,greed
1318,2016-03-31,71,greed
1319,2016-04-01,74,greed
1320,2016-04-04,73,greed
1321,2016-04-05,72,greed
1322,2016-04-06,72,greed
1323,2016-04-07,72,greed
1324,2016-04-08,68,greed
1325,2016-04-11,66,greed
1326,2016-04-12,66,greed
1327,2016-04-13,70,greed
1328,2016-04-14,70,greed
1329,2016-04-15,70,greed
1330,2016-04-18,72,greed
1331,2016-04-19,73,greed
1332,2016-04-20,75,extreme greed
1333,2016-04-21,75,extreme greed
1334,2016-04-22,74,greed
1335,2016-04-25,71,greed
1336,2016-04-26,71,greed
1337,2016-04-27,72,greed
1338,2016-04-28,70,greed
1339,2016-04-29,67,greed
1340,2016-05-02,69,greed
1341,2016-05-03,63,greed
1342,2016-05-04,63,greed
1343,2016-05-05,60,greed
1344,2016-05-06,60,greed
1345,2016-05-09,60,greed
1346,2016-05-10,62,greed
1347,2016-05-11,62,greed
1348,2016-05-12,61,greed
1349,2016-05-13,59,greed
1350,2016-05-16,58,greed
1351,2016-05-17,54,neutral
1352,2016-05-18,56,greed
1353,2016-05-19,54,neutral
1354,2016-05-20,55,greed
1355,2016-05-23,57,greed
1356,2016-05-24,63,greed
1357,2016-05-25,68,greed
1358,2016-05-26,74,greed
1359,2016-05-27,78,extreme greed
1360,2016-05-31,77,extreme greed
1361,2016-06-01,78,extreme greed
1362,2016-06-02,79,extreme greed
1363,2016-06-03,77,extreme greed
1364,2016-06-06,79,extreme greed
1365,2016-06-07,80,extreme greed
1366,2016-06-08,80,extreme greed
1367,2016-06-09,79,extreme greed
1368,2016-06-10,63,greed
1369,2016-06-13,54,neutral
1370,2016-06-14,54,neutral
1371,2016-06-15,53,neutral
1372,2016-06-16,50,neutral
1373,2016-06-17,53,neutral
1374,2016-06-20,60,greed
1375,2016-06-21,61,greed
1376,2016-06-22,61,greed
1377,2016-06-23,66,greed
1378,2016-06-24,44,fear
1379,2016-06-27,45,neutral
1380,2016-06-28,48,neutral
1381,2016-06-29,58,greed
1382,2016-06-30,62,greed
1383,2016-07-01,71,greed
1384,2016-07-05,69,greed
1385,2016-07-06,69,greed
1386,2016-07-07,69,greed
1387,2016-07-08,75,extreme greed
1388,2016-07-11,80,extreme greed
1389,2016-07-12,86,extreme greed
1390,2016-07-13,86,extreme greed
1391,2016-07-14,90,extreme greed
1392,2016-07-15,88,extreme greed
1393,2016-07-18,89,extreme greed
1394,2016-07-19,89,extreme greed
1395,2016-07-20,88,extreme greed
1396,2016-07-21,87,extreme greed
1397,2016-07-22,85,extreme greed
1398,2016-07-25,85,extreme greed
1399,2016-07-26,82,extreme greed
1400,2016-07-27,84,extreme greed
1401,2016-07-28,82,extreme greed
1402,2016-07-29,80,extreme greed
1403,2016-08-01,64,greed
1404,2016-08-02,78,extreme greed
1405,2016-08-03,80,extreme greed
1406,2016-08-04,81,extreme greed
1407,2016-08-05,85,extreme greed
1408,2016-08-08,80,extreme greed
1409,2016-08-09,75,extreme greed
1410,2016-08-10,78,extreme greed
1411,2016-08-11,78,extreme greed
1412,2016-08-12,75,extreme greed
1413,2016-08-15,78,extreme greed
1414,2016-08-16,78,extreme greed
1415,2016-08-17,77,extreme greed
1416,2016-08-18,78,extreme greed
1417,2016-08-19,76,extreme greed
1418,2016-08-22,74,greed
1419,2016-08-23,75,extreme greed
1420,2016-08-24,70,greed
1421,2016-08-25,65,greed
1422,2016-08-26,63,greed
1423,2016-08-29,64,greed
1424,2016-08-30,64,greed
1425,2016-08-31,62,greed
1426,2016-09-01,63,greed
1427,2016-09-02,63,greed
1428,2016-09-06,65,greed
1429,2016-09-07,64,greed
1430,2016-09-08,69,greed
1431,2016-09-09,47,neutral
1432,2016-09-12,55,greed
1433,2016-09-13,36,fear
1434,2016-09-14,34,fear
1435,2016-09-15,39,fear
1436,2016-09-16,44,fear
1437,2016-09-19,45,neutral
1438,2016-09-20,45,neutral
1439,2016-09-21,54,neutral
1440,2016-09-22,59,greed
1441,2016-09-23,53,neutral
1442,2016-09-26,47,neutral
1443,2016-09-27,45,neutral
1444,2016-09-28,45,neutral
1445,2016-09-29,44,fear
1446,2016-09-30,43,fear
1447,2016-10-03,45,neutral
1448,2016-10-04,49,neutral
1449,2016-10-05,49,neutral
1450,2016-10-06,52,neutral
1451,2016-10-07,55,greed
1452,2016-10-10,55,greed
1453,2016-10-11,47,neutral
1454,2016-10-12,45,neutral
1455,2016-10-13,34,fear
1456,2016-10-14,33,fear
1457,2016-10-17,33,fear
1458,2016-10-18,38,fear
1459,2016-10-19,41,fear
1460,2016-10-20,38,fear
1461,2016-10-21,44,fear
1462,2016-10-24,49,neutral
1463,2016-10-25,49,neutral
1464,2016-10-26,43,fear
1465,2016-10-27,46,neutral
1466,2016-10-28,33,fear
1467,2016-10-31,26,fear
1468,2016-11-01,22,extreme fear
1469,2016-11-02,18,extreme fear
1470,2016-11-03,14,extreme fear
1471,2016-11-04,14,extreme fear
1472,2016-11-07,34,fear
1473,2016-11-08,30,fear
1474,2016-11-09,42,fear
1475,2016-11-10,38,fear
1476,2016-11-11,48,neutral
1477,2016-11-14,57,greed
1478,2016-11-15,63,greed
1479,2016-11-16,60,greed
1480,2016-11-17,63,greed
1481,2016-11-18,61,greed
1482,2016-11-21,68,greed
1483,2016-11-22,67,greed
1484,2016-11-23,70,greed
1485,2016-11-25,71,greed
1486,2016-11-28,72,greed
1487,2016-11-29,72,greed
1488,2016-11-30,73,greed
1489,2016-12-01,71,greed
1490,2016-12-02,71,greed
1491,2016-12-05,75,extreme greed
1492,2016-12-06,79,extreme greed
1493,2016-12-07,83,extreme greed
1494,2016-12-08,83,extreme greed
1495,2016-12-09,86,extreme greed
1496,2016-12-12,87,extreme greed
1497,2016-12-13,86,extreme greed
1498,2016-12-14,86,extreme greed
1499,2016-12-15,86,extreme greed
1500,2016-12-16,84,extreme greed
1501,2016-12-19,79,extreme greed
1502,2016-12-20,75,extreme greed
1503,2016-12-21,75,extreme greed
1504,2016-12-22,71,greed
1505,2016-12-23,66,greed
1506,2016-12-27,70,greed
1507,2016-12-28,66,greed
1508,2016-12-29,65,greed
1509,2016-12-30,58,greed
1510,2017-01-03,70,greed
1511,2017-01-04,70,greed
1512,2017-01-05,70,greed
1513,2017-01-06,68,greed
1514,2017-01-09,62,greed
1515,2017-01-10,62,greed
1516,2017-01-11,61,greed
1517,2017-01-12,55,greed
1518,2017-01-13,58,greed
1519,2017-01-17,58,greed
1520,2017-01-18,55,greed
1521,2017-01-19,53,neutral
1522,2017-01-20,53,neutral
1523,2017-01-23,55,greed
1524,2017-01-24,59,greed
1525,2017-01-25,55,greed
1526,2017-01-26,58,greed
1527,2017-01-27,60,greed
1528,2017-01-30,55,greed
1529,2017-01-31,54,neutral
1530,2017-02-01,55,greed
1531,2017-02-02,51,neutral
1532,2017-02-03,60,greed
1533,2017-02-06,57,greed
1534,2017-02-07,57,greed
1535,2017-02-08,61,greed
1536,2017-02-09,66,greed
1537,2017-02-10,70,greed
1538,2017-02-13,72,greed
1539,2017-02-14,78,extreme greed
1540,2017-02-15,80,extreme greed
1541,2017-02-16,79,extreme greed
1542,2017-02-17,78,extreme greed
1543,2017-02-21,83,extreme greed
1544,2017-02-22,80,extreme greed
1545,2017-02-23,75,extreme greed
1546,2017-02-24,68,greed
1547,2017-02-27,71,greed
1548,2017-02-28,64,greed
1549,2017-03-01,81,extreme greed
1550,2017-03-02,78,extreme greed
1551,2017-03-03,77,extreme greed
1552,2017-03-06,69,greed
1553,2017-03-07,65,greed
1554,2017-03-08,65,greed
1555,2017-03-09,62,greed
1556,2017-03-10,65,greed
1557,2017-03-13,64,greed
1558,2017-03-14,58,greed
1559,2017-03-15,50,neutral
1560,2017-03-16,51,neutral
1561,2017-03-17,45,neutral
1562,2017-03-20,43,fear
1563,2017-03-21,37,fear
1564,2017-03-22,32,fear
1565,2017-03-23,31,fear
1566,2017-03-24,31,fear
1567,2017-03-27,27,fear
1568,2017-03-28,39,fear
1569,2017-03-29,39,fear
1570,2017-03-30,43,fear
1571,2017-03-31,47,neutral
1572,2017-04-03,45,neutral
1573,2017-04-04,43,fear
1574,2017-04-05,43,fear
1575,2017-04-06,43,fear
1576,2017-04-07,40,fear
1577,2017-04-10,32,fear
1578,2017-04-11,31,fear
1579,2017-04-12,28,fear
1580,2017-04-13,25,fear
1581,2017-04-17,30,fear
1582,2017-04-18,32,fear
1583,2017-04-19,30,fear
1584,2017-04-20,34,fear
1585,2017-04-21,37,fear
1586,2017-04-24,39,fear
1587,2017-04-25,46,neutral
1588,2017-04-26,48,neutral
1589,2017-04-27,50,neutral
1590,2017-04-28,49,neutral
1591,2017-05-01,51,neutral
1592,2017-05-02,47,neutral
1593,2017-05-03,47,neutral
1594,2017-05-04,45,neutral
1595,2017-05-05,47,neutral
1596,2017-05-08,55,greed
1597,2017-05-09,61,greed
1598,2017-05-10,61,greed
1599,2017-05-11,63,greed
1600,2017-05-12,62,greed
1601,2017-05-15,54,neutral
1602,2017-05-16,66,greed
1603,2017-05-17,45,neutral
1604,2017-05-18,47,neutral
1605,2017-05-19,49,neutral
1606,2017-05-22,52,neutral
1607,2017-05-23,49,neutral
1608,2017-05-24,54,neutral
1609,2017-05-25,57,greed
1610,2017-05-26,58,greed
1611,2017-05-30,52,neutral
1612,2017-05-31,50,neutral
1613,2017-06-01,58,greed
1614,2017-06-02,57,greed
1615,2017-06-05,58,greed
1616,2017-06-06,55,greed
1617,2017-06-07,55,greed
1618,2017-06-08,55,greed
1619,2017-06-09,54,neutral
1620,2017-06-12,53,neutral
1621,2017-06-13,55,greed
1622,2017-06-14,52,neutral
1623,2017-06-15,52,neutral
1624,2017-06-16,50,neutral
1625,2017-06-19,57,greed
1626,2017-06-20,50,neutral
1627,2017-06-21,47,neutral
1628,2017-06-22,50,neutral
1629,2017-06-23,52,neutral
1630,2017-06-26,53,neutral
1631,2017-06-27,48,neutral
1632,2017-06-28,60,greed
1633,2017-06-29,47,neutral
1634,2017-06-30,49,neutral
1635,2017-07-03,52,neutral
1636,2017-07-05,57,greed
1637,2017-07-06,44,fear
1638,2017-07-07,49,neutral
1639,2017-07-10,46,neutral
1640,2017-07-11,44,fear
1641,2017-07-12,47,neutral
1642,2017-07-13,54,neutral
1643,2017-07-14,64,greed
1644,2017-07-17,67,greed
1645,2017-07-18,74,greed
1646,2017-07-19,69,greed
1647,2017-07-20,73,greed
1648,2017-07-21,73,greed
1649,2017-07-24,73,greed
1650,2017-07-25,70,greed
1651,2017-07-26,75,extreme greed
1652,2017-07-27,73,greed
1653,2017-07-28,69,greed
1654,2017-07-31,66,greed
1655,2017-08-01,66,greed
1656,2017-08-02,61,greed
1657,2017-08-03,59,greed
1658,2017-08-04,64,greed
1659,2017-08-07,58,greed
1660,2017-08-08,52,neutral
1661,2017-08-09,41,fear
1662,2017-08-10,31,fear
1663,2017-08-11,25,fear
1664,2017-08-14,36,fear
1665,2017-08-15,27,fear
1666,2017-08-16,32,fear
1667,2017-08-17,17,extreme fear
1668,2017-08-18,17,extreme fear
1669,2017-08-21,15,extreme fear
1670,2017-08-22,23,extreme fear
1671,2017-08-23,19,extreme fear
1672,2017-08-24,22,extreme fear
1673,2017-08-25,29,fear
1674,2017-08-28,35,fear
1675,2017-08-29,29,fear
1676,2017-08-30,34,fear
1677,2017-08-31,43,fear
1678,2017-09-01,49,neutral
1679,2017-09-05,62,greed
1680,2017-09-06,41,fear
1681,2017-09-07,38,fear
1682,2017-09-08,38,fear
1683,2017-09-11,59,greed
1684,2017-09-12,59,greed
1685,2017-09-13,67,greed
1686,2017-09-14,68,greed
1687,2017-09-15,77,extreme greed
1688,2017-09-18,80,extreme greed
1689,2017-09-19,81,extreme greed
1690,2017-09-20,79,extreme greed
1691,2017-09-21,73,greed
1692,2017-09-22,70,greed
1693,2017-09-25,72,greed
1694,2017-09-26,67,greed
1695,2017-09-27,73,greed
1696,2017-09-28,79,extreme greed
1697,2017-09-29,84,extreme greed
1698,2017-10-02,91,extreme greed
1699,2017-10-03,92,extreme greed
1700,2017-10-04,91,extreme greed
1701,2017-10-05,94,extreme greed
1702,2017-10-06,92,extreme greed
1703,2017-10-09,84,extreme greed
1704,2017-10-10,85,extreme greed
1705,2017-10-11,83,extreme greed
1706,2017-10-12,79,extreme greed
1707,2017-10-13,74,greed
1708,2017-10-16,78,extreme greed
1709,2017-10-17,78,extreme greed
1710,2017-10-18,82,extreme greed
1711,2017-10-19,83,extreme greed
1712,2017-10-20,89,extreme greed
1713,2017-10-23,80,extreme greed
1714,2017-10-24,75,extreme greed
1715,2017-10-25,75,extreme greed
1716,2017-10-26,71,greed
1717,2017-10-27,74,greed
1718,2017-10-30,65,greed
1719,2017-10-31,69,greed
1720,2017-11-01,69,greed
1721,2017-11-02,66,greed
1722,2017-11-03,66,greed
1723,2017-11-06,58,greed
1724,2017-11-07,61,greed
1725,2017-11-08,54,neutral
1726,2017-11-09,54,neutral
1727,2017-11-10,59,greed
1728,2017-11-13,49,neutral
1729,2017-11-14,49,neutral
1730,2017-11-15,36,fear
1731,2017-11-16,50,neutral
1732,2017-11-17,44,fear
1733,2017-11-20,51,neutral
1734,2017-11-21,54,neutral
1735,2017-11-22,54,neutral
1736,2017-11-24,59,greed
1737,2017-11-27,51,neutral
1738,2017-11-28,60,greed
1739,2017-11-29,67,greed
1740,2017-11-30,73,greed
1741,2017-12-01,70,greed
1742,2017-12-04,64,greed
1743,2017-12-05,60,greed
1744,2017-12-06,62,greed
1745,2017-12-07,60,greed
1746,2017-12-08,62,greed
1747,2017-12-11,62,greed
1748,2017-12-12,67,greed
1749,2017-12-13,67,greed
1750,2017-12-14,69,greed
1751,2017-12-15,68,greed
1752,2017-12-18,74,greed
1753,2017-12-19,72,greed
1754,2017-12-20,72,greed
1755,2017-12-21,68,greed
1756,2017-12-22,66,greed
1757,2017-12-26,64,greed
1758,2017-12-27,61,greed
1759,2017-12-28,58,greed
1760,2017-12-29,53,neutral
1761,2018-01-02,67,greed
1762,2018-01-03,67,greed
1763,2018-01-04,72,greed
1764,2018-01-05,75,extreme greed
1765,2018-01-08,75,extreme greed
1766,2018-01-09,75,extreme greed
1767,2018-01-10,75,extreme greed
1768,2018-01-11,77,extreme greed
1769,2018-01-12,79,extreme greed
1770,2018-01-16,75,extreme greed
1771,2018-01-17,75,extreme greed
1772,2018-01-18,72,greed
1773,2018-01-19,80,extreme greed
1774,2018-01-22,78,extreme greed
1775,2018-01-23,78,extreme greed
1776,2018-01-24,78,extreme greed
1777,2018-01-25,77,extreme greed
1778,2018-01-26,79,extreme greed
1779,2018-01-29,62,greed
1780,2018-01-30,61,greed
1781,2018-01-31,61,greed
1782,2018-02-01,58,greed
1783,2018-02-02,17,extreme fear
1784,2018-02-05,18,extreme fear
1785,2018-02-06,18,extreme fear
1786,2018-02-07,16,extreme fear
1787,2018-02-08,10,extreme fear
1788,2018-02-09,10,extreme fear
1789,2018-02-12,13,extreme fear
1790,2018-02-13,10,extreme fear
1791,2018-02-14,15,extreme fear
1792,2018-02-15,18,extreme fear
1793,2018-02-16,18,extreme fear
1794,2018-02-20,17,extreme fear
1795,2018-02-21,15,extreme fear
1796,2018-02-22,18,extreme fear
1797,2018-02-23,18,extreme fear
1798,2018-02-26,20,extreme fear
1799,2018-02-27,17,extreme fear
1800,2018-02-28,15,extreme fear
1801,2018-03-01,8,extreme fear
