,date,ixut,open,high,low,volume,ixut_cr
45,2022-05-10,399.0899963378906,400.9700012207031,404.69000244140625,395.3299865722656,149300,0.98%
46,2022-05-11,392.5299987792969,397.0199890136719,402.5,391.92999267578125,152900,-1.64%
47,2022-05-12,399.17999267578125,393.260009765625,399.3500061035156,390.7300109863281,167100,1.69%
48,2022-05-13,406.92999267578125,399.79998779296875,407.70001220703125,399.7799987792969,125800,1.94%
49,2022-05-16,405.2300109863281,406.57000732421875,410.1700134277344,404.19000244140625,103400,-0.42%
50,2022-05-17,415.1099853515625,410.7900085449219,415.4200134277344,408.0299987792969,103700,2.44%
51,2022-05-18,404.17999267578125,411.1600036621094,412.1199951171875,402.9100036621094,122400,-2.63%
52,2022-05-19,390.5,389.9800109863281,394.4800109863281,386.760009765625,179000,-3.38%
53,2022-05-20,393.42999267578125,392.760009765625,396.1400146484375,384.92999267578125,132700,0.75%
54,2022-05-23,399.0,397.17999267578125,400.7200012207031,392.8500061035156,102800,1.42%
55,2022-05-24,399.4800109863281,397.1400146484375,400.2300109863281,390.8999938964844,121800,0.12%
56,2022-05-25,405.3800048828125,399.6700134277344,407.30999755859375,398.1000061035156,108200,1.48%
57,2022-05-26,412.0899963378906,406.45001220703125,415.20001220703125,406.45001220703125,119000,1.66%
58,2022-05-27,417.05999755859375,413.30999755859375,417.1099853515625,412.8299865722656,108200,1.21%
59,2022-05-31,414.2900085449219,414.29998779296875,417.1300048828125,411.6199951171875,167300,-0.66%
60,2022-06-01,413.010009765625,416.29998779296875,417.3900146484375,408.3999938964844,101100,-0.31%
61,2022-06-02,416.5799865722656,413.6400146484375,416.760009765625,408.8900146484375,96900,0.86%
62,2022-06-03,411.5299987792969,414.1400146484375,415.239990234375,410.69000244140625,88800,-1.21%
63,2022-06-06,410.2200012207031,414.70001220703125,416.67999267578125,408.80999755859375,87800,-0.32%
64,2022-06-07,413.0899963378906,407.3900146484375,413.7300109863281,406.1199951171875,83400,0.70%
65,2022-06-08,410.2099914550781,412.3399963378906,415.739990234375,409.5899963378906,119000,-0.70%
66,2022-06-09,403.1700134277344,409.2900085449219,411.4800109863281,403.07000732421875,112300,-1.72%
67,2022-06-10,395.6000061035156,398.0400085449219,399.4100036621094,395.3299865722656,115100,-1.88%
68,2022-06-13,382.25,389.6700134277344,390.29998779296875,381.1600036621094,136700,-3.37%
69,2022-06-14,380.25,384.92999267578125,386.9800109863281,377.04998779296875,143500,-0.52%
