,date,gold,open,high,low,volume,gold_cr
297,2023-03-03,1847.699951171875,1837.300048828125,1855.4000244140625,1837.300048828125,61,0.77%
298,2023-03-06,1847.9000244140625,1853.300048828125,1853.800048828125,1844.199951171875,5,0.01%
299,2023-03-07,1813.9000244140625,1840.9000244140625,1840.9000244140625,1813.9000244140625,450,-1.84%
300,2023-03-08,1812.699951171875,1811.5999755859375,1812.9000244140625,1811.5,75,-0.07%
301,2023-03-09,1829.300048828125,1816.4000244140625,1829.300048828125,1815.5999755859375,332,0.92%
302,2023-03-10,1862.0,1852.300048828125,1868.5,1852.0,248,1.79%
303,2023-03-13,1911.699951171875,1890.800048828125,1913.0999755859375,1875.0999755859375,503,2.67%
304,2023-03-14,1906.199951171875,1912.199951171875,1912.199951171875,1901.0999755859375,107,-0.29%
305,2023-03-15,1926.5999755859375,1903.9000244140625,1926.5999755859375,1898.5,564,1.07%
306,2023-03-16,1919.0,1909.9000244140625,1931.699951171875,1909.9000244140625,394,-0.39%
307,2023-03-17,1969.800048828125,1946.0,1985.0999755859375,1946.0,82,2.65%
308,2023-03-20,1979.199951171875,1988.300048828125,2003.9000244140625,1968.9000244140625,389,0.48%
309,2023-03-21,1938.0,1973.800048828125,1973.800048828125,1938.0,47,-2.08%
310,2023-03-22,1946.800048828125,1946.800048828125,1974.0,1946.800048828125,50,0.45%
311,2023-03-23,1993.800048828125,1990.5,1994.5999755859375,1990.5,33,2.41%
312,2023-03-24,1982.0999755859375,1991.699951171875,1995.4000244140625,1982.0999755859375,19,-0.59%
313,2023-03-27,1952.4000244140625,1957.199951171875,1957.199951171875,1952.4000244140625,877,-1.50%
314,2023-03-28,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,21,1.02%
315,2023-03-29,1966.0999755859375,1966.0999755859375,1966.0999755859375,1966.0999755859375,88563,-0.32%
316,2023-03-30,1980.300048828125,1965.9000244140625,1984.4000244140625,1954.9000244140625,10119,0.72%
317,2023-03-31,1969.0,1981.300048828125,1986.800048828125,1968.0,957,-0.57%
318,2023-04-03,1983.9000244140625,1968.0999755859375,1991.699951171875,1950.0,737,0.76%
319,2023-04-04,2022.199951171875,1984.5999755859375,2027.0999755859375,1979.0,811,1.93%
320,2023-04-05,2020.9000244140625,2022.0999755859375,2033.800048828125,2013.5999755859375,525,-0.06%
321,2023-04-06,2011.9000244140625,2022.199951171875,2023.300048828125,2005.0,0,-0.45%
322,2023-04-10,1989.0999755859375,2000.0,2006.5999755859375,1984.0,652,-1.13%
323,2023-04-11,2004.800048828125,1991.4000244140625,2006.5,1991.4000244140625,68,0.79%
324,2023-04-12,2010.9000244140625,2005.199951171875,2025.699951171875,2005.199951171875,172,0.30%
325,2023-04-13,2041.300048828125,2015.5999755859375,2048.60009765625,2015.5999755859375,1043,1.51%
326,2023-04-14,2002.199951171875,2041.0,2047.800048828125,1995.0,718,-1.92%
327,2023-04-17,1994.199951171875,2002.699951171875,2007.5999755859375,1983.199951171875,554,-0.40%
328,2023-04-18,2007.4000244140625,1996.9000244140625,2007.4000244140625,1996.9000244140625,72,0.66%
329,2023-04-19,1995.199951171875,2005.699951171875,2006.4000244140625,1969.800048828125,61,-0.61%
330,2023-04-20,2007.5999755859375,1998.0,2007.5999755859375,1998.0,164,0.62%
331,2023-04-21,1979.5,1996.199951171875,1996.199951171875,1974.0999755859375,132,-1.40%
332,2023-04-24,1989.0999755859375,1981.300048828125,1989.800048828125,1977.4000244140625,145,0.48%
333,2023-04-25,1994.0,1995.699951171875,1999.0999755859375,1982.300048828125,306,0.25%
334,2023-04-26,1985.699951171875,1997.800048828125,1998.800048828125,1985.5999755859375,615,-0.42%
335,2023-04-27,1989.9000244140625,1990.5999755859375,2002.300048828125,1979.9000244140625,355,0.21%
336,2023-04-28,1990.0999755859375,1986.9000244140625,1990.0999755859375,1977.699951171875,152,0.01%
337,2023-05-01,1983.4000244140625,1980.0999755859375,2005.0,1976.9000244140625,210,-0.34%
338,2023-05-02,2014.300048828125,1994.699951171875,2018.0,1994.699951171875,1896,1.56%
339,2023-05-03,2028.5999755859375,2017.0999755859375,2035.0999755859375,2015.199951171875,1349,0.71%
340,2023-05-04,2048.0,2045.0,2072.0,2040.0,930,0.96%
341,2023-05-05,2017.4000244140625,2046.4000244140625,2046.4000244140625,2004.300048828125,59,-1.49%
342,2023-05-08,2026.300048828125,2022.5,2026.300048828125,2022.5,3,0.44%
343,2023-05-09,2036.199951171875,2026.5999755859375,2037.300048828125,2025.9000244140625,241,0.49%
344,2023-05-10,2030.5,2032.300048828125,2044.300048828125,2029.5,248,-0.28%
345,2023-05-11,2014.699951171875,2034.0999755859375,2038.300048828125,2014.0,90,-0.78%
346,2023-05-12,2014.5,2014.5,2014.5,2014.5,115,-0.01%
347,2023-05-15,2018.0,2013.800048828125,2018.0,2013.800048828125,3,0.17%
348,2023-05-16,1988.4000244140625,1988.4000244140625,1988.4000244140625,1988.4000244140625,49,-1.47%
349,2023-05-17,1980.699951171875,1983.5999755859375,1983.5999755859375,1980.699951171875,13,-0.39%
350,2023-05-18,1956.5,1956.5,1956.800048828125,1956.5,23,-1.22%
351,2023-05-19,1978.699951171875,1960.0,1978.699951171875,1960.0,106,1.13%
352,2023-05-22,1974.800048828125,1980.5,1980.5,1974.800048828125,8,-0.20%
353,2023-05-23,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,1,-0.12%
354,2023-05-24,1962.800048828125,1975.4000244140625,1975.4000244140625,1962.800048828125,189,-0.49%
355,2023-05-25,1943.0999755859375,1943.0999755859375,1943.0999755859375,1943.0999755859375,1,-1.00%
356,2023-05-26,1944.0999755859375,1948.199951171875,1948.4000244140625,1944.0999755859375,166036,0.05%
357,2023-05-30,1958.0,1942.699951171875,1962.5999755859375,1931.0,37838,0.71%
358,2023-05-31,1963.9000244140625,1958.199951171875,1973.0,1953.0,5959,0.30%
359,2023-06-01,1978.0,1963.199951171875,1983.0,1954.300048828125,750,0.72%
360,2023-06-02,1952.4000244140625,1977.0999755859375,1982.5,1947.4000244140625,356,-1.29%
361,2023-06-05,1958.0,1947.5,1961.9000244140625,1937.800048828125,713,0.29%
362,2023-06-06,1965.5,1960.800048828125,1965.5,1958.800048828125,164,0.38%
363,2023-06-07,1942.699951171875,1959.0,1968.4000244140625,1940.699951171875,139,-1.16%
364,2023-06-08,1963.5999755859375,1943.199951171875,1969.0,1943.0999755859375,433,1.08%
365,2023-06-09,1962.199951171875,1965.0999755859375,1969.800048828125,1960.300048828125,49,-0.07%
366,2023-06-12,1955.300048828125,1959.699951171875,1963.5,1951.4000244140625,212,-0.35%
367,2023-06-13,1944.5999755859375,1960.5999755859375,1967.5,1940.300048828125,343,-0.55%
368,2023-06-14,1955.300048828125,1946.199951171875,1958.199951171875,1940.300048828125,202,0.55%
369,2023-06-15,1957.800048828125,1941.699951171875,1958.800048828125,1926.0,329,0.13%
370,2023-06-16,1958.4000244140625,1961.4000244140625,1962.9000244140625,1953.5,119,0.03%
371,2023-06-20,1935.5,1958.5999755859375,1958.5999755859375,1931.300048828125,193,-1.17%
372,2023-06-21,1933.300048828125,1935.5999755859375,1936.800048828125,1920.0,557,-0.11%
373,2023-06-22,1912.699951171875,1920.0,1921.0,1912.0999755859375,237,-1.07%
374,2023-06-23,1919.0999755859375,1918.699951171875,1932.5,1918.699951171875,105,0.33%
375,2023-06-26,1923.699951171875,1922.9000244140625,1928.5,1922.5,71,0.24%
376,2023-06-27,1914.0,1927.0,1929.4000244140625,1914.0,49,-0.50%
377,2023-06-28,1912.300048828125,1912.300048828125,1912.300048828125,1912.300048828125,628,-0.09%
378,2023-06-29,1909.199951171875,1909.9000244140625,1909.9000244140625,1892.5,289,-0.16%
379,2023-06-30,1921.0999755859375,1908.5999755859375,1921.0999755859375,1900.5999755859375,445,0.62%
380,2023-07-03,1921.699951171875,1917.9000244140625,1929.5,1917.9000244140625,41,0.03%
381,2023-07-05,1919.5999755859375,1923.5,1933.9000244140625,1914.699951171875,193,-0.11%
382,2023-07-06,1908.699951171875,1909.300048828125,1910.199951171875,1903.199951171875,81,-0.57%
383,2023-07-07,1926.199951171875,1913.4000244140625,1934.0999755859375,1913.4000244140625,61,0.92%
384,2023-07-10,1925.0,1923.5999755859375,1926.0999755859375,1912.300048828125,269,-0.06%
385,2023-07-11,1931.300048828125,1925.0,1937.0,1924.199951171875,142,0.33%
386,2023-07-12,1956.199951171875,1932.300048828125,1958.0,1932.199951171875,132,1.29%
387,2023-07-13,1959.199951171875,1961.0999755859375,1961.0999755859375,1953.0,121,0.15%
388,2023-07-14,1960.0999755859375,1958.4000244140625,1960.5999755859375,1952.699951171875,94,0.05%
389,2023-07-17,1952.4000244140625,1954.0,1956.5,1946.5999755859375,29,-0.39%
390,2023-07-18,1977.199951171875,1968.800048828125,1978.4000244140625,1963.4000244140625,83,1.27%
391,2023-07-19,1977.5,1977.0,1977.5,1973.0,35,0.02%
392,2023-07-20,1968.300048828125,1973.699951171875,1973.699951171875,1965.5999755859375,638,-0.47%
393,2023-07-21,1964.300048828125,1961.800048828125,1964.300048828125,1961.800048828125,50,-0.20%
394,2023-07-24,1960.300048828125,1965.300048828125,1965.5,1960.300048828125,2,-0.20%
395,2023-07-25,1962.0999755859375,1953.0,1962.5,1953.0,19,0.09%
396,2023-07-26,1968.9000244140625,1966.199951171875,1972.0,1966.199951171875,51,0.35%
397,2023-07-27,1945.4000244140625,1945.4000244140625,1945.4000244140625,1945.4000244140625,194253,-1.19%
398,2023-07-28,1960.4000244140625,1945.5,1962.199951171875,1944.199951171875,23155,0.77%
399,2023-07-31,1970.5,1959.199951171875,1971.5999755859375,1950.0,1025,0.52%
400,2023-08-01,1940.699951171875,1964.9000244140625,1965.4000244140625,1940.699951171875,688,-1.51%
401,2023-08-02,1937.4000244140625,1948.4000244140625,1953.5999755859375,1933.199951171875,652,-0.17%
402,2023-08-03,1932.0,1934.199951171875,1936.5,1928.0,773,-0.28%
403,2023-08-04,1939.5999755859375,1934.9000244140625,1945.0,1920.0,290,0.39%
404,2023-08-07,1933.5,1941.0,1941.0,1929.800048828125,376,-0.31%
405,2023-08-08,1924.0999755859375,1931.699951171875,1933.199951171875,1923.0,555,-0.49%
406,2023-08-09,1915.4000244140625,1925.4000244140625,1928.800048828125,1913.699951171875,451,-0.45%
407,2023-08-10,1914.4000244140625,1921.0999755859375,1927.800048828125,1911.4000244140625,178,-0.05%
408,2023-08-11,1912.9000244140625,1913.0,1916.5999755859375,1911.800048828125,57,-0.08%
409,2023-08-14,1910.5999755859375,1909.300048828125,1912.5999755859375,1903.300048828125,46,-0.12%
410,2023-08-15,1902.5,1906.0,1907.699951171875,1895.0,73,-0.42%
411,2023-08-16,1896.0999755859375,1904.5,1904.5,1890.300048828125,22,-0.34%
412,2023-08-17,1884.0999755859375,1893.699951171875,1902.4000244140625,1884.0,245,-0.63%
413,2023-08-18,1886.0999755859375,1891.800048828125,1891.800048828125,1886.0999755859375,19,0.11%
414,2023-08-21,1893.300048828125,1893.5999755859375,1893.5999755859375,1893.300048828125,876,0.38%
415,2023-08-22,1896.4000244140625,1894.5999755859375,1896.800048828125,1892.800048828125,46,0.16%
416,2023-08-23,1918.5,1909.5999755859375,1918.5,1909.5999755859375,547,1.17%
417,2023-08-24,1918.199951171875,1920.0,1920.800048828125,1918.199951171875,337,-0.02%
418,2023-08-25,1911.0999755859375,1919.800048828125,1919.800048828125,1911.0999755859375,195,-0.37%
419,2023-08-28,1917.9000244140625,1915.5,1921.5,1915.5,99,0.36%
420,2023-08-29,1936.5,1917.9000244140625,1936.5,1916.9000244140625,1674,0.97%
421,2023-08-30,1944.300048828125,1936.0,1946.4000244140625,1934.5999755859375,396,0.40%
422,2023-08-31,1938.199951171875,1944.4000244140625,1944.4000244140625,1938.199951171875,491,-0.31%
423,2023-09-01,1939.800048828125,1950.0,1950.0,1936.5999755859375,167,0.08%
424,2023-09-05,1926.199951171875,1934.4000244140625,1934.4000244140625,1924.699951171875,113,-0.70%
425,2023-09-06,1918.0999755859375,1924.0999755859375,1925.300048828125,1916.300048828125,24,-0.42%
426,2023-09-07,1917.5,1917.5999755859375,1921.5,1917.5,41,-0.03%
427,2023-09-08,1918.4000244140625,1924.0,1924.699951171875,1918.4000244140625,105,0.05%
428,2023-09-11,1923.300048828125,1923.0,1928.300048828125,1921.800048828125,50,0.26%
429,2023-09-12,1911.300048828125,1920.800048828125,1920.800048828125,1911.300048828125,365,-0.62%
430,2023-09-13,1909.0999755859375,1910.300048828125,1914.5999755859375,1908.9000244140625,15,-0.12%
431,2023-09-14,1910.0,1903.0,1910.0,1903.0,169,0.05%
432,2023-09-15,1923.699951171875,1923.5,1927.300048828125,1923.5,8,0.72%
433,2023-09-18,1931.5,1928.199951171875,1931.5,1926.4000244140625,19,0.41%
434,2023-09-19,1932.0,1934.0,1934.0,1932.0,6,0.03%
435,2023-09-20,1945.5999755859375,1945.5999755859375,1945.5999755859375,1929.199951171875,119,0.70%
436,2023-09-21,1919.199951171875,1924.0,1924.0,1919.199951171875,9,-1.36%
437,2023-09-22,1925.4000244140625,1925.4000244140625,1925.4000244140625,1925.4000244140625,1,0.32%
438,2023-09-25,1916.5999755859375,1916.5999755859375,1916.5999755859375,1916.5999755859375,114,-0.46%
439,2023-09-26,1900.4000244140625,1905.0,1905.0999755859375,1900.4000244140625,161,-0.85%
440,2023-09-27,1871.5999755859375,1871.5999755859375,1871.5999755859375,1871.5999755859375,12251,-1.52%
441,2023-09-28,1860.4000244140625,1875.5,1878.199951171875,1856.699951171875,4654,-0.60%
442,2023-09-29,1848.0999755859375,1864.300048828125,1872.300048828125,1846.0,1605,-0.66%
443,2023-10-02,1830.0,1844.0999755859375,1845.9000244140625,1826.699951171875,2309,-0.98%
444,2023-10-03,1824.5999755859375,1825.0,1830.9000244140625,1816.800048828125,310,-0.30%
445,2023-10-04,1818.5,1821.800048828125,1828.199951171875,1816.4000244140625,357,-0.33%
446,2023-10-05,1816.5999755859375,1826.300048828125,1826.300048828125,1815.5999755859375,393,-0.10%
447,2023-10-06,1830.199951171875,1819.0,1831.800048828125,1809.4000244140625,390,0.75%
448,2023-10-09,1849.5,1842.5,1861.5,1842.5,232,1.05%
449,2023-10-10,1861.0,1857.0,1861.4000244140625,1852.800048828125,236,0.62%
450,2023-10-11,1872.800048828125,1869.5,1874.5999755859375,1869.0999755859375,65,0.63%
451,2023-10-12,1869.300048828125,1874.699951171875,1881.199951171875,1867.0,46,-0.19%
452,2023-10-13,1927.4000244140625,1877.5,1930.0999755859375,1877.5,43,3.11%
453,2023-10-16,1921.0999755859375,1910.4000244140625,1921.0999755859375,1910.300048828125,53,-0.33%
454,2023-10-17,1922.699951171875,1914.300048828125,1925.800048828125,1914.300048828125,103,0.08%
455,2023-10-18,1955.300048828125,1935.0,1957.9000244140625,1935.0,67,1.70%
456,2023-10-19,1968.4000244140625,1950.0999755859375,1977.699951171875,1945.699951171875,1945,0.67%
457,2023-10-20,1982.5,1981.0999755859375,1988.5999755859375,1980.4000244140625,557,0.72%
458,2023-10-23,1976.300048828125,1976.199951171875,1978.9000244140625,1972.9000244140625,557,-0.31%
459,2023-10-24,1987.699951171875,1984.0999755859375,1992.0,1982.5999755859375,33376,0.58%
