,date,gold,open,high,low,volume,gold_cr
56,2022-03-17,1942.0999755859375,1933.9000244140625,1947.199951171875,1933.9000244140625,39,1.79%
57,2022-03-18,1928.199951171875,1934.5,1939.300048828125,1928.199951171875,28,-0.72%
58,2022-03-21,1928.5999755859375,1925.4000244140625,1928.5999755859375,1925.0,5,0.02%
59,2022-03-22,1920.699951171875,1920.699951171875,1920.699951171875,1920.699951171875,26,-0.41%
60,2022-03-23,1936.5999755859375,1936.5999755859375,1936.5999755859375,1936.5999755859375,204,0.83%
61,2022-03-24,1961.5999755859375,1963.5999755859375,1964.0,1961.5999755859375,8,1.29%
62,2022-03-25,1953.800048828125,1953.800048828125,1953.800048828125,1953.800048828125,83,-0.40%
63,2022-03-28,1939.5999755859375,1932.5999755859375,1939.5999755859375,1932.5999755859375,7,-0.73%
64,2022-03-29,1912.0,1893.5,1912.0,1893.5,128051,-1.42%
65,2022-03-30,1933.5,1918.4000244140625,1937.0,1914.5,17765,1.12%
66,2022-03-31,1949.199951171875,1933.5,1949.9000244140625,1919.0999755859375,3617,0.81%
67,2022-04-01,1919.0999755859375,1935.0,1938.0,1917.0,1016,-1.54%
68,2022-04-04,1929.199951171875,1921.199951171875,1936.0999755859375,1915.5999755859375,371,0.53%
69,2022-04-05,1922.9000244140625,1927.0999755859375,1943.5,1918.4000244140625,412,-0.33%
70,2022-04-06,1918.4000244140625,1916.699951171875,1931.800048828125,1916.699951171875,138,-0.23%
71,2022-04-07,1933.800048828125,1919.5,1934.800048828125,1919.5,311,0.80%
72,2022-04-08,1941.5999755859375,1928.800048828125,1947.699951171875,1928.800048828125,153,0.40%
73,2022-04-11,1944.300048828125,1946.5999755859375,1968.4000244140625,1941.800048828125,163,0.14%
74,2022-04-12,1972.0999755859375,1952.5,1977.0999755859375,1950.5999755859375,246,1.43%
75,2022-04-13,1981.0,1969.5,1981.0,1969.5,204,0.45%
76,2022-04-14,1970.9000244140625,1977.199951171875,1978.699951171875,1963.0,101,-0.51%
77,2022-04-18,1982.9000244140625,1973.4000244140625,1997.0999755859375,1972.800048828125,196,0.61%
78,2022-04-19,1955.699951171875,1973.800048828125,1978.300048828125,1945.699951171875,130,-1.37%
79,2022-04-20,1952.300048828125,1945.5,1953.5999755859375,1945.5,621,-0.17%
80,2022-04-21,1944.9000244140625,1942.5,1944.9000244140625,1942.5,4,-0.38%
81,2022-04-22,1931.0,1949.5999755859375,1950.4000244140625,1930.199951171875,178,-0.71%
82,2022-04-25,1893.199951171875,1925.0,1925.0,1889.300048828125,748,-1.96%
83,2022-04-26,1901.4000244140625,1900.5,1909.0999755859375,1894.0,302,0.43%
84,2022-04-27,1885.9000244140625,1897.800048828125,1900.5999755859375,1882.199951171875,1786,-0.82%
85,2022-04-28,1888.699951171875,1883.800048828125,1893.0,1872.9000244140625,513,0.15%
86,2022-04-29,1909.300048828125,1902.699951171875,1918.199951171875,1902.4000244140625,132,1.09%
87,2022-05-02,1861.800048828125,1896.699951171875,1896.800048828125,1853.0,385,-2.49%
88,2022-05-03,1868.800048828125,1868.800048828125,1868.800048828125,1868.800048828125,466,0.38%
89,2022-05-04,1867.0,1867.0,1867.0,1867.0,1,-0.10%
90,2022-05-05,1874.0,1897.0,1904.300048828125,1874.0,80,0.37%
91,2022-05-06,1881.199951171875,1874.699951171875,1890.300048828125,1871.5,214,0.38%
92,2022-05-09,1857.0999755859375,1866.5999755859375,1867.5,1854.0,304,-1.28%
93,2022-05-10,1839.9000244140625,1839.9000244140625,1839.9000244140625,1839.9000244140625,1540,-0.93%
94,2022-05-11,1852.5999755859375,1841.5,1852.5999755859375,1841.0,892,0.69%
95,2022-05-12,1823.800048828125,1849.800048828125,1851.9000244140625,1822.199951171875,153,-1.55%
96,2022-05-13,1807.4000244140625,1825.0,1825.0,1807.4000244140625,335,-0.90%
97,2022-05-16,1813.5,1790.5,1813.5,1787.0,34,0.34%
98,2022-05-17,1818.199951171875,1824.9000244140625,1828.5999755859375,1816.699951171875,121,0.26%
99,2022-05-18,1815.9000244140625,1815.0,1819.699951171875,1805.0,311,-0.13%
100,2022-05-19,1841.199951171875,1810.9000244140625,1841.199951171875,1810.699951171875,138,1.39%
101,2022-05-20,1841.800048828125,1839.0999755859375,1841.800048828125,1836.300048828125,110,0.03%
102,2022-05-23,1847.800048828125,1846.300048828125,1863.0,1845.800048828125,216,0.33%
103,2022-05-24,1865.0999755859375,1852.5,1867.0,1852.5,33,0.94%
104,2022-05-25,1846.199951171875,1846.199951171875,1846.199951171875,1846.199951171875,0,-1.01%
105,2022-05-26,1847.4000244140625,1840.4000244140625,1847.4000244140625,1840.4000244140625,123355,0.07%
106,2022-05-27,1851.300048828125,1848.300048828125,1860.699951171875,1845.9000244140625,30091,0.21%
107,2022-05-31,1842.699951171875,1850.300048828125,1862.0999755859375,1832.800048828125,4073,-0.46%
108,2022-06-01,1843.300048828125,1831.0,1847.9000244140625,1825.300048828125,1623,0.03%
109,2022-06-02,1866.5,1845.4000244140625,1868.699951171875,1842.0999755859375,551,1.26%
110,2022-06-03,1845.4000244140625,1867.5999755859375,1871.800048828125,1845.4000244140625,53,-1.13%
111,2022-06-06,1839.199951171875,1849.0,1854.0999755859375,1839.199951171875,142,-0.34%
112,2022-06-07,1847.5,1836.9000244140625,1851.5999755859375,1835.0,1168,0.45%
113,2022-06-08,1851.9000244140625,1844.800048828125,1855.0,1844.4000244140625,218,0.24%
114,2022-06-09,1848.800048828125,1846.0999755859375,1850.0999755859375,1837.9000244140625,159,-0.17%
115,2022-06-10,1871.5,1842.699951171875,1875.5999755859375,1823.9000244140625,1490,1.23%
116,2022-06-13,1828.0,1873.800048828125,1873.800048828125,1818.699951171875,127,-2.32%
117,2022-06-14,1809.5,1825.0,1825.5,1805.300048828125,536,-1.01%
118,2022-06-15,1815.300048828125,1814.0999755859375,1839.0,1810.800048828125,108,0.32%
119,2022-06-16,1845.699951171875,1819.199951171875,1850.5999755859375,1814.9000244140625,136,1.67%
120,2022-06-17,1835.5999755859375,1853.699951171875,1853.699951171875,1833.5999755859375,170,-0.55%
121,2022-06-21,1834.5999755859375,1835.300048828125,1838.5999755859375,1830.0999755859375,216,-0.05%
122,2022-06-22,1834.300048828125,1829.5,1842.699951171875,1821.5999755859375,115,-0.02%
123,2022-06-23,1825.699951171875,1835.5,1841.199951171875,1825.699951171875,9,-0.47%
124,2022-06-24,1826.5,1820.5,1826.5,1815.800048828125,61,0.04%
125,2022-06-27,1820.9000244140625,1830.5,1830.699951171875,1819.9000244140625,77,-0.31%
126,2022-06-28,1817.5,1824.199951171875,1826.0,1817.5,391,-0.19%
127,2022-06-29,1813.699951171875,1818.300048828125,1830.300048828125,1812.800048828125,173,-0.21%
128,2022-06-30,1804.0999755859375,1809.5999755859375,1817.300048828125,1801.0,328,-0.53%
129,2022-07-01,1798.9000244140625,1795.5,1806.0999755859375,1791.5999755859375,77,-0.29%
130,2022-07-05,1761.800048828125,1805.4000244140625,1805.4000244140625,1761.800048828125,64,-2.06%
131,2022-07-06,1734.9000244140625,1762.5,1768.0,1734.0,1729,-1.53%
132,2022-07-07,1737.9000244140625,1745.199951171875,1745.199951171875,1737.0,1869,0.17%
133,2022-07-08,1740.5999755859375,1738.0999755859375,1749.300048828125,1732.0999755859375,370,0.16%
134,2022-07-11,1730.0,1732.5,1736.699951171875,1730.0,75,-0.61%
135,2022-07-12,1723.300048828125,1734.199951171875,1735.5,1723.300048828125,451,-0.39%
136,2022-07-13,1734.199951171875,1710.0,1734.199951171875,1710.0,368,0.63%
137,2022-07-14,1704.5,1710.300048828125,1710.5,1704.5,1289,-1.71%
138,2022-07-15,1702.4000244140625,1705.4000244140625,1709.699951171875,1701.0999755859375,721,-0.12%
139,2022-07-18,1709.199951171875,1712.199951171875,1712.4000244140625,1709.199951171875,264,0.40%
140,2022-07-19,1710.0,1712.300048828125,1714.4000244140625,1706.0999755859375,1684,0.05%
141,2022-07-20,1699.5,1707.0999755859375,1708.5,1699.5,130,-0.61%
142,2022-07-21,1712.699951171875,1687.0,1715.5,1679.800048828125,183,0.78%
143,2022-07-22,1727.0999755859375,1713.300048828125,1735.0,1713.0,61,0.84%
144,2022-07-25,1719.0,1727.0,1732.0,1719.0,67,-0.47%
145,2022-07-26,1717.699951171875,1718.0,1718.0,1717.699951171875,1,-0.08%
146,2022-07-27,1719.0999755859375,1719.0999755859375,1719.0999755859375,1719.0999755859375,144865,0.08%
147,2022-07-28,1750.300048828125,1732.300048828125,1755.0,1732.0,37236,1.81%
148,2022-07-29,1762.9000244140625,1754.0,1765.699951171875,1750.0,3485,0.72%
149,2022-08-01,1769.0,1763.9000244140625,1772.5,1756.0999755859375,705,0.35%
150,2022-08-02,1771.0999755859375,1772.0999755859375,1786.5999755859375,1759.4000244140625,1078,0.12%
151,2022-08-03,1758.0,1756.699951171875,1770.5,1753.0,399,-0.74%
152,2022-08-04,1788.5,1769.4000244140625,1792.0999755859375,1767.699951171875,285,1.73%
153,2022-08-05,1772.9000244140625,1791.199951171875,1791.4000244140625,1764.199951171875,645,-0.87%
154,2022-08-08,1786.800048828125,1771.800048828125,1786.800048828125,1771.800048828125,127,0.78%
155,2022-08-09,1794.0,1790.0,1796.0999755859375,1789.0,249,0.40%
156,2022-08-10,1795.5999755859375,1804.4000244140625,1804.9000244140625,1787.800048828125,601,0.09%
157,2022-08-11,1789.699951171875,1794.300048828125,1794.300048828125,1785.699951171875,1235,-0.33%
158,2022-08-12,1798.5999755859375,1786.300048828125,1800.4000244140625,1784.300048828125,187,0.50%
159,2022-08-15,1781.4000244140625,1799.0,1799.0,1774.699951171875,64,-0.96%
160,2022-08-16,1773.199951171875,1777.4000244140625,1777.4000244140625,1771.4000244140625,308,-0.46%
161,2022-08-17,1760.300048828125,1769.699951171875,1769.699951171875,1760.0,23,-0.73%
162,2022-08-18,1755.300048828125,1762.9000244140625,1762.9000244140625,1753.4000244140625,321,-0.28%
163,2022-08-19,1747.5999755859375,1753.699951171875,1754.300048828125,1747.5,49,-0.44%
164,2022-08-22,1734.0,1740.5,1740.5,1726.5,347,-0.78%
165,2022-08-23,1746.800048828125,1738.0,1748.9000244140625,1731.9000244140625,509,0.74%
166,2022-08-24,1747.800048828125,1745.0,1751.800048828125,1743.5999755859375,187,0.06%
167,2022-08-25,1757.699951171875,1761.5999755859375,1761.800048828125,1755.0,172,0.57%
168,2022-08-26,1736.0999755859375,1754.0,1755.0,1736.0999755859375,202,-1.23%
169,2022-08-29,1736.5999755859375,1732.4000244140625,1741.199951171875,1732.0999755859375,950,0.03%
170,2022-08-30,1723.199951171875,1736.4000244140625,1739.0,1720.699951171875,385,-0.77%
171,2022-08-31,1712.800048828125,1718.300048828125,1720.9000244140625,1708.5,2133,-0.60%
172,2022-09-01,1696.5999755859375,1707.9000244140625,1707.9000244140625,1693.9000244140625,683,-0.95%
173,2022-09-02,1709.800048828125,1703.4000244140625,1715.699951171875,1703.0999755859375,182,0.78%
174,2022-09-06,1700.4000244140625,1709.699951171875,1717.4000244140625,1699.699951171875,697,-0.55%
175,2022-09-07,1715.300048828125,1694.800048828125,1715.300048828125,1694.699951171875,651,0.88%
176,2022-09-08,1708.0,1718.199951171875,1718.199951171875,1705.300048828125,1193,-0.43%
177,2022-09-09,1716.199951171875,1719.199951171875,1720.0,1712.800048828125,635,0.48%
178,2022-09-12,1728.0999755859375,1727.4000244140625,1728.0999755859375,1727.4000244140625,68,0.69%
179,2022-09-13,1705.0,1720.5,1720.5,1697.300048828125,432,-1.34%
180,2022-09-14,1696.5,1698.699951171875,1701.800048828125,1696.5,532,-0.50%
181,2022-09-15,1665.4000244140625,1685.5,1686.0,1662.300048828125,1125,-1.83%
182,2022-09-16,1671.699951171875,1660.4000244140625,1674.9000244140625,1651.699951171875,464,0.38%
183,2022-09-19,1666.199951171875,1661.800048828125,1669.4000244140625,1658.5,580,-0.33%
184,2022-09-20,1659.699951171875,1659.699951171875,1659.699951171875,1659.699951171875,2830,-0.39%
185,2022-09-21,1664.5999755859375,1665.5,1680.0999755859375,1664.5999755859375,2337,0.30%
186,2022-09-22,1670.800048828125,1668.300048828125,1670.800048828125,1668.300048828125,973,0.37%
187,2022-09-23,1645.300048828125,1667.0,1667.0,1645.300048828125,1224,-1.53%
188,2022-09-26,1623.300048828125,1623.300048828125,1623.300048828125,1623.300048828125,1205,-1.34%
189,2022-09-27,1626.699951171875,1632.199951171875,1636.5999755859375,1626.699951171875,888,0.21%
190,2022-09-28,1660.4000244140625,1620.4000244140625,1660.4000244140625,1620.4000244140625,18311,2.07%
191,2022-09-29,1658.5,1657.0,1662.5999755859375,1640.0,6028,-0.11%
192,2022-09-30,1662.4000244140625,1661.699951171875,1672.699951171875,1658.0,548,0.24%
193,2022-10-03,1692.9000244140625,1667.199951171875,1700.0,1661.9000244140625,410,1.83%
194,2022-10-04,1721.0999755859375,1701.199951171875,1728.0,1696.0,291,1.67%
195,2022-10-05,1711.4000244140625,1724.0999755859375,1726.5999755859375,1703.0,418,-0.56%
196,2022-10-06,1711.699951171875,1721.0,1723.300048828125,1709.0999755859375,133,0.02%
197,2022-10-07,1700.5,1710.0999755859375,1710.0999755859375,1693.699951171875,179,-0.65%
198,2022-10-10,1667.300048828125,1693.4000244140625,1693.4000244140625,1667.0,195,-1.95%
199,2022-10-11,1678.699951171875,1661.800048828125,1678.699951171875,1661.0,167,0.68%
200,2022-10-12,1670.300048828125,1668.0,1672.699951171875,1668.0,149,-0.50%
201,2022-10-13,1670.0,1675.199951171875,1675.300048828125,1641.5,729,-0.02%
202,2022-10-14,1641.699951171875,1665.300048828125,1667.0,1640.0,82,-1.69%
203,2022-10-17,1657.0,1650.199951171875,1657.0,1646.800048828125,238,0.93%
204,2022-10-18,1649.0,1651.4000244140625,1655.199951171875,1649.0,597,-0.48%
205,2022-10-19,1627.5,1637.5,1637.5,1627.5,84,-1.30%
206,2022-10-20,1630.800048828125,1622.800048828125,1641.4000244140625,1622.800048828125,477,0.20%
207,2022-10-21,1651.0,1634.0999755859375,1653.9000244140625,1634.0999755859375,224,1.24%
208,2022-10-24,1648.699951171875,1662.699951171875,1662.699951171875,1648.699951171875,29,-0.14%
209,2022-10-25,1652.800048828125,1648.199951171875,1652.800048828125,1637.300048828125,880,0.25%
210,2022-10-26,1664.0,1649.800048828125,1667.0,1649.800048828125,89,0.68%
211,2022-10-27,1660.699951171875,1660.699951171875,1660.699951171875,1660.699951171875,2298,-0.20%
212,2022-10-28,1639.5999755859375,1661.0,1661.0,1638.699951171875,626,-1.27%
213,2022-10-31,1635.9000244140625,1641.800048828125,1641.800048828125,1633.4000244140625,522,-0.23%
214,2022-11-01,1645.0,1630.800048828125,1653.699951171875,1630.800048828125,985,0.56%
215,2022-11-02,1645.699951171875,1650.800048828125,1664.699951171875,1634.0,612,0.04%
216,2022-11-03,1627.300048828125,1629.199951171875,1629.199951171875,1615.0999755859375,1427,-1.12%
217,2022-11-04,1672.5,1630.199951171875,1674.5,1629.0,159,2.78%
218,2022-11-07,1676.5,1676.9000244140625,1677.9000244140625,1672.9000244140625,42,0.24%
219,2022-11-08,1712.0999755859375,1703.199951171875,1712.0999755859375,1703.199951171875,23,2.12%
220,2022-11-09,1710.0999755859375,1707.4000244140625,1720.199951171875,1706.0,497,-0.12%
221,2022-11-10,1750.300048828125,1708.199951171875,1750.300048828125,1708.199951171875,325,2.35%
222,2022-11-11,1766.0,1763.800048828125,1766.0,1757.5999755859375,257,0.90%
223,2022-11-14,1773.5999755859375,1762.0,1773.5999755859375,1761.5999755859375,358,0.43%
224,2022-11-15,1773.800048828125,1770.800048828125,1773.800048828125,1769.9000244140625,57,0.01%
225,2022-11-16,1773.0,1776.5999755859375,1778.9000244140625,1773.0,303,-0.05%
226,2022-11-17,1760.800048828125,1763.0,1763.0,1756.0,18,-0.69%
227,2022-11-18,1751.9000244140625,1763.300048828125,1763.300048828125,1747.5999755859375,414,-0.51%
228,2022-11-21,1737.4000244140625,1739.0,1744.9000244140625,1736.0999755859375,544,-0.83%
229,2022-11-22,1738.300048828125,1741.699951171875,1741.699951171875,1738.300048828125,15,0.05%
230,2022-11-23,1744.9000244140625,1736.5,1750.9000244140625,1736.5,39,0.38%
231,2022-11-25,1753.300048828125,1753.0,1757.9000244140625,1749.199951171875,216,0.48%
232,2022-11-28,1740.0999755859375,1741.300048828125,1741.300048828125,1740.0999755859375,132767,-0.75%
233,2022-11-29,1748.4000244140625,1739.5,1758.199951171875,1737.9000244140625,19416,0.48%
234,2022-11-30,1746.0,1748.0999755859375,1769.4000244140625,1745.0999755859375,3339,-0.14%
235,2022-12-01,1801.0999755859375,1768.699951171875,1803.699951171875,1768.699951171875,1053,3.16%
236,2022-12-02,1795.9000244140625,1802.0,1802.300048828125,1779.4000244140625,1725,-0.29%
237,2022-12-05,1767.4000244140625,1795.699951171875,1808.0,1764.300048828125,1713,-1.59%
238,2022-12-06,1769.300048828125,1768.5999755859375,1779.4000244140625,1767.9000244140625,105,0.11%
239,2022-12-07,1785.5,1769.300048828125,1790.300048828125,1769.300048828125,422,0.92%
240,2022-12-08,1788.699951171875,1782.0,1790.9000244140625,1782.0,713,0.18%
241,2022-12-09,1798.0999755859375,1794.9000244140625,1804.300048828125,1791.0999755859375,125,0.53%
242,2022-12-12,1780.5,1787.300048828125,1793.9000244140625,1777.699951171875,85,-0.98%
243,2022-12-13,1813.9000244140625,1780.699951171875,1819.800048828125,1780.5,205,1.88%
244,2022-12-14,1807.5,1810.800048828125,1812.800048828125,1797.9000244140625,1074,-0.35%
245,2022-12-15,1777.199951171875,1801.0,1801.0,1774.800048828125,421,-1.68%
246,2022-12-16,1790.0,1777.9000244140625,1791.4000244140625,1777.9000244140625,206,0.72%
247,2022-12-19,1787.699951171875,1791.5999755859375,1796.300048828125,1785.5999755859375,79,-0.13%
248,2022-12-20,1815.9000244140625,1786.5,1821.4000244140625,1786.5,51,1.58%
249,2022-12-21,1815.9000244140625,1817.4000244140625,1821.4000244140625,1814.4000244140625,35,0.00%
250,2022-12-22,1787.0,1818.0999755859375,1818.0999755859375,1785.0,411,-1.59%
251,2022-12-23,1795.9000244140625,1794.300048828125,1802.800048828125,1794.0999755859375,49,0.50%
252,2022-12-27,1814.800048828125,1803.4000244140625,1826.300048828125,1803.4000244140625,69,1.05%
253,2022-12-28,1807.9000244140625,1803.199951171875,1807.9000244140625,1803.0999755859375,434,-0.38%
254,2022-12-29,1819.5,1805.800048828125,1819.5,1805.800048828125,277,0.64%
255,2022-12-30,1819.699951171875,1817.0,1822.300048828125,1816.800048828125,95,0.01%
256,2023-01-03,1839.699951171875,1836.199951171875,1839.699951171875,1836.199951171875,29,1.10%
257,2023-01-04,1852.800048828125,1845.5999755859375,1859.0999755859375,1845.5999755859375,25,0.71%
258,2023-01-05,1834.800048828125,1855.199951171875,1855.199951171875,1834.800048828125,24,-0.97%
259,2023-01-06,1864.199951171875,1838.4000244140625,1868.199951171875,1835.300048828125,26,1.60%
260,2023-01-09,1872.699951171875,1867.0,1880.0,1867.0,62,0.46%
261,2023-01-10,1871.5999755859375,1877.800048828125,1878.0999755859375,1871.5999755859375,101,-0.06%
262,2023-01-11,1874.5999755859375,1873.0999755859375,1877.800048828125,1873.0999755859375,1236,0.16%
263,2023-01-12,1895.5,1877.199951171875,1897.4000244140625,1877.199951171875,59,1.11%
264,2023-01-13,1918.4000244140625,1899.0,1920.9000244140625,1898.300048828125,512,1.21%
265,2023-01-17,1907.199951171875,1920.0999755859375,1920.0999755859375,1905.199951171875,706,-0.58%
266,2023-01-18,1904.4000244140625,1911.0999755859375,1911.0999755859375,1903.0999755859375,1027,-0.15%
267,2023-01-19,1922.0999755859375,1922.0999755859375,1931.800048828125,1922.0999755859375,371,0.93%
268,2023-01-20,1926.4000244140625,1922.0999755859375,1928.5,1921.4000244140625,1346,0.22%
269,2023-01-23,1927.0999755859375,1926.5,1927.0999755859375,1915.0,218,0.04%
270,2023-01-24,1933.9000244140625,1931.800048828125,1936.800048828125,1931.800048828125,201,0.35%
271,2023-01-25,1941.199951171875,1941.199951171875,1941.199951171875,1939.800048828125,7,0.38%
272,2023-01-26,1929.0999755859375,1936.5999755859375,1937.0999755859375,1927.0999755859375,131,-0.62%
273,2023-01-27,1928.5999755859375,1928.5999755859375,1928.5999755859375,1928.5999755859375,150902,-0.03%
274,2023-01-30,1922.9000244140625,1928.300048828125,1933.5999755859375,1920.300048828125,27220,-0.30%
275,2023-01-31,1929.5,1923.0,1930.4000244140625,1900.5999755859375,1910,0.34%
276,2023-02-01,1927.800048828125,1927.199951171875,1955.0,1922.0,2290,-0.09%
277,2023-02-02,1916.300048828125,1952.300048828125,1959.0999755859375,1911.300048828125,748,-0.60%
278,2023-02-03,1862.9000244140625,1912.4000244140625,1917.0,1861.5,992,-2.79%
279,2023-02-06,1866.199951171875,1865.5999755859375,1880.0,1863.4000244140625,424,0.18%
280,2023-02-07,1871.699951171875,1870.0,1875.699951171875,1868.0,297,0.29%
281,2023-02-08,1877.4000244140625,1872.0999755859375,1880.4000244140625,1872.0999755859375,230,0.30%
282,2023-02-09,1866.199951171875,1875.300048828125,1884.5999755859375,1859.800048828125,223,-0.60%
283,2023-02-10,1862.800048828125,1861.5999755859375,1863.5,1852.4000244140625,27,-0.18%
284,2023-02-13,1851.9000244140625,1859.0,1861.0,1850.0,569,-0.59%
285,2023-02-14,1854.0,1854.0999755859375,1862.0,1846.199951171875,656,0.11%
286,2023-02-15,1834.199951171875,1842.0,1842.0,1828.199951171875,368,-1.07%
287,2023-02-16,1842.0,1838.5999755859375,1843.699951171875,1827.199951171875,222,0.43%
288,2023-02-17,1840.4000244140625,1827.4000244140625,1842.199951171875,1818.4000244140625,35,-0.09%
289,2023-02-21,1833.0,1842.5999755859375,1843.0,1833.0,862,-0.40%
290,2023-02-22,1832.0,1835.699951171875,1836.199951171875,1825.0999755859375,278,-0.05%
291,2023-02-23,1818.0,1826.4000244140625,1827.5,1818.0,291,-0.76%
292,2023-02-24,1808.800048828125,1808.800048828125,1808.800048828125,1808.800048828125,404,-0.51%
293,2023-02-27,1817.0,1811.5999755859375,1817.5,1808.9000244140625,829,0.45%
294,2023-02-28,1828.9000244140625,1808.0999755859375,1830.0,1808.0999755859375,618,0.65%
295,2023-03-01,1837.699951171875,1827.0999755859375,1841.699951171875,1827.0999755859375,211,0.48%
296,2023-03-02,1833.5,1830.0,1836.300048828125,1830.0,154,-0.23%
