,Unnamed: 0,date,jykw,open,high,low,vol,jykw_cr
51,51.0,2020-03-12,11.568,11.4081,11.6791,11.3617,,1.43%
52,52.0,2020-03-13,11.2218,11.5744,11.7076,11.1717,,-2.99%
53,53.0,2020-03-16,11.6393,11.2269,11.6991,11.2269,,3.72%
54,54.0,2020-03-17,11.5109,11.6457,11.7313,11.4883,,-1.10%
55,55.0,2020-03-18,11.6242,11.5129,11.7732,11.4514,,0.98%
56,56.0,2020-03-19,11.3597,11.6262,11.8825,11.3246,,-2.28%
57,57.0,2020-03-20,11.3187,11.3663,11.4363,11.2158,,-0.36%
58,58.0,2020-03-23,11.4403,11.3023,11.6415,11.2795,,1.07%
59,59.0,2020-03-24,11.086,11.4463,11.4918,11.0605,,-3.10%
60,60.0,2020-03-25,11.0761,11.0965,11.1568,11.0124,,-0.09%
61,61.0,2020-03-26,11.0656,11.0876,11.1838,11.0484,,-0.09%
62,62.0,2020-03-27,11.2327,11.0717,11.3427,11.0589,,1.51%
63,63.0,2020-03-30,11.3519,11.2295,11.4533,11.2272,,1.06%
64,64.0,2020-03-31,11.3267,11.3543,11.3618,11.2259,,-0.22%
65,65.0,2020-04-01,11.5328,11.333,11.5856,11.2925,,1.82%
66,66.0,2020-04-02,11.3717,11.5396,11.5886,11.3682,,-1.40%
67,67.0,2020-04-03,11.3902,11.378,11.4538,11.3296,,0.16%
68,68.0,2020-04-06,11.2092,11.4059,11.4154,11.2049,,-1.59%
69,69.0,2020-04-07,11.1718,11.2121,11.266,11.0837,,-0.33%
70,70.0,2020-04-08,11.1702,11.18,11.2612,11.1519,,-0.01%
71,71.0,2020-04-09,11.1584,11.1763,11.2257,11.1172,,-0.11%
72,72.0,2020-04-10,11.1659,11.1585,11.2107,11.1285,,0.07%
73,73.0,2020-04-13,11.2762,11.1682,11.3296,11.1682,,0.99%
74,74.0,2020-04-14,11.3071,11.2824,11.3464,11.2648,,0.27%
75,75.0,2020-04-15,11.3924,11.309,11.4145,11.2879,,0.75%
76,76.0,2020-04-16,11.3822,11.3944,11.4437,11.3499,,-0.09%
77,77.0,2020-04-17,11.3086,11.3842,11.3952,11.2712,,-0.65%
78,78.0,2020-04-20,11.3395,11.2986,11.3475,11.268,,0.27%
79,79.0,2020-04-21,11.4348,11.3415,11.5481,11.3249,,0.84%
80,80.0,2020-04-22,11.4461,11.4415,11.5083,11.4078,,0.10%
81,81.0,2020-04-23,11.4584,11.4534,11.4797,11.3875,,0.11%
82,82.0,2020-04-24,11.4436,11.4646,11.5063,11.4397,,-0.13%
83,83.0,2020-04-27,11.3944,11.449,11.4893,11.3787,,-0.43%
84,84.0,2020-04-28,11.4259,11.4008,11.4495,11.3834,,0.28%
85,85.0,2020-04-29,11.3463,11.4322,11.4599,11.3489,,-0.70%
86,86.0,2020-04-30,11.3147,11.3489,11.3729,11.2734,,-0.28%
87,87.0,2020-05-01,11.4551,11.3257,11.4863,11.3006,,1.24%
88,88.0,2020-05-04,11.4663,11.4667,11.5299,11.4413,,0.10%
89,89.0,2020-05-05,11.4657,11.4683,11.4868,11.4258,,-0.01%
90,90.0,2020-05-06,11.5715,11.4736,11.5952,11.4614,,0.92%
91,91.0,2020-05-07,11.4733,11.588,11.5989,11.4501,,-0.85%
92,92.0,2020-05-08,11.4328,11.4796,11.4873,11.4136,,-0.35%
93,93.0,2020-05-11,11.3558,11.439,11.4498,11.3453,,-0.67%
94,94.0,2020-05-12,11.4468,11.361,11.4575,11.3536,,0.80%
95,95.0,2020-05-13,11.4665,11.4503,11.4828,11.4168,,0.17%
96,96.0,2020-05-14,11.4387,11.4688,11.5468,11.4295,,-0.24%
97,97.0,2020-05-15,11.5151,11.445,11.5497,11.4218,,0.67%
98,98.0,2020-05-18,11.4135,11.516,11.5222,11.4037,,-0.88%
99,99.0,2020-05-19,11.3714,11.4142,11.4292,11.3256,,-0.37%
100,100.0,2020-05-20,11.4121,11.3753,11.4505,11.3428,,0.36%
101,101.0,2020-05-21,11.4577,11.415,11.4721,11.3962,,0.40%
102,102.0,2020-05-22,11.5243,11.4595,11.569,11.4523,,0.58%
103,103.0,2020-05-25,11.5155,11.5319,11.5611,11.485,,-0.08%
104,104.0,2020-05-26,11.4428,11.5218,11.5396,11.42,,-0.63%
105,105.0,2020-05-27,11.4935,11.4463,11.5097,11.4366,,0.44%
106,106.0,2020-05-28,11.4967,11.4947,11.527,11.4564,,0.03%
107,107.0,2020-05-29,11.4207,11.501,11.5638,11.4021,,-0.66%
108,108.0,2020-06-01,11.3654,11.4317,11.4477,11.3588,,-0.48%
109,109.0,2020-06-02,11.2211,11.3677,11.3989,11.196,,-1.27%
110,110.0,2020-06-03,11.1633,11.2267,11.2383,11.1483,,-0.52%
111,111.0,2020-06-04,11.1452,11.1657,11.2213,11.1216,,-0.16%
112,112.0,2020-06-05,10.9673,11.1471,11.1655,10.9372,,-1.60%
113,113.0,2020-06-08,11.0231,10.9596,11.0658,10.9396,,0.51%
114,114.0,2020-06-09,11.122,11.0278,11.1454,11.0144,,0.90%
115,115.0,2020-06-10,11.1153,11.1247,11.138,11.0575,,-0.06%
116,116.0,2020-06-11,11.2857,11.118,11.3129,11.105,,1.53%
117,117.0,2020-06-12,11.2104,11.2877,11.343,11.166,,-0.67%
118,118.0,2020-06-15,11.2601,11.2151,11.3594,11.1896,,0.44%
119,119.0,2020-06-16,11.2882,11.2605,11.3252,11.1956,,0.25%
120,120.0,2020-06-17,11.3579,11.2945,11.3713,11.275,,0.62%
121,121.0,2020-06-18,11.3328,11.3596,11.4108,11.2821,,-0.22%
122,122.0,2020-06-19,11.3361,11.3353,11.3572,11.2801,,0.03%
123,123.0,2020-06-22,11.3135,11.3371,11.3792,11.3038,,-0.20%
124,124.0,2020-06-23,11.3334,11.3162,11.3956,11.2654,,0.18%
125,125.0,2020-06-24,11.2651,11.345,11.3603,11.2446,,-0.60%
126,126.0,2020-06-25,11.2136,11.2681,11.2965,11.2021,,-0.46%
127,127.0,2020-06-26,11.2253,11.2124,11.245,11.1697,,0.10%
128,128.0,2020-06-29,11.1467,11.2295,11.2514,11.1274,,-0.70%
129,129.0,2020-06-30,11.1096,11.1524,11.1866,11.0934,,-0.33%
130,130.0,2020-07-01,11.1779,11.1126,11.2149,11.0843,,0.61%
131,131.0,2020-07-02,11.1501,11.1809,11.2139,11.1257,,-0.25%
132,132.0,2020-07-03,11.1508,11.1563,11.1858,11.1387,,0.01%
133,133.0,2020-07-06,11.1,11.157,11.1622,11.0752,,-0.46%
134,134.0,2020-07-07,11.1295,11.1027,11.1369,11.0761,,0.27%
135,135.0,2020-07-08,11.1126,11.1314,11.1437,11.087,,-0.15%
136,136.0,2020-07-09,11.1627,11.1195,11.1809,11.1039,,0.45%
137,137.0,2020-07-10,11.2273,11.1664,11.2796,11.1541,,0.58%
138,138.0,2020-07-13,11.215,11.2308,11.2533,11.1819,,-0.11%
139,139.0,2020-07-14,11.2334,11.2207,11.2751,11.2126,,0.16%
140,140.0,2020-07-15,11.2259,11.236,11.2642,11.1748,,-0.07%
141,141.0,2020-07-16,11.2333,11.2311,11.296,11.2119,,0.07%
142,142.0,2020-07-17,11.245,11.2355,11.2631,11.2066,,0.10%
143,143.0,2020-07-20,11.1951,11.2408,11.2522,11.1868,,-0.44%
144,144.0,2020-07-21,11.178,11.1978,11.2145,11.1363,,-0.15%
145,145.0,2020-07-22,11.1723,11.1828,11.222,11.1526,,-0.05%
146,146.0,2020-07-23,11.2411,11.1742,11.2723,11.1561,,0.62%
147,147.0,2020-07-24,11.3178,11.2474,11.3925,11.2375,,0.68%
148,148.0,2020-07-27,11.3453,11.3385,11.3826,11.2944,,0.24%
149,149.0,2020-07-28,11.4115,11.3506,11.4281,11.3009,,0.58%
150,150.0,2020-07-29,11.3389,11.4145,11.4233,11.3355,,-0.64%
151,151.0,2020-07-30,11.3568,11.3424,11.4014,11.306,,0.16%
152,152.0,2020-07-31,11.273,11.3595,11.4237,11.2538,,-0.74%
153,153.0,2020-08-03,11.254,11.28,11.318,11.2297,,-0.17%
154,154.0,2020-08-04,11.2843,11.2567,11.3129,11.2273,,0.27%
155,155.0,2020-08-05,11.2315,11.2876,11.3031,11.2017,,-0.47%
156,156.0,2020-08-06,11.2116,11.2349,11.2622,11.203,,-0.18%
157,157.0,2020-08-07,11.2203,11.2174,11.2627,11.2024,,0.08%
158,158.0,2020-08-10,11.1879,11.2235,11.2389,11.179,,-0.29%
159,159.0,2020-08-11,11.1326,11.1937,11.2058,11.0986,,-0.49%
160,160.0,2020-08-12,11.0655,11.1383,11.1532,11.062,,-0.60%
161,161.0,2020-08-13,11.0802,11.0748,11.115,11.0625,,0.13%
162,162.0,2020-08-14,11.1324,11.0834,11.1528,11.0674,,0.47%
163,163.0,2020-08-17,11.1601,11.1329,11.1853,11.1108,,0.25%
164,164.0,2020-08-18,11.2189,11.1711,11.2593,11.1592,,0.53%
165,165.0,2020-08-19,11.1348,11.2268,11.263,11.1365,,-0.75%
166,166.0,2020-08-20,11.2005,11.1412,11.2396,11.1356,,0.59%
167,167.0,2020-08-21,11.2628,11.2054,11.2823,11.1914,,0.56%
168,168.0,2020-08-24,11.2138,11.2617,11.2745,11.2085,,-0.44%
169,169.0,2020-08-25,11.1583,11.219,11.2296,11.1387,,-0.49%
170,170.0,2020-08-26,11.1735,11.1632,11.1901,11.1291,,0.14%
171,171.0,2020-08-27,11.1413,11.1783,11.2206,11.1261,,-0.29%
172,172.0,2020-08-28,11.2032,11.1441,11.2359,11.0637,,0.56%
173,173.0,2020-08-31,11.2154,11.206,11.253,11.1583,,0.11%
174,174.0,2020-09-01,11.1867,11.2183,11.2316,11.1641,,-0.26%
175,175.0,2020-09-02,11.1981,11.1884,11.2207,11.1632,,0.10%
176,176.0,2020-09-03,11.2182,11.2034,11.2423,11.1579,,0.18%
177,177.0,2020-09-04,11.1735,11.2252,11.2474,11.1692,,-0.40%
178,178.0,2020-09-07,11.1712,11.1732,11.1979,11.1496,,-0.02%
179,179.0,2020-09-08,11.2231,11.1743,11.2386,11.1598,,0.46%
180,180.0,2020-09-09,11.1562,11.2259,11.2505,11.144,,-0.60%
181,181.0,2020-09-10,11.1938,11.159,11.2081,11.142,,0.34%
182,182.0,2020-09-11,11.1865,11.1953,11.212,11.1611,,-0.07%
183,183.0,2020-09-14,11.1737,11.1901,11.2034,11.1463,,-0.11%
184,184.0,2020-09-15,11.19,11.1789,11.2053,11.1358,,0.15%
185,185.0,2020-09-16,11.1745,11.1937,11.2247,11.1296,,-0.14%
186,186.0,2020-09-17,11.1618,11.1764,11.2238,11.1572,,-0.11%
187,187.0,2020-09-18,11.1359,11.1677,11.1822,11.0656,,-0.23%
188,188.0,2020-09-21,11.118,11.1542,11.2045,11.0853,,-0.16%
189,189.0,2020-09-22,11.0894,11.1308,11.1521,11.0643,,-0.26%
190,190.0,2020-09-23,11.1067,11.0893,11.1256,11.0491,,0.16%
191,191.0,2020-09-24,11.0889,11.1095,11.1631,11.0726,,-0.16%
192,192.0,2020-09-25,11.1173,11.0952,11.1632,11.0764,,0.26%
193,193.0,2020-09-28,11.0581,11.1306,11.1548,11.0569,,-0.53%
194,194.0,2020-09-29,11.0602,11.0644,11.11,11.0395,,0.02%
195,195.0,2020-09-30,11.0414,11.0626,11.1017,11.0285,,-0.17%
196,196.0,2020-10-01,11.018,11.044,11.0552,10.9937,,-0.21%
197,197.0,2020-10-02,11.0724,11.0216,11.1262,11.0082,,0.49%
198,198.0,2020-10-05,10.942,11.077,11.0781,10.9378,,-1.18%
199,199.0,2020-10-06,11.021,10.9452,11.0515,10.9349,,0.72%
200,200.0,2020-10-07,10.9186,11.0273,11.0437,10.9065,,-0.93%
201,201.0,2020-10-08,10.8544,10.9223,10.9352,10.8506,,-0.59%
202,202.0,2020-10-09,10.8267,10.8575,10.8818,10.7953,,-0.26%
203,203.0,2020-10-12,10.8971,10.8193,10.9216,10.8005,,0.65%
204,204.0,2020-10-13,10.8854,10.9034,10.9354,10.8492,,-0.11%
205,205.0,2020-10-14,10.9064,10.8896,10.9267,10.834,,0.19%
206,206.0,2020-10-15,10.8575,10.9118,10.9254,10.8457,,-0.45%
207,207.0,2020-10-16,10.832,10.8599,10.9055,10.8197,,-0.23%
208,208.0,2020-10-19,10.8114,10.8374,10.854,10.7932,,-0.19%
209,209.0,2020-10-20,10.7884,10.8177,10.8287,10.7739,,-0.21%
210,210.0,2020-10-21,10.8273,10.7946,10.8502,10.7398,,0.36%
211,211.0,2020-10-22,10.8225,10.8336,10.8659,10.8105,,-0.04%
212,212.0,2020-10-23,10.7711,10.8265,10.8554,10.7612,,-0.47%
213,213.0,2020-10-26,10.8016,10.7733,10.818,10.7458,,0.28%
214,214.0,2020-10-27,10.811,10.8028,10.8201,10.7415,,0.09%
215,215.0,2020-10-28,10.8793,10.8142,10.9188,10.7867,,0.63%
216,216.0,2020-10-29,10.7995,10.882,10.9087,10.8019,,-0.73%
217,217.0,2020-10-30,10.8578,10.8059,10.8944,10.7843,,0.54%
218,218.0,2020-11-02,10.8168,10.8689,10.8774,10.8069,,-0.38%
219,219.0,2020-11-03,10.826,10.8219,10.8614,10.7913,,0.09%
220,220.0,2020-11-04,10.7857,10.8288,10.9096,10.7612,,-0.37%
221,221.0,2020-11-05,10.847,10.8004,10.8721,10.7708,,0.57%
222,222.0,2020-11-06,10.8474,10.8555,10.8935,10.804,,0.00%
223,223.0,2020-11-09,10.6193,10.8559,10.8728,10.5775,,-2.10%
224,224.0,2020-11-10,10.6054,10.6235,10.6606,10.5792,,-0.13%
225,225.0,2020-11-11,10.55,10.6092,10.6237,10.5272,,-0.52%
226,226.0,2020-11-12,10.6036,10.552,10.6244,10.5371,,0.51%
227,227.0,2020-11-13,10.584,10.6057,10.6475,10.5541,,-0.18%
228,228.0,2020-11-16,10.5846,10.5639,10.6237,10.5283,,0.01%
229,229.0,2020-11-17,10.6062,10.5873,10.6368,10.5653,,0.20%
230,230.0,2020-11-18,10.6516,10.6126,10.6767,10.6012,,0.43%
231,231.0,2020-11-19,10.7334,10.6575,10.7678,10.6489,,0.77%
232,232.0,2020-11-20,10.7351,10.7393,10.7726,10.7128,,0.02%
233,233.0,2020-11-23,10.6485,10.74,10.7526,10.6462,,-0.81%
234,234.0,2020-11-24,10.6284,10.6548,10.6597,10.606,,-0.19%
235,235.0,2020-11-25,10.5878,10.6347,10.6415,10.574,,-0.38%
236,236.0,2020-11-26,10.6009,10.5905,10.6359,10.5721,,0.12%
237,237.0,2020-11-27,10.6063,10.6078,10.6363,10.5935,,0.05%
238,238.0,2020-11-30,10.6359,10.6196,10.6667,10.6007,,0.28%
239,239.0,2020-12-01,10.5964,10.6422,10.6475,10.5872,,-0.37%
240,240.0,2020-12-02,10.5326,10.6037,10.6169,10.5183,,-0.60%
241,241.0,2020-12-03,10.5149,10.5364,10.5477,10.4578,,-0.17%
242,242.0,2020-12-04,10.4039,10.5182,10.5338,10.3938,,-1.06%
243,243.0,2020-12-07,10.4126,10.4084,10.4413,10.3775,,0.08%
244,244.0,2020-12-08,10.4133,10.4207,10.4447,10.4045,,0.01%
245,245.0,2020-12-09,10.4229,10.4238,10.4448,10.3782,,0.09%
246,246.0,2020-12-10,10.4149,10.433,10.4555,10.3811,,-0.08%
247,247.0,2020-12-11,10.4928,10.4336,10.5242,10.4197,,0.75%
248,248.0,2020-12-14,10.5042,10.4975,10.5479,10.4687,,0.11%
249,249.0,2020-12-15,10.5066,10.5082,10.5578,10.4795,,0.02%
250,250.0,2020-12-16,10.5532,10.5094,10.5939,10.4961,,0.44%
251,251.0,2020-12-17,10.5984,10.5718,10.64,10.5484,,0.43%
252,252.0,2020-12-18,10.6386,10.6096,10.6533,10.5791,,0.38%
253,253.0,2020-12-21,10.6702,10.6359,10.7303,10.6164,,0.30%
254,254.0,2020-12-22,10.7054,10.6893,10.7365,10.6642,,0.33%
255,255.0,2020-12-23,10.684,10.7091,10.7307,10.6604,,-0.20%
256,256.0,2020-12-24,10.627,10.6877,10.6957,10.6222,,-0.53%
257,257.0,2020-12-25,10.618,10.6389,10.6482,10.614,,-0.08%
258,258.0,2020-12-28,10.5539,10.6293,10.6663,10.5571,,-0.60%
259,259.0,2020-12-29,10.5316,10.5715,10.5917,10.5159,,-0.21%
260,260.0,2020-12-30,10.539,10.5428,10.5696,10.4965,,0.07%
261,261.0,2020-12-31,10.5013,10.5483,10.5821,10.499,,-0.36%
262,262.0,2021-01-01,10.5099,10.5149,10.5238,10.5144,,0.08%
263,263.0,2021-01-04,10.534,10.5232,10.5599,10.4871,,0.23%
264,264.0,2021-01-05,10.5755,10.5382,10.6032,10.4957,,0.39%
265,265.0,2021-01-06,10.5553,10.5846,10.6024,10.5073,,-0.19%
266,266.0,2021-01-07,10.5392,10.5578,10.576,10.5127,,-0.15%
267,267.0,2021-01-08,10.513,10.5446,10.5742,10.4805,,-0.25%
268,268.0,2021-01-11,10.522,10.5203,10.5668,10.4976,,0.09%
269,269.0,2021-01-12,10.5472,10.525,10.58,10.5177,,0.24%
270,270.0,2021-01-13,10.5614,10.5499,10.5886,10.5285,,0.13%
271,271.0,2021-01-14,10.5556,10.5725,10.6089,10.5251,,-0.05%
272,272.0,2021-01-15,10.6186,10.5586,10.6492,10.546,,0.60%
273,273.0,2021-01-18,10.6318,10.6421,10.6806,10.6213,,0.12%
274,274.0,2021-01-19,10.601,10.6484,10.6582,10.5745,,-0.29%
275,275.0,2021-01-20,10.5866,10.61,10.6414,10.5801,,-0.14%
276,276.0,2021-01-21,10.616,10.5983,10.6514,10.5889,,0.28%
277,277.0,2021-01-22,10.6494,10.6293,10.6816,10.616,,0.31%
278,278.0,2021-01-25,10.6252,10.6512,10.6576,10.6052,,-0.23%
279,279.0,2021-01-26,10.6245,10.6283,10.6788,10.6079,,-0.01%
280,280.0,2021-01-27,10.6452,10.6356,10.6714,10.6225,,0.19%
281,281.0,2021-01-28,10.6727,10.6472,10.7486,10.6347,,0.26%
282,282.0,2021-01-29,10.6737,10.6802,10.7366,10.6261,,0.01%
283,283.0,2021-02-01,10.6395,10.6848,10.7077,10.6379,,-0.32%
284,284.0,2021-02-02,10.6226,10.65,10.674,10.6061,,-0.16%
285,285.0,2021-02-03,10.6003,10.6254,10.6408,10.5852,,-0.21%
286,286.0,2021-02-04,10.6101,10.6031,10.6564,10.5923,,0.09%
287,287.0,2021-02-05,10.5965,10.6144,10.6874,10.5849,,-0.13%
288,288.0,2021-02-08,10.6016,10.6064,10.6416,10.59,,0.05%
289,289.0,2021-02-09,10.6203,10.6183,10.667,10.5999,,0.18%
290,290.0,2021-02-10,10.5676,10.623,10.6437,10.5418,,-0.50%
291,291.0,2021-02-11,10.5214,10.5792,10.5926,10.5189,,-0.44%
292,292.0,2021-02-12,10.5049,10.5295,10.5453,10.5065,,-0.16%
293,293.0,2021-02-15,10.4499,10.5184,10.5337,10.4452,,-0.52%
294,294.0,2021-02-16,10.4345,10.4609,10.4839,10.3958,,-0.15%
295,295.0,2021-02-17,10.4431,10.4449,10.4834,10.4187,,0.08%
296,296.0,2021-02-18,10.4736,10.451,10.5047,10.4218,,0.29%
297,297.0,2021-02-19,10.471,10.4763,10.515,10.4506,,-0.02%
298,298.0,2021-02-22,10.5775,10.492,10.5975,10.4529,,1.02%
299,299.0,2021-02-23,10.5476,10.5885,10.6109,10.5364,,-0.28%
300,300.0,2021-02-24,10.4568,10.549,10.5614,10.4487,,-0.86%
301,301.0,2021-02-25,10.5306,10.4609,10.5582,10.4318,,0.71%
302,302.0,2021-02-26,10.5421,10.5387,10.628,10.5163,,0.11%
303,303.0,2021-03-01,10.4274,10.5549,10.5761,10.4235,,-1.09%
304,304.0,2021-03-02,10.5447,10.4302,10.5645,10.3133,,1.12%
305,305.0,2021-03-03,10.5219,10.5478,10.5568,10.4399,,-0.22%
306,306.0,2021-03-04,10.473,10.5327,10.5821,10.4409,,-0.46%
307,307.0,2021-03-05,10.4088,10.475,10.5357,10.3926,,-0.61%
308,308.0,2021-03-08,10.475,10.421,10.5113,10.3984,,0.64%
309,309.0,2021-03-09,10.461,10.4866,10.4999,10.4164,,-0.13%
310,310.0,2021-03-10,10.4798,10.4717,10.5287,10.45,,0.18%
311,311.0,2021-03-11,10.4161,10.4886,10.5185,10.4051,,-0.61%
312,312.0,2021-03-12,10.4192,10.4222,10.4431,10.3753,,0.03%
313,313.0,2021-03-15,10.3762,10.4204,10.4325,10.368,,-0.41%
314,314.0,2021-03-16,10.3568,10.3807,10.4014,10.3402,,-0.19%
315,315.0,2021-03-17,10.3005,10.3629,10.3942,10.2945,,-0.54%
316,316.0,2021-03-18,10.3549,10.3079,10.3944,10.2807,,0.53%
317,317.0,2021-03-19,10.3684,10.3619,10.4104,10.3297,,0.13%
318,318.0,2021-03-22,10.3436,10.375,10.4162,10.3421,,-0.24%
319,319.0,2021-03-23,10.4314,10.3496,10.4493,10.341,,0.85%
320,320.0,2021-03-24,10.4359,10.4365,10.4643,10.388,,0.04%
321,321.0,2021-03-25,10.3949,10.4419,10.4504,10.3778,,-0.39%
322,322.0,2021-03-26,10.2907,10.3974,10.4089,10.2853,,-1.00%
323,323.0,2021-03-29,10.3047,10.2954,10.3606,10.2803,,0.14%
324,324.0,2021-03-30,10.2599,10.3152,10.3264,10.2633,,-0.43%
325,325.0,2021-03-31,10.1794,10.2709,10.287,10.1725,,-0.78%
326,326.0,2021-04-01,10.2027,10.188,10.2378,10.1563,,0.23%
327,327.0,2021-04-02,10.1946,10.2053,10.2217,10.1782,,-0.08%
328,328.0,2021-04-05,10.2022,10.2114,10.2283,10.1818,,0.07%
329,329.0,2021-04-06,10.1956,10.2109,10.2175,10.1365,,-0.06%
330,330.0,2021-04-07,10.185,10.1981,10.2068,10.1542,,-0.10%
331,331.0,2021-04-08,10.2117,10.188,10.2506,10.1701,,0.26%
332,332.0,2021-04-09,10.2205,10.2215,10.2589,10.178,,0.09%
333,333.0,2021-04-12,10.2771,10.2222,10.3003,10.211,,0.55%
334,334.0,2021-04-13,10.2812,10.2869,10.306,10.2519,,0.04%
335,335.0,2021-04-14,10.244,10.2843,10.326,10.2047,,-0.36%
336,336.0,2021-04-15,10.2664,10.2475,10.2864,10.2342,,0.22%
337,337.0,2021-04-16,10.2619,10.2695,10.312,10.2205,,-0.04%
338,338.0,2021-04-19,10.3099,10.2657,10.3332,10.2524,,0.47%
339,339.0,2021-04-20,10.3347,10.3131,10.3632,10.2449,,0.24%
340,340.0,2021-04-21,10.3289,10.3378,10.381,10.3115,,-0.06%
341,341.0,2021-04-22,10.362,10.3336,10.3853,10.3165,,0.32%
342,342.0,2021-04-23,10.3272,10.3754,10.3905,10.3135,,-0.34%
343,343.0,2021-04-26,10.2709,10.3267,10.358,10.2585,,-0.55%
344,344.0,2021-04-27,10.2413,10.273,10.2825,10.2288,,-0.29%
345,345.0,2021-04-28,10.218,10.2436,10.2519,10.1937,,-0.23%
346,346.0,2021-04-29,10.1673,10.222,10.2369,10.1416,,-0.50%
347,347.0,2021-04-30,10.221,10.1713,10.2497,10.1496,,0.53%
348,348.0,2021-05-03,10.2699,10.2297,10.2975,10.1966,,0.48%
349,349.0,2021-05-04,10.2942,10.2728,10.332,10.2426,,0.24%
350,350.0,2021-05-05,10.2991,10.2972,10.3212,10.2636,,0.05%
351,351.0,2021-05-06,10.2684,10.3017,10.3176,10.2541,,-0.30%
352,352.0,2021-05-07,10.2295,10.2709,10.3061,10.2243,,-0.38%
353,353.0,2021-05-10,10.2627,10.2422,10.2768,10.2151,,0.32%
354,354.0,2021-05-11,10.2972,10.2655,10.3447,10.2438,,0.34%
355,355.0,2021-05-12,10.3276,10.3088,10.3703,10.2895,,0.30%
