,Unnamed: 0,date,jykw,open,high,low,vol,jykw_cr
356,356.0,2021-05-13,10.2917,10.3307,10.3598,10.2888,,-0.35%
357,357.0,2021-05-14,10.2934,10.2945,10.3428,10.2796,,0.02%
358,358.0,2021-05-17,10.4077,10.3088,10.4407,10.2874,,1.11%
359,359.0,2021-05-18,10.3474,10.4108,10.4388,10.336,,-0.58%
360,360.0,2021-05-19,10.355,10.3514,10.4114,10.3181,,0.07%
361,361.0,2021-05-20,10.3664,10.358,10.4043,10.3433,,0.11%
362,362.0,2021-05-21,10.3481,10.3709,10.3944,10.3231,,-0.18%
363,363.0,2021-05-24,10.3309,10.3529,10.3754,10.3206,,-0.17%
364,364.0,2021-05-25,10.3168,10.3339,10.3438,10.285,,-0.14%
365,365.0,2021-05-26,10.2282,10.3198,10.3291,10.2205,,-0.86%
366,366.0,2021-05-27,10.1853,10.2313,10.2633,10.1685,,-0.42%
367,367.0,2021-05-28,10.1272,10.1883,10.1914,10.1245,,-0.57%
368,368.0,2021-05-31,10.0993,10.141,10.1739,10.0863,,-0.28%
369,369.0,2021-06-01,10.1228,10.1144,10.1415,10.0873,,0.23%
370,370.0,2021-06-02,10.1389,10.127,10.1559,10.0975,,0.16%
371,371.0,2021-06-03,10.1211,10.142,10.1668,10.1133,,-0.18%
372,372.0,2021-06-04,10.1398,10.1241,10.1725,10.105,,0.18%
373,373.0,2021-06-07,10.164,10.1419,10.1893,10.1231,,0.24%
374,374.0,2021-06-08,10.2056,10.167,10.2207,10.1481,,0.41%
375,375.0,2021-06-09,10.1752,10.207,10.2236,10.1598,,-0.30%
376,376.0,2021-06-10,10.173,10.1896,10.2123,10.1517,,-0.02%
377,377.0,2021-06-11,10.1787,10.1766,10.1945,10.1371,,0.06%
378,378.0,2021-06-14,10.1406,10.1834,10.2114,10.1428,,-0.37%
379,379.0,2021-06-15,10.1538,10.1511,10.1692,10.1391,,0.13%
380,380.0,2021-06-16,10.2311,10.1559,10.2964,10.1366,,0.76%
381,381.0,2021-06-17,10.2894,10.2336,10.3083,10.1867,,0.57%
382,382.0,2021-06-18,10.2989,10.2952,10.3282,10.2417,,0.09%
383,383.0,2021-06-21,10.2538,10.2956,10.382,10.252,,-0.44%
384,384.0,2021-06-22,10.2428,10.2572,10.292,10.2349,,-0.11%
385,385.0,2021-06-23,10.2347,10.2457,10.2741,10.2169,,-0.08%
386,386.0,2021-06-24,10.1973,10.2382,10.2544,10.1924,,-0.37%
387,387.0,2021-06-25,10.1716,10.2085,10.2196,10.1571,,-0.25%
388,388.0,2021-06-28,10.2127,10.1796,10.2431,10.1644,,0.40%
389,389.0,2021-06-29,10.2381,10.2157,10.267,10.1884,,0.25%
390,390.0,2021-06-30,10.1735,10.2411,10.2533,10.1662,,-0.63%
391,391.0,2021-07-01,10.1697,10.1758,10.2117,10.1444,,-0.04%
392,392.0,2021-07-02,10.1785,10.1727,10.2179,10.1476,,0.09%
393,393.0,2021-07-05,10.1849,10.1821,10.2107,10.1557,,0.06%
394,394.0,2021-07-06,10.2734,10.1888,10.3044,10.1769,,0.87%
395,395.0,2021-07-07,10.3144,10.2764,10.3418,10.2532,,0.40%
396,396.0,2021-07-08,10.4406,10.3165,10.5103,10.3023,,1.22%
397,397.0,2021-07-09,10.3815,10.4437,10.4747,10.3712,,-0.57%
398,398.0,2021-07-12,10.3839,10.3964,10.4428,10.372,,0.02%
399,399.0,2021-07-13,10.3926,10.3926,10.4205,10.3428,,0.08%
400,400.0,2021-07-14,10.4039,10.3956,10.4447,10.3779,,0.11%
401,401.0,2021-07-15,10.3885,10.4029,10.4548,10.3517,,-0.15%
402,402.0,2021-07-16,10.3717,10.3915,10.4176,10.3379,,-0.16%
403,403.0,2021-07-19,10.5127,10.3944,10.569,10.3765,,1.36%
404,404.0,2021-07-20,10.4439,10.5241,10.5372,10.4349,,-0.65%
405,405.0,2021-07-21,10.418,10.4544,10.5217,10.418,,-0.25%
406,406.0,2021-07-22,10.4434,10.4219,10.4722,10.3979,,0.24%
407,407.0,2021-07-23,10.4135,10.4477,10.4615,10.397,,-0.29%
408,408.0,2021-07-26,10.4425,10.4203,10.4994,10.4129,,0.28%
409,409.0,2021-07-27,10.5059,10.4455,10.5709,10.4181,,0.61%
410,410.0,2021-07-28,10.4637,10.5184,10.5472,10.4567,,-0.40%
411,411.0,2021-07-29,10.4395,10.4667,10.4963,10.4059,,-0.23%
412,412.0,2021-07-30,10.4931,10.4435,10.5205,10.4367,,0.51%
413,413.0,2021-08-02,10.5203,10.5008,10.5526,10.4696,,0.26%
414,414.0,2021-08-03,10.5294,10.5243,10.587,10.4978,,0.09%
415,415.0,2021-08-04,10.4544,10.5326,10.5502,10.4277,,-0.71%
416,416.0,2021-08-05,10.4089,10.4575,10.4637,10.3952,,-0.44%
417,417.0,2021-08-06,10.382,10.4136,10.4314,10.3764,,-0.26%
418,418.0,2021-08-09,10.397,10.3925,10.4301,10.3671,,0.14%
419,419.0,2021-08-10,10.4222,10.4,10.441,10.3835,,0.24%
420,420.0,2021-08-11,10.4499,10.4262,10.4889,10.4164,,0.27%
421,421.0,2021-08-12,10.5323,10.4529,10.5629,10.4415,,0.79%
422,422.0,2021-08-13,10.5964,10.5363,10.6297,10.5068,,0.61%
423,423.0,2021-08-16,10.6652,10.5955,10.7079,10.5902,,0.65%
424,424.0,2021-08-17,10.7418,10.6683,10.7942,10.6536,,0.72%
425,425.0,2021-08-18,10.657,10.7446,10.7695,10.6257,,-0.79%
426,426.0,2021-08-19,10.7178,10.6617,10.7584,10.6449,,0.57%
427,427.0,2021-08-20,10.6997,10.7199,10.81,10.6612,,-0.17%
428,428.0,2021-08-23,10.6545,10.703,10.721,10.6287,,-0.42%
429,429.0,2021-08-24,10.6124,10.6594,10.6779,10.6,,-0.40%
430,430.0,2021-08-25,10.5768,10.6173,10.6573,10.5666,,-0.34%
431,431.0,2021-08-26,10.6315,10.5799,10.6613,10.5678,,0.52%
432,432.0,2021-08-27,10.5711,10.6346,10.6812,10.5667,,-0.57%
433,433.0,2021-08-30,10.5916,10.5806,10.6344,10.5749,,0.19%
434,434.0,2021-08-31,10.5291,10.6078,10.6219,10.507,,-0.59%
435,435.0,2021-09-01,10.5024,10.5326,10.5482,10.4799,,-0.25%
436,436.0,2021-09-02,10.5325,10.5094,10.5713,10.4932,,0.29%
437,437.0,2021-09-03,10.5164,10.5356,10.5563,10.4889,,-0.15%
438,438.0,2021-09-06,10.5319,10.5312,10.5639,10.5113,,0.15%
439,439.0,2021-09-07,10.5347,10.5361,10.5915,10.5157,,0.03%
440,440.0,2021-09-08,10.5799,10.5378,10.6079,10.5271,,0.43%
441,441.0,2021-09-09,10.6593,10.5868,10.6749,10.5729,,0.75%
442,442.0,2021-09-10,10.6443,10.6623,10.6999,10.5964,,-0.14%
443,443.0,2021-09-13,10.6611,10.6505,10.7091,10.6432,,0.16%
444,444.0,2021-09-14,10.6858,10.6681,10.706,10.6049,,0.23%
445,445.0,2021-09-15,10.6612,10.6899,10.7199,10.6503,,-0.23%
446,446.0,2021-09-16,10.7098,10.6641,10.7424,10.652,,0.46%
447,447.0,2021-09-17,10.7345,10.7129,10.7602,10.6781,,0.23%
448,448.0,2021-09-20,10.8379,10.7489,10.88,10.7365,,0.96%
449,449.0,2021-09-21,10.8382,10.8542,10.872,10.7892,,0.00%
450,450.0,2021-09-22,10.7618,10.8427,10.8609,10.749,,-0.70%
451,451.0,2021-09-23,10.6465,10.7663,10.8013,10.6358,,-1.07%
452,452.0,2021-09-24,10.6527,10.6489,10.6867,10.6172,,0.06%
453,453.0,2021-09-27,10.6102,10.6622,10.6651,10.604,,-0.40%
454,454.0,2021-09-28,10.6443,10.6132,10.6823,10.5965,,0.32%
455,455.0,2021-09-29,10.602,10.6514,10.6614,10.5938,,-0.40%
456,456.0,2021-09-30,10.64,10.6107,10.6553,10.5615,,0.36%
457,457.0,2021-10-01,10.6252,10.6473,10.6996,10.6149,,-0.14%
458,458.0,2021-10-04,10.6735,10.6363,10.6924,10.6054,,0.45%
459,459.0,2021-10-05,10.643,10.6819,10.7086,10.6315,,-0.29%
460,460.0,2021-10-06,10.6803,10.6479,10.7535,10.6354,,0.35%
461,461.0,2021-10-07,10.6691,10.6865,10.7069,10.662,,-0.10%
462,462.0,2021-10-08,10.6618,10.6726,10.7165,10.6407,,-0.07%
463,463.0,2021-10-11,10.5471,10.6694,10.6723,10.54,,-1.08%
464,464.0,2021-10-12,10.5367,10.5534,10.6161,10.5207,,-0.10%
465,465.0,2021-10-13,10.4731,10.543,10.5666,10.4529,,-0.60%
466,466.0,2021-10-14,10.394,10.4778,10.4964,10.3955,,-0.76%
467,467.0,2021-10-15,10.3463,10.3994,10.4076,10.3319,,-0.46%
468,468.0,2021-10-18,10.3679,10.3532,10.4064,10.3363,,0.21%
469,469.0,2021-10-19,10.2721,10.3725,10.3813,10.2724,,-0.92%
470,470.0,2021-10-20,10.2864,10.2786,10.3033,10.2311,,0.14%
471,471.0,2021-10-21,10.3314,10.2893,10.371,10.2611,,0.44%
472,472.0,2021-10-22,10.3752,10.3335,10.3927,10.2987,,0.42%
473,473.0,2021-10-25,10.2701,10.3649,10.3822,10.2618,,-1.01%
474,474.0,2021-10-26,10.2299,10.2729,10.2845,10.2044,,-0.39%
475,475.0,2021-10-27,10.2956,10.2322,10.3368,10.2075,,0.64%
476,476.0,2021-10-28,10.2849,10.2979,10.3365,10.275,,-0.10%
477,477.0,2021-10-29,10.2997,10.2884,10.3372,10.2695,,0.14%
478,478.0,2021-11-01,10.3276,10.3059,10.3426,10.2741,,0.27%
479,479.0,2021-11-02,10.3394,10.33,10.3731,10.2939,,0.11%
480,480.0,2021-11-03,10.3393,10.3417,10.4172,10.3331,,0.00%
481,481.0,2021-11-04,10.4224,10.3416,10.4577,10.3145,,0.80%
482,482.0,2021-11-05,10.4121,10.4252,10.4521,10.4037,,-0.10%
483,483.0,2021-11-08,10.4268,10.4157,10.4539,10.4046,,0.14%
484,484.0,2021-11-09,10.4376,10.4292,10.4563,10.3897,,0.10%
485,485.0,2021-11-10,10.4024,10.4409,10.4924,10.3553,,-0.34%
486,486.0,2021-11-11,10.3637,10.4029,10.4273,10.3357,,-0.37%
487,487.0,2021-11-12,10.3548,10.3669,10.4805,10.2979,,-0.09%
488,488.0,2021-11-15,10.3681,10.359,10.3857,10.3318,,0.13%
489,489.0,2021-11-16,10.3096,10.3708,10.3775,10.2936,,-0.56%
490,490.0,2021-11-17,10.344,10.3113,10.3799,10.2694,,0.33%
491,491.0,2021-11-18,10.3472,10.3473,10.3868,10.3166,,0.03%
492,492.0,2021-11-19,10.4122,10.354,10.5105,10.3298,,0.63%
493,493.0,2021-11-22,10.3584,10.4179,10.4391,10.3467,,-0.52%
494,494.0,2021-11-23,10.3246,10.364,10.3818,10.3229,,-0.33%
495,495.0,2021-11-24,10.2959,10.3354,10.3541,10.2809,,-0.28%
496,496.0,2021-11-25,10.3169,10.2977,10.3417,10.291,,0.20%
497,497.0,2021-11-26,10.5413,10.3181,10.5762,10.312,,2.18%
498,498.0,2021-11-29,10.4879,10.5477,10.564,10.4564,,-0.51%
499,499.0,2021-11-30,10.4498,10.4904,10.5624,10.4277,,-0.36%
500,500.0,2021-12-01,10.4338,10.4533,10.4743,10.3629,,-0.15%
501,501.0,2021-12-02,10.3971,10.4382,10.4525,10.3582,,-0.35%
502,502.0,2021-12-03,10.4582,10.3995,10.5104,10.3875,,0.59%
503,503.0,2021-12-06,10.4021,10.4721,10.51,10.3946,,-0.54%
504,504.0,2021-12-07,10.3585,10.4046,10.431,10.3477,,-0.42%
505,505.0,2021-12-08,10.3368,10.3604,10.3908,10.3129,,-0.21%
506,506.0,2021-12-09,10.3829,10.3388,10.3929,10.3084,,0.45%
507,507.0,2021-12-10,10.4141,10.3853,10.432,10.3624,,0.30%
508,508.0,2021-12-13,10.4315,10.4257,10.4508,10.3666,,0.17%
509,509.0,2021-12-14,10.4202,10.4346,10.4462,10.3918,,-0.11%
510,510.0,2021-12-15,10.3864,10.422,10.4556,10.3837,,-0.32%
511,511.0,2021-12-16,10.4326,10.3952,10.4663,10.3488,,0.44%
512,512.0,2021-12-17,10.4459,10.4339,10.4796,10.3936,,0.13%
513,513.0,2021-12-20,10.4703,10.4539,10.5191,10.4432,,0.23%
514,514.0,2021-12-21,10.4344,10.4721,10.5054,10.4339,,-0.34%
515,515.0,2021-12-22,10.4304,10.4344,10.4536,10.4087,,-0.04%
516,516.0,2021-12-23,10.3623,10.431,10.4351,10.3554,,-0.65%
517,517.0,2021-12-24,10.3634,10.3644,10.3897,10.3539,,0.01%
518,518.0,2021-12-27,10.3215,10.3771,10.3874,10.321,,-0.40%
519,519.0,2021-12-28,10.3456,10.3322,10.3617,10.3166,,0.23%
520,520.0,2021-12-29,10.3044,10.3474,10.3568,10.2983,,-0.40%
521,521.0,2021-12-30,10.3342,10.3057,10.3459,10.2833,,0.29%
522,522.0,2021-12-31,10.3202,10.339,10.3513,10.3099,,-0.14%
523,523.0,2022-01-03,10.3433,10.3295,10.3808,10.3022,,0.22%
524,524.0,2022-01-04,10.3081,10.3481,10.3675,10.2852,,-0.34%
525,525.0,2022-01-05,10.3177,10.3099,10.3547,10.2991,,0.09%
526,526.0,2022-01-06,10.4009,10.3288,10.4336,10.3203,,0.81%
527,527.0,2022-01-07,10.3619,10.4029,10.4137,10.3573,,-0.37%
528,528.0,2022-01-10,10.3969,10.3574,10.4323,10.3324,,0.34%
529,529.0,2022-01-11,10.3409,10.3991,10.4066,10.3173,,-0.54%
530,530.0,2022-01-12,10.3443,10.3431,10.37,10.2992,,0.03%
531,531.0,2022-01-13,10.3853,10.3456,10.4187,10.3361,,0.40%
532,532.0,2022-01-14,10.4182,10.3934,10.4824,10.3889,,0.32%
533,533.0,2022-01-17,10.3802,10.4214,10.4401,10.3823,,-0.36%
534,534.0,2022-01-18,10.4056,10.3893,10.4236,10.334,,0.24%
535,535.0,2022-01-19,10.3903,10.4091,10.4416,10.3682,,-0.15%
536,536.0,2022-01-20,10.4488,10.3924,10.4594,10.3812,,0.56%
537,537.0,2022-01-21,10.4873,10.4508,10.5133,10.4431,,0.37%
538,538.0,2022-01-24,10.4922,10.4927,10.549,10.4722,,0.05%
539,539.0,2022-01-25,10.5044,10.4945,10.553,10.4811,,0.12%
540,540.0,2022-01-26,10.4398,10.5044,10.5289,10.4278,,-0.61%
541,541.0,2022-01-27,10.4322,10.4456,10.5097,10.4137,,-0.07%
542,542.0,2022-01-28,10.4933,10.4349,10.5331,10.4271,,0.59%
543,543.0,2022-01-31,10.4632,10.4982,10.5041,10.4481,,-0.29%
544,544.0,2022-02-01,10.4786,10.4647,10.5149,10.4559,,0.15%
545,545.0,2022-02-02,10.4784,10.4813,10.5308,10.4746,,0.00%
546,546.0,2022-02-03,10.4302,10.4877,10.5493,10.4306,,-0.46%
547,547.0,2022-02-04,10.3988,10.4431,10.4651,10.3931,,-0.30%
548,548.0,2022-02-07,10.394,10.4004,10.4414,10.3867,,-0.05%
549,549.0,2022-02-08,10.3526,10.3994,10.4107,10.347,,-0.40%
550,550.0,2022-02-09,10.3363,10.354,10.3721,10.3263,,-0.16%
551,551.0,2022-02-10,10.3407,10.3387,10.3687,10.2933,,0.04%
552,552.0,2022-02-11,10.3905,10.3425,10.4277,10.2912,,0.48%
553,553.0,2022-02-14,10.361,10.408,10.4166,10.336,,-0.28%
554,554.0,2022-02-15,10.3481,10.3635,10.4102,10.3306,,-0.12%
555,555.0,2022-02-16,10.3623,10.3504,10.3944,10.3274,,0.14%
556,556.0,2022-02-17,10.4283,10.3641,10.4376,10.3454,,0.64%
557,557.0,2022-02-18,10.3919,10.4299,10.4488,10.353,,-0.35%
558,558.0,2022-02-21,10.4024,10.4024,10.4433,10.3522,,0.10%
559,559.0,2022-02-22,10.3562,10.4109,10.4455,10.3427,,-0.44%
560,560.0,2022-02-23,10.369,10.3665,10.3874,10.3304,,0.12%
561,561.0,2022-02-24,10.4375,10.3717,10.5457,10.3639,,0.66%
562,562.0,2022-02-25,10.3605,10.4394,10.4592,10.3588,,-0.74%
563,563.0,2022-02-28,10.434,10.4186,10.4779,10.3461,,0.71%
564,564.0,2022-03-01,10.4883,10.4446,10.5121,10.408,,0.52%
565,565.0,2022-03-02,10.4143,10.4905,10.5056,10.3988,,-0.71%
566,566.0,2022-03-03,10.4403,10.4165,10.4754,10.3957,,0.25%
567,567.0,2022-03-04,10.604,10.4532,10.6383,10.4452,,1.57%
568,568.0,2022-03-07,10.6818,10.6068,10.7181,10.5921,,0.73%
569,569.0,2022-03-08,10.6624,10.6869,10.7297,10.6153,,-0.18%
570,570.0,2022-03-09,10.5561,10.6647,10.6791,10.5526,,-1.00%
571,571.0,2022-03-10,10.5806,10.5594,10.6166,10.5408,,0.23%
572,572.0,2022-03-11,10.5454,10.5806,10.6179,10.5196,,-0.33%
573,573.0,2022-03-14,10.4961,10.5431,10.5513,10.4796,,-0.47%
574,574.0,2022-03-15,10.4862,10.5086,10.5866,10.4778,,-0.09%
575,575.0,2022-03-16,10.3187,10.4951,10.5121,10.3042,,-1.60%
576,576.0,2022-03-17,10.2014,10.3253,10.3274,10.1741,,-1.14%
577,577.0,2022-03-18,10.1607,10.2077,10.2521,10.1586,,-0.40%
578,578.0,2022-03-21,10.1904,10.1642,10.2175,10.1519,,0.29%
579,579.0,2022-03-22,10.0594,10.1926,10.2076,10.051,,-1.29%
580,580.0,2022-03-23,10.0579,10.0582,10.1058,9.9979,,-0.01%
581,581.0,2022-03-24,9.9671,10.0617,10.0906,9.97,,-0.90%
582,582.0,2022-03-25,10.0359,9.9797,10.0549,9.9695,,0.69%
583,583.0,2022-03-28,9.8737,10.0466,10.0474,9.7923,,-1.62%
584,584.0,2022-03-29,9.8254,9.8759,9.9615,9.8195,,-0.49%
585,585.0,2022-03-30,9.9344,9.8395,9.9666,9.8092,,1.11%
586,586.0,2022-03-31,9.9751,9.9372,10.01,9.8782,,0.41%
587,587.0,2022-04-01,9.9554,9.9867,9.9909,9.9009,,-0.20%
588,588.0,2022-04-04,9.8832,9.9465,9.9627,9.8819,,-0.73%
589,589.0,2022-04-05,9.8546,9.8896,9.9272,9.8341,,-0.29%
590,590.0,2022-04-06,9.8335,9.8599,9.8702,9.8096,,-0.21%
591,591.0,2022-04-07,9.8633,9.8349,9.8799,9.8274,,0.30%
592,592.0,2022-04-08,9.8849,9.8661,9.9006,9.8458,,0.22%
593,593.0,2022-04-11,9.8438,9.9088,9.9136,9.8062,,-0.42%
594,594.0,2022-04-12,9.7949,9.8504,9.8894,9.7739,,-0.50%
595,595.0,2022-04-13,9.7337,9.7999,9.8114,9.7168,,-0.62%
596,596.0,2022-04-14,9.7716,9.7352,9.8071,9.7317,,0.39%
597,597.0,2022-04-15,9.719,9.7736,9.7805,9.6909,,-0.54%
598,598.0,2022-04-18,9.7254,9.7218,9.7631,9.6977,,0.07%
599,599.0,2022-04-19,9.614,9.7283,9.7313,9.6165,,-1.15%
600,600.0,2022-04-20,9.6463,9.6173,9.6966,9.5729,,0.34%
601,601.0,2022-04-21,9.6792,9.6502,9.7114,9.6095,,0.34%
602,602.0,2022-04-22,9.675,9.6819,9.7096,9.623,,-0.04%
603,603.0,2022-04-25,9.755,9.675,9.8233,9.6551,,0.83%
604,604.0,2022-04-26,9.907,9.7571,9.9152,9.7307,,1.56%
605,605.0,2022-04-27,9.8581,9.9106,9.9351,9.8563,,-0.49%
606,606.0,2022-04-28,9.7197,9.8602,9.8712,9.7051,,-1.40%
607,607.0,2022-04-29,9.7261,9.7229,9.7521,9.6321,,0.07%
608,608.0,2022-05-02,9.7373,9.7363,9.7724,9.6967,,0.12%
609,609.0,2022-05-03,9.6853,9.7394,9.7579,9.6799,,-0.53%
610,610.0,2022-05-04,9.6941,9.6918,9.8179,9.673,,0.09%
611,611.0,2022-05-05,9.7511,9.6954,9.7924,9.6607,,0.59%
612,612.0,2022-05-06,9.725,9.755,9.7766,9.7107,,-0.27%
613,613.0,2022-05-09,9.7811,9.731,9.8195,9.7033,,0.58%
614,614.0,2022-05-10,9.7845,9.7878,9.8485,9.7526,,0.03%
615,615.0,2022-05-11,9.8394,9.7868,9.8714,9.7606,,0.56%
616,616.0,2022-05-12,10.0563,9.8413,10.1169,9.8344,,2.20%
617,617.0,2022-05-13,9.8936,10.0586,10.0654,9.8858,,-1.62%
618,618.0,2022-05-16,9.9108,9.8907,9.9754,9.8474,,0.17%
619,619.0,2022-05-17,9.786,9.914,9.9428,9.7566,,-1.26%
620,620.0,2022-05-18,9.9449,9.7894,9.9651,9.7779,,1.62%
621,621.0,2022-05-19,9.8788,9.9489,10.0251,9.8689,,-0.66%
622,622.0,2022-05-20,9.9593,9.8915,10.0033,9.8759,,0.81%
623,623.0,2022-05-23,9.8349,9.9606,9.988,9.8366,,-1.25%
624,624.0,2022-05-24,9.9427,9.8415,10.0014,9.8378,,1.10%
625,625.0,2022-05-25,9.9451,9.9439,10.0289,9.9233,,0.02%
626,626.0,2022-05-26,9.9082,9.9474,10.0022,9.9041,,-0.37%
627,627.0,2022-05-27,9.8466,9.9191,9.943,9.8236,,-0.62%
628,628.0,2022-05-30,9.679,9.8579,9.8644,9.6762,,-1.70%
629,629.0,2022-05-31,9.6513,9.6919,9.7142,9.6306,,-0.29%
630,630.0,2022-06-01,9.5819,9.6545,9.6591,9.5558,,-0.72%
631,631.0,2022-06-02,9.5519,9.5849,9.6531,9.5516,,-0.31%
632,632.0,2022-06-03,9.5552,9.5594,9.5875,9.5348,,0.03%
633,633.0,2022-06-06,9.5113,9.564,9.615,9.4958,,-0.46%
634,634.0,2022-06-07,9.459,9.5151,9.5199,9.4472,,-0.55%
635,635.0,2022-06-08,9.3603,9.4638,9.4684,9.3462,,-1.04%
636,636.0,2022-06-09,9.4079,9.3645,9.4349,9.3414,,0.51%
637,637.0,2022-06-10,9.5152,9.4114,9.5682,9.3986,,1.14%
638,638.0,2022-06-13,9.6083,9.5212,9.6798,9.4852,,0.98%
639,639.0,2022-06-14,9.5186,9.6105,9.6445,9.519,,-0.93%
640,640.0,2022-06-15,9.548,9.5215,9.6467,9.5063,,0.31%
641,641.0,2022-06-16,9.7423,9.5519,9.8395,9.5189,,2.03%
642,642.0,2022-06-17,9.5656,9.746,9.7656,9.5596,,-1.81%
643,643.0,2022-06-20,9.5592,9.5742,9.6122,9.5307,,-0.07%
644,644.0,2022-06-21,9.4535,9.5678,9.5824,9.45,,-1.11%
645,645.0,2022-06-22,9.5214,9.4572,9.6008,9.4431,,0.72%
646,646.0,2022-06-23,9.6314,9.5225,9.6979,9.5181,,1.16%
647,647.0,2022-06-24,9.5332,9.636,9.6596,9.5206,,-1.02%
648,648.0,2022-06-27,9.4959,9.5421,9.6047,9.4726,,-0.39%
649,649.0,2022-06-28,9.4893,9.4993,9.5215,9.4423,,-0.07%
650,650.0,2022-06-29,9.53,9.4934,9.5649,9.4689,,0.43%
651,651.0,2022-06-30,9.4837,9.5359,9.5667,9.4827,,-0.49%
652,652.0,2022-07-01,9.6041,9.4902,9.6595,9.4793,,1.27%
653,653.0,2022-07-04,9.5467,9.5986,9.6432,9.5214,,-0.60%
654,654.0,2022-07-05,9.6317,9.5522,9.6998,9.4978,,0.89%
655,655.0,2022-07-06,9.5962,9.6338,9.6959,9.5867,,-0.37%
656,656.0,2022-07-07,9.5392,9.6005,9.647,9.5232,,-0.59%
657,657.0,2022-07-08,9.512,9.5421,9.6258,9.4928,,-0.29%
658,658.0,2022-07-11,9.5366,9.5188,9.5713,9.4721,,0.26%
659,659.0,2022-07-12,9.5354,9.5402,9.5878,9.5266,,-0.01%
660,660.0,2022-07-13,9.4931,9.5444,9.5731,9.4676,,-0.44%
661,661.0,2022-07-14,9.4753,9.4965,9.5437,9.4318,,-0.19%
662,662.0,2022-07-15,9.5102,9.4848,9.5949,9.4677,,0.37%
663,663.0,2022-07-18,9.5432,9.522,9.5701,9.4921,,0.35%
664,664.0,2022-07-19,9.443,9.5501,9.556,9.4452,,-1.05%
665,665.0,2022-07-20,9.4975,9.448,9.5166,9.4157,,0.58%
666,666.0,2022-07-21,9.5063,9.5048,9.5438,9.4259,,0.09%
667,667.0,2022-07-22,9.6268,9.5114,9.6495,9.4986,,1.27%
668,668.0,2022-07-25,9.5905,9.6329,9.6388,9.5796,,-0.38%
669,669.0,2022-07-26,9.567,9.5949,9.6337,9.5603,,-0.25%
670,670.0,2022-07-27,9.5627,9.5753,9.6287,9.5476,,-0.04%
671,671.0,2022-07-28,9.6468,9.5659,9.6934,9.5624,,0.88%
672,672.0,2022-07-29,9.7806,9.651,9.8211,9.6282,,1.39%
673,673.0,2022-08-01,9.9311,9.7826,9.9489,9.7573,,1.54%
674,674.0,2022-08-02,9.85,9.9354,10.037,9.8585,,-0.82%
675,675.0,2022-08-03,9.7701,9.8595,9.9047,9.7511,,-0.81%
676,676.0,2022-08-04,9.7986,9.7742,9.832,9.7467,,0.29%
677,677.0,2022-08-05,9.6462,9.805,9.8358,9.6056,,-1.56%
678,678.0,2022-08-08,9.6208,9.6559,9.6893,9.6179,,-0.26%
679,679.0,2022-08-09,9.6629,9.6293,9.7065,9.6245,,0.44%
680,680.0,2022-08-10,9.7602,9.6752,9.8876,9.6587,,1.01%
681,681.0,2022-08-11,9.8109,9.7628,9.8728,9.7582,,0.52%
682,682.0,2022-08-12,9.7469,9.8132,9.8368,9.7455,,-0.65%
683,683.0,2022-08-15,9.8284,9.7593,9.8869,9.7483,,0.84%
684,684.0,2022-08-16,9.7664,9.8421,9.8775,9.7311,,-0.63%
685,685.0,2022-08-17,9.737,9.7702,9.7893,9.7098,,-0.30%
686,686.0,2022-08-18,9.7626,9.7408,9.83,9.7231,,0.26%
687,687.0,2022-08-19,9.7518,9.7666,9.7817,9.7086,,-0.11%
688,688.0,2022-08-22,9.7704,9.7588,9.8433,9.7272,,0.19%
689,689.0,2022-08-23,9.7885,9.7737,9.8277,9.7192,,0.19%
690,690.0,2022-08-24,9.7761,9.7922,9.8608,9.7683,,-0.13%
691,691.0,2022-08-25,9.7699,9.7791,9.8058,9.75,,-0.06%
692,692.0,2022-08-26,9.7551,9.78,9.787,9.6761,,-0.15%
693,693.0,2022-08-29,9.7003,9.7504,9.7602,9.6898,,-0.56%
694,694.0,2022-08-30,9.7239,9.7039,9.7572,9.6943,,0.24%
695,695.0,2022-08-31,9.6509,9.7298,9.7556,9.6474,,-0.75%
696,696.0,2022-09-01,9.6699,9.6554,9.7431,9.6237,,0.20%
697,697.0,2022-09-02,9.7066,9.6781,9.7416,9.6513,,0.38%
698,698.0,2022-09-05,9.7382,9.72,9.7945,9.689,,0.33%
699,699.0,2022-09-06,9.6427,9.748,9.7835,9.6427,,-0.98%
700,700.0,2022-09-07,9.5799,9.6538,9.6911,9.5495,,-0.65%
701,701.0,2022-09-08,9.6069,9.5837,9.6427,9.5403,,0.28%
702,702.0,2022-09-09,9.6792,9.6093,9.7184,9.5732,,0.75%
703,703.0,2022-09-12,9.6236,9.7082,9.7092,9.6246,,-0.57%
704,704.0,2022-09-13,9.6464,9.6278,9.6831,9.4964,,0.24%
705,705.0,2022-09-14,9.7151,9.65,9.773,9.6048,,0.71%
706,706.0,2022-09-15,9.743,9.7191,9.7643,9.6947,,0.29%
707,707.0,2022-09-16,9.6878,9.745,9.7775,9.6729,,-0.57%
708,708.0,2022-09-19,9.7059,9.6963,9.7343,9.6843,,0.19%
709,709.0,2022-09-20,9.687,9.7087,9.7278,9.681,,-0.19%
710,710.0,2022-09-21,9.7036,9.6901,9.751,9.6309,,0.17%
711,711.0,2022-09-22,9.8639,9.7031,10.0048,9.6618,,1.65%
