,date,lmt,open,high,low,volume,lmt_cr
671,2024-08-28,541.3977661132812,539.6890692197388,545.9575722732458,539.2859027648315,829300,0.64%
672,2024-08-29,544.1527709960938,541.416911105201,545.803931050603,540.4569520429577,662300,0.51%
673,2024-08-30,545.352783203125,542.3481063018091,546.3031920018506,540.0250215067491,1082800,0.22%
674,2024-09-03,547.5440063476562,547.6502353991359,552.1582239825286,545.584454476797,1266900,0.40%
675,2024-09-04,554.8418579101562,549.5905601827144,558.6547917894674,548.9920127558041,941700,1.33%
676,2024-09-05,548.8665161132812,555.2472112716825,555.942207301974,544.8314620160841,841000,-1.08%
677,2024-09-06,546.9745483398438,549.3105860502834,552.2644373608559,545.3528318279556,976700,-0.34%
678,2024-09-09,556.5697021484375,547.823981631247,557.9500906312302,547.7949940033699,810200,1.75%
679,2024-09-10,552.341552734375,557.5252704305035,557.8051895363923,550.632932639495,756400,-0.76%
680,2024-09-11,547.2930297851562,551.3859411222849,552.5539303309455,541.6073309042962,809200,-0.91%
681,2024-09-12,548.5576782226562,545.4010902272436,549.2333492531809,544.339270963892,739400,0.23%
682,2024-09-13,550.140625,547.3315945918592,552.6022163428303,544.9473035803309,638800,0.29%
683,2024-09-16,553.0463256835938,554.4846305935392,556.9848136532448,549.2526580264384,597700,0.53%
684,2024-09-17,547.3412475585938,547.003353204736,548.4030665725824,544.0495025629469,739900,-1.03%
685,2024-09-18,545.8739624023438,546.6751874028197,549.7834619910326,542.7753503554999,731700,-0.27%
686,2024-09-19,545.5748291015625,546.8200599146365,547.843346820786,542.6595690764428,917500,-0.05%
687,2024-09-20,552.0809936523438,543.547672104288,553.6062024770293,543.4125143400114,3794400,1.19%
688,2024-09-23,560.373046875,551.6755799238698,561.5700238332655,551.0191751053998,884500,1.50%
689,2024-09-24,558.5581665039062,558.8477481540111,561.0003738240484,556.164212972459,690100,-0.32%
690,2024-09-25,557.8921508789062,561.3865739220726,563.5006085403807,556.8495979241123,844500,-0.12%
691,2024-09-26,557.3709106445312,555.0541393652217,562.322963592651,554.513567255775,746200,-0.09%
692,2024-09-27,562.1588134765625,557.6122338372564,563.8095174180205,555.3727039975605,848100,0.86%
693,2024-09-30,564.282470703125,563.8770563826346,564.6589563168342,559.1180779043659,974900,0.38%
694,2024-10-01,584.8436889648438,565.7884468496168,590.2783981454534,561.7244636841292,2356200,3.64%
695,2024-10-02,582.2759399414062,583.9555726149908,588.8400467113212,580.5576570982597,1192500,-0.44%
696,2024-10-03,584.8050537109375,583.4729190507122,587.8747373877352,580.1522449425762,856600,0.43%
697,2024-10-04,584.1389770507812,582.719938449319,585.2587125135502,578.5305193587822,559800,-0.11%
698,2024-10-07,584.5347290039062,585.9441050634467,590.3749109580839,583.0481704420458,1102200,0.07%
699,2024-10-08,586.9576416015625,586.1564165652592,589.5639944165454,582.1697343032203,571800,0.41%
700,2024-10-09,584.1196899414062,585.6642238569475,586.0793007760774,582.1022216852184,543800,-0.48%
701,2024-10-10,576.7639770507812,585.0849577319758,586.2240182680484,575.538012553052,853700,-1.26%
702,2024-10-11,583.2122802734375,579.7468446983644,583.579103386947,579.2738514514556,526000,1.12%
703,2024-10-14,589.679931640625,584.9788685490544,590.7610759911742,582.8359049349849,562300,1.11%
704,2024-10-15,584.0135498046875,591.2533871989605,593.2998431889725,582.7779226087835,849600,-0.96%
705,2024-10-16,591.5718994140625,582.082870288619,591.7456484245927,581.7160471826303,549200,1.29%
706,2024-10-17,588.4732666015625,591.5719381202824,593.1646669466578,586.1758202265513,617500,-0.52%
707,2024-10-18,590.5872802734375,590.1818659035183,592.0931639939382,587.3824387312552,864100,0.36%
708,2024-10-21,593.2901611328125,594.2844603828726,597.479639491074,590.1528983651425,1017500,0.46%
709,2024-10-22,556.9654541015625,585.847618867836,587.2376698935814,554.0888444596773,2259200,-6.12%
710,2024-10-23,551.2894287109375,557.0041157781301,561.9850976878104,551.1929211185497,1402200,-1.02%
711,2024-10-24,544.638427734375,550.9322187092151,554.0212273217788,544.6094401084927,1102800,-1.21%
712,2024-10-25,542.7850341796875,547.0420912970009,550.2082826833228,541.636311027803,1077600,-0.34%
713,2024-10-28,535.9119873046875,543.4703931054689,543.6248170268627,535.2652450745693,1278700,-1.27%
714,2024-10-29,527.8323364257812,533.6242056453427,534.2034279180631,527.455850786204,1041700,-1.51%
715,2024-10-30,527.0021362304688,527.928856434439,532.1376002230087,524.3571922800184,1005200,-0.16%
716,2024-10-31,527.1083374023438,528.0639863688333,532.5430459083195,523.8455797903674,1245300,0.02%
717,2024-11-01,526.4326171875,528.9907162988217,530.2745971255482,525.7279586271931,792600,-0.13%
718,2024-11-04,524.2606201171875,526.7704652149181,529.7725696565662,521.6639299837974,827600,-0.41%
719,2024-11-05,527.7840576171875,526.0947625082161,528.1894719463181,523.1988280356939,610100,0.67%
720,2024-11-06,532.67822265625,541.9259237339606,541.9259237339606,521.2682331493828,1751300,0.93%
721,2024-11-07,532.6975708007812,535.747929484401,537.6785526537141,530.6028022411573,818200,0.00%
722,2024-11-08,544.976318359375,536.2016099299718,547.1482694745996,535.477626224897,1165700,2.31%
723,2024-11-11,550.7874145507812,550.4398576568847,556.1642063087237,550.0344433515953,1171400,1.07%
724,2024-11-12,546.3277587890625,554.3977493949524,556.4345426726453,545.2079643709013,1133500,-0.81%
725,2024-11-13,538.3831787109375,544.4357008345947,545.4010123608972,537.0317779248779,1118300,-1.45%
726,2024-11-14,520.2933349609375,541.8776900677611,541.8776900677611,515.2737024222008,1972700,-3.36%
727,2024-11-15,516.277587890625,519.2121137643549,523.7201021631079,512.9858425422747,1757100,-0.77%
728,2024-11-18,512.5418701171875,517.7931675960475,519.3183175083966,510.39884772045275,1298400,-0.72%
729,2024-11-19,514.7620849609375,518.4495824270332,520.6118710333845,512.7832079194791,935700,0.43%
730,2024-11-20,516.1810302734375,515.6501207004161,516.6636860521736,510.8428879979452,994300,0.28%
731,2024-11-21,523.2085571289062,516.5768710567236,525.785922640266,515.2060861444526,1321700,1.36%
732,2024-11-22,523.4111328125,526.0947268557853,527.0600382812088,521.1909283176127,1311000,0.04%
733,2024-11-25,503.7864990234375,514.491771970015,515.6308326194232,497.03898017934546,3613500,-3.75%
734,2024-11-26,503.36175537109375,501.3732157932248,505.8812045556759,501.3732157932248,1345800,-0.08%
735,2024-11-27,507.51251220703125,505.37915261906073,511.6054234682408,505.02199208377175,890400,0.82%
736,2024-11-29,511.0455627441406,509.4624965767324,511.11314162292354,506.3928129119836,658200,0.70%
737,2024-12-02,505.44085693359375,510.2102402322231,511.70612325798874,504.4305978570987,1115600,-1.10%
738,2024-12-03,502.1964416503906,505.2465464534379,506.56759056224126,501.4679168317489,1188400,-0.64%
739,2024-12-04,502.68212890625,501.35136163649355,504.94542929486954,498.4469854888133,1542800,0.10%
740,2024-12-05,502.66265869140625,502.6043790797188,505.6544837621914,499.29204578840245,1113400,-0.00%
741,2024-12-06,498.34014892578125,500.95306771111916,502.62384880318683,495.0083395357144,1284700,-0.86%
742,2024-12-09,495.4066162109375,496.5528215156748,501.57476949776617,493.9883998402438,1170500,-0.59%
743,2024-12-10,498.2526550292969,494.58089143350026,499.8748202238197,493.5512454800162,1178900,0.57%
744,2024-12-11,489.8017883300781,499.0880488237251,499.2823339629228,488.8984246846842,1308000,-1.70%
745,2024-12-12,482.3611145019531,485.6832006375641,486.75170960771675,474.7164656669179,1862800,-1.52%
746,2024-12-13,480.48638916015625,481.3800593013176,484.9255407718893,478.0871129397967,990100,-0.39%
747,2024-12-16,477.572265625,480.6320637344773,480.6320637344773,476.11521608298716,1483700,-0.61%
748,2024-12-17,476.56207275390625,475.056466636185,478.88365276405506,473.7937021273705,1354500,-0.21%
749,2024-12-18,469.1116943359375,475.4838555857708,476.2026572399821,468.59687132667125,1424400,-1.56%
750,2024-12-19,465.9256286621094,466.2558896933921,470.141355440837,463.64291160673525,1250400,-0.68%
751,2024-12-20,475.0176086425781,465.7216542857343,475.0176086425781,464.0897361275763,3973500,1.95%
752,2024-12-23,472.5600280761719,473.4731148590852,474.8524681834062,468.03345711766036,1053900,-0.52%
753,2024-12-24,474.153076171875,472.14234064925074,474.73590192906676,470.1510514262408,375900,0.34%
754,2024-12-26,475.9501037597656,474.02678767899056,479.3401628987653,472.3463131902642,662100,0.38%
755,2024-12-27,474.96905517578125,474.395952526405,479.2722014432385,472.45321962258663,820600,-0.21%
756,2024-12-30,469.52935791015625,472.0840562083577,472.61829585479757,468.0528916982913,887600,-1.15%
757,2024-12-31,472.0257873535156,470.51045815203963,472.59888996809633,468.1986013938584,731900,0.53%
758,2025-01-02,468.4414367675781,472.02578108137436,475.69754481212294,467.6352157154062,953700,-0.76%
