,date,ixid,open,high,low,volume,ixid_cr
300,2023-03-08,8027.58984375,8027.669921875,8035.68017578125,7959.2998046875,0,-0.15%
301,2023-03-09,7837.6298828125,8019.2099609375,8084.89990234375,7833.080078125,0,-2.37%
302,2023-03-10,7720.509765625,7838.4501953125,7887.759765625,7691.64990234375,0,-1.49%
303,2023-03-13,7723.31982421875,7623.259765625,7812.9599609375,7565.009765625,0,0.04%
304,2023-03-14,7858.72021484375,7824.72998046875,7884.72998046875,7767.41015625,0,1.75%
305,2023-03-15,7823.33984375,7745.64990234375,7825.89990234375,7703.66015625,0,-0.45%
306,2023-03-16,7958.0400390625,7787.2099609375,7979.740234375,7775.18017578125,0,1.72%
307,2023-03-17,7847.39013671875,7937.97998046875,7946.89013671875,7791.43994140625,0,-1.39%
308,2023-03-20,7899.5,7834.3701171875,7932.22998046875,7801.490234375,0,0.66%
309,2023-03-21,8092.3701171875,7982.64990234375,8106.169921875,7982.64990234375,0,2.44%
310,2023-03-22,7927.4599609375,8101.66015625,8155.81982421875,7924.9599609375,0,-2.04%
311,2023-03-23,7939.97998046875,8007.330078125,8097.02978515625,7871.25,0,0.16%
312,2023-03-24,7967.83984375,7911.0,7975.14990234375,7850.330078125,0,0.35%
313,2023-03-27,7994.31982421875,8031.89013671875,8065.740234375,7964.9501953125,0,0.33%
314,2023-03-28,7973.7001953125,7993.81005859375,8013.16015625,7933.56982421875,0,-0.26%
315,2023-03-29,8127.2001953125,8067.39013671875,8132.64013671875,8045.10009765625,0,1.93%
316,2023-03-30,8192.3603515625,8202.3701171875,8231.6201171875,8163.009765625,0,0.80%
317,2023-03-31,8357.490234375,8234.2900390625,8360.5302734375,8232.33984375,0,2.02%
318,2023-04-03,8287.5703125,8294.990234375,8318.8798828125,8233.650390625,0,-0.84%
319,2023-04-04,8257.2998046875,8314.5400390625,8320.33984375,8197.0498046875,0,-0.37%
320,2023-04-05,8135.3701171875,8232.6396484375,8232.6396484375,8108.3798828125,0,-1.48%
321,2023-04-06,8140.85986328125,8098.3798828125,8151.10009765625,8040.580078125,0,0.07%
322,2023-04-10,8176.10009765625,8068.509765625,8176.64013671875,8027.16015625,0,0.43%
323,2023-04-11,8179.39013671875,8182.64013671875,8215.759765625,8158.72021484375,0,0.04%
324,2023-04-12,8066.85986328125,8232.990234375,8240.58984375,8060.60009765625,0,-1.38%
325,2023-04-13,8237.6904296875,8125.93994140625,8243.900390625,8116.9599609375,0,2.12%
326,2023-04-14,8205.2802734375,8206.98046875,8264.6396484375,8143.56982421875,0,-0.39%
327,2023-04-17,8259.33984375,8233.4501953125,8278.2900390625,8194.400390625,0,0.66%
328,2023-04-18,8247.0595703125,8305.150390625,8305.330078125,8218.169921875,0,-0.15%
329,2023-04-19,8239.8095703125,8180.02978515625,8273.6796875,8178.52978515625,0,-0.09%
330,2023-04-20,8145.7001953125,8120.39990234375,8203.830078125,8110.85009765625,0,-1.14%
331,2023-04-21,8205.0595703125,8183.759765625,8232.75,8129.3798828125,0,0.73%
332,2023-04-24,8196.5,8216.849609375,8250.740234375,8139.22021484375,0,-0.10%
333,2023-04-25,8059.7099609375,8140.31982421875,8157.14990234375,8059.669921875,0,-1.67%
334,2023-04-26,7990.330078125,7990.330078125,8080.56982421875,7977.5,0,-0.86%
335,2023-04-27,8185.64013671875,8055.39013671875,8189.919921875,8040.33984375,0,2.44%
336,2023-04-28,8194.7099609375,8163.06005859375,8209.9599609375,8096.0,0,0.11%
337,2023-05-01,8123.56982421875,8172.31982421875,8182.759765625,8110.31005859375,0,-0.87%
338,2023-05-02,8077.5400390625,8097.77978515625,8112.47998046875,8002.47021484375,0,-0.57%
339,2023-05-03,8043.0400390625,8079.35009765625,8166.31982421875,8039.5,0,-0.43%
340,2023-05-04,8013.2998046875,8066.93017578125,8077.259765625,8000.5498046875,0,-0.37%
341,2023-05-05,8178.41015625,8072.7001953125,8188.31982421875,8072.7001953125,0,2.06%
342,2023-05-08,8202.1201171875,8197.5400390625,8210.4599609375,8161.419921875,0,0.29%
343,2023-05-09,8168.9501953125,8146.2001953125,8177.419921875,8130.66015625,0,-0.40%
344,2023-05-10,8213.7900390625,8235.8798828125,8265.7001953125,8131.9501953125,0,0.55%
345,2023-05-11,8257.669921875,8222.259765625,8265.75,8190.35986328125,0,0.53%
346,2023-05-12,8206.66015625,8290.419921875,8312.7900390625,8164.08984375,0,-0.62%
347,2023-05-15,8235.26953125,8224.9501953125,8248.5595703125,8164.830078125,0,0.35%
348,2023-05-16,8191.89990234375,8201.5498046875,8247.080078125,8188.10009765625,0,-0.53%
349,2023-05-17,8312.490234375,8237.599609375,8323.3798828125,8225.1201171875,0,1.47%
350,2023-05-18,8431.7001953125,8327.7197265625,8434.7197265625,8322.6904296875,0,1.43%
351,2023-05-19,8377.51953125,8441.5595703125,8445.0302734375,8348.9697265625,0,-0.64%
352,2023-05-22,8392.6396484375,8396.3896484375,8419.2998046875,8359.51953125,0,0.18%
353,2023-05-23,8307.4599609375,8335.2802734375,8411.849609375,8294.8896484375,0,-1.01%
354,2023-05-24,8285.2001953125,8280.98046875,8321.650390625,8234.2099609375,0,-0.27%
355,2023-05-25,8214.1796875,8257.9599609375,8263.8095703125,8179.31005859375,0,-0.86%
356,2023-05-26,8383.8603515625,8244.919921875,8435.080078125,8237.830078125,0,2.07%
357,2023-05-30,8432.3896484375,8471.08984375,8499.01953125,8385.1201171875,0,0.58%
358,2023-05-31,8409.26953125,8411.919921875,8423.7001953125,8312.91015625,0,-0.27%
359,2023-06-01,8500.9404296875,8411.58984375,8537.580078125,8365.1298828125,0,1.09%
360,2023-06-02,8658.580078125,8587.669921875,8686.7001953125,8579.8701171875,0,1.85%
361,2023-06-05,8688.5302734375,8658.91015625,8710.7900390625,8644.76953125,0,0.35%
362,2023-06-06,8756.3095703125,8676.66015625,8764.4404296875,8663.6796875,0,0.78%
363,2023-06-07,8686.830078125,8803.259765625,8829.1201171875,8674.3095703125,0,-0.79%
364,2023-06-08,8816.2099609375,8695.9404296875,8819.990234375,8692.51953125,0,1.49%
365,2023-06-09,8834.4697265625,8899.51953125,8943.0703125,8817.740234375,0,0.21%
366,2023-06-12,8948.16015625,8864.9404296875,8955.6201171875,8844.08984375,0,1.29%
367,2023-06-13,9036.7802734375,9020.5400390625,9047.0703125,8961.7197265625,0,0.99%
368,2023-06-14,9015.48046875,9053.6904296875,9066.23046875,8917.0400390625,0,-0.24%
369,2023-06-15,9080.8095703125,8949.599609375,9108.1201171875,8942.01953125,0,0.72%
370,2023-06-16,9048.4296875,9115.650390625,9121.2998046875,9038.830078125,0,-0.36%
371,2023-06-20,9084.4501953125,9032.1298828125,9096.0302734375,8994.8896484375,0,0.40%
372,2023-06-21,8991.150390625,9070.2197265625,9088.8095703125,8977.7998046875,0,-1.03%
373,2023-06-22,9094.7802734375,8942.6201171875,9095.3603515625,8939.6396484375,0,1.15%
374,2023-06-23,8980.1396484375,9007.349609375,9053.2998046875,8963.330078125,0,-1.26%
375,2023-06-26,8870.7001953125,8947.5703125,9047.2099609375,8869.8798828125,0,-1.22%
376,2023-06-27,9012.169921875,8919.9599609375,9028.83984375,8897.5498046875,0,1.59%
377,2023-06-28,9042.4599609375,9013.099609375,9104.3603515625,9002.259765625,0,0.34%
378,2023-06-29,9046.73046875,9043.849609375,9068.08984375,9009.9404296875,0,0.05%
379,2023-06-30,9172.849609375,9124.3203125,9195.080078125,9116.5703125,0,1.39%
380,2023-07-03,9289.490234375,9252.26953125,9303.009765625,9243.669921875,0,1.27%
381,2023-07-05,9287.91015625,9286.0703125,9301.25,9243.6796875,0,-0.02%
382,2023-07-06,9152.8798828125,9178.83984375,9184.5400390625,9098.490234375,0,-1.45%
383,2023-07-07,9172.9296875,9160.6796875,9264.2001953125,9153.509765625,0,0.22%
384,2023-07-10,9194.6396484375,9178.759765625,9197.25,9130.0,0,0.24%
385,2023-07-11,9290.9296875,9221.330078125,9300.3896484375,9204.1396484375,0,1.05%
386,2023-07-12,9369.6201171875,9402.2197265625,9409.919921875,9324.23046875,0,0.85%
387,2023-07-13,9494.0302734375,9449.8896484375,9512.599609375,9411.330078125,0,1.33%
388,2023-07-14,9491.9501953125,9488.3095703125,9530.1201171875,9464.330078125,0,-0.02%
389,2023-07-17,9565.509765625,9511.5703125,9582.9697265625,9511.5703125,0,0.77%
390,2023-07-18,9598.98046875,9532.3095703125,9623.509765625,9519.3701171875,0,0.35%
391,2023-07-19,9649.1396484375,9627.6904296875,9690.6201171875,9625.6298828125,0,0.52%
392,2023-07-20,9402.6298828125,9548.3095703125,9554.1396484375,9382.9296875,0,-2.55%
393,2023-07-21,9392.240234375,9462.259765625,9469.7998046875,9359.5703125,0,-0.11%
394,2023-07-24,9420.3896484375,9388.33984375,9439.4599609375,9332.4599609375,0,0.30%
395,2023-07-25,9410.26953125,9437.669921875,9450.900390625,9404.9296875,0,-0.11%
396,2023-07-26,9408.8798828125,9347.3603515625,9445.8798828125,9344.9599609375,0,-0.01%
397,2023-07-27,9271.0595703125,9490.490234375,9506.990234375,9254.3203125,0,-1.46%
398,2023-07-28,9461.259765625,9375.0498046875,9478.1396484375,9365.1103515625,0,2.05%
399,2023-07-31,9517.2802734375,9482.8095703125,9523.0703125,9475.1103515625,0,0.59%
400,2023-08-01,9423.6396484375,9478.58984375,9480.23046875,9412.73046875,0,-0.98%
401,2023-08-02,9258.4501953125,9305.8701171875,9327.33984375,9223.75,0,-1.75%
402,2023-08-03,9279.83984375,9215.8701171875,9313.9404296875,9199.400390625,0,0.23%
403,2023-08-04,9385.2197265625,9520.7900390625,9545.51953125,9378.3701171875,0,1.14%
404,2023-08-07,9476.2900390625,9422.4697265625,9477.669921875,9348.990234375,0,0.97%
405,2023-08-08,9393.240234375,9390.7001953125,9403.76953125,9320.4296875,0,-0.88%
406,2023-08-09,9311.9404296875,9411.330078125,9412.98046875,9301.2998046875,0,-0.87%
407,2023-08-10,9337.1298828125,9375.759765625,9464.3203125,9301.5498046875,0,0.27%
408,2023-08-11,9309.7099609375,9280.0498046875,9332.51953125,9254.0302734375,0,-0.29%
409,2023-08-14,9332.2802734375,9264.1904296875,9333.5498046875,9244.1201171875,0,0.24%
410,2023-08-15,9183.4501953125,9294.650390625,9313.900390625,9176.2099609375,0,-1.59%
411,2023-08-16,9068.6201171875,9142.509765625,9191.349609375,9067.41015625,0,-1.25%
412,2023-08-17,8932.580078125,9089.650390625,9093.2802734375,8928.509765625,0,-1.50%
413,2023-08-18,8912.73046875,8836.1904296875,8937.9296875,8829.4296875,0,-0.22%
414,2023-08-21,9007.5400390625,8943.2900390625,9016.51953125,8909.3603515625,0,1.06%
415,2023-08-22,9002.5,9066.169921875,9068.759765625,8978.7998046875,0,-0.06%
416,2023-08-23,9099.509765625,8999.58984375,9122.16015625,8987.48046875,0,1.08%
417,2023-08-24,8905.169921875,9112.919921875,9117.1796875,8904.7197265625,0,-2.14%
418,2023-08-25,9010.76953125,8948.98046875,9033.41015625,8879.7900390625,0,1.19%
419,2023-08-28,9049.4599609375,9060.2802734375,9077.98046875,8999.9501953125,0,0.43%
420,2023-08-29,9116.400390625,9030.5400390625,9137.91015625,8998.509765625,0,0.74%
421,2023-08-30,9123.3203125,9133.9296875,9169.6796875,9085.4404296875,0,0.08%
422,2023-08-31,9127.5703125,9125.9697265625,9177.6103515625,9112.4501953125,0,0.05%
423,2023-09-01,9058.41015625,9181.990234375,9202.66015625,9018.75,0,-0.76%
424,2023-09-05,9049.5595703125,9031.8095703125,9073.6103515625,8999.2001953125,0,-0.10%
425,2023-09-06,8975.509765625,9014.7099609375,9032.9697265625,8927.1298828125,0,-0.82%
426,2023-09-07,8966.5302734375,8891.6201171875,8978.7001953125,8870.740234375,0,-0.10%
427,2023-09-08,8958.6396484375,8961.5302734375,9004.8203125,8933.7099609375,0,-0.09%
428,2023-09-11,9175.330078125,9063.5400390625,9189.73046875,9062.599609375,0,2.42%
429,2023-09-12,9112.9296875,9145.919921875,9200.509765625,9108.8603515625,0,-0.68%
