,date,ixid,open,high,low,volume,ixid_cr
112,2022-06-07,8728.0498046875,8585.8203125,8746.01953125,8539.8203125,0,0.21%
113,2022-06-08,8683.669921875,8722.580078125,8806.8603515625,8657.490234375,0,-0.51%
114,2022-06-09,8456.919921875,8654.9404296875,8728.259765625,8455.990234375,0,-2.61%
115,2022-06-10,8174.56005859375,8309.6904296875,8329.01953125,8146.490234375,0,-3.34%
116,2022-06-13,7764.580078125,7911.509765625,7965.7001953125,7735.43994140625,0,-5.02%
117,2022-06-14,7753.7900390625,7829.97998046875,7843.4599609375,7679.75,0,-0.14%
118,2022-06-15,7984.830078125,7836.169921875,8077.8701171875,7810.27001953125,0,2.98%
119,2022-06-16,7627.4501953125,7767.02978515625,7780.33984375,7560.5400390625,0,-4.48%
120,2022-06-17,7731.81982421875,7664.22021484375,7783.5400390625,7620.7001953125,0,1.37%
121,2022-06-21,7952.91015625,7879.330078125,8037.58984375,7877.5400390625,0,2.86%
122,2022-06-22,7931.669921875,7854.14990234375,8078.35009765625,7851.47021484375,0,-0.27%
123,2022-06-23,8048.7998046875,8007.02978515625,8074.5400390625,7899.919921875,0,1.48%
124,2022-06-24,8311.740234375,8109.2001953125,8315.6904296875,8084.85009765625,0,3.27%
125,2022-06-27,8245.1796875,8358.4296875,8386.0595703125,8215.650390625,0,-0.80%
126,2022-06-28,7975.39990234375,8263.3095703125,8352.150390625,7971.2900390625,0,-3.27%
127,2022-06-29,7946.9599609375,7958.759765625,7997.27001953125,7875.3701171875,0,-0.36%
128,2022-06-30,7852.93017578125,7852.830078125,7939.1298828125,7719.02978515625,0,-1.18%
129,2022-07-01,7995.419921875,7883.43017578125,8000.06005859375,7835.919921875,0,1.81%
130,2022-07-05,8110.68994140625,7878.43994140625,8112.97021484375,7806.3701171875,0,1.44%
131,2022-07-06,8096.68994140625,8109.2998046875,8159.7099609375,8012.669921875,0,-0.17%
132,2022-07-07,8278.5595703125,8123.64013671875,8297.330078125,8113.7001953125,0,2.25%
133,2022-07-08,8287.1396484375,8211.9296875,8348.16015625,8179.8798828125,0,0.10%
134,2022-07-11,8055.240234375,8223.51953125,8245.7802734375,8037.8798828125,0,-2.80%
135,2022-07-12,7989.25,8087.31005859375,8141.89013671875,7945.81005859375,0,-0.82%
136,2022-07-13,8031.2099609375,7842.35009765625,8097.9599609375,7823.72998046875,0,0.53%
137,2022-07-14,8019.68994140625,7968.9501953125,8029.0498046875,7849.14990234375,0,-0.14%
138,2022-07-15,8158.3798828125,8103.81982421875,8174.27978515625,8043.9599609375,0,1.73%
139,2022-07-18,8162.7998046875,8255.849609375,8348.919921875,8137.02978515625,0,0.05%
140,2022-07-19,8393.650390625,8277.9501953125,8403.08984375,8223.9404296875,0,2.83%
141,2022-07-20,8540.5302734375,8412.580078125,8557.6298828125,8393.099609375,0,1.75%
142,2022-07-21,8715.83984375,8579.51953125,8716.8203125,8529.2099609375,0,2.05%
143,2022-07-22,8633.8896484375,8748.150390625,8810.0703125,8579.0400390625,0,-0.94%
144,2022-07-25,8604.9599609375,8644.01953125,8654.0498046875,8556.849609375,0,-0.34%
145,2022-07-26,8398.2001953125,8482.26953125,8508.0595703125,8380.759765625,0,-2.40%
146,2022-07-27,8716.830078125,8522.240234375,8751.66015625,8489.1796875,0,3.79%
147,2022-07-28,8874.0498046875,8784.4404296875,8879.990234375,8652.83984375,0,1.80%
148,2022-07-29,9182.490234375,9049.650390625,9214.490234375,8994.400390625,0,3.48%
149,2022-08-01,9207.58984375,9170.1103515625,9323.5302734375,9111.8798828125,0,0.27%
150,2022-08-02,9203.16015625,9171.66015625,9341.7197265625,9143.669921875,0,-0.05%
151,2022-08-03,9397.0595703125,9291.2197265625,9427.9296875,9250.91015625,0,2.11%
152,2022-08-04,9438.16015625,9433.9404296875,9462.259765625,9366.509765625,0,0.44%
153,2022-08-05,9307.4599609375,9312.330078125,9418.580078125,9254.490234375,0,-1.38%
154,2022-08-08,9331.6796875,9403.6103515625,9521.0498046875,9298.919921875,0,0.26%
155,2022-08-09,9220.4296875,9296.1796875,9313.1904296875,9180.7001953125,0,-1.19%
156,2022-08-10,9482.5595703125,9481.73046875,9489.4697265625,9364.6103515625,0,2.84%
157,2022-08-11,9425.7998046875,9568.1396484375,9610.5400390625,9408.099609375,0,-0.60%
158,2022-08-12,9637.3896484375,9480.490234375,9637.3896484375,9435.4697265625,0,2.24%
159,2022-08-15,9704.8203125,9599.650390625,9727.5400390625,9599.650390625,0,0.70%
160,2022-08-16,9741.8095703125,9698.650390625,9818.0,9635.41015625,0,0.38%
161,2022-08-17,9612.4404296875,9635.4599609375,9697.48046875,9548.009765625,0,-1.33%
162,2022-08-18,9621.5,9613.33984375,9640.16015625,9556.509765625,0,0.09%
163,2022-08-19,9421.849609375,9510.080078125,9527.2998046875,9397.7900390625,0,-2.08%
164,2022-08-22,9192.3701171875,9284.4404296875,9289.1396484375,9169.990234375,0,-2.44%
165,2022-08-23,9226.0498046875,9205.3203125,9289.26953125,9175.3896484375,0,0.37%
166,2022-08-24,9282.5498046875,9209.01953125,9360.1796875,9208.9404296875,0,0.61%
167,2022-08-25,9403.6201171875,9355.73046875,9405.2998046875,9285.1796875,0,1.30%
168,2022-08-26,9084.4404296875,9419.7197265625,9447.1904296875,9084.4296875,0,-3.39%
169,2022-08-29,9034.0302734375,9000.25,9106.5703125,8989.5703125,0,-0.55%
170,2022-08-30,8911.0595703125,9094.669921875,9102.58984375,8837.3203125,0,-1.36%
171,2022-08-31,8861.330078125,8969.6796875,9013.0498046875,8856.1103515625,0,-0.56%
172,2022-09-01,8876.2099609375,8785.16015625,8883.73046875,8680.2197265625,0,0.17%
173,2022-09-02,8779.650390625,8970.2900390625,9002.7998046875,8734.330078125,0,-1.09%
174,2022-09-06,8754.2099609375,8796.23046875,8824.8603515625,8652.73046875,0,-0.29%
175,2022-09-07,8984.9599609375,8751.7099609375,8994.6201171875,8745.2900390625,0,2.64%
176,2022-09-08,9041.8896484375,8894.01953125,9044.9296875,8876.4296875,0,0.63%
177,2022-09-09,9236.0498046875,9105.08984375,9249.4501953125,9105.08984375,0,2.15%
178,2022-09-12,9366.830078125,9291.9404296875,9373.5498046875,9291.1201171875,0,1.42%
179,2022-09-13,8936.2802734375,9078.7998046875,9130.66015625,8907.7998046875,0,-4.60%
180,2022-09-14,9049.5703125,8969.1904296875,9068.25,8922.8798828125,0,1.27%
181,2022-09-15,8969.66015625,9000.6904296875,9145.669921875,8928.1298828125,0,-0.88%
182,2022-09-16,8864.5595703125,8816.4599609375,8872.51953125,8756.25,0,-1.17%
183,2022-09-19,8953.58984375,8777.5302734375,8954.599609375,8776.6396484375,0,1.00%
184,2022-09-20,8830.4404296875,8890.740234375,8923.7197265625,8769.7001953125,0,-1.38%
185,2022-09-21,8651.7099609375,8858.490234375,8956.8203125,8650.849609375,0,-2.02%
186,2022-09-22,8464.150390625,8620.169921875,8639.9697265625,8430.33984375,0,-2.17%
187,2022-09-23,8245.580078125,8356.8203125,8356.8203125,8147.009765625,0,-2.58%
188,2022-09-26,8230.3095703125,8219.5595703125,8404.2099609375,8216.01953125,0,-0.19%
189,2022-09-27,8251.8603515625,8366.099609375,8431.98046875,8175.35009765625,0,0.26%
190,2022-09-28,8478.240234375,8269.4599609375,8520.3095703125,8233.740234375,0,2.74%
191,2022-09-29,8204.2998046875,8369.169921875,8376.4404296875,8119.7998046875,0,-3.23%
192,2022-09-30,8098.18994140625,8162.3798828125,8322.23046875,8092.85986328125,0,-1.29%
193,2022-10-03,8158.89990234375,8119.16015625,8221.01953125,8019.580078125,0,0.75%
194,2022-10-04,8446.8896484375,8364.5498046875,8500.2998046875,8348.16015625,0,3.53%
195,2022-10-05,8372.080078125,8330.240234375,8421.7197265625,8206.9599609375,0,-0.89%
196,2022-10-06,8304.48046875,8371.0302734375,8434.3798828125,8281.9599609375,0,-0.81%
197,2022-10-07,8005.68017578125,8193.3095703125,8202.5595703125,7968.35986328125,0,-3.60%
198,2022-10-10,7967.2099609375,8019.919921875,8063.41015625,7894.81005859375,0,-0.48%
199,2022-10-11,7883.7900390625,7930.669921875,8040.080078125,7825.740234375,0,-1.05%
200,2022-10-12,7901.77978515625,7900.66015625,7957.93994140625,7841.9501953125,0,0.23%
201,2022-10-13,8003.330078125,7665.509765625,8034.68994140625,7603.43994140625,0,1.29%
202,2022-10-14,7698.0498046875,8072.25,8111.009765625,7688.5498046875,0,-3.81%
203,2022-10-17,8011.990234375,7881.72998046875,8040.47998046875,7876.97021484375,0,4.08%
204,2022-10-18,8124.85009765625,8245.98046875,8252.8701171875,8039.7900390625,0,1.41%
205,2022-10-19,8062.93994140625,8058.97998046875,8148.14990234375,7988.759765625,0,-0.76%
206,2022-10-20,7947.27978515625,7986.7900390625,8126.330078125,7919.0498046875,0,-1.43%
207,2022-10-21,8157.75,7924.18994140625,8164.85986328125,7893.43994140625,0,2.65%
208,2022-10-24,8173.89990234375,8127.81005859375,8200.0,7975.16015625,0,0.20%
209,2022-10-25,8364.3603515625,8194.1298828125,8381.0703125,8194.1298828125,0,2.33%
210,2022-10-26,8317.919921875,8303.73046875,8484.4697265625,8284.0400390625,0,-0.56%
211,2022-10-27,8248.0703125,8333.259765625,8377.6904296875,8237.4599609375,0,-0.84%
212,2022-10-28,8247.1103515625,8046.75,8256.490234375,8006.2998046875,0,-0.01%
213,2022-10-31,8200.6796875,8219.400390625,8243.2998046875,8122.8701171875,0,-0.56%
214,2022-11-01,8119.35986328125,8340.1298828125,8342.3896484375,8109.02001953125,0,-0.99%
215,2022-11-02,7821.72998046875,8109.169921875,8160.89990234375,7819.0498046875,0,-3.67%
216,2022-11-03,7775.490234375,7758.02978515625,7871.6298828125,7736.52978515625,0,-0.59%
217,2022-11-04,7817.10009765625,7940.5400390625,7960.77978515625,7670.919921875,0,0.54%
218,2022-11-07,7788.2001953125,7854.39990234375,7866.39990234375,7712.27978515625,0,-0.37%
219,2022-11-08,7787.759765625,7781.06005859375,7885.169921875,7680.919921875,0,-0.01%
220,2022-11-09,7541.31005859375,7716.5400390625,7753.3701171875,7533.56005859375,0,-3.16%
221,2022-11-10,8053.93994140625,7910.7099609375,8058.740234375,7830.509765625,0,6.80%
222,2022-11-11,8211.509765625,8079.740234375,8227.76953125,8037.7998046875,0,1.96%
223,2022-11-14,8106.08984375,8143.2998046875,8231.1103515625,8086.08984375,0,-1.28%
224,2022-11-15,8221.6396484375,8319.26953125,8332.419921875,8139.85009765625,0,1.43%
225,2022-11-16,8095.7998046875,8129.5,8158.64013671875,8073.39990234375,0,-1.53%
226,2022-11-17,8008.5,7959.009765625,8048.77001953125,7942.89990234375,0,-1.08%
227,2022-11-18,8001.60009765625,8084.06005859375,8087.89990234375,7920.330078125,0,-0.09%
228,2022-11-21,7902.91015625,7959.3701171875,7980.759765625,7865.25,0,-1.23%
229,2022-11-22,7981.64013671875,7916.56982421875,7985.4599609375,7866.740234375,0,1.00%
230,2022-11-23,8093.02978515625,8000.9501953125,8107.7900390625,7990.9599609375,0,1.40%
231,2022-11-25,8073.97998046875,8078.10986328125,8103.97021484375,8050.169921875,0,-0.24%
232,2022-11-28,8008.1298828125,8045.41015625,8107.60986328125,7996.1201171875,0,-0.82%
233,2022-11-29,7967.080078125,8030.10009765625,8044.7998046875,7945.4501953125,0,-0.51%
234,2022-11-30,8265.01953125,7993.1201171875,8265.169921875,7938.5400390625,0,3.74%
235,2022-12-01,8236.259765625,8274.080078125,8303.9697265625,8185.06982421875,0,-0.35%
236,2022-12-02,8233.9599609375,8139.75,8259.6201171875,8138.68017578125,0,-0.03%
237,2022-12-05,8017.47998046875,8163.58984375,8177.02001953125,7996.89990234375,0,-2.63%
238,2022-12-06,7869.77001953125,8010.240234375,8029.330078125,7824.52001953125,0,-1.84%
239,2022-12-07,7835.60986328125,7829.009765625,7895.830078125,7789.7001953125,0,-0.43%
240,2022-12-08,7905.080078125,7868.580078125,7941.89013671875,7813.02978515625,0,0.89%
241,2022-12-09,7862.7099609375,7864.89990234375,7941.75,7858.0498046875,0,-0.54%
242,2022-12-12,7888.56982421875,7856.0400390625,7889.35986328125,7804.2900390625,0,0.33%
243,2022-12-13,7896.22998046875,8150.08984375,8164.93017578125,7826.3701171875,0,0.10%
244,2022-12-14,7845.91015625,7903.10986328125,7954.08984375,7778.919921875,0,-0.64%
245,2022-12-15,7637.169921875,7728.56005859375,7751.02978515625,7611.9599609375,0,-2.66%
246,2022-12-16,7553.60986328125,7602.240234375,7633.5400390625,7502.06005859375,0,-1.09%
247,2022-12-19,7459.3798828125,7564.47021484375,7568.4501953125,7431.93994140625,0,-1.25%
248,2022-12-20,7410.93994140625,7431.33984375,7502.7001953125,7397.169921875,0,-0.65%
249,2022-12-21,7512.81982421875,7455.77978515625,7547.27978515625,7430.3798828125,0,1.37%
250,2022-12-22,7331.0,7443.25,7446.5498046875,7221.64013671875,0,-2.42%
251,2022-12-23,7376.43017578125,7324.4599609375,7395.91015625,7276.68017578125,0,0.62%
252,2022-12-27,7256.41015625,7353.9599609375,7358.56005859375,7253.3798828125,0,-1.63%
253,2022-12-28,7178.7099609375,7250.64013671875,7312.64013671875,7172.759765625,0,-1.07%
254,2022-12-29,7353.06005859375,7263.41015625,7368.169921875,7242.02978515625,0,2.43%
255,2022-12-30,7347.669921875,7290.83984375,7347.97998046875,7260.77978515625,0,-0.07%
256,2023-01-03,7288.4501953125,7393.009765625,7414.27001953125,7210.22021484375,0,-0.81%
257,2023-01-04,7392.43994140625,7344.14013671875,7430.25,7278.3701171875,0,1.43%
258,2023-01-05,7294.9501953125,7339.9501953125,7349.830078125,7275.08984375,0,-1.32%
259,2023-01-06,7480.47021484375,7302.9501953125,7508.14013671875,7268.93017578125,0,2.54%
260,2023-01-09,7531.240234375,7547.81005859375,7639.330078125,7523.43017578125,0,0.68%
261,2023-01-10,7617.52001953125,7527.1298828125,7618.39990234375,7497.43017578125,0,1.15%
262,2023-01-11,7782.35986328125,7678.10986328125,7783.330078125,7674.169921875,0,2.16%
263,2023-01-12,7815.18994140625,7830.080078125,7830.52978515625,7692.919921875,0,0.42%
264,2023-01-13,7884.72021484375,7738.47998046875,7890.31005859375,7736.66015625,0,0.89%
265,2023-01-17,7879.93017578125,7902.0,7927.68994140625,7854.4599609375,0,-0.06%
266,2023-01-18,7757.419921875,7948.68017578125,7964.81982421875,7755.740234375,0,-1.55%
267,2023-01-19,7645.72021484375,7707.06005859375,7727.7900390625,7613.97998046875,0,-1.44%
268,2023-01-20,7836.47021484375,7684.27978515625,7839.240234375,7652.18994140625,0,2.49%
269,2023-01-23,7980.58984375,7859.830078125,8005.3701171875,7824.64013671875,0,1.84%
270,2023-01-24,7958.6298828125,7950.2099609375,7990.10986328125,7900.18994140625,0,-0.28%
271,2023-01-25,7989.080078125,7827.22021484375,7996.58984375,7779.64013671875,0,0.38%
272,2023-01-26,8139.919921875,8134.64013671875,8142.669921875,8032.33984375,0,1.89%
273,2023-01-27,8297.0595703125,8143.43017578125,8350.990234375,8141.580078125,0,1.93%
274,2023-01-30,8148.240234375,8238.240234375,8278.6796875,8144.81005859375,0,-1.79%
275,2023-01-31,8306.099609375,8152.2998046875,8306.8203125,8151.4599609375,0,1.94%
276,2023-02-01,8448.7001953125,8288.4697265625,8511.8896484375,8218.509765625,0,1.72%
277,2023-02-02,8647.650390625,8588.1103515625,8723.830078125,8538.9697265625,0,2.35%
278,2023-02-03,8418.330078125,8433.650390625,8600.8603515625,8392.8798828125,0,-2.65%
279,2023-02-06,8383.919921875,8390.759765625,8434.1201171875,8327.3798828125,0,-0.41%
280,2023-02-07,8438.2802734375,8371.51953125,8456.6201171875,8236.8798828125,0,0.65%
281,2023-02-08,8353.6201171875,8400.9404296875,8430.599609375,8313.759765625,0,-1.00%
282,2023-02-09,8306.51953125,8462.8701171875,8484.75,8270.4599609375,0,-0.56%
283,2023-02-10,8230.080078125,8239.8798828125,8288.66015625,8163.75,0,-0.92%
284,2023-02-13,8326.9599609375,8229.3896484375,8339.1796875,8182.66015625,0,1.18%
285,2023-02-14,8395.759765625,8253.740234375,8413.8603515625,8220.0498046875,0,0.83%
286,2023-02-15,8529.490234375,8378.6396484375,8529.7900390625,8361.1904296875,0,1.59%
287,2023-02-16,8356.0302734375,8417.0703125,8524.330078125,8354.41015625,0,-2.03%
288,2023-02-17,8351.009765625,8313.599609375,8354.7001953125,8236.8798828125,0,-0.06%
289,2023-02-21,8141.169921875,8241.9599609375,8282.330078125,8140.0,0,-2.51%
290,2023-02-22,8177.7998046875,8155.39013671875,8227.650390625,8125.419921875,0,0.45%
291,2023-02-23,8174.33984375,8214.7001953125,8216.98046875,8045.009765625,0,-0.04%
292,2023-02-24,8052.27978515625,8045.68994140625,8062.18994140625,7986.16015625,0,-1.49%
293,2023-02-27,8136.1201171875,8136.64013671875,8193.1904296875,8113.919921875,0,1.04%
294,2023-02-28,8111.75,8135.81982421875,8169.93994140625,8098.35009765625,0,-0.30%
295,2023-03-01,8043.490234375,8102.240234375,8113.5,7998.97021484375,0,-0.84%
296,2023-03-02,8050.39013671875,7923.39990234375,8060.43017578125,7923.14990234375,0,0.09%
297,2023-03-03,8191.4501953125,8084.580078125,8207.0302734375,8070.6298828125,0,1.75%
298,2023-03-06,8135.10009765625,8207.009765625,8245.740234375,8130.39990234375,0,-0.69%
299,2023-03-07,8039.77001953125,8125.68017578125,8158.1201171875,8035.9501953125,0,-1.17%
